createAt,manageObject,M8076C0
2025-05-07T16:30:00.000-03:00:00,NE-MRBTS-621901,-3574131
2025-05-07T17:00:00.000-03:00:00,NE-MRBTS-621901,-4110660
2025-05-07T17:15:00.000-03:00:00,NE-MRBTS-621901,-4408104
2025-05-07T17:30:00.000-03:00:00,NE-MRBTS-621901,-3773427
2025-05-07T18:00:00.000-03:00:00,NE-MRBTS-621901,-2700168
2025-05-07T18:15:00.000-03:00:00,NE-MRBTS-621901,-2929539
2025-05-07T18:30:00.000-03:00:00,NE-MRBTS-621901,-4320637
2025-05-07T19:00:00.000-03:00:00,NE-MRBTS-621901,-3216781
2025-05-07T19:15:00.000-03:00:00,NE-MRBTS-621901,-3360279
2025-05-07T19:30:00.000-03:00:00,NE-MRBTS-621901,-3845544
2025-05-07T20:00:00.000-03:00:00,NE-MRBTS-621901,-3798667
2025-05-07T20:15:00.000-03:00:00,NE-MRBTS-621901,-3537762
2025-05-07T20:30:00.000-03:00:00,NE-MRBTS-621901,-3857928
2025-05-07T21:00:00.000-03:00:00,NE-MRBTS-621901,-4331146
2025-05-07T21:15:00.000-03:00:00,NE-MRBTS-621901,-4244851
2025-05-07T21:30:00.000-03:00:00,NE-MRBTS-621901,-3932166
2025-05-07T22:00:00.000-03:00:00,NE-MRBTS-621901,-4734889
2025-05-07T22:15:00.000-03:00:00,NE-MRBTS-621901,-4378163
2025-05-07T22:30:00.000-03:00:00,NE-MRBTS-621901,-4355353
2025-05-07T23:00:00.000-03:00:00,NE-MRBTS-621901,-4507384
2025-05-07T23:15:00.000-03:00:00,NE-MRBTS-621901,-3657327
2025-05-07T23:30:00.000-03:00:00,NE-MRBTS-621901,-3780088
2025-05-08T00:00:00.000-03:00:00,NE-MRBTS-621901,-4048740
2025-05-08T00:15:00.000-03:00:00,NE-MRBTS-621901,-3486261
2025-05-08T00:30:00.000-03:00:00,NE-MRBTS-621901,-3457555
2025-05-08T01:00:00.000-03:00:00,NE-MRBTS-621901,-3632358
2025-05-08T01:15:00.000-03:00:00,NE-MRBTS-621901,-3457257
2025-05-08T01:30:00.000-03:00:00,NE-MRBTS-621901,-3496144
2025-05-08T02:00:00.000-03:00:00,NE-MRBTS-621901,-3733904
2025-05-08T02:15:00.000-03:00:00,NE-MRBTS-621901,-3905682
2025-05-08T02:30:00.000-03:00:00,NE-MRBTS-621901,-3170302
2025-05-08T03:00:00.000-03:00:00,NE-MRBTS-621901,-3172178
2025-05-08T03:15:00.000-03:00:00,NE-MRBTS-621901,-3616910
2025-05-08T03:30:00.000-03:00:00,NE-MRBTS-621901,-3857464
2025-05-08T04:00:00.000-03:00:00,NE-MRBTS-621901,-4124146
2025-05-08T04:15:00.000-03:00:00,NE-MRBTS-621901,-3421456
2025-05-08T04:30:00.000-03:00:00,NE-MRBTS-621901,-3303869
2025-05-08T05:00:00.000-03:00:00,NE-MRBTS-621901,-3151833
2025-05-08T05:15:00.000-03:00:00,NE-MRBTS-621901,-2799230
2025-05-08T05:30:00.000-03:00:00,NE-MRBTS-621901,-3477747
2025-05-08T06:00:00.000-03:00:00,NE-MRBTS-621901,-3780253
2025-05-08T06:15:00.000-03:00:00,NE-MRBTS-621901,-3368758
2025-05-08T06:30:00.000-03:00:00,NE-MRBTS-621901,-3781501
2025-05-08T07:00:00.000-03:00:00,NE-MRBTS-621901,-3841444
2025-05-08T07:15:00.000-03:00:00,NE-MRBTS-621901,-4391027
2025-05-08T07:30:00.000-03:00:00,NE-MRBTS-621901,-3883612
2025-05-08T08:00:00.000-03:00:00,NE-MRBTS-621901,-3817742
2025-05-08T08:15:00.000-03:00:00,NE-MRBTS-621901,-4443884
2025-05-08T08:30:00.000-03:00:00,NE-MRBTS-621901,-3534756
2025-05-08T09:00:00.000-03:00:00,NE-MRBTS-621901,-4084606
2025-05-08T09:15:00.000-03:00:00,NE-MRBTS-621901,-3646320
2025-05-08T09:30:00.000-03:00:00,NE-MRBTS-621901,-3905601
2025-05-08T10:00:00.000-03:00:00,NE-MRBTS-621901,-3899962
2025-05-08T10:15:00.000-03:00:00,NE-MRBTS-621901,-3962249
2025-05-08T10:30:00.000-03:00:00,NE-MRBTS-621901,-4135539
2025-05-08T11:00:00.000-03:00:00,NE-MRBTS-621901,-3516790
2025-05-08T11:15:00.000-03:00:00,NE-MRBTS-621901,-3862394
2025-05-08T11:30:00.000-03:00:00,NE-MRBTS-621901,-4169992
2025-05-08T12:00:00.000-03:00:00,NE-MRBTS-621901,-4052638
2025-05-08T12:15:00.000-03:00:00,NE-MRBTS-621901,-3417965
2025-05-08T12:30:00.000-03:00:00,NE-MRBTS-621901,-3739323
2025-05-08T13:00:00.000-03:00:00,NE-MRBTS-621901,-4109897
2025-05-08T13:15:00.000-03:00:00,NE-MRBTS-621901,-3711242
2025-05-08T13:30:00.000-03:00:00,NE-MRBTS-621901,-3859781
2025-05-08T14:00:00.000-03:00:00,NE-MRBTS-621901,-4073903
2025-05-08T14:15:00.000-03:00:00,NE-MRBTS-621901,-3669539
2025-05-08T14:30:00.000-03:00:00,NE-MRBTS-621901,-3949922
2025-05-08T15:00:00.000-03:00:00,NE-MRBTS-621901,-4014404
2025-05-08T15:15:00.000-03:00:00,NE-MRBTS-621901,-4009790
2025-05-08T15:30:00.000-03:00:00,NE-MRBTS-621901,-4159078
2025-05-08T16:00:00.000-03:00:00,NE-MRBTS-621901,-3849079
2025-05-08T16:15:00.000-03:00:00,NE-MRBTS-621901,-4338393
2025-05-08T16:30:00.000-03:00:00,NE-MRBTS-621901,-3687149
2025-05-06T15:00:00.000-03:00:00,NE-MRBTS-690204,5534438
2025-05-06T15:15:00.000-03:00:00,NE-MRBTS-690204,5249478
2025-05-06T15:30:00.000-03:00:00,NE-MRBTS-690204,5480490
2025-05-06T16:00:00.000-03:00:00,NE-MRBTS-690204,5500430
2025-05-06T16:15:00.000-03:00:00,NE-MRBTS-690204,6140856
2025-05-06T16:30:00.000-03:00:00,NE-MRBTS-690204,5167489
2025-05-06T17:00:00.000-03:00:00,NE-MRBTS-690204,6027723
2025-05-06T17:15:00.000-03:00:00,NE-MRBTS-690204,6384691
2025-05-06T17:30:00.000-03:00:00,NE-MRBTS-690204,5492160
2025-05-06T18:00:00.000-03:00:00,NE-MRBTS-690204,5666074
2025-05-06T18:15:00.000-03:00:00,NE-MRBTS-690204,6062256
2025-05-06T18:30:00.000-03:00:00,NE-MRBTS-690204,5473064
2025-05-06T19:00:00.000-03:00:00,NE-MRBTS-690204,5312451
2025-05-06T19:15:00.000-03:00:00,NE-MRBTS-690204,6087713
2025-05-06T19:30:00.000-03:00:00,NE-MRBTS-690204,5534739
2025-05-06T20:00:00.000-03:00:00,NE-MRBTS-690204,5819612
2025-05-06T20:15:00.000-03:00:00,NE-MRBTS-690204,5988151
2025-05-06T20:30:00.000-03:00:00,NE-MRBTS-690204,5508881
2025-05-06T21:00:00.000-03:00:00,NE-MRBTS-690204,4438334
2025-05-06T21:15:00.000-03:00:00,NE-MRBTS-690204,5797641
2025-05-06T21:30:00.000-03:00:00,NE-MRBTS-690204,5809992
2025-05-06T22:00:00.000-03:00:00,NE-MRBTS-690204,5823162
2025-05-06T22:15:00.000-03:00:00,NE-MRBTS-690204,5422572
2025-05-06T22:30:00.000-03:00:00,NE-MRBTS-690204,5031673
2025-05-06T23:00:00.000-03:00:00,NE-MRBTS-690204,5796107
2025-05-06T23:15:00.000-03:00:00,NE-MRBTS-690204,4964147
2025-05-06T23:30:00.000-03:00:00,NE-MRBTS-690204,5894383
2025-05-07T00:00:00.000-03:00:00,NE-MRBTS-690204,5456153
2025-05-07T00:15:00.000-03:00:00,NE-MRBTS-690204,4694624
2025-05-07T00:30:00.000-03:00:00,NE-MRBTS-690204,5800516
2025-05-07T01:00:00.000-03:00:00,NE-MRBTS-690204,6183958
2025-05-07T01:15:00.000-03:00:00,NE-MRBTS-690204,6137107
2025-05-07T01:30:00.000-03:00:00,NE-MRBTS-690204,6142267
2025-05-07T02:00:00.000-03:00:00,NE-MRBTS-690204,5467940
2025-05-07T02:15:00.000-03:00:00,NE-MRBTS-690204,6313056
2025-05-07T02:30:00.000-03:00:00,NE-MRBTS-690204,6246191
2025-05-07T03:00:00.000-03:00:00,NE-MRBTS-690204,5487555
2025-05-07T03:15:00.000-03:00:00,NE-MRBTS-690204,4806068
2025-05-07T03:30:00.000-03:00:00,NE-MRBTS-690204,6121491
2025-05-07T04:00:00.000-03:00:00,NE-MRBTS-690204,6239587
2025-05-07T04:15:00.000-03:00:00,NE-MRBTS-690204,5499647
2025-05-07T04:30:00.000-03:00:00,NE-MRBTS-690204,4618955
2025-05-07T05:00:00.000-03:00:00,NE-MRBTS-690204,5693563
2025-05-07T05:15:00.000-03:00:00,NE-MRBTS-690204,4495251
2025-05-07T05:30:00.000-03:00:00,NE-MRBTS-690204,5957348
2025-05-07T06:00:00.000-03:00:00,NE-MRBTS-690204,6305979
2025-05-07T06:15:00.000-03:00:00,NE-MRBTS-690204,5151961
2025-05-07T06:30:00.000-03:00:00,NE-MRBTS-690204,6046947
2025-05-07T07:00:00.000-03:00:00,NE-MRBTS-690204,5093814
2025-05-07T07:15:00.000-03:00:00,NE-MRBTS-690204,5834691
2025-05-07T07:30:00.000-03:00:00,NE-MRBTS-690204,5439986
2025-05-07T08:00:00.000-03:00:00,NE-MRBTS-690204,5870352
2025-05-07T08:15:00.000-03:00:00,NE-MRBTS-690204,5631029
2025-05-07T08:30:00.000-03:00:00,NE-MRBTS-690204,5899438
2025-05-07T09:00:00.000-03:00:00,NE-MRBTS-690204,6025846
2025-05-07T09:15:00.000-03:00:00,NE-MRBTS-690204,6240967
2025-05-07T09:30:00.000-03:00:00,NE-MRBTS-690204,5755242
2025-05-07T10:00:00.000-03:00:00,NE-MRBTS-690204,6046512
2025-05-07T10:15:00.000-03:00:00,NE-MRBTS-690204,5798894
2025-05-07T10:30:00.000-03:00:00,NE-MRBTS-690204,6032302
2025-05-07T11:00:00.000-03:00:00,NE-MRBTS-690204,6232191
2025-05-07T11:15:00.000-03:00:00,NE-MRBTS-690204,4490509
2025-05-07T11:30:00.000-03:00:00,NE-MRBTS-690204,5103513
2025-05-07T12:00:00.000-03:00:00,NE-MRBTS-690204,5676521
2025-05-07T12:15:00.000-03:00:00,NE-MRBTS-690204,4399298
2025-05-07T12:30:00.000-03:00:00,NE-MRBTS-690204,5447561
2025-05-07T13:00:00.000-03:00:00,NE-MRBTS-690204,6025486
2025-05-07T13:15:00.000-03:00:00,NE-MRBTS-690204,6038447
2025-05-07T13:30:00.000-03:00:00,NE-MRBTS-690204,5935262
2025-05-07T14:00:00.000-03:00:00,NE-MRBTS-690204,5881944
2025-05-07T14:15:00.000-03:00:00,NE-MRBTS-690204,5529502
2025-05-07T14:30:00.000-03:00:00,NE-MRBTS-690204,6043086
2025-05-07T15:00:00.000-03:00:00,NE-MRBTS-690204,5885171
2025-05-07T15:15:00.000-03:00:00,NE-MRBTS-690204,5900988
2025-05-07T15:30:00.000-03:00:00,NE-MRBTS-690204,5196327
2025-05-07T16:00:00.000-03:00:00,NE-MRBTS-690204,5333839
2025-05-07T16:15:00.000-03:00:00,NE-MRBTS-690204,5711421
2025-05-07T16:30:00.000-03:00:00,NE-MRBTS-690204,6040509
2025-05-07T17:00:00.000-03:00:00,NE-MRBTS-690204,5436429
2025-05-07T17:15:00.000-03:00:00,NE-MRBTS-690204,5928638
2025-05-07T17:30:00.000-03:00:00,NE-MRBTS-690204,5668481
2025-05-07T18:00:00.000-03:00:00,NE-MRBTS-690204,5860203
2025-05-07T18:15:00.000-03:00:00,NE-MRBTS-690204,5314388
2025-05-07T18:30:00.000-03:00:00,NE-MRBTS-690204,5648255
2025-05-07T19:00:00.000-03:00:00,NE-MRBTS-690204,4867976
2025-05-07T19:15:00.000-03:00:00,NE-MRBTS-690204,5987114
2025-05-07T19:30:00.000-03:00:00,NE-MRBTS-690204,5468714
2025-05-07T20:00:00.000-03:00:00,NE-MRBTS-690204,5787815
2025-05-07T20:15:00.000-03:00:00,NE-MRBTS-690204,5891307
2025-05-07T20:30:00.000-03:00:00,NE-MRBTS-690204,6032585
2025-05-07T21:00:00.000-03:00:00,NE-MRBTS-690204,6022115
2025-05-07T21:15:00.000-03:00:00,NE-MRBTS-690204,6305278
2025-05-07T21:30:00.000-03:00:00,NE-MRBTS-690204,6352316
2025-05-07T22:00:00.000-03:00:00,NE-MRBTS-690204,6088616
2025-05-07T22:15:00.000-03:00:00,NE-MRBTS-690204,6120340
2025-05-07T22:30:00.000-03:00:00,NE-MRBTS-690204,5547549
2025-05-07T23:00:00.000-03:00:00,NE-MRBTS-690204,6008583
2025-05-07T23:15:00.000-03:00:00,NE-MRBTS-690204,6124984
2025-05-07T23:30:00.000-03:00:00,NE-MRBTS-690204,6140276
2025-05-08T00:00:00.000-03:00:00,NE-MRBTS-690204,6023164
2025-05-08T00:15:00.000-03:00:00,NE-MRBTS-690204,5942904
2025-05-08T00:30:00.000-03:00:00,NE-MRBTS-690204,6077716
2025-05-08T01:00:00.000-03:00:00,NE-MRBTS-690204,5824529
2025-05-08T01:15:00.000-03:00:00,NE-MRBTS-690204,5965082
2025-05-08T01:30:00.000-03:00:00,NE-MRBTS-690204,5979220
2025-05-08T02:00:00.000-03:00:00,NE-MRBTS-690204,6021182
2025-05-08T02:15:00.000-03:00:00,NE-MRBTS-690204,6310540
2025-05-08T02:30:00.000-03:00:00,NE-MRBTS-690204,6205665
2025-05-08T03:00:00.000-03:00:00,NE-MRBTS-690204,4745989
2025-05-08T03:15:00.000-03:00:00,NE-MRBTS-690204,5721309
2025-05-08T03:30:00.000-03:00:00,NE-MRBTS-690204,5228867
2025-05-08T04:00:00.000-03:00:00,NE-MRBTS-690204,6167672
2025-05-08T04:15:00.000-03:00:00,NE-MRBTS-690204,6218883
2025-05-08T04:30:00.000-03:00:00,NE-MRBTS-690204,6404162
2025-05-08T05:00:00.000-03:00:00,NE-MRBTS-690204,5862734
2025-05-08T05:15:00.000-03:00:00,NE-MRBTS-690204,5939772
2025-05-08T05:30:00.000-03:00:00,NE-MRBTS-690204,5925510
2025-05-08T06:00:00.000-03:00:00,NE-MRBTS-690204,5480235
2025-05-08T06:15:00.000-03:00:00,NE-MRBTS-690204,5190838
2025-05-08T06:30:00.000-03:00:00,NE-MRBTS-690204,5686064
2025-05-08T07:00:00.000-03:00:00,NE-MRBTS-690204,6131750
2025-05-08T07:15:00.000-03:00:00,NE-MRBTS-690204,6322261
2025-05-08T07:30:00.000-03:00:00,NE-MRBTS-690204,5305260
2025-05-08T08:00:00.000-03:00:00,NE-MRBTS-690204,5206573
2025-05-08T08:15:00.000-03:00:00,NE-MRBTS-690204,5488976
2025-05-08T08:30:00.000-03:00:00,NE-MRBTS-690204,6159138
2025-05-08T09:00:00.000-03:00:00,NE-MRBTS-690204,6007773
2025-05-08T09:15:00.000-03:00:00,NE-MRBTS-690204,5949237
2025-05-08T09:30:00.000-03:00:00,NE-MRBTS-690204,6057832
2025-05-08T10:00:00.000-03:00:00,NE-MRBTS-690204,6179840
2025-05-08T10:15:00.000-03:00:00,NE-MRBTS-690204,6294609
2025-05-08T10:30:00.000-03:00:00,NE-MRBTS-690204,5654554
2025-05-08T11:00:00.000-03:00:00,NE-MRBTS-690204,6055453
2025-05-08T11:15:00.000-03:00:00,NE-MRBTS-690204,6310843
2025-05-08T11:30:00.000-03:00:00,NE-MRBTS-690204,5872284
2025-05-08T12:00:00.000-03:00:00,NE-MRBTS-690204,5506405
2025-05-08T12:15:00.000-03:00:00,NE-MRBTS-690204,6317826
2025-05-08T12:30:00.000-03:00:00,NE-MRBTS-690204,6091760
2025-05-08T13:00:00.000-03:00:00,NE-MRBTS-690204,5975861
2025-05-08T13:15:00.000-03:00:00,NE-MRBTS-690204,6300092
2025-05-08T13:30:00.000-03:00:00,NE-MRBTS-690204,6171052
2025-05-08T14:00:00.000-03:00:00,NE-MRBTS-690204,5834323
2025-05-08T14:15:00.000-03:00:00,NE-MRBTS-690204,6231402
2025-05-08T14:30:00.000-03:00:00,NE-MRBTS-690204,5383351
2025-05-08T15:00:00.000-03:00:00,NE-MRBTS-690204,6531618
2025-05-08T15:15:00.000-03:00:00,NE-MRBTS-690204,5109331
2025-05-08T15:30:00.000-03:00:00,NE-MRBTS-690204,6057102
2025-05-08T16:00:00.000-03:00:00,NE-MRBTS-690204,6214954
2025-05-08T16:15:00.000-03:00:00,NE-MRBTS-690204,6015014
2025-05-08T16:30:00.000-03:00:00,NE-MRBTS-690204,5828541
2025-05-06T15:00:00.000-03:00:00,NE-MRBTS-772601,-3310582
2025-05-06T15:15:00.000-03:00:00,NE-MRBTS-772601,-3870481
2025-05-06T15:30:00.000-03:00:00,NE-MRBTS-772601,-3901009
2025-05-06T16:00:00.000-03:00:00,NE-MRBTS-772601,-4193446
2025-05-06T16:15:00.000-03:00:00,NE-MRBTS-772601,-3866445
2025-05-06T16:30:00.000-03:00:00,NE-MRBTS-772601,-3510027
2025-05-06T17:00:00.000-03:00:00,NE-MRBTS-772601,-3366490
2025-05-06T17:15:00.000-03:00:00,NE-MRBTS-772601,-3334854
2025-05-06T17:30:00.000-03:00:00,NE-MRBTS-772601,-3809959
2025-05-06T18:00:00.000-03:00:00,NE-MRBTS-772601,-3543024
2025-05-06T18:15:00.000-03:00:00,NE-MRBTS-772601,-3452944
2025-05-06T18:30:00.000-03:00:00,NE-MRBTS-772601,-3599253
2025-05-06T19:00:00.000-03:00:00,NE-MRBTS-772601,-3246424
2025-05-06T19:15:00.000-03:00:00,NE-MRBTS-772601,-3070982
2025-05-06T19:30:00.000-03:00:00,NE-MRBTS-772601,-3961192
2025-05-06T20:00:00.000-03:00:00,NE-MRBTS-772601,-3871366
2025-05-06T20:15:00.000-03:00:00,NE-MRBTS-772601,-3812381
2025-05-06T20:30:00.000-03:00:00,NE-MRBTS-772601,-3667094
2025-05-06T21:00:00.000-03:00:00,NE-MRBTS-772601,-4253688
2025-05-06T21:15:00.000-03:00:00,NE-MRBTS-772601,-3456494
2025-05-06T21:30:00.000-03:00:00,NE-MRBTS-772601,-3602010
2025-05-06T22:00:00.000-03:00:00,NE-MRBTS-772601,-3720220
2025-05-06T22:15:00.000-03:00:00,NE-MRBTS-772601,-3957338
2025-05-06T22:30:00.000-03:00:00,NE-MRBTS-772601,-4131979
2025-05-06T23:00:00.000-03:00:00,NE-MRBTS-772601,-3722364
2025-05-06T23:15:00.000-03:00:00,NE-MRBTS-772601,-3729628
2025-05-06T23:30:00.000-03:00:00,NE-MRBTS-772601,-3311047
2025-05-07T00:00:00.000-03:00:00,NE-MRBTS-772601,-3516598
2025-05-07T00:15:00.000-03:00:00,NE-MRBTS-772601,-3844865
2025-05-07T00:30:00.000-03:00:00,NE-MRBTS-772601,-4111773
2025-05-07T01:00:00.000-03:00:00,NE-MRBTS-772601,-3256358
2025-05-07T01:15:00.000-03:00:00,NE-MRBTS-772601,-3699053
2025-05-07T01:30:00.000-03:00:00,NE-MRBTS-772601,-3497073
2025-05-07T02:00:00.000-03:00:00,NE-MRBTS-772601,-3885120
2025-05-07T02:15:00.000-03:00:00,NE-MRBTS-772601,-3263497
2025-05-07T02:30:00.000-03:00:00,NE-MRBTS-772601,-3260088
2025-05-07T03:00:00.000-03:00:00,NE-MRBTS-772601,-4238117
2025-05-07T03:15:00.000-03:00:00,NE-MRBTS-772601,-4209581
2025-05-07T03:30:00.000-03:00:00,NE-MRBTS-772601,-3438625
2025-05-07T04:00:00.000-03:00:00,NE-MRBTS-772601,-3916878
2025-05-07T04:15:00.000-03:00:00,NE-MRBTS-772601,-3794238
2025-05-07T04:30:00.000-03:00:00,NE-MRBTS-772601,-3383160
2025-05-07T05:00:00.000-03:00:00,NE-MRBTS-772601,-3265507
2025-05-07T05:15:00.000-03:00:00,NE-MRBTS-772601,-4279917
2025-05-07T05:30:00.000-03:00:00,NE-MRBTS-772601,-4425203
2025-05-07T06:00:00.000-03:00:00,NE-MRBTS-772601,-3563009
2025-05-07T06:15:00.000-03:00:00,NE-MRBTS-772601,-3086541
2025-05-07T06:30:00.000-03:00:00,NE-MRBTS-772601,-3680127
2025-05-07T07:00:00.000-03:00:00,NE-MRBTS-772601,-3762932
2025-05-07T07:15:00.000-03:00:00,NE-MRBTS-772601,-3700897
2025-05-07T07:30:00.000-03:00:00,NE-MRBTS-772601,-3345278
2025-05-07T08:00:00.000-03:00:00,NE-MRBTS-772601,-3934305
2025-05-07T08:15:00.000-03:00:00,NE-MRBTS-772601,-4149815
2025-05-07T08:30:00.000-03:00:00,NE-MRBTS-772601,-3407234
2025-05-07T09:00:00.000-03:00:00,NE-MRBTS-772601,-3465550
2025-05-07T09:15:00.000-03:00:00,NE-MRBTS-772601,-3877582
2025-05-07T09:30:00.000-03:00:00,NE-MRBTS-772601,-4080518
2025-05-07T10:00:00.000-03:00:00,NE-MRBTS-772601,-3786769
2025-05-07T10:15:00.000-03:00:00,NE-MRBTS-772601,-3844737
2025-05-07T10:30:00.000-03:00:00,NE-MRBTS-772601,-3282252
2025-05-07T11:00:00.000-03:00:00,NE-MRBTS-772601,-3578445
2025-05-07T11:15:00.000-03:00:00,NE-MRBTS-772601,-3252927
2025-05-07T11:30:00.000-03:00:00,NE-MRBTS-772601,-3667078
2025-05-07T12:00:00.000-03:00:00,NE-MRBTS-772601,-3576596
2025-05-07T12:15:00.000-03:00:00,NE-MRBTS-772601,-4168056
2025-05-07T12:30:00.000-03:00:00,NE-MRBTS-772601,-4080712
2025-05-07T13:00:00.000-03:00:00,NE-MRBTS-772601,-3604784
2025-05-07T13:15:00.000-03:00:00,NE-MRBTS-772601,-3576989
2025-05-07T13:30:00.000-03:00:00,NE-MRBTS-772601,-3662631
2025-05-07T14:00:00.000-03:00:00,NE-MRBTS-772601,-3485596
2025-05-07T14:15:00.000-03:00:00,NE-MRBTS-772601,-3517462
2025-05-07T14:30:00.000-03:00:00,NE-MRBTS-772601,-4163072
2025-05-07T15:00:00.000-03:00:00,NE-MRBTS-772601,-3456495
2025-05-07T15:15:00.000-03:00:00,NE-MRBTS-772601,-3426634
2025-05-07T15:30:00.000-03:00:00,NE-MRBTS-772601,-3453347
2025-05-07T16:00:00.000-03:00:00,NE-MRBTS-772601,-3904817
2025-05-07T16:15:00.000-03:00:00,NE-MRBTS-772601,-3870331
2025-05-07T16:30:00.000-03:00:00,NE-MRBTS-772601,-2922366
2025-05-07T17:00:00.000-03:00:00,NE-MRBTS-772601,-2953529
2025-05-07T17:15:00.000-03:00:00,NE-MRBTS-772601,-3925590
2025-05-07T17:30:00.000-03:00:00,NE-MRBTS-772601,-3781025
2025-05-07T18:00:00.000-03:00:00,NE-MRBTS-772601,-3898155
2025-05-07T18:15:00.000-03:00:00,NE-MRBTS-772601,-3981922
2025-05-07T18:30:00.000-03:00:00,NE-MRBTS-772601,-3604351
2025-05-07T19:00:00.000-03:00:00,NE-MRBTS-772601,-3808623
2025-05-07T19:15:00.000-03:00:00,NE-MRBTS-772601,-3803281
2025-05-07T19:30:00.000-03:00:00,NE-MRBTS-772601,-3922713
2025-05-07T20:00:00.000-03:00:00,NE-MRBTS-772601,-3070963
2025-05-07T20:15:00.000-03:00:00,NE-MRBTS-772601,-3481496
2025-05-07T20:30:00.000-03:00:00,NE-MRBTS-772601,-3511516
2025-05-07T21:00:00.000-03:00:00,NE-MRBTS-772601,-4724311
2025-05-07T21:15:00.000-03:00:00,NE-MRBTS-772601,-3958392
2025-05-07T21:30:00.000-03:00:00,NE-MRBTS-772601,-4046157
2025-05-07T22:00:00.000-03:00:00,NE-MRBTS-772601,-3666829
2025-05-07T22:15:00.000-03:00:00,NE-MRBTS-772601,-3753443
2025-05-07T22:30:00.000-03:00:00,NE-MRBTS-772601,-3456884
2025-05-07T23:00:00.000-03:00:00,NE-MRBTS-772601,-3397401
2025-05-07T23:15:00.000-03:00:00,NE-MRBTS-772601,-4141354
2025-05-07T23:30:00.000-03:00:00,NE-MRBTS-772601,-3759178
2025-05-08T00:00:00.000-03:00:00,NE-MRBTS-772601,-3196873
2025-05-08T00:15:00.000-03:00:00,NE-MRBTS-772601,-3997405
2025-05-08T00:30:00.000-03:00:00,NE-MRBTS-772601,-3313560
2025-05-08T01:00:00.000-03:00:00,NE-MRBTS-772601,-3259828
2025-05-08T01:15:00.000-03:00:00,NE-MRBTS-772601,-4087399
2025-05-08T01:30:00.000-03:00:00,NE-MRBTS-772601,-3794243
2025-05-08T02:00:00.000-03:00:00,NE-MRBTS-772601,-2931390
2025-05-08T02:15:00.000-03:00:00,NE-MRBTS-772601,-3612206
2025-05-08T02:30:00.000-03:00:00,NE-MRBTS-772601,-3345045
2025-05-08T03:00:00.000-03:00:00,NE-MRBTS-772601,-3819018
2025-05-08T03:15:00.000-03:00:00,NE-MRBTS-772601,-3169942
2025-05-08T03:30:00.000-03:00:00,NE-MRBTS-772601,-3582584
2025-05-08T04:00:00.000-03:00:00,NE-MRBTS-772601,-3708708
2025-05-08T04:15:00.000-03:00:00,NE-MRBTS-772601,-3115820
2025-05-08T04:30:00.000-03:00:00,NE-MRBTS-772601,-3477581
2025-05-08T05:00:00.000-03:00:00,NE-MRBTS-772601,-3322518
2025-05-08T05:15:00.000-03:00:00,NE-MRBTS-772601,-3502312
2025-05-08T05:30:00.000-03:00:00,NE-MRBTS-772601,-3919058
2025-05-08T06:00:00.000-03:00:00,NE-MRBTS-772601,-3383366
2025-05-08T06:15:00.000-03:00:00,NE-MRBTS-772601,-3088256
2025-05-08T06:30:00.000-03:00:00,NE-MRBTS-772601,-3832288
2025-05-08T07:00:00.000-03:00:00,NE-MRBTS-772601,-4065056
2025-05-08T07:15:00.000-03:00:00,NE-MRBTS-772601,-3525806
2025-05-08T07:30:00.000-03:00:00,NE-MRBTS-772601,-3406012
2025-05-08T08:00:00.000-03:00:00,NE-MRBTS-772601,-3787318
2025-05-08T08:15:00.000-03:00:00,NE-MRBTS-772601,-3166988
2025-05-08T08:30:00.000-03:00:00,NE-MRBTS-772601,-3374956
2025-05-08T09:00:00.000-03:00:00,NE-MRBTS-772601,-3868645
2025-05-08T09:15:00.000-03:00:00,NE-MRBTS-772601,-3986039
2025-05-08T09:30:00.000-03:00:00,NE-MRBTS-772601,-3483508
2025-05-08T10:00:00.000-03:00:00,NE-MRBTS-772601,-3836478
2025-05-08T10:15:00.000-03:00:00,NE-MRBTS-772601,-3778616
2025-05-08T10:30:00.000-03:00:00,NE-MRBTS-772601,-3483831
2025-05-08T11:00:00.000-03:00:00,NE-MRBTS-772601,-3747972
2025-05-08T11:15:00.000-03:00:00,NE-MRBTS-772601,-3451343
2025-05-08T11:30:00.000-03:00:00,NE-MRBTS-772601,-3598637
2025-05-08T12:00:00.000-03:00:00,NE-MRBTS-772601,-3654508
2025-05-08T12:15:00.000-03:00:00,NE-MRBTS-772601,-3888540
2025-05-08T12:30:00.000-03:00:00,NE-MRBTS-772601,-3507451
2025-05-08T13:00:00.000-03:00:00,NE-MRBTS-772601,-3975216
2025-05-08T13:15:00.000-03:00:00,NE-MRBTS-772601,-3595942
2025-05-08T13:30:00.000-03:00:00,NE-MRBTS-772601,-3797917
2025-05-08T14:00:00.000-03:00:00,NE-MRBTS-772601,-3268816
2025-05-08T14:15:00.000-03:00:00,NE-MRBTS-772601,-4356426
2025-05-08T14:30:00.000-03:00:00,NE-MRBTS-772601,-3918883
2025-05-08T15:00:00.000-03:00:00,NE-MRBTS-772601,-4065055
2025-05-08T15:15:00.000-03:00:00,NE-MRBTS-772601,-3390301
2025-05-08T15:30:00.000-03:00:00,NE-MRBTS-772601,-3798623
2025-05-08T16:00:00.000-03:00:00,NE-MRBTS-772601,-3623974
