createAt,manageObject,M8066C17,M8066C19,M8066C29,M8066C30,M8066C56,M8066C57,M8066C55,M8066C14,M8066C15,M8066C16,M8066C18,M8066C58,M8066C20,M8066C27
2025-05-07T14:15:00.000-03:00:00,NE-MRBTS-690204,146250,629984,,,,,,,,,,,,
2025-05-07T14:30:00.000-03:00:00,NE-MRBTS-690204,146250,629992,,,,,,,,,,,,
2025-05-07T15:00:00.000-03:00:00,NE-MRBTS-690204,146250,629976,,,,,,,,,,,,
2025-05-07T15:15:00.000-03:00:00,NE-MRBTS-690204,146250,630032,,,,,,,,,,,,
2025-05-07T15:30:00.000-03:00:00,NE-MRBTS-690204,146250,629976,,,,,,,,,,,,
2025-05-07T16:00:00.000-03:00:00,NE-MRBTS-690204,151532,629976,2.0,2.0,242045.0,213.0,123.0,3570.0,2076.0,24984.0,253.0,281.0,,1.0
2025-05-07T16:15:00.000-03:00:00,NE-MRBTS-690204,160711,630000,2.0,2.0,1082789.0,273.0,129.0,8370.0,4462.0,68896.0,648.0,489.0,,2.0
2025-05-07T16:30:00.000-03:00:00,NE-MRBTS-690204,146932,630008,,,60008.0,,,160.0,63.0,3256.0,19.0,,,
2025-05-07T17:00:00.000-03:00:00,NE-MRBTS-690204,146250,630040,,,,,,,,,,,,
2025-05-07T17:15:00.000-03:00:00,NE-MRBTS-690204,146250,629968,,,,,,,,,,,,
2025-05-07T17:30:00.000-03:00:00,NE-MRBTS-690204,149540,630040,1.0,1.0,152518.0,2540.0,6741.0,7944.0,8095.0,15288.0,691.0,1045.0,4.0,
2025-05-07T18:00:00.000-03:00:00,NE-MRBTS-690204,146250,630024,,,,,,,,,,,,
2025-05-07T18:15:00.000-03:00:00,NE-MRBTS-690204,155225,629984,2.0,2.0,297757.0,3445.0,6590.0,10143.0,9487.0,42616.0,1281.0,3392.0,5.0,
2025-05-07T18:30:00.000-03:00:00,NE-MRBTS-690204,146250,629992,,,,,,,,,,,,
2025-05-07T19:00:00.000-03:00:00,NE-MRBTS-690204,146250,629976,,,,,,,,,,,,
2025-05-07T19:15:00.000-03:00:00,NE-MRBTS-690204,146250,630032,,,,,,,,,,,,
2025-05-07T19:30:00.000-03:00:00,NE-MRBTS-690204,146250,629976,,,,,,,,,,,,
2025-05-07T20:00:00.000-03:00:00,NE-MRBTS-690204,146250,629976,,,,,,,,,,,,
2025-05-07T20:15:00.000-03:00:00,NE-MRBTS-690204,146250,630000,,,,,,,,,,,,
2025-05-07T20:30:00.000-03:00:00,NE-MRBTS-690204,146250,630008,,,,,,,,,,,,
2025-05-07T21:00:00.000-03:00:00,NE-MRBTS-690204,146250,630040,,,,,,,,,,,,
2025-05-07T21:15:00.000-03:00:00,NE-MRBTS-690204,146250,629968,,,,,,,,,,,,
2025-05-07T21:30:00.000-03:00:00,NE-MRBTS-690204,146250,630040,,,,,,,,,,,,
2025-05-07T22:00:00.000-03:00:00,NE-MRBTS-690204,146250,630024,,,,,,,,,,,,
2025-05-07T22:15:00.000-03:00:00,NE-MRBTS-690204,146250,629984,,,,,,,,,,,,
2025-05-07T22:30:00.000-03:00:00,NE-MRBTS-690204,146250,629992,,,,,,,,,,,,
2025-05-07T23:00:00.000-03:00:00,NE-MRBTS-690204,146250,629976,,,,,,,,,,,,
2025-05-07T23:15:00.000-03:00:00,NE-MRBTS-690204,146250,630032,,,,,,,,,,,,
2025-05-07T23:30:00.000-03:00:00,NE-MRBTS-690204,146250,629976,,,,,,,,,,,,
2025-05-08T00:00:00.000-03:00:00,NE-MRBTS-690204,146250,629976,,,,,,,,,,,,
2025-05-08T00:15:00.000-03:00:00,NE-MRBTS-690204,146250,630000,,,,,,,,,,,,
2025-05-08T00:30:00.000-03:00:00,NE-MRBTS-690204,146250,630008,,,,,,,,,,,,
2025-05-08T01:00:00.000-03:00:00,NE-MRBTS-690204,146250,630040,,,,,,,,,,,,
2025-05-08T01:15:00.000-03:00:00,NE-MRBTS-690204,146250,629968,,,,,,,,,,,,
2025-05-08T01:30:00.000-03:00:00,NE-MRBTS-690204,146250,630040,,,,,,,,,,,,
2025-05-08T02:00:00.000-03:00:00,NE-MRBTS-690204,146250,630024,,,,,,,,,,,,
2025-05-08T02:15:00.000-03:00:00,NE-MRBTS-690204,146250,629984,,,,,,,,,,,,
2025-05-08T02:30:00.000-03:00:00,NE-MRBTS-690204,146250,629992,,,,,,,,,,,,
2025-05-08T03:00:00.000-03:00:00,NE-MRBTS-690204,146250,629976,,,,,,,,,,,,
2025-05-08T03:15:00.000-03:00:00,NE-MRBTS-690204,146250,630032,,,,,,,,,,,,
2025-05-08T03:30:00.000-03:00:00,NE-MRBTS-690204,146250,629976,,,,,,,,,,,,
2025-05-08T04:00:00.000-03:00:00,NE-MRBTS-690204,146250,629976,,,,,,,,,,,,
2025-05-08T04:15:00.000-03:00:00,NE-MRBTS-690204,146250,630000,,,,,,,,,,,,
2025-05-08T04:30:00.000-03:00:00,NE-MRBTS-690204,146250,630008,,,,,,,,,,,,
2025-05-08T05:00:00.000-03:00:00,NE-MRBTS-690204,146250,630040,,,,,,,,,,,,
2025-05-08T05:15:00.000-03:00:00,NE-MRBTS-690204,146250,629968,,,,,,,,,,,,
2025-05-08T05:30:00.000-03:00:00,NE-MRBTS-690204,146250,630040,,,,,,,,,,,,
2025-05-08T06:00:00.000-03:00:00,NE-MRBTS-690204,146660,630024,1.0,1.0,407.0,86.0,8.0,1068.0,158.0,1968.0,50.0,127.0,,
2025-05-08T06:15:00.000-03:00:00,NE-MRBTS-690204,146250,629984,,,,,,,,,,,,
2025-05-08T06:30:00.000-03:00:00,NE-MRBTS-690204,146250,629992,,,,,,,,,,,,
2025-05-08T07:00:00.000-03:00:00,NE-MRBTS-690204,146250,629976,,,,,,,,,,,,
2025-05-08T07:15:00.000-03:00:00,NE-MRBTS-690204,149648,630032,1.0,1.0,259247.0,2297.0,1013.0,8592.0,2076.0,15520.0,360.0,1061.0,5.0,
2025-05-08T07:30:00.000-03:00:00,NE-MRBTS-690204,146250,629976,,,,,,,,,,,,
2025-05-08T08:00:00.000-03:00:00,NE-MRBTS-690204,146250,629976,,,,,,,,,,,,
2025-05-08T08:15:00.000-03:00:00,NE-MRBTS-690204,146250,630000,,,,,,,,,,,,
2025-05-08T08:30:00.000-03:00:00,NE-MRBTS-690204,146250,630008,,,,,,,,,,,,
2025-05-08T09:00:00.000-03:00:00,NE-MRBTS-690204,146250,630040,,,,,,,,,,,,
2025-05-08T09:15:00.000-03:00:00,NE-MRBTS-690204,146250,629968,,,,,,,,,,,,
2025-05-08T09:30:00.000-03:00:00,NE-MRBTS-690204,146250,630040,,,,,,,,,,,,
2025-05-08T10:00:00.000-03:00:00,NE-MRBTS-690204,146250,630024,,,,,,,,,,,,
2025-05-08T10:15:00.000-03:00:00,NE-MRBTS-690204,146250,629984,,,,,,,,,,,,
2025-05-08T10:30:00.000-03:00:00,NE-MRBTS-690204,146250,629992,,,,,,,,,,,,
2025-05-08T11:00:00.000-03:00:00,NE-MRBTS-690204,146250,629976,,,,,,,,,,,,
2025-05-08T11:15:00.000-03:00:00,NE-MRBTS-690204,146250,630032,,,,,,,,,,,,
2025-05-08T11:30:00.000-03:00:00,NE-MRBTS-690204,146250,629976,,,,,,,,,,,,
2025-05-08T12:00:00.000-03:00:00,NE-MRBTS-690204,146250,629976,,,,,,,,,,,,
2025-05-08T12:15:00.000-03:00:00,NE-MRBTS-690204,146250,630000,,,,,,,,,,,,
2025-05-08T12:30:00.000-03:00:00,NE-MRBTS-690204,146250,630008,,,,,,,,,,,,
2025-05-08T13:00:00.000-03:00:00,NE-MRBTS-690204,146250,630040,,,,,,,,,,,,
2025-05-08T13:15:00.000-03:00:00,NE-MRBTS-690204,146250,629968,,,,,,,,,,,,
2025-05-08T13:30:00.000-03:00:00,NE-MRBTS-690204,146250,630040,,,,,,,,,,,,
2025-05-08T14:00:00.000-03:00:00,NE-MRBTS-690204,146250,630024,,,,,,,,,,,,
2025-05-08T14:15:00.000-03:00:00,NE-MRBTS-690204,146250,629984,,,,,,,,,,,,
2025-05-08T14:30:00.000-03:00:00,NE-MRBTS-690204,146250,629992,,,,,,,,,,,,
2025-05-08T15:00:00.000-03:00:00,NE-MRBTS-690204,146250,629976,,,,,,,,,,,,
2025-05-08T15:15:00.000-03:00:00,NE-MRBTS-690204,146250,630032,,,,,,,,,,,,
2025-05-08T15:30:00.000-03:00:00,NE-MRBTS-690204,146250,629976,,,,,,,,,,,,
2025-05-08T16:00:00.000-03:00:00,NE-MRBTS-690204,146250,629976,,,,,,,,,,,,
2025-05-08T16:15:00.000-03:00:00,NE-MRBTS-690204,146250,630000,,,,,,,,,,,,
2025-05-08T16:30:00.000-03:00:00,NE-MRBTS-690204,146250,630008,,,,,,,,,,,,
