createAt,manageObject,M8061C20,M8061C214,M8061C240,M8061C0,M8061C5,M8061C9,M8061C7,M8061C11,M8061C156,M8061C118,M8061C154,M8061C24,M8061C66,M8061C158,M8061C4,M8061C116,M8061C198,M8061C204,M8061C1,M8061C6,M8061C192,M8061C44,M8061C48,M8061C121,M8061C19,M8061C108,M8061C119,M8061C43,M8061C65
2025-05-07T10:15:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,6.0,42.0,6.0,1.0,,1.0,11.0,4.0,60.0,12.0,,178.0,44.0,,,,,,,,
2025-05-07T10:30:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,2.0,10.0,2.0,2.0,,2.0,33.0,13.0,84.0,36.0,,26.0,40.0,2.0,2.0,336.0,,,,,
2025-05-07T11:00:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,1.0,7.0,1.0,1.0,,1.0,45.0,7.0,66.0,30.0,,17.0,32.0,1.0,1.0,2311.0,3.0,3.0,,,
2025-05-07T11:15:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,12.0,34.0,12.0,1.0,,1.0,13.0,4.0,42.0,18.0,,23.0,20.0,1.0,1.0,150.0,,,,,
2025-05-07T11:30:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,8.0,54.0,8.0,2.0,,2.0,74.0,57.0,132.0,72.0,,178.0,56.0,1.0,1.0,2395.0,,,,,
2025-05-07T12:00:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,2.0,10.0,2.0,2.0,,2.0,35.0,8.0,84.0,36.0,,21.0,40.0,2.0,2.0,213.0,,,,,
2025-05-07T12:15:00.000-04:00:00,NE-MRBTS-690513,900,900,900,10,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-07T12:30:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,1.0,5.0,1.0,1.0,,1.0,19.0,4.0,42.0,18.0,,13.0,20.0,1.0,1.0,160.0,,,,,
2025-05-07T13:00:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,12.0,22.0,12.0,3.0,,3.0,176.0,97.0,198.0,138.0,,29.0,48.0,3.0,3.0,476.0,,,,,
2025-05-07T13:15:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,22.0,2127.0,22.0,5.0,1.0,5.0,16071.0,17.0,2664.0,72.0,,19016.0,2572.0,4.0,4.0,578.0,3.0,3.0,,,
2025-05-07T13:30:00.000-04:00:00,NE-MRBTS-690513,900,900,900,10,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-07T14:00:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,1.0,5.0,1.0,1.0,,1.0,20.0,4.0,42.0,18.0,,8.0,20.0,1.0,1.0,158.0,,,,,
2025-05-07T14:15:00.000-04:00:00,NE-MRBTS-690513,900,900,900,10,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-07T14:30:00.000-04:00:00,NE-MRBTS-690513,900,900,900,10,900000,900000,900000,900000,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
2025-05-07T15:00:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,2.0,18.0,2.0,2.0,,2.0,34.0,20.0,90.0,42.0,,44.0,40.0,2.0,2.0,305.0,,,,,
2025-05-07T15:15:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,2.0,13.0,2.0,1.0,,1.0,18.0,12.0,42.0,18.0,,31.0,20.0,1.0,1.0,224.0,,,,,
2025-05-07T15:30:00.000-04:00:00,NE-MRBTS-690513,900,900,900,10,900001,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-07T16:00:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,
2025-05-07T16:15:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,27.0,37.0,27.0,3.0,,3.0,54.0,14.0,126.0,54.0,,49.0,60.0,3.0,3.0,531.0,,,,,
2025-05-07T16:30:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,49.0,927.0,49.0,16.0,2.0,16.0,3521.0,156.0,1674.0,366.0,,7471.0,1248.0,14.0,14.0,4227.0,3.0,3.0,1.0,,
2025-05-07T17:00:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-07T17:15:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,23.0,95.0,23.0,3.0,,3.0,147.0,70.0,240.0,120.0,,99.0,108.0,3.0,3.0,469.0,,,,,
2025-05-07T17:30:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,28.0,62.0,28.0,3.0,,3.0,159.0,95.0,180.0,132.0,,57.0,40.0,2.0,2.0,332.0,1.0,1.0,,,
2025-05-07T18:00:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,24.0,24.0,24.0,,,,,,,,,,,,,,,,,,
2025-05-07T18:15:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,1.0,8.0,1.0,1.0,,1.0,15.0,4.0,42.0,18.0,,23.0,20.0,1.0,1.0,154.0,,,,,
2025-05-07T18:30:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,2.0,14.0,2.0,2.0,,2.0,51.0,18.0,102.0,48.0,,44.0,46.0,2.0,2.0,2502.0,2.0,2.0,,,
2025-05-07T19:00:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,48.0,57.0,48.0,1.0,,1.0,12.0,5.0,42.0,18.0,,39.0,20.0,1.0,1.0,135.0,,,,,
2025-05-07T19:15:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,21.0,77.0,21.0,2.0,,2.0,35.0,8.0,84.0,36.0,,26.0,40.0,2.0,2.0,237.0,,,,,
2025-05-07T19:30:00.000-04:00:00,NE-MRBTS-690513,900,900,900,10,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-07T20:00:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,56.0,2198.0,56.0,2.0,1.0,2.0,16104.0,49.0,2670.0,102.0,,18974.0,2560.0,1.0,1.0,195.0,,,,,
2025-05-07T20:15:00.000-04:00:00,NE-MRBTS-690513,900,900,900,10,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-07T20:30:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,21.0,39.0,21.0,3.0,,4.0,282.0,184.0,246.0,216.0,,17.0,26.0,1.0,1.0,176.0,,,,,
2025-05-07T21:00:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,23.0,51.0,23.0,3.0,,3.0,109.0,99.0,180.0,132.0,,54.0,40.0,2.0,2.0,383.0,,,,,
2025-05-07T21:15:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,25.0,29.0,25.0,1.0,,1.0,13.0,5.0,42.0,18.0,,8.0,20.0,1.0,1.0,200.0,,,,,
2025-05-07T21:30:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,1.0,5.0,1.0,1.0,,1.0,20.0,4.0,42.0,18.0,,13.0,20.0,1.0,1.0,142.0,,,,,
2025-05-07T22:00:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,1.0,8.0,1.0,1.0,,1.0,25.0,4.0,42.0,18.0,,17.0,20.0,1.0,1.0,141.0,1.0,1.0,,,
2025-05-07T22:15:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,22.0,22.0,22.0,,,,,,,,,,,,,,,,,,
2025-05-07T22:30:00.000-04:00:00,NE-MRBTS-690513,900,900,900,10,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-07T23:00:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-07T23:15:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,2.0,9.0,2.0,1.0,,1.0,12.0,4.0,42.0,18.0,,23.0,20.0,1.0,1.0,183.0,,,,,
2025-05-07T23:30:00.000-04:00:00,NE-MRBTS-690513,900,900,900,10,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-08T00:00:00.000-04:00:00,NE-MRBTS-690513,900,900,900,10,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-08T00:15:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,25.0,29.0,25.0,1.0,,1.0,18.0,4.0,42.0,18.0,,13.0,20.0,1.0,1.0,107.0,,,,,
2025-05-08T00:30:00.000-04:00:00,NE-MRBTS-690513,900,900,900,10,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-08T01:00:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-08T01:15:00.000-04:00:00,NE-MRBTS-690513,900,900,900,10,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-08T01:30:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,23.0,35.0,23.0,1.0,,1.0,34.0,4.0,42.0,18.0,,25.0,20.0,1.0,1.0,160.0,,,,,
2025-05-08T02:00:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,1.0,5.0,1.0,1.0,,1.0,15.0,4.0,42.0,18.0,,13.0,20.0,1.0,1.0,116.0,,,,,
2025-05-08T02:15:00.000-04:00:00,NE-MRBTS-690513,900,900,900,10,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-08T02:30:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,1.0,8.0,1.0,1.0,,1.0,14.0,4.0,42.0,18.0,,23.0,20.0,1.0,1.0,137.0,1.0,1.0,,,
2025-05-08T03:00:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,1.0,8.0,1.0,1.0,,1.0,14.0,4.0,42.0,18.0,,23.0,20.0,1.0,1.0,123.0,,,,,
2025-05-08T03:15:00.000-04:00:00,NE-MRBTS-690513,900,900,900,10,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-08T03:30:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,2.0,15.0,2.0,1.0,,1.0,19.0,4.0,42.0,18.0,,31.0,20.0,1.0,1.0,159.0,,,,,
2025-05-08T04:00:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,19.0,19.0,19.0,,,,,,,,,,,,,,,,,,
2025-05-08T04:15:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,1.0,12.0,1.0,1.0,,1.0,14.0,4.0,42.0,18.0,,31.0,20.0,1.0,1.0,141.0,,,,,
2025-05-08T04:30:00.000-04:00:00,NE-MRBTS-690513,900,900,900,10,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-08T05:00:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-08T05:15:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,1.0,8.0,1.0,1.0,,1.0,14.0,4.0,42.0,18.0,,17.0,20.0,1.0,1.0,115.0,,,,,
2025-05-08T05:30:00.000-04:00:00,NE-MRBTS-690513,900,900,900,10,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-08T06:00:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,18.0,162.0,18.0,2.0,1.0,2.0,244.0,205.0,432.0,246.0,,54.0,178.0,,,43401.0,42.0,42.0,,2.0,2.0
2025-05-08T06:15:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,12.0,38.0,12.0,1.0,,1.0,13.0,4.0,42.0,18.0,,17.0,20.0,1.0,1.0,117.0,,,,,
2025-05-08T06:30:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,5.0,22.0,5.0,3.0,,3.0,48.0,15.0,126.0,54.0,,43.0,60.0,3.0,3.0,2360.0,2.0,2.0,,,
2025-05-08T07:00:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,1.0,10.0,1.0,1.0,,1.0,12.0,4.0,42.0,18.0,,10.0,20.0,1.0,1.0,120.0,,,,,
2025-05-08T07:15:00.000-04:00:00,NE-MRBTS-690513,900,900,900,10,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-08T07:30:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,20.0,59.0,20.0,3.0,,3.0,287.0,189.0,306.0,222.0,,91.0,72.0,2.0,2.0,575.0,1.0,1.0,,,
2025-05-08T08:00:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,21.0,4191.0,21.0,3.0,2.0,3.0,32051.0,6.0,5028.0,18.0,1.0,37865.0,4998.0,1.0,1.0,218.0,,,,,
2025-05-08T08:15:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,12.0,3415.0,12.0,6.0,1.0,7.0,20422.0,48.0,4188.0,78.0,,30494.0,4086.0,2.0,2.0,304.0,,,1.0,,
2025-05-08T08:30:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,4.0,139.0,4.0,4.0,,4.0,88.0,22.0,324.0,90.0,,1000.0,218.0,4.0,4.0,4813.0,3.0,3.0,,,
2025-05-08T09:00:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,
2025-05-08T09:15:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,11.0,23.0,11.0,,,,,,,,,,,,,,,,,,
2025-05-08T09:30:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,2.0,6.0,2.0,1.0,,1.0,22.0,4.0,42.0,18.0,,13.0,20.0,1.0,1.0,159.0,,,,,
2025-05-08T10:00:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,3.0,59.0,3.0,3.0,,3.0,43.0,19.0,156.0,48.0,,236.0,96.0,2.0,2.0,311.0,,,,,
2025-05-08T10:15:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,7.0,905.0,7.0,3.0,1.0,2.0,15037.0,25.0,1104.0,24.0,,18917.0,1072.0,2.0,2.0,370.0,,,,,
2025-05-08T10:30:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,3.0,69.0,3.0,2.0,,3.0,139.0,100.0,276.0,168.0,,81.0,96.0,2.0,2.0,365.0,,,,,
2025-05-08T11:00:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,11.0,904.0,11.0,4.0,,4.0,2416.0,27.0,1140.0,48.0,,7836.0,1076.0,2.0,2.0,365.0,,,,,
2025-05-08T11:15:00.000-04:00:00,NE-MRBTS-690513,900,900,900,10,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-08T11:30:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,1.0,5.0,1.0,1.0,,1.0,17.0,4.0,42.0,18.0,,13.0,20.0,1.0,1.0,129.0,,,,,
2025-05-08T12:00:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,16.0,24.0,16.0,2.0,,2.0,42.0,8.0,84.0,36.0,,26.0,40.0,2.0,2.0,256.0,,,,,
2025-05-08T12:15:00.000-04:00:00,NE-MRBTS-690513,900,900,900,10,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-08T12:30:00.000-04:00:00,NE-MRBTS-690513,900,900,900,10,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-08T13:00:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-08T13:15:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,20.0,158.0,20.0,6.0,,6.0,120.0,35.0,342.0,114.0,,689.0,204.0,5.0,5.0,2963.0,3.0,3.0,,,
2025-05-08T13:30:00.000-04:00:00,NE-MRBTS-690513,900,900,900,10,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-08T14:00:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,
2025-05-08T14:15:00.000-04:00:00,NE-MRBTS-690513,900,900,900,10,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-08T14:30:00.000-04:00:00,NE-MRBTS-690513,900,900,900,10,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-08T15:00:00.000-04:00:00,NE-MRBTS-690513,900,900,900,11,900000,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-08T15:15:00.000-04:00:00,NE-MRBTS-690513,900,900,900,10,900001,900000,900000,900000,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
2025-05-08T15:30:00.000-04:00:00,NE-MRBTS-690513,900,900,900,10,900001,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-06T15:00:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,89.0,105.0,89.0,4.0,,4.0,63.0,17.0,168.0,72.0,,52.0,80.0,4.0,4.0,699.0,,,,,
2025-05-06T15:15:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,22.0,30.0,22.0,2.0,,2.0,33.0,8.0,84.0,36.0,,21.0,40.0,2.0,2.0,329.0,,,,,
2025-05-06T15:30:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,74.0,78.0,74.0,,,,,,,,,,,,,,,,,,
2025-05-06T16:00:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,66.0,79.0,66.0,3.0,,3.0,66.0,30.0,144.0,66.0,,29.0,66.0,3.0,3.0,2846.0,2.0,2.0,,,
2025-05-06T16:15:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,50.0,72.0,50.0,5.0,,5.0,94.0,20.0,210.0,90.0,,80.0,100.0,5.0,5.0,880.0,1.0,1.0,,,
2025-05-06T16:30:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,78.0,78.0,78.0,,,,,,,,,,,,,,,,,,
2025-05-06T17:00:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,107.0,107.0,107.0,,,,,,,,,,,,,,,,,,
2025-05-06T17:15:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,41.0,41.0,41.0,,,,,,,,,,,,,,,,,,
2025-05-06T17:30:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,94.0,102.0,94.0,,,,,,,,,,,,,,,,,,
2025-05-06T18:00:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,128.0,132.0,128.0,,,,,,,,,,,,,,,,,,
2025-05-06T18:15:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,
2025-05-06T18:30:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,127.0,127.0,127.0,,,,,,,,,,,,,,,,,,
2025-05-06T19:00:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,111.0,119.0,111.0,,,,,,,,,,,,,,,,,,
2025-05-06T19:15:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,
2025-05-06T19:30:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,54.0,54.0,54.0,,,,,,,,,,,,,,,,,,
2025-05-06T20:00:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,99.0,103.0,99.0,,,,,,,,,,,,,,,,,,
2025-05-06T20:15:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,
2025-05-06T20:30:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,72.0,72.0,72.0,,,,,,,,,,,,,,,,,,
2025-05-06T21:00:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,57.0,57.0,57.0,,,,,,,,,,,,,,,,,,
2025-05-06T21:15:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,
2025-05-06T21:30:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,64.0,68.0,64.0,,,,,,,,,,,,,,,,,,
2025-05-06T22:00:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,53.0,53.0,53.0,,,,,,,,,,,,,,,,,,
2025-05-06T22:15:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,
2025-05-06T22:30:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,49.0,49.0,49.0,,,,,,,,,,,,,,,,,,
2025-05-06T23:00:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,53.0,53.0,53.0,,,,,,,,,,,,,,,,,,
2025-05-06T23:15:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,13.0,13.0,13.0,,,,,,,,,,,,,,,,,,
2025-05-06T23:30:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,38.0,38.0,38.0,,,,,,,,,,,,,,,,,,
2025-05-07T00:00:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,10.0,14.0,10.0,,,,,,,,,,,,,,,,,,
2025-05-07T00:15:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,18.0,18.0,18.0,,,,,,,,,,,,,,,,,,
2025-05-07T00:30:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,69.0,69.0,69.0,,,,,,,,,,,,,,,,,,
2025-05-07T01:00:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,34.0,34.0,34.0,,,,,,,,,,,,,,,,,,
2025-05-07T01:15:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,16.0,16.0,16.0,,,,,,,,,,,,,,,,,,
2025-05-07T01:30:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,38.0,38.0,38.0,,,,,,,,,,,,,,,,,,
2025-05-07T02:00:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,42.0,42.0,42.0,,,,,,,,,,,,,,,,,,
2025-05-07T02:15:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,25.0,25.0,25.0,,,,,,,,,,,,,,,,,,
2025-05-07T02:30:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,38.0,37.0,38.0,,,,,,,,,,,,,,,,,,
2025-05-07T03:00:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900001,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-07T03:15:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900001,900000,900000,900000,,,,,,,,,,,,,,,,,,,,,
2025-05-07T03:30:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,36.0,40.0,36.0,,,,,,,,,,,,,,,,,,
2025-05-07T04:00:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,38.0,38.0,38.0,,,,,,,,,,,,,,,,,,
2025-05-07T04:15:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,29.0,29.0,29.0,,,,,,,,,,,,,,,,,,
2025-05-07T04:30:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,23.0,23.0,23.0,,,,,,,,,,,,,,,,,,
2025-05-07T05:00:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,35.0,39.0,35.0,,,,,,,,,,,,,,,,,,
2025-05-07T05:15:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,30.0,30.0,30.0,,,,,,,,,,,,,,,,,,
2025-05-07T05:30:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,38.0,38.0,38.0,,,,,,,,,,,,,,,,,,
2025-05-07T06:00:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,40.0,40.0,40.0,,,,,,,,,,,,,,,,,,
2025-05-07T06:15:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,14.0,14.0,14.0,,,,,,,,,,,,,,,,,,
2025-05-07T06:30:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,39.0,43.0,39.0,,,,,,,,,,,,,,,,,,
2025-05-07T07:00:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,48.0,48.0,48.0,,,,,,,,,,,,,,,,,,
2025-05-07T07:15:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,26.0,30.0,26.0,,,,,,,,,,,,,,,,,,
2025-05-07T07:30:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,61.0,61.0,61.0,,,,,,,,,,,,,,,,,,
2025-05-07T08:00:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,34.0,38.0,34.0,,,,,,,,,,,,,,,,,,
2025-05-07T08:15:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,51.0,51.0,51.0,,,,,,,,,,,,,,,,,,
2025-05-07T08:30:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,35.0,33.0,35.0,,,,,,,,,,,,,,,,,,
2025-05-07T09:00:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,38.0,66.0,38.0,2.0,,2.0,27.0,12.0,66.0,30.0,,31.0,28.0,1.0,1.0,183.0,,,,,
2025-05-07T09:15:00.000-03:00:00,NE-MRBTS-771801,900,900,900,21,900000,900000,900000,900000,101.0,105.0,101.0,1.0,,1.0,19.0,4.0,42.0,18.0,,8.0,20.0,1.0,1.0,164.0,,,,,
