createAt,manageObject,M8035C0,M8035C1,M8035C2,M8035C5,M8035C6
2025-05-08T09:15:00.000-03:00:00,NE-MRBTS-341601,3904.0,5777.0,10.0,,
2025-05-08T09:30:00.000-03:00:00,NE-MRBTS-341601,4282.0,6305.0,,,
2025-05-08T10:00:00.000-03:00:00,NE-MRBTS-341601,4197.0,6055.0,,,
2025-05-08T10:15:00.000-03:00:00,NE-MRBTS-341601,4347.0,5953.0,,,
2025-05-08T10:30:00.000-03:00:00,NE-MRBTS-341601,4373.0,6222.0,2.0,,
2025-05-08T11:00:00.000-03:00:00,NE-MRBTS-341601,4574.0,6011.0,,,
2025-05-08T11:15:00.000-03:00:00,NE-MRBTS-341601,4529.0,5834.0,1.0,,
2025-05-08T11:30:00.000-03:00:00,NE-MRBTS-341601,4342.0,5902.0,,,
2025-05-08T12:00:00.000-03:00:00,NE-MRBTS-341601,4550.0,5871.0,,,
2025-05-08T12:15:00.000-03:00:00,NE-MRBTS-341601,4205.0,5524.0,11.0,,
2025-05-08T12:30:00.000-03:00:00,NE-MRBTS-341601,4332.0,5569.0,2.0,,
2025-05-08T13:00:00.000-03:00:00,NE-MRBTS-341601,4604.0,5773.0,1.0,,
2025-05-08T13:15:00.000-03:00:00,NE-MRBTS-341601,4529.0,5691.0,1.0,,
2025-05-08T13:30:00.000-03:00:00,NE-MRBTS-341601,4283.0,5402.0,2.0,,
2025-05-08T14:00:00.000-03:00:00,NE-MRBTS-341601,4436.0,6000.0,2.0,,
2025-05-08T14:15:00.000-03:00:00,NE-MRBTS-341601,4489.0,5857.0,,,
2025-05-08T14:30:00.000-03:00:00,NE-MRBTS-341601,4164.0,5699.0,,,
2025-05-08T15:00:00.000-03:00:00,NE-MRBTS-341601,4212.0,6168.0,1.0,,
2025-05-08T15:15:00.000-03:00:00,NE-MRBTS-341601,4431.0,6479.0,2.0,,
2025-05-08T15:30:00.000-03:00:00,NE-MRBTS-341601,4178.0,6118.0,1.0,,
2025-05-08T16:00:00.000-03:00:00,NE-MRBTS-341601,3998.0,5853.0,1.0,,
2025-05-08T16:15:00.000-03:00:00,NE-MRBTS-341601,3247.0,4903.0,93.0,111896.0,1.0
2025-05-08T16:30:00.000-03:00:00,NE-MRBTS-341601,3245.0,4848.0,6.0,258427.0,
2025-05-06T15:00:00.000-03:00:00,NE-MRBTS-621901,1621.0,5240.0,,,
2025-05-06T15:15:00.000-03:00:00,NE-MRBTS-621901,1564.0,4811.0,2.0,,
2025-05-06T15:30:00.000-03:00:00,NE-MRBTS-621901,1782.0,4797.0,1.0,,
2025-05-06T16:00:00.000-03:00:00,NE-MRBTS-621901,1833.0,5142.0,2.0,,
2025-05-06T16:15:00.000-03:00:00,NE-MRBTS-621901,1583.0,4956.0,5.0,,
2025-05-06T16:30:00.000-03:00:00,NE-MRBTS-621901,1509.0,4926.0,1.0,,
2025-05-06T17:00:00.000-03:00:00,NE-MRBTS-621901,1360.0,4822.0,2.0,,
2025-05-06T17:15:00.000-03:00:00,NE-MRBTS-621901,1421.0,4688.0,,,
2025-05-06T17:30:00.000-03:00:00,NE-MRBTS-621901,1699.0,4912.0,2.0,,
2025-05-06T18:00:00.000-03:00:00,NE-MRBTS-621901,1139.0,4256.0,3.0,,
2025-05-06T18:15:00.000-03:00:00,NE-MRBTS-621901,1764.0,5604.0,15.0,,
2025-05-06T18:30:00.000-03:00:00,NE-MRBTS-621901,1656.0,4622.0,6.0,,
2025-05-06T19:00:00.000-03:00:00,NE-MRBTS-621901,1289.0,3622.0,4.0,,
2025-05-06T19:15:00.000-03:00:00,NE-MRBTS-621901,1139.0,3674.0,1.0,,
2025-05-06T19:30:00.000-03:00:00,NE-MRBTS-621901,1403.0,3791.0,3.0,,
2025-05-06T20:00:00.000-03:00:00,NE-MRBTS-621901,796.0,3029.0,2.0,,
2025-05-06T20:15:00.000-03:00:00,NE-MRBTS-621901,669.0,2953.0,5.0,,
2025-05-06T20:30:00.000-03:00:00,NE-MRBTS-621901,675.0,2696.0,4.0,,
2025-05-06T21:00:00.000-03:00:00,NE-MRBTS-621901,629.0,2584.0,2.0,,
2025-05-06T21:15:00.000-03:00:00,NE-MRBTS-621901,774.0,2838.0,1.0,,
2025-05-06T21:30:00.000-03:00:00,NE-MRBTS-621901,754.0,3106.0,3.0,,
2025-05-06T22:00:00.000-03:00:00,NE-MRBTS-621901,872.0,2911.0,1.0,,
2025-05-06T22:15:00.000-03:00:00,NE-MRBTS-621901,864.0,2773.0,,,
2025-05-06T22:30:00.000-03:00:00,NE-MRBTS-621901,875.0,2524.0,3.0,,
2025-05-06T23:00:00.000-03:00:00,NE-MRBTS-621901,896.0,3069.0,2.0,,
2025-05-06T23:15:00.000-03:00:00,NE-MRBTS-621901,878.0,2937.0,1.0,,
2025-05-06T23:30:00.000-03:00:00,NE-MRBTS-621901,877.0,3133.0,1.0,,
2025-05-07T00:00:00.000-03:00:00,NE-MRBTS-621901,661.0,2801.0,,,
2025-05-07T00:15:00.000-03:00:00,NE-MRBTS-621901,645.0,2582.0,1.0,,
2025-05-07T00:30:00.000-03:00:00,NE-MRBTS-621901,693.0,2627.0,1.0,,
2025-05-07T01:00:00.000-03:00:00,NE-MRBTS-621901,600.0,2536.0,,,
2025-05-07T01:15:00.000-03:00:00,NE-MRBTS-621901,561.0,2448.0,,,
2025-05-07T01:30:00.000-03:00:00,NE-MRBTS-621901,513.0,2403.0,,,
2025-05-07T02:00:00.000-03:00:00,NE-MRBTS-621901,523.0,2396.0,1.0,,
2025-05-07T02:15:00.000-03:00:00,NE-MRBTS-621901,483.0,2544.0,1.0,,
2025-05-07T02:30:00.000-03:00:00,NE-MRBTS-621901,425.0,2396.0,1.0,,
2025-05-07T03:00:00.000-03:00:00,NE-MRBTS-621901,540.0,2406.0,1.0,,
2025-05-07T03:15:00.000-03:00:00,NE-MRBTS-621901,463.0,2329.0,11.0,,
2025-05-07T03:30:00.000-03:00:00,NE-MRBTS-621901,610.0,2500.0,1.0,,
2025-05-07T04:00:00.000-03:00:00,NE-MRBTS-621901,383.0,2235.0,1.0,,
2025-05-07T04:15:00.000-03:00:00,NE-MRBTS-621901,400.0,2235.0,,,
2025-05-07T04:30:00.000-03:00:00,NE-MRBTS-621901,582.0,2300.0,,,
2025-05-07T05:00:00.000-03:00:00,NE-MRBTS-621901,309.0,1986.0,,,
2025-05-07T05:15:00.000-03:00:00,NE-MRBTS-621901,415.0,2245.0,2.0,,
2025-05-07T05:30:00.000-03:00:00,NE-MRBTS-621901,693.0,2534.0,1.0,,
2025-05-07T06:00:00.000-03:00:00,NE-MRBTS-621901,644.0,2576.0,,,
2025-05-07T06:15:00.000-03:00:00,NE-MRBTS-621901,1521.0,3463.0,1.0,,
2025-05-07T06:30:00.000-03:00:00,NE-MRBTS-621901,1459.0,3622.0,2.0,,
2025-05-07T07:00:00.000-03:00:00,NE-MRBTS-621901,1360.0,3774.0,,,
2025-05-07T07:15:00.000-03:00:00,NE-MRBTS-621901,1323.0,4107.0,4.0,,
2025-05-07T07:30:00.000-03:00:00,NE-MRBTS-621901,1278.0,4127.0,2.0,,
2025-05-07T08:00:00.000-03:00:00,NE-MRBTS-621901,1280.0,4156.0,3.0,,
2025-05-07T08:15:00.000-03:00:00,NE-MRBTS-621901,1340.0,4450.0,1.0,,
2025-05-07T08:30:00.000-03:00:00,NE-MRBTS-621901,1245.0,4776.0,2.0,,
2025-05-07T09:00:00.000-03:00:00,NE-MRBTS-621901,1388.0,4236.0,5.0,,
2025-05-07T09:15:00.000-03:00:00,NE-MRBTS-621901,1531.0,4564.0,1.0,,
2025-05-07T09:30:00.000-03:00:00,NE-MRBTS-621901,1527.0,5105.0,1.0,,
2025-05-07T10:00:00.000-03:00:00,NE-MRBTS-621901,1880.0,5075.0,6.0,,
2025-05-07T10:15:00.000-03:00:00,NE-MRBTS-621901,1708.0,5150.0,1.0,,
2025-05-07T10:30:00.000-03:00:00,NE-MRBTS-621901,1285.0,4657.0,,,
2025-05-07T11:00:00.000-03:00:00,NE-MRBTS-621901,1578.0,4602.0,,,
2025-05-07T11:15:00.000-03:00:00,NE-MRBTS-621901,1462.0,4543.0,,,
2025-05-07T11:30:00.000-03:00:00,NE-MRBTS-621901,1452.0,4348.0,2.0,,
2025-05-07T12:00:00.000-03:00:00,NE-MRBTS-621901,877.0,3476.0,3.0,,
2025-05-07T12:15:00.000-03:00:00,NE-MRBTS-621901,823.0,3764.0,1.0,,
2025-05-07T12:30:00.000-03:00:00,NE-MRBTS-621901,849.0,3831.0,,,
2025-05-07T13:00:00.000-03:00:00,NE-MRBTS-621901,1198.0,3768.0,2.0,,
2025-05-07T13:15:00.000-03:00:00,NE-MRBTS-621901,1520.0,4346.0,,,
2025-05-07T13:30:00.000-03:00:00,NE-MRBTS-621901,1452.0,4247.0,25.0,,
2025-05-07T14:00:00.000-03:00:00,NE-MRBTS-621901,1501.0,4299.0,1.0,,
2025-05-07T14:15:00.000-03:00:00,NE-MRBTS-621901,1492.0,4708.0,1.0,,
2025-05-07T14:30:00.000-03:00:00,NE-MRBTS-621901,1776.0,4999.0,1.0,,
2025-05-07T15:00:00.000-03:00:00,NE-MRBTS-621901,1601.0,4613.0,4.0,,
2025-05-07T15:15:00.000-03:00:00,NE-MRBTS-621901,1676.0,4856.0,4.0,,
2025-05-07T15:30:00.000-03:00:00,NE-MRBTS-621901,1454.0,4635.0,,,
2025-05-07T16:00:00.000-03:00:00,NE-MRBTS-621901,1533.0,4802.0,1.0,,
2025-05-07T16:15:00.000-03:00:00,NE-MRBTS-621901,1796.0,4923.0,1.0,,
2025-05-07T16:30:00.000-03:00:00,NE-MRBTS-621901,1615.0,5848.0,2.0,,
2025-05-07T17:00:00.000-03:00:00,NE-MRBTS-621901,1978.0,4695.0,95.0,,
2025-05-07T17:15:00.000-03:00:00,NE-MRBTS-621901,1632.0,4549.0,14.0,,
2025-05-07T17:30:00.000-03:00:00,NE-MRBTS-621901,1464.0,4634.0,,,
2025-05-07T18:00:00.000-03:00:00,NE-MRBTS-621901,1338.0,4379.0,1.0,,
2025-05-07T18:15:00.000-03:00:00,NE-MRBTS-621901,1344.0,4958.0,6.0,,
2025-05-07T18:30:00.000-03:00:00,NE-MRBTS-621901,1341.0,4372.0,,,
2025-05-07T19:00:00.000-03:00:00,NE-MRBTS-621901,1120.0,3537.0,1.0,,
2025-05-07T19:15:00.000-03:00:00,NE-MRBTS-621901,1214.0,3684.0,,,
2025-05-07T19:30:00.000-03:00:00,NE-MRBTS-621901,1166.0,3584.0,,,
2025-05-07T20:00:00.000-03:00:00,NE-MRBTS-621901,1105.0,3340.0,1.0,,
2025-05-07T20:15:00.000-03:00:00,NE-MRBTS-621901,729.0,2907.0,,,
2025-05-07T20:30:00.000-03:00:00,NE-MRBTS-621901,683.0,2666.0,2.0,,
2025-05-07T21:00:00.000-03:00:00,NE-MRBTS-621901,467.0,2475.0,1.0,,
2025-05-07T21:15:00.000-03:00:00,NE-MRBTS-621901,523.0,2608.0,,,
2025-05-07T21:30:00.000-03:00:00,NE-MRBTS-621901,885.0,2496.0,,,
2025-05-07T22:00:00.000-03:00:00,NE-MRBTS-621901,714.0,2813.0,1.0,,
2025-05-07T22:15:00.000-03:00:00,NE-MRBTS-621901,678.0,2920.0,,,
2025-05-07T22:30:00.000-03:00:00,NE-MRBTS-621901,833.0,2604.0,2.0,,
2025-05-07T23:00:00.000-03:00:00,NE-MRBTS-621901,750.0,2893.0,,,
2025-05-07T23:15:00.000-03:00:00,NE-MRBTS-621901,791.0,2927.0,1.0,,
2025-05-07T23:30:00.000-03:00:00,NE-MRBTS-621901,924.0,3106.0,4.0,,
2025-05-08T00:00:00.000-03:00:00,NE-MRBTS-621901,638.0,2746.0,,,
2025-05-08T00:15:00.000-03:00:00,NE-MRBTS-621901,615.0,2902.0,1.0,,
2025-05-08T00:30:00.000-03:00:00,NE-MRBTS-621901,612.0,2915.0,,,
2025-05-08T01:00:00.000-03:00:00,NE-MRBTS-621901,603.0,2877.0,1.0,,
2025-05-08T01:15:00.000-03:00:00,NE-MRBTS-621901,646.0,2857.0,,,
2025-05-08T01:30:00.000-03:00:00,NE-MRBTS-621901,772.0,2848.0,,,
2025-05-08T02:00:00.000-03:00:00,NE-MRBTS-621901,721.0,2583.0,,,
2025-05-08T02:15:00.000-03:00:00,NE-MRBTS-621901,582.0,2370.0,1.0,,
2025-05-08T02:30:00.000-03:00:00,NE-MRBTS-621901,481.0,2394.0,1.0,,
2025-05-08T03:00:00.000-03:00:00,NE-MRBTS-621901,407.0,2147.0,26.0,31168.0,1.0
2025-05-08T03:15:00.000-03:00:00,NE-MRBTS-621901,641.0,2559.0,,,
2025-05-08T03:30:00.000-03:00:00,NE-MRBTS-621901,290.0,2113.0,1.0,,
2025-05-08T04:00:00.000-03:00:00,NE-MRBTS-621901,291.0,2253.0,,,
2025-05-08T04:15:00.000-03:00:00,NE-MRBTS-621901,219.0,2200.0,,,
2025-05-08T04:30:00.000-03:00:00,NE-MRBTS-621901,258.0,2170.0,1.0,,
2025-05-08T05:00:00.000-03:00:00,NE-MRBTS-621901,299.0,2220.0,,,
2025-05-08T05:15:00.000-03:00:00,NE-MRBTS-621901,306.0,2340.0,1.0,,
2025-05-08T05:30:00.000-03:00:00,NE-MRBTS-621901,420.0,2446.0,,,
2025-05-08T06:00:00.000-03:00:00,NE-MRBTS-621901,575.0,2439.0,1.0,,
2025-05-08T06:15:00.000-03:00:00,NE-MRBTS-621901,1345.0,3325.0,3.0,,
2025-05-08T06:30:00.000-03:00:00,NE-MRBTS-621901,1434.0,3559.0,10.0,,
2025-05-08T07:00:00.000-03:00:00,NE-MRBTS-621901,1381.0,4051.0,7.0,,
2025-05-08T07:15:00.000-03:00:00,NE-MRBTS-621901,1338.0,3924.0,,,
2025-05-08T07:30:00.000-03:00:00,NE-MRBTS-621901,1444.0,4170.0,3.0,,
2025-05-08T08:00:00.000-03:00:00,NE-MRBTS-621901,1407.0,4284.0,2.0,,
2025-05-08T08:15:00.000-03:00:00,NE-MRBTS-621901,1420.0,4534.0,4.0,,
2025-05-08T08:30:00.000-03:00:00,NE-MRBTS-621901,1588.0,5100.0,5.0,,
2025-05-08T09:00:00.000-03:00:00,NE-MRBTS-621901,1712.0,5044.0,,,
2025-05-08T09:15:00.000-03:00:00,NE-MRBTS-621901,1842.0,5031.0,1.0,,
2025-05-08T09:30:00.000-03:00:00,NE-MRBTS-621901,1653.0,4964.0,8.0,,
2025-05-08T10:00:00.000-03:00:00,NE-MRBTS-621901,1844.0,5117.0,,,
2025-05-08T10:15:00.000-03:00:00,NE-MRBTS-621901,1844.0,4926.0,1.0,,
2025-05-08T10:30:00.000-03:00:00,NE-MRBTS-621901,1722.0,4946.0,1.0,,
2025-05-08T11:00:00.000-03:00:00,NE-MRBTS-621901,1766.0,4791.0,6.0,,
2025-05-08T11:15:00.000-03:00:00,NE-MRBTS-621901,1492.0,4349.0,1.0,,
2025-05-08T11:30:00.000-03:00:00,NE-MRBTS-621901,1319.0,4472.0,,,
2025-05-08T12:00:00.000-03:00:00,NE-MRBTS-621901,1042.0,3971.0,,,
2025-05-08T12:15:00.000-03:00:00,NE-MRBTS-621901,915.0,3686.0,2.0,,
2025-05-08T12:30:00.000-03:00:00,NE-MRBTS-621901,967.0,3655.0,4.0,,
2025-05-08T13:00:00.000-03:00:00,NE-MRBTS-621901,1553.0,4268.0,23.0,,
2025-05-08T13:15:00.000-03:00:00,NE-MRBTS-621901,1904.0,4594.0,4.0,,
2025-05-08T13:30:00.000-03:00:00,NE-MRBTS-621901,1656.0,4355.0,2.0,,
2025-05-08T14:00:00.000-03:00:00,NE-MRBTS-621901,1616.0,4761.0,15.0,,
2025-05-08T14:15:00.000-03:00:00,NE-MRBTS-621901,1784.0,4757.0,7.0,,
2025-05-08T14:30:00.000-03:00:00,NE-MRBTS-621901,1702.0,4743.0,7.0,,
2025-05-08T15:00:00.000-03:00:00,NE-MRBTS-621901,1540.0,4997.0,2.0,,
2025-05-08T15:15:00.000-03:00:00,NE-MRBTS-621901,1501.0,5095.0,5.0,,
2025-05-08T15:30:00.000-03:00:00,NE-MRBTS-621901,1688.0,5083.0,3.0,,
2025-05-08T16:00:00.000-03:00:00,NE-MRBTS-621901,1819.0,5047.0,4.0,,
2025-05-08T16:15:00.000-03:00:00,NE-MRBTS-621901,1463.0,4257.0,60.0,115029.0,1.0
2025-05-08T16:30:00.000-03:00:00,NE-MRBTS-621901,1324.0,3903.0,2.0,248476.0,
2025-05-06T15:00:00.000-03:00:00,NE-MRBTS-690204,999.0,946.0,4.0,,
2025-05-06T15:00:00.000-03:00:00,NE-MRBTS-690204,,,,879339.0,4.0
2025-05-06T15:15:00.000-03:00:00,NE-MRBTS-690204,869.0,758.0,7.0,,
2025-05-06T15:15:00.000-03:00:00,NE-MRBTS-690204,,,,884494.0,3.0
2025-05-06T15:30:00.000-03:00:00,NE-MRBTS-690204,937.0,899.0,26.0,,
2025-05-06T15:30:00.000-03:00:00,NE-MRBTS-690204,,,,876357.0,4.0
2025-05-06T16:00:00.000-03:00:00,NE-MRBTS-690204,954.0,933.0,4.0,,
2025-05-06T16:00:00.000-03:00:00,NE-MRBTS-690204,,,,878464.0,4.0
2025-05-06T16:15:00.000-03:00:00,NE-MRBTS-690204,932.0,904.0,31.0,,
2025-05-06T16:15:00.000-03:00:00,NE-MRBTS-690204,,,,884555.0,3.0
2025-05-06T16:30:00.000-03:00:00,NE-MRBTS-690204,1026.0,1008.0,56.0,,
2025-05-06T16:30:00.000-03:00:00,NE-MRBTS-690204,,,,878447.0,4.0
2025-05-06T17:00:00.000-03:00:00,NE-MRBTS-690204,874.0,874.0,2.0,,
2025-05-06T17:00:00.000-03:00:00,NE-MRBTS-690204,,,,884568.0,3.0
2025-05-06T17:15:00.000-03:00:00,NE-MRBTS-690204,866.0,932.0,24.0,,
2025-05-06T17:15:00.000-03:00:00,NE-MRBTS-690204,,,,879478.0,4.0
2025-05-06T17:30:00.000-03:00:00,NE-MRBTS-690204,826.0,891.0,3.0,,
2025-05-06T17:30:00.000-03:00:00,NE-MRBTS-690204,,1.0,,884536.0,3.0
2025-05-06T18:00:00.000-03:00:00,NE-MRBTS-690204,842.0,870.0,19.0,,
2025-05-06T18:00:00.000-03:00:00,NE-MRBTS-690204,,,,879409.0,4.0
2025-05-06T18:15:00.000-03:00:00,NE-MRBTS-690204,807.0,930.0,35.0,,
2025-05-06T18:15:00.000-03:00:00,NE-MRBTS-690204,,,,884541.0,3.0
2025-05-06T18:30:00.000-03:00:00,NE-MRBTS-690204,956.0,1003.0,6.0,,
2025-05-06T18:30:00.000-03:00:00,NE-MRBTS-690204,,,,879348.0,4.0
2025-05-06T19:00:00.000-03:00:00,NE-MRBTS-690204,785.0,728.0,3.0,,
2025-05-06T19:00:00.000-03:00:00,NE-MRBTS-690204,,,,879374.0,4.0
2025-05-06T19:15:00.000-03:00:00,NE-MRBTS-690204,879.0,782.0,11.0,,
2025-05-06T19:15:00.000-03:00:00,NE-MRBTS-690204,,,,879422.0,4.0
2025-05-06T19:30:00.000-03:00:00,NE-MRBTS-690204,1028.0,1043.0,1.0,,
2025-05-06T19:30:00.000-03:00:00,NE-MRBTS-690204,,,,884509.0,3.0
2025-05-06T20:00:00.000-03:00:00,NE-MRBTS-690204,760.0,710.0,21.0,,
2025-05-06T20:00:00.000-03:00:00,NE-MRBTS-690204,,,,884583.0,3.0
2025-05-06T20:15:00.000-03:00:00,NE-MRBTS-690204,750.0,656.0,11.0,,
2025-05-06T20:15:00.000-03:00:00,NE-MRBTS-690204,,,,879453.0,4.0
2025-05-06T20:30:00.000-03:00:00,NE-MRBTS-690204,830.0,704.0,44.0,,
2025-05-06T20:30:00.000-03:00:00,NE-MRBTS-690204,,,,879473.0,4.0
2025-05-06T21:00:00.000-03:00:00,NE-MRBTS-690204,766.0,674.0,,,
2025-05-06T21:00:00.000-03:00:00,NE-MRBTS-690204,,,,879477.0,4.0
2025-05-06T21:15:00.000-03:00:00,NE-MRBTS-690204,737.0,658.0,15.0,,
2025-05-06T21:15:00.000-03:00:00,NE-MRBTS-690204,,,,884544.0,3.0
2025-05-06T21:30:00.000-03:00:00,NE-MRBTS-690204,935.0,785.0,2.0,,
2025-05-06T21:30:00.000-03:00:00,NE-MRBTS-690204,,,,879430.0,4.0
2025-05-06T22:00:00.000-03:00:00,NE-MRBTS-690204,810.0,779.0,,,
2025-05-06T22:00:00.000-03:00:00,NE-MRBTS-690204,,,,884063.0,4.0
2025-05-06T22:15:00.000-03:00:00,NE-MRBTS-690204,855.0,820.0,2.0,,
2025-05-06T22:15:00.000-03:00:00,NE-MRBTS-690204,,,,879341.0,4.0
2025-05-06T22:30:00.000-03:00:00,NE-MRBTS-690204,1003.0,829.0,10.0,,
2025-05-06T22:30:00.000-03:00:00,NE-MRBTS-690204,,,,884392.0,3.0
2025-05-06T23:00:00.000-03:00:00,NE-MRBTS-690204,635.0,706.0,47.0,91375.0,1.0
2025-05-06T23:00:00.000-03:00:00,NE-MRBTS-690204,,,,880590.0,3.0
2025-05-06T23:15:00.000-03:00:00,NE-MRBTS-690204,660.0,614.0,,,
2025-05-06T23:15:00.000-03:00:00,NE-MRBTS-690204,,,,883035.0,4.0
2025-05-06T23:30:00.000-03:00:00,NE-MRBTS-690204,764.0,708.0,3.0,,
2025-05-06T23:30:00.000-03:00:00,NE-MRBTS-690204,,,,879261.0,4.0
2025-05-07T00:00:00.000-03:00:00,NE-MRBTS-690204,673.0,584.0,1.0,,
2025-05-07T00:00:00.000-03:00:00,NE-MRBTS-690204,,,,878443.0,4.0
2025-05-07T00:15:00.000-03:00:00,NE-MRBTS-690204,575.0,516.0,5.0,,
2025-05-07T00:15:00.000-03:00:00,NE-MRBTS-690204,,,,879373.0,4.0
2025-05-07T00:30:00.000-03:00:00,NE-MRBTS-690204,685.0,557.0,1.0,,
2025-05-07T00:30:00.000-03:00:00,NE-MRBTS-690204,,,,884470.0,3.0
2025-05-07T01:00:00.000-03:00:00,NE-MRBTS-690204,797.0,675.0,1.0,,
2025-05-07T01:00:00.000-03:00:00,NE-MRBTS-690204,,,,884574.0,3.0
2025-05-07T01:15:00.000-03:00:00,NE-MRBTS-690204,769.0,712.0,,,
2025-05-07T01:15:00.000-03:00:00,NE-MRBTS-690204,,,,879421.0,4.0
2025-05-07T01:30:00.000-03:00:00,NE-MRBTS-690204,945.0,785.0,1.0,,
2025-05-07T01:30:00.000-03:00:00,NE-MRBTS-690204,,,,879397.0,4.0
2025-05-07T02:00:00.000-03:00:00,NE-MRBTS-690204,695.0,631.0,,,
2025-05-07T02:00:00.000-03:00:00,NE-MRBTS-690204,,,,879438.0,4.0
2025-05-07T02:15:00.000-03:00:00,NE-MRBTS-690204,648.0,655.0,6.0,,
2025-05-07T02:15:00.000-03:00:00,NE-MRBTS-690204,,,,884585.0,3.0
2025-05-07T02:30:00.000-03:00:00,NE-MRBTS-690204,795.0,709.0,163.0,63.0,1.0
2025-05-07T02:30:00.000-03:00:00,NE-MRBTS-690204,,,,878481.0,4.0
2025-05-07T03:00:00.000-03:00:00,NE-MRBTS-690204,702.0,649.0,,,
2025-05-07T03:00:00.000-03:00:00,NE-MRBTS-690204,,,,879512.0,4.0
2025-05-07T03:15:00.000-03:00:00,NE-MRBTS-690204,574.0,537.0,1.0,,
2025-05-07T03:15:00.000-03:00:00,NE-MRBTS-690204,,,,879493.0,4.0
2025-05-07T03:30:00.000-03:00:00,NE-MRBTS-690204,734.0,626.0,,,
2025-05-07T03:30:00.000-03:00:00,NE-MRBTS-690204,,,,884569.0,3.0
2025-05-07T04:00:00.000-03:00:00,NE-MRBTS-690204,722.0,606.0,,,
2025-05-07T04:00:00.000-03:00:00,NE-MRBTS-690204,,,,884570.0,3.0
2025-05-07T04:15:00.000-03:00:00,NE-MRBTS-690204,770.0,654.0,,,
2025-05-07T04:15:00.000-03:00:00,NE-MRBTS-690204,,1.0,,879469.0,4.0
2025-05-07T04:30:00.000-03:00:00,NE-MRBTS-690204,891.0,744.0,,,
2025-05-07T04:30:00.000-03:00:00,NE-MRBTS-690204,,,,880945.0,3.0
2025-05-07T05:00:00.000-03:00:00,NE-MRBTS-690204,697.0,618.0,2.0,,
2025-05-07T05:00:00.000-03:00:00,NE-MRBTS-690204,,,,879495.0,4.0
2025-05-07T05:15:00.000-03:00:00,NE-MRBTS-690204,794.0,723.0,,,
2025-05-07T05:15:00.000-03:00:00,NE-MRBTS-690204,,,,884551.0,3.0
2025-05-07T05:30:00.000-03:00:00,NE-MRBTS-690204,782.0,679.0,1.0,,
2025-05-07T05:30:00.000-03:00:00,NE-MRBTS-690204,,,,879387.0,4.0
2025-05-07T06:00:00.000-03:00:00,NE-MRBTS-690204,776.0,711.0,1.0,,
2025-05-07T06:00:00.000-03:00:00,NE-MRBTS-690204,,,,879351.0,4.0
2025-05-07T06:15:00.000-03:00:00,NE-MRBTS-690204,964.0,815.0,14.0,,
2025-05-07T06:15:00.000-03:00:00,NE-MRBTS-690204,,,,879452.0,4.0
2025-05-07T06:30:00.000-03:00:00,NE-MRBTS-690204,1209.0,1085.0,,,
2025-05-07T06:30:00.000-03:00:00,NE-MRBTS-690204,,,,884603.0,3.0
2025-05-07T07:00:00.000-03:00:00,NE-MRBTS-690204,1242.0,1010.0,1.0,,
2025-05-07T07:00:00.000-03:00:00,NE-MRBTS-690204,,,,884550.0,3.0
2025-05-07T07:15:00.000-03:00:00,NE-MRBTS-690204,1223.0,1106.0,8.0,,
2025-05-07T07:15:00.000-03:00:00,NE-MRBTS-690204,,,,879306.0,4.0
2025-05-07T07:30:00.000-03:00:00,NE-MRBTS-690204,1260.0,1134.0,1.0,,
2025-05-07T07:30:00.000-03:00:00,NE-MRBTS-690204,,,,879476.0,4.0
2025-05-07T08:00:00.000-03:00:00,NE-MRBTS-690204,984.0,923.0,13.0,,
2025-05-07T08:00:00.000-03:00:00,NE-MRBTS-690204,,,,879477.0,4.0
2025-05-07T08:15:00.000-03:00:00,NE-MRBTS-690204,1131.0,1067.0,,,
2025-05-07T08:15:00.000-03:00:00,NE-MRBTS-690204,,,,884529.0,3.0
2025-05-07T08:30:00.000-03:00:00,NE-MRBTS-690204,1059.0,955.0,1.0,,
2025-05-07T08:30:00.000-03:00:00,NE-MRBTS-690204,,,,879471.0,4.0
2025-05-07T09:00:00.000-03:00:00,NE-MRBTS-690204,1179.0,1076.0,5.0,,
2025-05-07T09:00:00.000-03:00:00,NE-MRBTS-690204,,,,884023.0,4.0
2025-05-07T09:15:00.000-03:00:00,NE-MRBTS-690204,1125.0,1080.0,57.0,,
2025-05-07T09:15:00.000-03:00:00,NE-MRBTS-690204,,,,879465.0,4.0
2025-05-07T09:30:00.000-03:00:00,NE-MRBTS-690204,1207.0,1165.0,81.0,,
2025-05-07T09:30:00.000-03:00:00,NE-MRBTS-690204,,,,860554.0,3.0
2025-05-07T10:00:00.000-03:00:00,NE-MRBTS-690204,1182.0,1060.0,2.0,,
2025-05-07T10:00:00.000-03:00:00,NE-MRBTS-690204,,1.0,,884588.0,3.0
2025-05-07T10:15:00.000-03:00:00,NE-MRBTS-690204,1118.0,1004.0,2.0,,
2025-05-07T10:15:00.000-03:00:00,NE-MRBTS-690204,,,,879454.0,4.0
2025-05-07T10:30:00.000-03:00:00,NE-MRBTS-690204,1228.0,1170.0,6.0,,
2025-05-07T10:30:00.000-03:00:00,NE-MRBTS-690204,,,,879431.0,4.0
2025-05-07T11:00:00.000-03:00:00,NE-MRBTS-690204,1248.0,1124.0,2.0,,
2025-05-07T11:00:00.000-03:00:00,NE-MRBTS-690204,,,,879468.0,4.0
