createAt,manageObject,M8035C0,M8035C1,M8035C2,M8035C5,M8035C6
2025-05-06T14:00:00.000-04:00:00,NE-MRBTS-660701,264.0,202.0,,,
2025-05-06T14:15:00.000-04:00:00,NE-MRBTS-660701,252.0,203.0,,,
2025-05-06T14:30:00.000-04:00:00,NE-MRBTS-660701,275.0,209.0,3.0,,
2025-05-06T15:00:00.000-04:00:00,NE-MRBTS-660701,302.0,232.0,,,
2025-05-06T15:15:00.000-04:00:00,NE-MRBTS-660701,209.0,165.0,,,
2025-05-06T15:30:00.000-04:00:00,NE-MRBTS-660701,163.0,160.0,,,
2025-05-06T15:45:00.000-04:00:00,NE-MRBTS-660701,218.0,189.0,,,
2025-05-06T16:00:00.000-04:00:00,NE-MRBTS-660701,341.0,255.0,,,
2025-05-06T16:15:00.000-04:00:00,NE-MRBTS-660701,201.0,159.0,,,
2025-05-06T16:30:00.000-04:00:00,NE-MRBTS-660701,165.0,137.0,,,
2025-05-06T16:45:00.000-04:00:00,NE-MRBTS-660701,207.0,177.0,,,
2025-05-06T17:00:00.000-04:00:00,NE-MRBTS-660701,247.0,174.0,1.0,,
2025-05-06T17:15:00.000-04:00:00,NE-MRBTS-660701,217.0,159.0,,,
2025-05-06T17:30:00.000-04:00:00,NE-MRBTS-660701,177.0,131.0,,,
2025-05-06T17:45:00.000-04:00:00,NE-MRBTS-660701,189.0,140.0,1.0,,
2025-05-06T18:00:00.000-04:00:00,NE-MRBTS-660701,226.0,172.0,,,
2025-05-06T18:15:00.000-04:00:00,NE-MRBTS-660701,133.0,101.0,,,
2025-05-06T18:30:00.000-04:00:00,NE-MRBTS-660701,169.0,127.0,,,
2025-05-06T18:45:00.000-04:00:00,NE-MRBTS-660701,186.0,146.0,,,
2025-05-06T19:00:00.000-04:00:00,NE-MRBTS-660701,153.0,119.0,,,
2025-05-06T19:15:00.000-04:00:00,NE-MRBTS-660701,145.0,105.0,,,
2025-05-06T19:30:00.000-04:00:00,NE-MRBTS-660701,147.0,108.0,,,
2025-05-06T19:45:00.000-04:00:00,NE-MRBTS-660701,116.0,93.0,,,
2025-05-06T20:00:00.000-04:00:00,NE-MRBTS-660701,110.0,93.0,,,
2025-05-06T20:15:00.000-04:00:00,NE-MRBTS-660701,77.0,68.0,,,
2025-05-06T20:30:00.000-04:00:00,NE-MRBTS-660701,71.0,61.0,,,
2025-05-06T20:45:00.000-04:00:00,NE-MRBTS-660701,77.0,65.0,,,
2025-05-06T21:00:00.000-04:00:00,NE-MRBTS-660701,83.0,72.0,,,
2025-05-06T21:15:00.000-04:00:00,NE-MRBTS-660701,75.0,60.0,,,
2025-05-06T21:30:00.000-04:00:00,NE-MRBTS-660701,125.0,89.0,,,
2025-05-06T21:45:00.000-04:00:00,NE-MRBTS-660701,125.0,93.0,,,
2025-05-06T22:00:00.000-04:00:00,NE-MRBTS-660701,94.0,75.0,,,
2025-05-06T22:15:00.000-04:00:00,NE-MRBTS-660701,109.0,82.0,,,
2025-05-06T22:30:00.000-04:00:00,NE-MRBTS-660701,101.0,82.0,1.0,,
2025-05-06T22:45:00.000-04:00:00,NE-MRBTS-660701,105.0,77.0,,,
2025-05-06T23:00:00.000-04:00:00,NE-MRBTS-660701,85.0,74.0,,,
2025-05-06T23:15:00.000-04:00:00,NE-MRBTS-660701,76.0,68.0,,,
2025-05-06T23:30:00.000-04:00:00,NE-MRBTS-660701,75.0,63.0,,,
2025-05-06T23:45:00.000-04:00:00,NE-MRBTS-660701,51.0,47.0,,,
2025-05-07T00:00:00.000-04:00:00,NE-MRBTS-660701,77.0,67.0,,,
2025-05-07T00:15:00.000-04:00:00,NE-MRBTS-660701,67.0,59.0,,,
2025-05-07T00:30:00.000-04:00:00,NE-MRBTS-660701,71.0,58.0,,,
2025-05-07T00:45:00.000-04:00:00,NE-MRBTS-660701,64.0,58.0,,,
2025-05-07T01:00:00.000-04:00:00,NE-MRBTS-660701,75.0,65.0,,,
2025-05-07T01:15:00.000-04:00:00,NE-MRBTS-660701,56.0,47.0,,,
2025-05-07T01:30:00.000-04:00:00,NE-MRBTS-660701,107.0,84.0,,,
2025-05-07T01:45:00.000-04:00:00,NE-MRBTS-660701,52.0,48.0,,,
2025-05-07T02:00:00.000-04:00:00,NE-MRBTS-660701,47.0,44.0,,,
2025-05-07T02:15:00.000-04:00:00,NE-MRBTS-660701,69.0,63.0,,,
2025-05-07T02:30:00.000-04:00:00,NE-MRBTS-660701,86.0,70.0,,,
2025-05-07T02:45:00.000-04:00:00,NE-MRBTS-660701,75.0,60.0,,,
2025-05-07T03:00:00.000-04:00:00,NE-MRBTS-660701,77.0,64.0,,,
2025-05-07T03:15:00.000-04:00:00,NE-MRBTS-660701,89.0,76.0,,,
2025-05-07T03:30:00.000-04:00:00,NE-MRBTS-660701,73.0,59.0,,,
2025-05-07T03:45:00.000-04:00:00,NE-MRBTS-660701,65.0,58.0,,,
2025-05-07T04:00:00.000-04:00:00,NE-MRBTS-660701,81.0,70.0,,,
2025-05-07T04:15:00.000-04:00:00,NE-MRBTS-660701,64.0,55.0,,,
2025-05-07T04:30:00.000-04:00:00,NE-MRBTS-660701,87.0,70.0,,,
2025-05-07T04:45:00.000-04:00:00,NE-MRBTS-660701,113.0,83.0,,,
2025-05-07T05:00:00.000-04:00:00,NE-MRBTS-660701,71.0,65.0,,,
2025-05-07T05:15:00.000-04:00:00,NE-MRBTS-660701,119.0,96.0,,,
2025-05-07T05:30:00.000-04:00:00,NE-MRBTS-660701,107.0,80.0,,,
2025-05-07T05:45:00.000-04:00:00,NE-MRBTS-660701,167.0,117.0,,,
2025-05-07T06:00:00.000-04:00:00,NE-MRBTS-660701,237.0,162.0,,,
2025-05-07T06:15:00.000-04:00:00,NE-MRBTS-660701,355.0,268.0,,,
2025-05-07T06:30:00.000-04:00:00,NE-MRBTS-660701,319.0,229.0,,,
2025-05-07T06:45:00.000-04:00:00,NE-MRBTS-660701,331.0,242.0,,,
2025-05-07T07:00:00.000-04:00:00,NE-MRBTS-660701,293.0,217.0,1.0,,
2025-05-07T07:15:00.000-04:00:00,NE-MRBTS-660701,267.0,180.0,,,
2025-05-07T07:30:00.000-04:00:00,NE-MRBTS-660701,273.0,202.0,,,
2025-05-07T07:45:00.000-04:00:00,NE-MRBTS-660701,280.0,209.0,,,
2025-05-07T08:00:00.000-04:00:00,NE-MRBTS-660701,204.0,150.0,,,
2025-05-07T08:15:00.000-04:00:00,NE-MRBTS-660701,234.0,177.0,,,
2025-05-07T08:30:00.000-04:00:00,NE-MRBTS-660701,254.0,181.0,,,
2025-05-07T08:45:00.000-04:00:00,NE-MRBTS-660701,261.0,198.0,1.0,,
2025-05-07T09:00:00.000-04:00:00,NE-MRBTS-660701,396.0,290.0,,,
2025-05-07T09:15:00.000-04:00:00,NE-MRBTS-660701,307.0,229.0,,,
2025-05-07T09:30:00.000-04:00:00,NE-MRBTS-660701,290.0,206.0,,,
2025-05-07T09:45:00.000-04:00:00,NE-MRBTS-660701,303.0,226.0,,,
2025-05-07T10:00:00.000-04:00:00,NE-MRBTS-660701,307.0,241.0,,,
2025-05-07T10:15:00.000-04:00:00,NE-MRBTS-660701,204.0,159.0,,,
2025-05-07T10:30:00.000-04:00:00,NE-MRBTS-660701,182.0,142.0,,,
2025-05-07T10:45:00.000-04:00:00,NE-MRBTS-660701,87.0,72.0,,,
2025-05-07T11:00:00.000-04:00:00,NE-MRBTS-660701,105.0,85.0,,,
2025-05-07T11:15:00.000-04:00:00,NE-MRBTS-660701,177.0,142.0,,,
2025-05-07T11:30:00.000-04:00:00,NE-MRBTS-660701,112.0,80.0,,,
2025-05-07T11:45:00.000-04:00:00,NE-MRBTS-660701,118.0,100.0,,,
2025-05-07T12:00:00.000-04:00:00,NE-MRBTS-660701,335.0,262.0,,,
2025-05-07T12:15:00.000-04:00:00,NE-MRBTS-660701,347.0,272.0,,,
2025-05-07T12:30:00.000-04:00:00,NE-MRBTS-660701,255.0,174.0,,,
2025-05-07T12:45:00.000-04:00:00,NE-MRBTS-660701,283.0,192.0,,,
2025-05-07T13:00:00.000-04:00:00,NE-MRBTS-660701,288.0,194.0,,,
2025-05-07T13:15:00.000-04:00:00,NE-MRBTS-660701,244.0,187.0,1.0,,
2025-05-07T13:30:00.000-04:00:00,NE-MRBTS-660701,363.0,276.0,,,
2025-05-07T13:45:00.000-04:00:00,NE-MRBTS-660701,278.0,218.0,,,
2025-05-07T14:00:00.000-04:00:00,NE-MRBTS-660701,405.0,305.0,,,
2025-05-07T14:15:00.000-04:00:00,NE-MRBTS-660701,339.0,250.0,,,
2025-05-07T14:30:00.000-04:00:00,NE-MRBTS-660701,346.0,264.0,,,
2025-05-07T14:45:00.000-04:00:00,NE-MRBTS-660701,392.0,284.0,,,
2025-05-07T15:00:00.000-04:00:00,NE-MRBTS-660701,401.0,302.0,,,
2025-05-07T15:15:00.000-04:00:00,NE-MRBTS-660701,340.0,249.0,,,
2025-05-07T15:30:00.000-04:00:00,NE-MRBTS-660701,337.0,244.0,,,
2025-05-07T15:45:00.000-04:00:00,NE-MRBTS-660701,317.0,233.0,,,
2025-05-07T16:00:00.000-04:00:00,NE-MRBTS-660701,379.0,275.0,,,
2025-05-07T16:15:00.000-04:00:00,NE-MRBTS-660701,280.0,234.0,,,
2025-05-07T16:30:00.000-04:00:00,NE-MRBTS-660701,334.0,239.0,,,
2025-05-07T16:45:00.000-04:00:00,NE-MRBTS-660701,369.0,268.0,,,
2025-05-07T17:00:00.000-04:00:00,NE-MRBTS-660701,293.0,214.0,,,
2025-05-07T17:15:00.000-04:00:00,NE-MRBTS-660701,156.0,120.0,,,
2025-05-07T17:30:00.000-04:00:00,NE-MRBTS-660701,160.0,143.0,,,
2025-05-07T17:45:00.000-04:00:00,NE-MRBTS-660701,153.0,128.0,,,
2025-05-07T18:00:00.000-04:00:00,NE-MRBTS-660701,176.0,129.0,,,
2025-05-07T18:15:00.000-04:00:00,NE-MRBTS-660701,103.0,88.0,,,
2025-05-07T18:30:00.000-04:00:00,NE-MRBTS-660701,123.0,101.0,,,
2025-05-07T18:45:00.000-04:00:00,NE-MRBTS-660701,114.0,96.0,,,
2025-05-07T19:00:00.000-04:00:00,NE-MRBTS-660701,135.0,110.0,,,
2025-05-07T19:15:00.000-04:00:00,NE-MRBTS-660701,140.0,108.0,,,
2025-05-07T19:30:00.000-04:00:00,NE-MRBTS-660701,125.0,101.0,,,
2025-05-07T19:45:00.000-04:00:00,NE-MRBTS-660701,122.0,107.0,,,
2025-05-07T20:00:00.000-04:00:00,NE-MRBTS-660701,127.0,104.0,,,
2025-05-07T20:15:00.000-04:00:00,NE-MRBTS-660701,120.0,107.0,,,
2025-05-07T20:30:00.000-04:00:00,NE-MRBTS-660701,98.0,82.0,,,
2025-05-07T20:45:00.000-04:00:00,NE-MRBTS-660701,93.0,76.0,,,
2025-05-07T21:00:00.000-04:00:00,NE-MRBTS-660701,92.0,74.0,,,
2025-05-07T21:15:00.000-04:00:00,NE-MRBTS-660701,137.0,102.0,,,
2025-05-07T21:30:00.000-04:00:00,NE-MRBTS-660701,172.0,122.0,,,
2025-05-07T21:45:00.000-04:00:00,NE-MRBTS-660701,166.0,122.0,,,
2025-05-07T22:00:00.000-04:00:00,NE-MRBTS-660701,154.0,111.0,,,
2025-05-07T22:15:00.000-04:00:00,NE-MRBTS-660701,135.0,104.0,,,
2025-05-07T22:30:00.000-04:00:00,NE-MRBTS-660701,248.0,170.0,,,
2025-05-07T22:45:00.000-04:00:00,NE-MRBTS-660701,185.0,123.0,1.0,,
2025-05-07T23:00:00.000-04:00:00,NE-MRBTS-660701,139.0,101.0,,,
2025-05-07T23:15:00.000-04:00:00,NE-MRBTS-660701,90.0,73.0,,,
2025-05-07T23:30:00.000-04:00:00,NE-MRBTS-660701,137.0,101.0,,,
2025-05-07T23:45:00.000-04:00:00,NE-MRBTS-660701,134.0,95.0,,,
2025-05-08T00:00:00.000-04:00:00,NE-MRBTS-660701,152.0,108.0,,,
2025-05-08T00:15:00.000-04:00:00,NE-MRBTS-660701,133.0,99.0,,,
2025-05-08T00:30:00.000-04:00:00,NE-MRBTS-660701,144.0,101.0,,,
2025-05-08T00:45:00.000-04:00:00,NE-MRBTS-660701,137.0,104.0,,,
2025-05-08T01:00:00.000-04:00:00,NE-MRBTS-660701,135.0,94.0,,,
2025-05-08T01:15:00.000-04:00:00,NE-MRBTS-660701,93.0,72.0,,,
2025-05-08T01:30:00.000-04:00:00,NE-MRBTS-660701,109.0,85.0,,,
2025-05-08T01:45:00.000-04:00:00,NE-MRBTS-660701,125.0,92.0,,,
2025-05-08T02:00:00.000-04:00:00,NE-MRBTS-660701,113.0,89.0,,,
2025-05-08T02:15:00.000-04:00:00,NE-MRBTS-660701,105.0,88.0,,,
2025-05-08T02:30:00.000-04:00:00,NE-MRBTS-660701,168.0,122.0,,,
2025-05-08T02:45:00.000-04:00:00,NE-MRBTS-660701,127.0,92.0,,,
2025-05-08T03:00:00.000-04:00:00,NE-MRBTS-660701,134.0,100.0,,,
2025-05-08T03:15:00.000-04:00:00,NE-MRBTS-660701,171.0,125.0,,,
2025-05-08T03:30:00.000-04:00:00,NE-MRBTS-660701,168.0,116.0,,,
2025-05-08T03:45:00.000-04:00:00,NE-MRBTS-660701,205.0,136.0,,,
2025-05-08T04:00:00.000-04:00:00,NE-MRBTS-660701,192.0,137.0,,,
2025-05-08T04:15:00.000-04:00:00,NE-MRBTS-660701,191.0,132.0,,,
2025-05-08T04:30:00.000-04:00:00,NE-MRBTS-660701,214.0,149.0,,,
2025-05-08T04:45:00.000-04:00:00,NE-MRBTS-660701,155.0,116.0,1.0,,
2025-05-08T05:00:00.000-04:00:00,NE-MRBTS-660701,202.0,147.0,1.0,,
2025-05-08T05:15:00.000-04:00:00,NE-MRBTS-660701,257.0,172.0,,,
2025-05-08T05:30:00.000-04:00:00,NE-MRBTS-660701,205.0,154.0,,,
2025-05-08T05:45:00.000-04:00:00,NE-MRBTS-660701,285.0,206.0,,,
2025-05-08T06:00:00.000-04:00:00,NE-MRBTS-660701,389.0,253.0,,,
2025-05-08T06:15:00.000-04:00:00,NE-MRBTS-660701,355.0,257.0,,,
2025-05-08T06:30:00.000-04:00:00,NE-MRBTS-660701,345.0,263.0,,,
2025-05-08T06:45:00.000-04:00:00,NE-MRBTS-660701,388.0,285.0,,,
2025-05-08T07:00:00.000-04:00:00,NE-MRBTS-660701,368.0,267.0,,,
2025-05-08T07:15:00.000-04:00:00,NE-MRBTS-660701,365.0,254.0,1.0,,
2025-05-08T07:30:00.000-04:00:00,NE-MRBTS-660701,364.0,242.0,,,
2025-05-08T07:45:00.000-04:00:00,NE-MRBTS-660701,407.0,281.0,,,
2025-05-08T08:00:00.000-04:00:00,NE-MRBTS-660701,411.0,280.0,,,
2025-05-08T08:15:00.000-04:00:00,NE-MRBTS-660701,453.0,325.0,,,
2025-05-08T08:30:00.000-04:00:00,NE-MRBTS-660701,529.0,363.0,,,
2025-05-08T08:45:00.000-04:00:00,NE-MRBTS-660701,328.0,249.0,,,
2025-05-08T09:00:00.000-04:00:00,NE-MRBTS-660701,397.0,273.0,,,
2025-05-08T09:15:00.000-04:00:00,NE-MRBTS-660701,413.0,305.0,,,
2025-05-08T09:30:00.000-04:00:00,NE-MRBTS-660701,342.0,252.0,,,
2025-05-08T09:45:00.000-04:00:00,NE-MRBTS-660701,299.0,227.0,,,
2025-05-08T10:00:00.000-04:00:00,NE-MRBTS-660701,346.0,253.0,,,
2025-05-08T10:15:00.000-04:00:00,NE-MRBTS-660701,243.0,190.0,,,
2025-05-08T10:30:00.000-04:00:00,NE-MRBTS-660701,87.0,75.0,,,
2025-05-08T10:45:00.000-04:00:00,NE-MRBTS-660701,185.0,148.0,,,
2025-05-08T11:00:00.000-04:00:00,NE-MRBTS-660701,240.0,179.0,1.0,,
2025-05-08T11:15:00.000-04:00:00,NE-MRBTS-660701,187.0,151.0,,,
2025-05-08T11:30:00.000-04:00:00,NE-MRBTS-660701,182.0,137.0,,,
2025-05-08T11:45:00.000-04:00:00,NE-MRBTS-660701,207.0,151.0,,,
2025-05-08T12:00:00.000-04:00:00,NE-MRBTS-660701,273.0,217.0,,,
2025-05-08T12:15:00.000-04:00:00,NE-MRBTS-660701,256.0,196.0,,,
2025-05-08T12:30:00.000-04:00:00,NE-MRBTS-660701,316.0,220.0,,,
2025-05-08T12:45:00.000-04:00:00,NE-MRBTS-660701,293.0,198.0,1.0,,
2025-05-08T13:00:00.000-04:00:00,NE-MRBTS-660701,351.0,239.0,,,
2025-05-08T13:15:00.000-04:00:00,NE-MRBTS-660701,371.0,261.0,,,
2025-05-08T13:30:00.000-04:00:00,NE-MRBTS-660701,339.0,238.0,,,
2025-05-08T13:45:00.000-04:00:00,NE-MRBTS-660701,344.0,250.0,,17057.0,1.0
2025-05-08T14:00:00.000-04:00:00,NE-MRBTS-660701,379.0,279.0,,,
2025-05-08T14:15:00.000-04:00:00,NE-MRBTS-660701,315.0,238.0,,19979.0,1.0
2025-05-08T14:30:00.000-04:00:00,NE-MRBTS-660701,481.0,336.0,,14390.0,1.0
2025-05-08T14:45:00.000-04:00:00,NE-MRBTS-660701,407.0,303.0,,37604.0,3.0
2025-05-08T15:00:00.000-04:00:00,NE-MRBTS-660701,461.0,344.0,,18917.0,1.0
2025-05-08T15:15:00.000-04:00:00,NE-MRBTS-660701,378.0,282.0,,30693.0,2.0
2025-05-08T15:30:00.000-04:00:00,NE-MRBTS-660701,429.0,322.0,1.0,30288.0,2.0
2025-05-06T15:00:00.000-03:00:00,NE-MRBTS-414225,21.0,21.0,,,
2025-05-06T15:15:00.000-03:00:00,NE-MRBTS-414225,8.0,8.0,,,
2025-05-06T15:30:00.000-03:00:00,NE-MRBTS-414225,20.0,20.0,,,
2025-05-06T16:00:00.000-03:00:00,NE-MRBTS-414225,27.0,27.0,1.0,,
2025-05-06T16:15:00.000-03:00:00,NE-MRBTS-414225,24.0,24.0,,,
2025-05-06T16:30:00.000-03:00:00,NE-MRBTS-414225,20.0,20.0,,,
2025-05-06T16:45:00.000-03:00:00,NE-MRBTS-414225,10.0,10.0,,,
2025-05-06T17:00:00.000-03:00:00,NE-MRBTS-414225,19.0,19.0,,,
2025-05-06T17:15:00.000-03:00:00,NE-MRBTS-414225,18.0,18.0,,,
2025-05-06T17:30:00.000-03:00:00,NE-MRBTS-414225,19.0,19.0,,,
2025-05-06T17:45:00.000-03:00:00,NE-MRBTS-414225,26.0,26.0,,,
2025-05-06T18:00:00.000-03:00:00,NE-MRBTS-414225,58.0,58.0,,,
2025-05-06T18:15:00.000-03:00:00,NE-MRBTS-414225,75.0,75.0,,,
2025-05-06T18:30:00.000-03:00:00,NE-MRBTS-414225,12.0,12.0,,,
2025-05-06T18:45:00.000-03:00:00,NE-MRBTS-414225,74.0,74.0,,,
2025-05-06T19:00:00.000-03:00:00,NE-MRBTS-414225,8.0,8.0,,,
2025-05-06T19:15:00.000-03:00:00,NE-MRBTS-414225,6.0,6.0,,,
2025-05-06T19:30:00.000-03:00:00,NE-MRBTS-414225,66.0,66.0,,,
2025-05-06T19:45:00.000-03:00:00,NE-MRBTS-414225,20.0,20.0,,,
2025-05-06T20:00:00.000-03:00:00,NE-MRBTS-414225,6.0,6.0,,,
2025-05-06T20:15:00.000-03:00:00,NE-MRBTS-414225,74.0,74.0,,,
2025-05-06T20:30:00.000-03:00:00,NE-MRBTS-414225,68.0,68.0,,,
2025-05-06T20:45:00.000-03:00:00,NE-MRBTS-414225,10.0,10.0,,,
2025-05-06T21:00:00.000-03:00:00,NE-MRBTS-414225,4.0,4.0,,,
2025-05-06T21:15:00.000-03:00:00,NE-MRBTS-414225,64.0,64.0,,,
2025-05-06T21:30:00.000-03:00:00,NE-MRBTS-414225,64.0,64.0,,,
2025-05-06T21:45:00.000-03:00:00,NE-MRBTS-414225,10.0,10.0,,,
2025-05-06T22:00:00.000-03:00:00,NE-MRBTS-414225,64.0,64.0,,,
2025-05-06T22:15:00.000-03:00:00,NE-MRBTS-414225,64.0,64.0,,,
2025-05-06T22:30:00.000-03:00:00,NE-MRBTS-414225,6.0,6.0,,,
2025-05-06T22:45:00.000-03:00:00,NE-MRBTS-414225,66.0,66.0,2.0,,
2025-05-06T23:00:00.000-03:00:00,NE-MRBTS-414225,4.0,4.0,,,
2025-05-06T23:15:00.000-03:00:00,NE-MRBTS-414225,66.0,66.0,,,
2025-05-06T23:30:00.000-03:00:00,NE-MRBTS-414225,8.0,8.0,,,
2025-05-06T23:45:00.000-03:00:00,NE-MRBTS-414225,60.0,60.0,,,
2025-05-07T00:00:00.000-03:00:00,NE-MRBTS-414225,10.0,10.0,,,
2025-05-07T00:15:00.000-03:00:00,NE-MRBTS-414225,76.0,76.0,,,
2025-05-07T00:30:00.000-03:00:00,NE-MRBTS-414225,48.0,48.0,,,
2025-05-07T00:45:00.000-03:00:00,NE-MRBTS-414225,8.0,8.0,,,
2025-05-07T01:00:00.000-03:00:00,NE-MRBTS-414225,58.0,58.0,,,
2025-05-07T01:15:00.000-03:00:00,NE-MRBTS-414225,64.0,64.0,,,
2025-05-07T01:30:00.000-03:00:00,NE-MRBTS-414225,6.0,6.0,,,
2025-05-07T01:45:00.000-03:00:00,NE-MRBTS-414225,62.0,62.0,,,
2025-05-07T02:00:00.000-03:00:00,NE-MRBTS-414225,4.0,4.0,,,
2025-05-07T02:15:00.000-03:00:00,NE-MRBTS-414225,22.0,22.0,,,
2025-05-07T02:30:00.000-03:00:00,NE-MRBTS-414225,40.0,40.0,,,
2025-05-07T02:45:00.000-03:00:00,NE-MRBTS-414225,12.0,12.0,,,
2025-05-07T03:00:00.000-03:00:00,NE-MRBTS-414225,54.0,54.0,,,
2025-05-07T03:15:00.000-03:00:00,NE-MRBTS-414225,64.0,64.0,,,
2025-05-07T03:45:00.000-03:00:00,NE-MRBTS-414225,2.0,2.0,,,
2025-05-07T04:00:00.000-03:00:00,NE-MRBTS-414225,64.0,64.0,,,
2025-05-07T04:15:00.000-03:00:00,NE-MRBTS-414225,20.0,20.0,,,
2025-05-07T04:30:00.000-03:00:00,NE-MRBTS-414225,48.0,48.0,,,
2025-05-08T10:00:00.000-03:00:00,NE-MRBTS-414225,49.0,38.0,,,
2025-05-08T10:15:00.000-03:00:00,NE-MRBTS-414225,34.0,29.0,,,
2025-05-08T10:30:00.000-03:00:00,NE-MRBTS-414225,27.0,24.0,,,
2025-05-08T10:45:00.000-03:00:00,NE-MRBTS-414225,32.0,30.0,,,
2025-05-08T11:00:00.000-03:00:00,NE-MRBTS-414225,34.0,28.0,,,
2025-05-08T11:15:00.000-03:00:00,NE-MRBTS-414225,32.0,29.0,,,
2025-05-08T11:30:00.000-03:00:00,NE-MRBTS-414225,68.0,52.0,,,
2025-05-08T11:45:00.000-03:00:00,NE-MRBTS-414225,29.0,23.0,,,
2025-05-08T12:00:00.000-03:00:00,NE-MRBTS-414225,97.0,92.0,,,
2025-05-08T12:15:00.000-03:00:00,NE-MRBTS-414225,45.0,40.0,1.0,,
2025-05-08T12:30:00.000-03:00:00,NE-MRBTS-414225,50.0,38.0,,,
2025-05-08T12:45:00.000-03:00:00,NE-MRBTS-414225,27.0,21.0,,,
2025-05-08T13:00:00.000-03:00:00,NE-MRBTS-414225,29.0,29.0,,,
2025-05-08T13:15:00.000-03:00:00,NE-MRBTS-414225,12.0,11.0,,,
2025-05-08T13:30:00.000-03:00:00,NE-MRBTS-414225,22.0,21.0,,,
2025-05-08T13:45:00.000-03:00:00,NE-MRBTS-414225,22.0,19.0,,,
2025-05-08T14:00:00.000-03:00:00,NE-MRBTS-414225,33.0,30.0,1.0,,
2025-05-08T14:15:00.000-03:00:00,NE-MRBTS-414225,46.0,43.0,1.0,,
2025-05-08T14:30:00.000-03:00:00,NE-MRBTS-414225,15.0,14.0,,,
2025-05-08T14:45:00.000-03:00:00,NE-MRBTS-414225,19.0,15.0,,45126.0,1.0
2025-05-08T15:00:00.000-03:00:00,NE-MRBTS-414225,32.0,27.0,,198844.0,
2025-05-08T15:15:00.000-03:00:00,NE-MRBTS-414225,11.0,12.0,,247855.0,1.0
2025-05-08T15:30:00.000-03:00:00,NE-MRBTS-414225,22.0,16.0,,243045.0,1.0
2025-05-08T15:45:00.000-03:00:00,NE-MRBTS-414225,29.0,21.0,,541335.0,3.0
2025-05-08T16:00:00.000-03:00:00,NE-MRBTS-414225,31.0,25.0,,444490.0,1.0
2025-05-08T16:15:00.000-03:00:00,NE-MRBTS-414225,29.0,25.0,,327937.0,2.0
2025-05-08T16:30:00.000-03:00:00,NE-MRBTS-414225,22.0,16.0,,447532.0,2.0
2025-05-06T14:00:00.000-04:00:00,NE-MRBTS-690501,1031.0,4303.0,3.0,,
2025-05-06T14:15:00.000-04:00:00,NE-MRBTS-690501,1067.0,3986.0,,,
2025-05-06T14:30:00.000-04:00:00,NE-MRBTS-690501,1109.0,3751.0,1.0,,
2025-05-06T15:00:00.000-04:00:00,NE-MRBTS-690501,1110.0,4159.0,1.0,,
2025-05-06T15:15:00.000-04:00:00,NE-MRBTS-690501,946.0,4085.0,1.0,,
2025-05-06T15:30:00.000-04:00:00,NE-MRBTS-690501,1110.0,4223.0,8.0,,
2025-05-06T16:00:00.000-04:00:00,NE-MRBTS-690501,1006.0,4188.0,,,
2025-05-06T16:15:00.000-04:00:00,NE-MRBTS-690501,889.0,3980.0,2.0,,
2025-05-06T16:30:00.000-04:00:00,NE-MRBTS-690501,585.0,3718.0,,,
2025-05-06T16:45:00.000-04:00:00,NE-MRBTS-690501,571.0,3659.0,3.0,,
2025-05-06T17:00:00.000-04:00:00,NE-MRBTS-690501,457.0,3548.0,1.0,,
2025-05-06T17:15:00.000-04:00:00,NE-MRBTS-690501,419.0,4198.0,,,
2025-05-06T17:30:00.000-04:00:00,NE-MRBTS-690501,520.0,3357.0,1.0,,
2025-05-06T17:45:00.000-04:00:00,NE-MRBTS-690501,567.0,2935.0,1.0,,
2025-05-06T18:00:00.000-04:00:00,NE-MRBTS-690501,556.0,2775.0,1.0,,
2025-05-06T18:15:00.000-04:00:00,NE-MRBTS-690501,405.0,2889.0,,,
2025-05-06T18:30:00.000-04:00:00,NE-MRBTS-690501,365.0,2741.0,,,
2025-05-06T18:45:00.000-04:00:00,NE-MRBTS-690501,418.0,2525.0,2.0,,
2025-05-06T19:00:00.000-04:00:00,NE-MRBTS-690501,377.0,2554.0,1.0,,
2025-05-06T19:15:00.000-04:00:00,NE-MRBTS-690501,595.0,2721.0,1.0,,
2025-05-06T19:30:00.000-04:00:00,NE-MRBTS-690501,1823.0,3614.0,,,
2025-05-06T19:45:00.000-04:00:00,NE-MRBTS-690501,1640.0,3573.0,,,
2025-05-06T20:00:00.000-04:00:00,NE-MRBTS-690501,645.0,2425.0,1.0,,
2025-05-06T20:15:00.000-04:00:00,NE-MRBTS-690501,680.0,2498.0,2.0,,
2025-05-06T20:30:00.000-04:00:00,NE-MRBTS-690501,734.0,2837.0,2.0,,
2025-05-06T20:45:00.000-04:00:00,NE-MRBTS-690501,835.0,2603.0,1.0,,
2025-05-06T21:00:00.000-04:00:00,NE-MRBTS-690501,755.0,2545.0,,,
2025-05-06T21:15:00.000-04:00:00,NE-MRBTS-690501,612.0,2379.0,,,
2025-05-06T21:30:00.000-04:00:00,NE-MRBTS-690501,663.0,2135.0,,,
2025-05-06T21:45:00.000-04:00:00,NE-MRBTS-690501,542.0,2631.0,1.0,,
2025-05-06T22:00:00.000-04:00:00,NE-MRBTS-690501,709.0,2663.0,,,
2025-05-06T22:15:00.000-04:00:00,NE-MRBTS-690501,848.0,2648.0,1.0,,
2025-05-06T22:30:00.000-04:00:00,NE-MRBTS-690501,960.0,2923.0,,,
