createAt,manageObject,M8000C29,M8000C30,M8000C11,M8000C6,M8000C7,M8000C38,M8000C37,M8000C9
2025-05-08T12:00:00.000-03:00:00,NE-MRBTS-690204,152.0,223,235.0,4.0,,,,4.0
2025-05-08T12:15:00.000-03:00:00,NE-MRBTS-690204,203.0,267,252.0,3.0,,,,3.0
2025-05-08T12:30:00.000-03:00:00,NE-MRBTS-690204,169.0,225,267.0,4.0,,,,4.0
2025-05-08T13:00:00.000-03:00:00,NE-MRBTS-690204,169.0,231,269.0,3.0,,,,3.0
2025-05-08T13:15:00.000-03:00:00,NE-MRBTS-690204,180.0,251,229.0,4.0,,,,4.0
2025-05-08T13:30:00.000-03:00:00,NE-MRBTS-690204,161.0,224,274.0,3.0,,,,3.0
2025-05-08T14:00:00.000-03:00:00,NE-MRBTS-690204,228.0,293,272.0,4.0,,,,4.0
2025-05-08T14:15:00.000-03:00:00,NE-MRBTS-690204,217.0,295,213.0,3.0,,,,3.0
2025-05-08T14:30:00.000-03:00:00,NE-MRBTS-690204,299.0,414,255.0,4.0,,,,4.0
2025-05-08T15:00:00.000-03:00:00,NE-MRBTS-690204,278.0,453,176.0,4.0,1.0,,,3.0
2025-05-08T15:15:00.000-03:00:00,NE-MRBTS-690204,453.0,668,289.0,4.0,,,,4.0
2025-05-08T15:30:00.000-03:00:00,NE-MRBTS-690204,233.0,400,219.0,4.0,,,,4.0
2025-05-08T16:00:00.000-03:00:00,NE-MRBTS-690204,243.0,339,298.0,4.0,,,,4.0
2025-05-08T16:15:00.000-03:00:00,NE-MRBTS-690204,173.0,230,217.0,3.0,,,,3.0
2025-05-08T16:30:00.000-03:00:00,NE-MRBTS-690204,196.0,270,176.0,5.0,1.0,,,4.0
2025-05-06T15:00:00.000-03:00:00,NE-MRBTS-772601,156.0,394,989.0,,,,,
2025-05-06T15:15:00.000-03:00:00,NE-MRBTS-772601,99.0,291,794.0,,,,,
2025-05-06T15:30:00.000-03:00:00,NE-MRBTS-772601,119.0,311,779.0,,,,,
2025-05-06T16:00:00.000-03:00:00,NE-MRBTS-772601,105.0,339,854.0,,,,,
2025-05-06T16:15:00.000-03:00:00,NE-MRBTS-772601,70.0,288,906.0,,,,,
2025-05-06T16:30:00.000-03:00:00,NE-MRBTS-772601,84.0,305,909.0,,,,,
2025-05-06T17:00:00.000-03:00:00,NE-MRBTS-772601,112.0,316,799.0,,,,,
2025-05-06T17:15:00.000-03:00:00,NE-MRBTS-772601,181.0,447,808.0,,,,,
2025-05-06T17:30:00.000-03:00:00,NE-MRBTS-772601,162.0,438,766.0,,,,,
2025-05-06T18:00:00.000-03:00:00,NE-MRBTS-772601,106.0,287,764.0,,,,,
2025-05-06T18:15:00.000-03:00:00,NE-MRBTS-772601,139.0,368,758.0,,,,,
2025-05-06T18:30:00.000-03:00:00,NE-MRBTS-772601,97.0,308,706.0,,,,,
2025-05-06T19:00:00.000-03:00:00,NE-MRBTS-772601,91.0,242,466.0,,,,,
2025-05-06T19:15:00.000-03:00:00,NE-MRBTS-772601,112.0,275,490.0,,,,,
2025-05-06T19:30:00.000-03:00:00,NE-MRBTS-772601,71.0,206,479.0,,,,,
2025-05-06T20:00:00.000-03:00:00,NE-MRBTS-772601,86.0,233,455.0,,,,,
2025-05-06T20:15:00.000-03:00:00,NE-MRBTS-772601,99.0,242,497.0,,,,,
2025-05-06T20:30:00.000-03:00:00,NE-MRBTS-772601,114.0,312,485.0,,,,,
2025-05-06T21:00:00.000-03:00:00,NE-MRBTS-772601,124.0,308,537.0,,,,,
2025-05-06T21:15:00.000-03:00:00,NE-MRBTS-772601,123.0,385,457.0,,,,,
2025-05-06T21:30:00.000-03:00:00,NE-MRBTS-772601,117.0,300,515.0,,,,,
2025-05-06T22:00:00.000-03:00:00,NE-MRBTS-772601,135.0,320,474.0,,,,,
2025-05-06T22:15:00.000-03:00:00,NE-MRBTS-772601,127.0,375,540.0,,,,,
2025-05-06T22:30:00.000-03:00:00,NE-MRBTS-772601,115.0,361,459.0,,,,,
2025-05-06T23:00:00.000-03:00:00,NE-MRBTS-772601,122.0,306,505.0,,,,,
2025-05-06T23:15:00.000-03:00:00,NE-MRBTS-772601,139.0,289,509.0,,,,,
2025-05-06T23:30:00.000-03:00:00,NE-MRBTS-772601,101.0,217,522.0,,,,,
2025-05-07T00:00:00.000-03:00:00,NE-MRBTS-772601,145.0,304,458.0,,,,,
2025-05-07T00:15:00.000-03:00:00,NE-MRBTS-772601,137.0,261,410.0,,,,,
2025-05-07T00:30:00.000-03:00:00,NE-MRBTS-772601,138.0,287,434.0,,,,,
2025-05-07T01:00:00.000-03:00:00,NE-MRBTS-772601,160.0,283,423.0,,,,,
2025-05-07T01:15:00.000-03:00:00,NE-MRBTS-772601,160.0,307,445.0,,,,,
2025-05-07T01:30:00.000-03:00:00,NE-MRBTS-772601,153.0,276,502.0,,,,,
2025-05-07T02:00:00.000-03:00:00,NE-MRBTS-772601,155.0,271,369.0,,,,,
2025-05-07T02:15:00.000-03:00:00,NE-MRBTS-772601,167.0,305,493.0,,,,,
2025-05-07T02:30:00.000-03:00:00,NE-MRBTS-772601,161.0,346,485.0,,,,,
2025-05-07T03:00:00.000-03:00:00,NE-MRBTS-772601,148.0,294,393.0,,,,,
2025-05-07T03:15:00.000-03:00:00,NE-MRBTS-772601,92.0,183,440.0,1.0,1.0,,,
2025-05-07T03:30:00.000-03:00:00,NE-MRBTS-772601,136.0,287,363.0,,,,,
2025-05-07T04:00:00.000-03:00:00,NE-MRBTS-772601,145.0,273,381.0,,,,,
2025-05-07T04:15:00.000-03:00:00,NE-MRBTS-772601,143.0,266,346.0,,,,,
2025-05-07T04:30:00.000-03:00:00,NE-MRBTS-772601,136.0,248,326.0,,,,,
2025-05-07T05:00:00.000-03:00:00,NE-MRBTS-772601,135.0,313,410.0,,,,,
2025-05-07T05:15:00.000-03:00:00,NE-MRBTS-772601,170.0,333,394.0,,,,,
2025-05-07T05:30:00.000-03:00:00,NE-MRBTS-772601,134.0,253,343.0,,,,,
2025-05-07T06:00:00.000-03:00:00,NE-MRBTS-772601,160.0,323,501.0,,,,,
2025-05-07T06:15:00.000-03:00:00,NE-MRBTS-772601,154.0,363,425.0,,,,,
2025-05-07T06:30:00.000-03:00:00,NE-MRBTS-772601,192.0,402,422.0,,,,,
2025-05-07T07:00:00.000-03:00:00,NE-MRBTS-772601,149.0,414,495.0,,,,,
2025-05-07T07:15:00.000-03:00:00,NE-MRBTS-772601,237.0,498,553.0,,,,,
2025-05-07T07:30:00.000-03:00:00,NE-MRBTS-772601,233.0,498,706.0,,,,,
2025-05-07T08:00:00.000-03:00:00,NE-MRBTS-772601,179.0,397,719.0,,,,,
2025-05-07T08:15:00.000-03:00:00,NE-MRBTS-772601,155.0,393,792.0,,,,,
2025-05-07T08:30:00.000-03:00:00,NE-MRBTS-772601,163.0,373,861.0,,,,,
2025-05-07T09:00:00.000-03:00:00,NE-MRBTS-772601,89.0,279,683.0,,,,,
2025-05-07T09:15:00.000-03:00:00,NE-MRBTS-772601,109.0,325,646.0,,,,,
2025-05-07T09:30:00.000-03:00:00,NE-MRBTS-772601,109.0,304,633.0,,,,,
2025-05-07T10:00:00.000-03:00:00,NE-MRBTS-772601,110.0,281,712.0,,,,,
2025-05-07T10:15:00.000-03:00:00,NE-MRBTS-772601,73.0,282,721.0,,,,,
2025-05-07T10:30:00.000-03:00:00,NE-MRBTS-772601,104.0,285,690.0,,,,,
2025-05-07T11:00:00.000-03:00:00,NE-MRBTS-772601,238.0,491,681.0,,,,,
2025-05-07T11:15:00.000-03:00:00,NE-MRBTS-772601,153.0,374,674.0,,,,,
2025-05-07T11:30:00.000-03:00:00,NE-MRBTS-772601,80.0,237,633.0,,,,,
2025-05-07T12:00:00.000-03:00:00,NE-MRBTS-772601,125.0,303,647.0,,,,,
2025-05-07T12:15:00.000-03:00:00,NE-MRBTS-772601,110.0,312,631.0,,,,,
2025-05-07T12:30:00.000-03:00:00,NE-MRBTS-772601,90.0,271,772.0,,,,,
2025-05-07T13:00:00.000-03:00:00,NE-MRBTS-772601,108.0,294,660.0,,,,,
2025-05-07T13:15:00.000-03:00:00,NE-MRBTS-772601,95.0,312,781.0,,,,,
2025-05-07T13:30:00.000-03:00:00,NE-MRBTS-772601,101.0,316,795.0,,,,,
2025-05-07T14:00:00.000-03:00:00,NE-MRBTS-772601,110.0,348,574.0,,,,,
2025-05-07T14:15:00.000-03:00:00,NE-MRBTS-772601,103.0,320,678.0,,,,,
2025-05-07T14:30:00.000-03:00:00,NE-MRBTS-772601,138.0,359,725.0,,,,,
2025-05-07T15:00:00.000-03:00:00,NE-MRBTS-772601,109.0,296,688.0,,,,,
2025-05-07T15:15:00.000-03:00:00,NE-MRBTS-772601,108.0,281,770.0,,,,,
2025-05-07T15:30:00.000-03:00:00,NE-MRBTS-772601,107.0,324,790.0,,,,,
2025-05-07T16:00:00.000-03:00:00,NE-MRBTS-772601,62.0,252,707.0,,,,,
2025-05-07T16:15:00.000-03:00:00,NE-MRBTS-772601,104.0,255,606.0,,,,,
2025-05-07T16:30:00.000-03:00:00,NE-MRBTS-772601,101.0,432,799.0,,,,,
2025-05-07T17:00:00.000-03:00:00,NE-MRBTS-772601,114.0,387,502.0,,,,,
2025-05-07T17:15:00.000-03:00:00,NE-MRBTS-772601,146.0,345,645.0,,,,,
2025-05-07T17:30:00.000-03:00:00,NE-MRBTS-772601,181.0,434,617.0,,,,,
2025-05-07T18:00:00.000-03:00:00,NE-MRBTS-772601,131.0,334,582.0,,,,,
2025-05-07T18:15:00.000-03:00:00,NE-MRBTS-772601,167.0,387,740.0,,,,,
2025-05-07T18:30:00.000-03:00:00,NE-MRBTS-772601,143.0,322,735.0,,,,,
2025-05-07T19:00:00.000-03:00:00,NE-MRBTS-772601,156.0,367,698.0,,,,,
2025-05-07T19:15:00.000-03:00:00,NE-MRBTS-772601,126.0,335,416.0,,,,,
2025-05-07T19:30:00.000-03:00:00,NE-MRBTS-772601,137.0,296,517.0,,,,,
2025-05-07T20:00:00.000-03:00:00,NE-MRBTS-772601,108.0,277,492.0,,,,,
2025-05-07T20:15:00.000-03:00:00,NE-MRBTS-772601,123.0,282,492.0,,,,,
2025-05-07T20:30:00.000-03:00:00,NE-MRBTS-772601,140.0,306,450.0,,,,,
2025-05-07T21:00:00.000-03:00:00,NE-MRBTS-772601,106.0,260,325.0,,,,,
2025-05-07T21:15:00.000-03:00:00,NE-MRBTS-772601,145.0,427,423.0,,,,,
2025-05-07T21:30:00.000-03:00:00,NE-MRBTS-772601,140.0,345,299.0,,,,,
2025-05-07T22:00:00.000-03:00:00,NE-MRBTS-772601,82.0,237,387.0,,,,,
2025-05-07T22:15:00.000-03:00:00,NE-MRBTS-772601,78.0,259,404.0,,,,,
2025-05-07T22:30:00.000-03:00:00,NE-MRBTS-772601,60.0,218,347.0,,,,,
2025-05-07T23:00:00.000-03:00:00,NE-MRBTS-772601,88.0,266,547.0,,,,,
2025-05-07T23:15:00.000-03:00:00,NE-MRBTS-772601,98.0,252,395.0,,,,,
2025-05-07T23:30:00.000-03:00:00,NE-MRBTS-772601,92.0,364,511.0,,,,,
2025-05-08T00:00:00.000-03:00:00,NE-MRBTS-772601,67.0,163,480.0,,,,,
2025-05-08T00:15:00.000-03:00:00,NE-MRBTS-772601,57.0,166,436.0,,,,,
2025-05-08T00:30:00.000-03:00:00,NE-MRBTS-772601,77.0,200,462.0,,,,,
2025-05-08T01:00:00.000-03:00:00,NE-MRBTS-772601,85.0,192,457.0,,,,,
2025-05-08T01:15:00.000-03:00:00,NE-MRBTS-772601,72.0,196,422.0,,,,,
2025-05-08T01:30:00.000-03:00:00,NE-MRBTS-772601,65.0,153,424.0,,,,,
2025-05-08T02:00:00.000-03:00:00,NE-MRBTS-772601,78.0,174,448.0,,,,,
2025-05-08T02:15:00.000-03:00:00,NE-MRBTS-772601,73.0,221,340.0,,,,,
2025-05-08T02:30:00.000-03:00:00,NE-MRBTS-772601,76.0,183,352.0,,,,,
2025-05-08T03:00:00.000-03:00:00,NE-MRBTS-772601,25.0,186,235.0,1.0,1.0,,,
2025-05-08T03:15:00.000-03:00:00,NE-MRBTS-772601,72.0,187,372.0,,,,,
2025-05-08T03:30:00.000-03:00:00,NE-MRBTS-772601,87.0,285,416.0,,,,,
2025-05-08T04:00:00.000-03:00:00,NE-MRBTS-772601,72.0,252,464.0,,,,,
2025-05-08T04:15:00.000-03:00:00,NE-MRBTS-772601,80.0,224,448.0,,,,,
2025-05-08T04:30:00.000-03:00:00,NE-MRBTS-772601,110.0,326,403.0,,,,,
2025-05-08T05:00:00.000-03:00:00,NE-MRBTS-772601,98.0,185,458.0,,,,,
2025-05-08T05:15:00.000-03:00:00,NE-MRBTS-772601,120.0,260,400.0,,,,,
2025-05-08T05:30:00.000-03:00:00,NE-MRBTS-772601,90.0,209,514.0,,,,,
2025-05-08T06:00:00.000-03:00:00,NE-MRBTS-772601,89.0,241,458.0,,,,,
2025-05-08T06:15:00.000-03:00:00,NE-MRBTS-772601,73.0,250,517.0,,,,,
2025-05-08T06:30:00.000-03:00:00,NE-MRBTS-772601,125.0,297,530.0,,,,,
2025-05-08T07:00:00.000-03:00:00,NE-MRBTS-772601,86.0,302,655.0,,,,,
2025-05-08T07:15:00.000-03:00:00,NE-MRBTS-772601,126.0,332,603.0,,,,,
2025-05-08T07:30:00.000-03:00:00,NE-MRBTS-772601,86.0,274,634.0,,,,,
2025-05-08T08:00:00.000-03:00:00,NE-MRBTS-772601,105.0,353,582.0,,,,,
2025-05-08T08:15:00.000-03:00:00,NE-MRBTS-772601,51.0,291,786.0,,,,,
2025-05-08T08:30:00.000-03:00:00,NE-MRBTS-772601,45.0,253,929.0,,,,,
2025-05-08T09:00:00.000-03:00:00,NE-MRBTS-772601,54.0,223,702.0,,,,,
2025-05-08T09:15:00.000-03:00:00,NE-MRBTS-772601,62.0,238,746.0,,,,,
2025-05-08T09:30:00.000-03:00:00,NE-MRBTS-772601,106.0,287,694.0,,,,,
2025-05-08T10:00:00.000-03:00:00,NE-MRBTS-772601,161.0,479,734.0,,,,,
2025-05-08T10:15:00.000-03:00:00,NE-MRBTS-772601,287.0,604,609.0,,,,,
2025-05-08T10:30:00.000-03:00:00,NE-MRBTS-772601,118.0,343,848.0,,,,,
2025-05-08T11:00:00.000-03:00:00,NE-MRBTS-772601,286.0,551,688.0,,,,,
2025-05-08T11:15:00.000-03:00:00,NE-MRBTS-772601,247.0,478,621.0,,,,,
2025-05-08T11:30:00.000-03:00:00,NE-MRBTS-772601,118.0,304,711.0,,,,,
2025-05-08T12:00:00.000-03:00:00,NE-MRBTS-772601,110.0,293,606.0,,,,,
2025-05-08T12:15:00.000-03:00:00,NE-MRBTS-772601,141.0,347,503.0,,,,,
2025-05-08T12:30:00.000-03:00:00,NE-MRBTS-772601,114.0,303,612.0,,,,,
2025-05-08T13:00:00.000-03:00:00,NE-MRBTS-772601,173.0,410,511.0,,,,,
2025-05-08T13:15:00.000-03:00:00,NE-MRBTS-772601,149.0,294,577.0,,,,,
2025-05-08T13:30:00.000-03:00:00,NE-MRBTS-772601,200.0,426,518.0,,,,,
2025-05-08T14:00:00.000-03:00:00,NE-MRBTS-772601,286.0,557,623.0,,,,,
2025-05-08T14:15:00.000-03:00:00,NE-MRBTS-772601,129.0,310,627.0,,,,,
2025-05-08T14:30:00.000-03:00:00,NE-MRBTS-772601,129.0,328,545.0,,,,,
2025-05-08T15:00:00.000-03:00:00,NE-MRBTS-772601,127.0,332,742.0,,,,,
2025-05-08T15:15:00.000-03:00:00,NE-MRBTS-772601,136.0,328,903.0,,,,,
2025-05-08T15:30:00.000-03:00:00,NE-MRBTS-772601,141.0,325,887.0,,,,,
2025-05-08T16:00:00.000-03:00:00,NE-MRBTS-772601,144.0,361,586.0,,,,,
2025-05-08T16:15:00.000-03:00:00,NE-MRBTS-772601,83.0,224,581.0,,,,,
2025-05-08T16:30:00.000-03:00:00,NE-MRBTS-772601,124.0,337,475.0,1.0,1.0,,,
