createAt,manageObject,M8010C36,M8010C37,M8010C38,M8010C39,M8010C40,M8010C41,M8010C42,M8010C43,M8010C44,M8010C45,M8010C46,M8010C47,M8010C48,M8010C49,M8010C50,M8010C51,M8010C52,M8010C53,M8010C54,M8010C61,M8010C62,M8010C67,M8010C57,M8010C58,M8010C60,M8010C76,M8010C77,M8010C78,M8010C79,M8010C80,M8010C81,M8010C82,M8010C83,M8010C84,M8010C85,M8010C86,M8010C87,M8010C88,M8010C89,M8010C90,M8010C91,M8010C112,M8010C113
2025-05-08T16:15:00.000-03:00:00,NE-MRBTS-771801,39.0,5.0,13.0,3.0,16.0,7.0,17.0,345.0,555.0,204.0,322.0,336.0,413.0,325.0,464.0,37785.0,-1292.0,5000.0,3434.0,24831.0,4090.0,1614,,,,,,,,,,,,,,,,,,,,,
2025-05-08T16:30:00.000-03:00:00,NE-MRBTS-771801,11.0,2.0,7.0,13.0,18.0,17.0,81.0,43.0,72.0,146.0,103.0,125.0,148.0,74.0,197.0,25202.0,-1291.0,5000.0,3376.0,26014.0,9695.0,1610,,,,,,,,,,,,,,,,,,,,,
2025-05-06T15:00:00.000-03:00:00,NE-MRBTS-341601,74.0,354.0,1817.0,1729.0,1902.0,2957.0,4488.0,6595.0,12575.0,28380.0,45053.0,61253.0,49259.0,39176.0,25513.0,108307.0,-13500.0,5000.0,532.0,263685.0,22889.0,1599,150297.0,113275.0,6261.0,8.0,74.0,172.0,558.0,736.0,1139.0,1795.0,2147.0,3428.0,8084.0,16674.0,20136.0,16659.0,16137.0,10502.0,31239.0,144383.0,130805.0
2025-05-06T15:15:00.000-03:00:00,NE-MRBTS-341601,44.0,1158.0,2772.0,1317.0,1865.0,8064.0,8278.0,8073.0,16485.0,29269.0,37826.0,56680.0,48140.0,39464.0,27280.0,114856.0,-13500.0,5000.0,949.0,402783.0,42884.0,1616,217689.0,186471.0,8553.0,5.0,78.0,72.0,176.0,310.0,1148.0,1949.0,3013.0,5276.0,7078.0,10583.0,19155.0,21745.0,18145.0,10194.0,30435.0,141364.0,145130.0
2025-05-06T15:30:00.000-03:00:00,NE-MRBTS-341601,64.0,274.0,1842.0,941.0,1949.0,3161.0,3895.0,5009.0,13802.0,31551.0,46202.0,70037.0,60480.0,59201.0,33686.0,104052.0,-11713.0,5000.0,931.0,365086.0,75327.0,1566,220847.0,143697.0,7585.0,13.0,91.0,93.0,305.0,602.0,1448.0,1549.0,1515.0,5030.0,12876.0,21935.0,30645.0,26860.0,20859.0,11919.0,29376.0,124133.0,165238.0
2025-05-06T16:00:00.000-03:00:00,NE-MRBTS-341601,23.0,51.0,1201.0,312.0,1265.0,1536.0,2408.0,3420.0,8407.0,23179.0,37448.0,56956.0,64051.0,57625.0,31145.0,110375.0,-13500.0,5000.0,994.0,293913.0,46621.0,1536,162336.0,131107.0,5261.0,3.0,9.0,9.0,54.0,504.0,738.0,1182.0,962.0,2484.0,9371.0,17790.0,25501.0,32007.0,20752.0,10513.0,31897.0,111603.0,161424.0
2025-05-06T16:15:00.000-03:00:00,NE-MRBTS-341601,70.0,127.0,1522.0,1270.0,3339.0,5052.0,7542.0,10702.0,18598.0,41450.0,52268.0,66412.0,67966.0,51571.0,23457.0,83377.0,-13500.0,5000.0,1103.0,442688.0,41873.0,1644,280808.0,163779.0,6242.0,9.0,7.0,22.0,198.0,1236.0,1413.0,1382.0,1279.0,5736.0,14757.0,22480.0,26803.0,26412.0,21382.0,7128.0,18268.0,161791.0,161393.0
2025-05-06T16:30:00.000-03:00:00,NE-MRBTS-341601,44.0,215.0,1482.0,1041.0,1646.0,3993.0,7425.0,14077.0,35461.0,61235.0,80357.0,83254.0,78822.0,60076.0,27058.0,109295.0,-11643.0,5000.0,1680.0,821362.0,52006.0,1469,334703.0,487413.0,9499.0,4.0,75.0,101.0,200.0,515.0,1372.0,1587.0,3755.0,23043.0,28249.0,40012.0,37484.0,25821.0,16173.0,8661.0,30274.0,164067.0,217339.0
2025-05-06T17:00:00.000-03:00:00,NE-MRBTS-341601,233.0,1410.0,3392.0,1444.0,820.0,4664.0,6697.0,8347.0,17565.0,27658.0,30743.0,43970.0,43578.0,50731.0,41855.0,104586.0,-7964.0,5000.0,1839.0,514166.0,100104.0,1546,260679.0,253723.0,8398.0,1.0,16.0,7.0,32.0,110.0,407.0,980.0,2421.0,7003.0,11861.0,11554.0,16769.0,16248.0,19199.0,11920.0,20714.0,137206.0,143044.0
2025-05-06T17:15:00.000-03:00:00,NE-MRBTS-341601,46.0,641.0,589.0,1952.0,4192.0,6546.0,8312.0,8775.0,14817.0,23915.0,26522.0,37634.0,22118.0,22021.0,17825.0,57413.0,-9193.0,5000.0,623.0,206420.0,41569.0,1777,148946.0,59939.0,5943.0,20.0,273.0,288.0,1038.0,1889.0,2296.0,3099.0,3577.0,5176.0,6598.0,5702.0,9653.0,6743.0,7502.0,5242.0,15110.0,126407.0,74628.0
2025-05-06T17:30:00.000-03:00:00,NE-MRBTS-341601,30.0,478.0,287.0,906.0,2841.0,6496.0,8730.0,9573.0,16773.0,21736.0,20381.0,23048.0,15979.0,14612.0,17018.0,31777.0,-8837.0,5000.0,143.0,179059.0,51134.0,1775,134393.0,45752.0,4178.0,12.0,152.0,97.0,369.0,1113.0,2577.0,3524.0,4631.0,6645.0,5522.0,4228.0,7626.0,4566.0,3648.0,2446.0,5080.0,99156.0,52406.0
2025-05-06T18:00:00.000-03:00:00,NE-MRBTS-341601,10.0,280.0,323.0,574.0,1533.0,4512.0,5817.0,9742.0,14590.0,13236.0,12023.0,13169.0,10505.0,6719.0,5105.0,16275.0,-5542.0,5000.0,568.0,86551.0,16464.0,1763,57603.0,28908.0,2604.0,3.0,82.0,81.0,213.0,384.0,838.0,1325.0,2504.0,8442.0,3834.0,2017.0,3473.0,4409.0,2587.0,1269.0,2012.0,51871.0,33526.0
2025-05-06T18:15:00.000-03:00:00,NE-MRBTS-341601,16.0,120.0,289.0,438.0,811.0,1835.0,2507.0,4565.0,10730.0,8080.0,4467.0,4831.0,4905.0,3591.0,2259.0,8173.0,-5792.0,4191.0,93.0,28264.0,6158.0,1810,21621.0,6260.0,1574.0,,22.0,53.0,130.0,220.0,520.0,868.0,783.0,5610.0,1515.0,1123.0,1707.0,1840.0,1440.0,509.0,1039.0,26701.0,18227.0
2025-05-06T18:30:00.000-03:00:00,NE-MRBTS-341601,27.0,167.0,298.0,1192.0,2318.0,3163.0,2951.0,5421.0,11531.0,7116.0,8027.0,11208.0,5634.0,5776.0,2131.0,8564.0,-4959.0,3922.0,435.0,58468.0,14277.0,1794,50197.0,8212.0,974.0,,33.0,93.0,765.0,822.0,1085.0,460.0,959.0,6491.0,1166.0,763.0,2104.0,946.0,1374.0,406.0,328.0,39258.0,18950.0
2025-05-06T19:00:00.000-03:00:00,NE-MRBTS-341601,17.0,34.0,73.0,513.0,2786.0,1727.0,2273.0,5739.0,13677.0,13643.0,16704.0,17885.0,15267.0,17721.0,16470.0,42640.0,-4688.0,5000.0,1496.0,547658.0,74821.0,1466,129972.0,418509.0,1423.0,1.0,10.0,17.0,176.0,384.0,151.0,358.0,752.0,5033.0,1327.0,3769.0,3490.0,5793.0,9359.0,9139.0,21915.0,42492.0,62991.0
2025-05-06T19:15:00.000-03:00:00,NE-MRBTS-341601,8.0,11.0,63.0,176.0,187.0,600.0,3331.0,6066.0,10838.0,8485.0,13036.0,25039.0,46991.0,44848.0,25469.0,34934.0,-5917.0,5000.0,1567.0,531949.0,33050.0,1467,138220.0,396497.0,3095.0,1.0,,,143.0,52.0,97.0,71.0,199.0,5888.0,4602.0,6112.0,3771.0,5531.0,10932.0,14532.0,14671.0,84009.0,69808.0
2025-05-06T19:30:00.000-03:00:00,NE-MRBTS-341601,31.0,162.0,517.0,894.0,2233.0,3905.0,5117.0,10655.0,18246.0,18729.0,11122.0,29940.0,40885.0,19832.0,10831.0,53505.0,-4917.0,5000.0,2371.0,499906.0,45721.0,1549,118689.0,383028.0,2382.0,1.0,68.0,145.0,447.0,980.0,1115.0,1775.0,726.0,6665.0,9581.0,2015.0,11860.0,8522.0,7035.0,4900.0,27421.0,67312.0,85554.0
2025-05-06T20:00:00.000-03:00:00,NE-MRBTS-341601,167.0,1332.0,1501.0,1556.0,8291.0,16099.0,10546.0,17389.0,18962.0,18802.0,15548.0,14978.0,46933.0,31319.0,23363.0,26883.0,-4389.0,5000.0,1064.0,749584.0,23174.0,1403,342211.0,407194.0,2283.0,,4.0,2.0,99.0,3586.0,3375.0,743.0,237.0,3565.0,4558.0,5900.0,675.0,4875.0,12203.0,13973.0,11703.0,101323.0,87458.0
2025-05-06T20:15:00.000-03:00:00,NE-MRBTS-341601,176.0,1212.0,870.0,3501.0,7187.0,17934.0,23034.0,19457.0,55755.0,47828.0,17683.0,11963.0,17309.0,33793.0,37215.0,35289.0,-9234.0,5000.0,1451.0,733858.0,26475.0,1530,308170.0,426542.0,2662.0,1.0,9.0,9.0,111.0,824.0,6251.0,11016.0,2346.0,3799.0,1181.0,1508.0,1801.0,3346.0,12701.0,18314.0,15174.0,156318.0,97582.0
2025-05-06T20:30:00.000-03:00:00,NE-MRBTS-341601,219.0,670.0,1349.0,1353.0,5676.0,14379.0,5934.0,11427.0,75044.0,88680.0,15421.0,15199.0,51028.0,51010.0,16785.0,11023.0,-13500.0,5000.0,1447.0,787278.0,33484.0,1606,324349.0,464374.0,1714.0,,17.0,14.0,63.0,2455.0,6301.0,775.0,313.0,3382.0,627.0,546.0,2392.0,19224.0,31947.0,8309.0,2576.0,201027.0,91802.0
2025-05-06T21:00:00.000-03:00:00,NE-MRBTS-341601,13.0,65.0,43.0,304.0,1184.0,3754.0,4598.0,10872.0,23190.0,15377.0,6891.0,10648.0,19672.0,47118.0,67687.0,34279.0,-4625.0,5000.0,2318.0,617120.0,25420.0,1350,152831.0,464076.0,1870.0,,5.0,7.0,44.0,309.0,1067.0,1138.0,1068.0,8323.0,4866.0,1226.0,2071.0,9450.0,24442.0,27787.0,16449.0,58228.0,98301.0
2025-05-06T21:15:00.000-03:00:00,NE-MRBTS-341601,15.0,36.0,51.0,303.0,852.0,2119.0,3286.0,5481.0,13912.0,8497.0,6258.0,11151.0,28257.0,52727.0,60827.0,19793.0,-5917.0,5000.0,2314.0,607635.0,41532.0,1415,154293.0,454080.0,1298.0,3.0,7.0,14.0,74.0,138.0,326.0,440.0,1044.0,9070.0,3496.0,993.0,2347.0,10690.0,24391.0,34042.0,5336.0,50231.0,92755.0
2025-05-06T21:30:00.000-03:00:00,NE-MRBTS-341601,21.0,145.0,59.0,511.0,1810.0,1252.0,2093.0,3843.0,5706.0,6716.0,11823.0,7849.0,24785.0,33264.0,11869.0,10534.0,-5667.0,5000.0,1199.0,98330.0,8966.0,1515,44622.0,53366.0,834.0,,3.0,6.0,14.0,29.0,39.0,84.0,1028.0,3580.0,1932.0,1038.0,3538.0,15459.0,16835.0,1002.0,2205.0,30940.0,46921.0
2025-05-06T22:00:00.000-03:00:00,NE-MRBTS-341601,10.0,67.0,26.0,272.0,603.0,814.0,2214.0,3897.0,11299.0,19399.0,10891.0,9009.0,22560.0,19720.0,15269.0,7089.0,-6146.0,5000.0,1314.0,435952.0,19501.0,1417,322899.0,112716.0,1867.0,4.0,2.0,2.0,,1.0,10.0,139.0,646.0,3704.0,4396.0,4676.0,5295.0,12629.0,2188.0,919.0,724.0,67823.0,35246.0
2025-05-06T22:15:00.000-03:00:00,NE-MRBTS-341601,22.0,126.0,24.0,359.0,877.0,1169.0,2041.0,3295.0,16495.0,27548.0,37039.0,20193.0,36758.0,42329.0,8707.0,14246.0,-4625.0,4864.0,1246.0,536120.0,26923.0,1424,38072.0,497677.0,1191.0,,3.0,1.0,,1.0,10.0,47.0,220.0,2912.0,5649.0,10546.0,14020.0,27310.0,32051.0,664.0,575.0,28511.0,94250.0
2025-05-06T22:30:00.000-03:00:00,NE-MRBTS-341601,14.0,63.0,85.0,356.0,1172.0,2566.0,4338.0,5638.0,10895.0,33028.0,41861.0,27950.0,33308.0,38517.0,9759.0,16497.0,-5081.0,5000.0,1296.0,579678.0,36253.0,1448,89650.0,489879.0,2482.0,4.0,6.0,37.0,131.0,313.0,802.0,859.0,1186.0,5717.0,6626.0,10088.0,14935.0,22130.0,29639.0,1273.0,1187.0,47252.0,95043.0
2025-05-06T23:00:00.000-03:00:00,NE-MRBTS-341601,6.0,24.0,18.0,190.0,674.0,1098.0,1849.0,2260.0,29285.0,14509.0,12947.0,11391.0,38573.0,15728.0,9336.0,26024.0,-4625.0,5000.0,1337.0,493140.0,18155.0,1425,140703.0,352115.0,2014.0,2.0,1.0,3.0,8.0,17.0,23.0,28.0,185.0,1730.0,3884.0,7683.0,8862.0,34021.0,8694.0,1166.0,2341.0,33987.0,75766.0
2025-05-06T23:15:00.000-03:00:00,NE-MRBTS-341601,29.0,123.0,16.0,247.0,547.0,1026.0,1622.0,1961.0,7633.0,32092.0,14795.0,20136.0,40853.0,9808.0,12862.0,25163.0,-11811.0,5000.0,1016.0,571560.0,23464.0,1443,90222.0,481046.0,1733.0,,1.0,,,,2.0,34.0,168.0,1773.0,3227.0,6001.0,14758.0,35464.0,4194.0,2361.0,4251.0,31717.0,106702.0
2025-05-06T23:30:00.000-03:00:00,NE-MRBTS-341601,12.0,56.0,15.0,255.0,605.0,1174.0,2104.0,2866.0,5286.0,18177.0,13216.0,19563.0,14686.0,6408.0,6734.0,16692.0,-6021.0,5000.0,1015.0,193150.0,8614.0,1504,53730.0,138984.0,1772.0,,1.0,1.0,4.0,21.0,58.0,134.0,363.0,2116.0,3628.0,4347.0,13723.0,9208.0,2175.0,821.0,1791.0,37933.0,48137.0
2025-05-07T00:00:00.000-03:00:00,NE-MRBTS-341601,6.0,7.0,7.0,23.0,393.0,7279.0,34252.0,8780.0,13354.0,24802.0,14491.0,13389.0,12895.0,13576.0,12724.0,88817.0,-6042.0,5000.0,1091.0,235806.0,20297.0,1557,144881.0,90883.0,4399.0,,,,14.0,323.0,5353.0,16459.0,1857.0,6348.0,9346.0,3329.0,4138.0,2805.0,934.0,274.0,963.0,154517.0,52860.0
2025-05-07T00:15:00.000-03:00:00,NE-MRBTS-341601,10.0,50.0,189.0,1280.0,3433.0,15768.0,34435.0,6921.0,17972.0,28000.0,13034.0,16733.0,20492.0,9206.0,4669.0,102814.0,-5559.0,4247.0,465.0,278904.0,22158.0,1699,194692.0,84706.0,5306.0,3.0,26.0,41.0,963.0,1821.0,4487.0,16678.0,2215.0,10284.0,18531.0,5773.0,3385.0,3641.0,1321.0,175.0,215.0,144045.0,72497.0
2025-05-07T00:30:00.000-03:00:00,NE-MRBTS-341601,4.0,7.0,13.0,180.0,270.0,1136.0,1723.0,3495.0,13613.0,22604.0,11400.0,17006.0,21045.0,8058.0,2848.0,112008.0,-8966.0,4465.0,1381.0,113130.0,9290.0,1391,106872.0,5858.0,4122.0,,1.0,4.0,61.0,144.0,316.0,104.0,830.0,9666.0,16379.0,3178.0,2339.0,3292.0,1664.0,93.0,344.0,150147.0,38745.0
2025-05-07T01:00:00.000-03:00:00,NE-MRBTS-341601,13.0,86.0,37.0,322.0,409.0,849.0,1295.0,1987.0,3646.0,14473.0,11936.0,15269.0,10272.0,10655.0,8221.0,17172.0,-3667.0,5000.0,558.0,87223.0,4654.0,1563,45656.0,41142.0,1374.0,2.0,,,,1.0,5.0,11.0,128.0,1868.0,8755.0,6406.0,8864.0,2555.0,646.0,313.0,150.0,36248.0,30499.0
2025-05-07T01:15:00.000-03:00:00,NE-MRBTS-341601,7.0,23.0,20.0,73.0,136.0,603.0,1167.0,2077.0,2937.0,21567.0,17361.0,36995.0,17677.0,19866.0,14220.0,23248.0,-5938.0,5000.0,479.0,171641.0,8305.0,1507,77429.0,93834.0,1711.0,,,1.0,,1.0,5.0,13.0,104.0,1370.0,16054.0,11561.0,22379.0,4801.0,1214.0,278.0,504.0,40097.0,59281.0
2025-05-07T01:30:00.000-03:00:00,NE-MRBTS-341601,56.0,224.0,608.0,444.0,836.0,2290.0,2080.0,2115.0,3618.0,13137.0,14371.0,30267.0,25302.0,14400.0,14638.0,29030.0,-5792.0,5000.0,450.0,163425.0,8194.0,1520,72891.0,90203.0,1890.0,,,,1.0,18.0,,2.0,44.0,1750.0,10327.0,10474.0,19494.0,7424.0,1143.0,2189.0,1964.0,38477.0,59679.0
2025-05-07T02:00:00.000-03:00:00,NE-MRBTS-341601,15.0,193.0,61.0,332.0,711.0,1201.0,1572.0,2178.0,3597.0,6548.0,3134.0,6329.0,5218.0,2923.0,2522.0,11866.0,-5667.0,4928.0,672.0,29102.0,2346.0,1673,18504.0,10266.0,978.0,,,,1.0,31.0,2.0,14.0,114.0,2146.0,4103.0,1202.0,2223.0,855.0,236.0,35.0,509.0,24312.0,12611.0
2025-05-07T02:15:00.000-03:00:00,NE-MRBTS-341601,118.0,349.0,49.0,591.0,945.0,1249.0,1743.0,2443.0,5341.0,23558.0,7525.0,23124.0,14513.0,14658.0,11448.0,26427.0,-6834.0,5000.0,459.0,139304.0,6162.0,1534,74614.0,64337.0,2341.0,1.0,,,20.0,3.0,8.0,33.0,87.0,3267.0,20178.0,3246.0,15726.0,2598.0,519.0,197.0,785.0,43738.0,46541.0
2025-05-07T02:30:00.000-03:00:00,NE-MRBTS-341601,105.0,341.0,56.0,716.0,962.0,1132.0,1496.0,2185.0,5025.0,28080.0,8121.0,22074.0,15865.0,14758.0,6800.0,27881.0,-6042.0,5000.0,700.0,142735.0,6541.0,1533,76546.0,65818.0,2050.0,,,2.0,53.0,6.0,1.0,16.0,96.0,2357.0,25268.0,3744.0,12613.0,1984.0,920.0,180.0,343.0,46232.0,47469.0
2025-05-07T03:00:00.000-03:00:00,NE-MRBTS-341601,91.0,266.0,36.0,418.0,762.0,997.0,1834.0,2528.0,4161.0,5642.0,4367.0,5134.0,6502.0,2433.0,1225.0,7553.0,-4792.0,4114.0,278.0,27267.0,2592.0,1717,16784.0,10057.0,682.0,,1.0,,5.0,14.0,3.0,10.0,177.0,2463.0,3216.0,1748.0,2599.0,2699.0,399.0,53.0,261.0,24630.0,13601.0
2025-05-07T03:15:00.000-03:00:00,NE-MRBTS-341601,30.0,65.0,8.0,91.0,207.0,426.0,963.0,2131.0,2934.0,2863.0,1655.0,1433.0,1624.0,780.0,291.0,6248.0,-6042.0,2340.0,-218.0,8051.0,1522.0,1778,6873.0,877.0,368.0,,1.0,,,,5.0,36.0,123.0,1878.0,1118.0,292.0,427.0,1045.0,443.0,49.0,269.0,12688.0,5716.0
2025-05-07T03:30:00.000-03:00:00,NE-MRBTS-341601,17.0,115.0,22.0,436.0,864.0,1117.0,1573.0,2904.0,3689.0,2332.0,1931.0,3039.0,2318.0,981.0,525.0,6785.0,-3875.0,2866.0,-215.0,9764.0,1402.0,1791,8597.0,814.0,386.0,,1.0,1.0,6.0,4.0,9.0,25.0,137.0,1835.0,953.0,449.0,1042.0,1175.0,114.0,3.0,278.0,22532.0,6059.0
2025-05-07T04:00:00.000-03:00:00,NE-MRBTS-341601,3.0,,25.0,16.0,11.0,89.0,642.0,1259.0,1988.0,2186.0,1824.0,2285.0,1526.0,517.0,796.0,6643.0,-3208.0,3514.0,-132.0,6642.0,1291.0,1772,5872.0,443.0,305.0,,,1.0,3.0,2.0,16.0,7.0,26.0,1400.0,1013.0,298.0,707.0,727.0,27.0,7.0,580.0,13354.0,4847.0
2025-05-07T04:15:00.000-03:00:00,NE-MRBTS-341601,7.0,5.0,31.0,40.0,7.0,123.0,804.0,1512.0,3337.0,7809.0,5569.0,6952.0,5232.0,4094.0,4170.0,13132.0,-5438.0,4924.0,882.0,48170.0,3015.0,1605,27271.0,20621.0,1119.0,,1.0,2.0,1.0,,2.0,17.0,87.0,2226.0,3782.0,1752.0,4481.0,2304.0,994.0,204.0,324.0,19757.0,16827.0
2025-05-07T04:30:00.000-03:00:00,NE-MRBTS-341601,5.0,1.0,57.0,59.0,16.0,110.0,1078.0,1106.0,2728.0,33880.0,9548.0,23510.0,19115.0,25009.0,9316.0,30774.0,-4729.0,4889.0,286.0,207685.0,7749.0,1487,80230.0,127189.0,2604.0,,,,1.0,2.0,9.0,40.0,43.0,2330.0,31257.0,6329.0,18448.0,3620.0,1213.0,202.0,459.0,27966.0,64202.0
2025-05-07T05:00:00.000-03:00:00,NE-MRBTS-341601,2.0,1.0,11.0,15.0,27.0,182.0,905.0,861.0,1768.0,24672.0,12821.0,27836.0,18504.0,23493.0,11283.0,27523.0,-2972.0,4755.0,-278.0,171120.0,8236.0,1526,58573.0,112268.0,1785.0,,,2.0,,3.0,7.0,23.0,39.0,1328.0,23572.0,11873.0,25777.0,3470.0,630.0,98.0,181.0,19352.0,67122.0
2025-05-07T05:15:00.000-03:00:00,NE-MRBTS-341601,3.0,4.0,14.0,10.0,53.0,230.0,1185.0,1088.0,2417.0,12977.0,4922.0,9502.0,7453.0,7517.0,4876.0,19685.0,-4625.0,5000.0,34.0,66463.0,4381.0,1600,26831.0,39287.0,902.0,,2.0,1.0,3.0,19.0,25.0,66.0,56.0,1810.0,11123.0,3276.0,7805.0,1146.0,430.0,91.0,1143.0,17914.0,26991.0
2025-05-07T05:30:00.000-03:00:00,NE-MRBTS-341601,11.0,33.0,68.0,79.0,2788.0,4318.0,1524.0,2729.0,7372.0,7003.0,10071.0,11092.0,2969.0,1252.0,956.0,10728.0,-5334.0,2590.0,-73.0,117748.0,1595.0,1459,88950.0,28409.0,1083.0,2.0,1.0,1.0,8.0,28.0,79.0,134.0,1198.0,6566.0,1976.0,500.0,653.0,82.0,29.0,47.0,165.0,41125.0,12265.0
2025-05-07T06:00:00.000-03:00:00,NE-MRBTS-341601,169.0,345.0,2423.0,1082.0,618.0,1950.0,4545.0,5310.0,5558.0,22156.0,25573.0,41171.0,25993.0,22775.0,14663.0,27055.0,-5313.0,5000.0,336.0,283522.0,24800.0,1501,111242.0,171881.0,2584.0,5.0,5.0,12.0,81.0,216.0,223.0,501.0,935.0,2461.0,15970.0,10047.0,17943.0,11718.0,4496.0,912.0,1536.0,59192.0,87611.0
2025-05-07T06:15:00.000-03:00:00,NE-MRBTS-341601,22.0,12.0,61.0,130.0,419.0,2932.0,5020.0,8545.0,12831.0,27922.0,21701.0,35719.0,30136.0,25580.0,11364.0,35211.0,-5633.0,5000.0,359.0,388589.0,24929.0,1477,203991.0,183992.0,4280.0,1.0,1.0,3.0,13.0,54.0,445.0,971.0,2857.0,7595.0,19781.0,10527.0,14579.0,8090.0,3435.0,914.0,2266.0,81064.0,86763.0
2025-05-07T06:30:00.000-03:00:00,NE-MRBTS-341601,24.0,89.0,113.0,182.0,887.0,5326.0,8523.0,12690.0,18661.0,30279.0,24916.0,38456.0,30841.0,20522.0,9354.0,23698.0,-4959.0,5000.0,981.0,286780.0,65100.0,1569,152438.0,133684.0,3801.0,3.0,7.0,5.0,25.0,459.0,1841.0,3463.0,6050.0,7380.0,8327.0,6533.0,11718.0,15750.0,10641.0,5115.0,6364.0,60132.0,88915.0
2025-05-07T07:00:00.000-03:00:00,NE-MRBTS-341601,25.0,41.0,1454.0,274.0,487.0,1652.0,3619.0,9467.0,24195.0,35313.0,34820.0,35142.0,30826.0,32902.0,40172.0,63823.0,-4417.0,5000.0,1698.0,291907.0,48277.0,1499,210424.0,81045.0,6056.0,2.0,8.0,19.0,125.0,157.0,585.0,1123.0,3386.0,12542.0,16401.0,16606.0,14304.0,8781.0,8762.0,5731.0,10093.0,129509.0,98765.0
2025-05-07T07:15:00.000-03:00:00,NE-MRBTS-341601,35.0,506.0,2082.0,1057.0,3896.0,5350.0,4300.0,6515.0,16312.0,18983.0,29918.0,38296.0,38387.0,23597.0,28721.0,68108.0,-6869.0,5000.0,1631.0,243122.0,37038.0,1564,171633.0,71890.0,4899.0,6.0,26.0,40.0,64.0,103.0,404.0,636.0,2813.0,11733.0,8644.0,11685.0,13461.0,11230.0,7201.0,4482.0,10762.0,117460.0,89314.0
2025-05-07T07:30:00.000-03:00:00,NE-MRBTS-341601,36.0,379.0,1686.0,1013.0,5132.0,7439.0,10622.0,12299.0,29474.0,43663.0,45648.0,43961.0,44410.0,40280.0,29356.0,98465.0,-4308.0,5000.0,1321.0,745668.0,72647.0,1563,261684.0,484133.0,7948.0,6.0,41.0,46.0,224.0,2047.0,2109.0,3320.0,3470.0,12633.0,20023.0,20663.0,15972.0,11671.0,12771.0,11374.0,33367.0,119792.0,154470.0
2025-05-07T08:00:00.000-03:00:00,NE-MRBTS-341601,44.0,96.0,2059.0,735.0,3260.0,10837.0,17250.0,19983.0,36453.0,40438.0,42860.0,63831.0,47902.0,44435.0,35961.0,94965.0,-7410.0,5000.0,955.0,543460.0,78441.0,1583,322801.0,225982.0,8350.0,8.0,17.0,63.0,321.0,1269.0,4336.0,5978.0,6907.0,19623.0,18233.0,14728.0,17998.0,13510.0,14362.0,11173.0,21433.0,176089.0,157567.0
2025-05-07T08:15:00.000-03:00:00,NE-MRBTS-341601,61.0,389.0,1752.0,1200.0,3055.0,5464.0,8879.0,12864.0,23148.0,32001.0,32039.0,36701.0,40515.0,46174.0,45289.0,113428.0,-12660.0,5000.0,929.0,384650.0,58094.0,1647,250064.0,136673.0,6778.0,9.0,116.0,84.0,333.0,1196.0,2200.0,2612.0,3583.0,9443.0,13608.0,12949.0,14278.0,13658.0,16811.0,18236.0,33690.0,147280.0,148750.0
2025-05-07T08:30:00.000-03:00:00,NE-MRBTS-341601,47.0,185.0,2091.0,3160.0,4248.0,2925.0,3986.0,4906.0,8674.0,21708.0,29306.0,41535.0,46073.0,53143.0,158131.0,116851.0,-12002.0,5000.0,2759.0,760378.0,55958.0,1404,161784.0,598477.0,4613.0,4.0,40.0,99.0,874.0,2435.0,803.0,970.0,970.0,3909.0,10037.0,11686.0,14509.0,12421.0,19849.0,85055.0,36072.0,116553.0,199375.0
2025-05-07T09:00:00.000-03:00:00,NE-MRBTS-341601,97.0,826.0,3285.0,1559.0,2623.0,6687.0,7953.0,8495.0,19468.0,30315.0,24987.0,41388.0,38991.0,48603.0,107396.0,162058.0,-13500.0,5000.0,2496.0,958955.0,69954.0,1463,448521.0,513153.0,6365.0,8.0,197.0,110.0,412.0,1019.0,1984.0,2072.0,1464.0,4271.0,12625.0,9710.0,17796.0,14085.0,13361.0,45001.0,40748.0,177887.0,175524.0
2025-05-07T09:15:00.000-03:00:00,NE-MRBTS-341601,128.0,1255.0,3398.0,2270.0,1938.0,9206.0,9279.0,11093.0,20218.0,31504.0,30640.0,55630.0,46429.0,44432.0,33882.0,155983.0,-12025.0,5000.0,1559.0,520644.0,62055.0,1577,162230.0,361179.0,9210.0,5.0,124.0,70.0,220.0,442.0,1196.0,3220.0,3151.0,7192.0,12465.0,10896.0,16232.0,14261.0,15886.0,14375.0,53000.0,130765.0,179114.0
2025-05-07T09:30:00.000-03:00:00,NE-MRBTS-341601,146.0,136.0,1758.0,454.0,1093.0,2950.0,4897.0,5107.0,23904.0,39539.0,40954.0,46917.0,51163.0,58529.0,42259.0,140902.0,-13500.0,5000.0,1151.0,540813.0,69603.0,1537,309793.0,232066.0,6879.0,3.0,36.0,34.0,185.0,455.0,1045.0,1811.0,2031.0,7997.0,14260.0,5152.0,7539.0,24907.0,32740.0,21301.0,32840.0,176359.0,168289.0
2025-05-07T10:00:00.000-03:00:00,NE-MRBTS-341601,122.0,216.0,1497.0,844.0,2031.0,3751.0,6693.0,7567.0,19770.0,29615.0,28205.0,67100.0,56867.0,42934.0,25256.0,135928.0,-11974.0,5000.0,1548.0,786526.0,66293.0,1481,283220.0,504259.0,5793.0,2.0,46.0,104.0,442.0,989.0,1343.0,1442.0,2058.0,7694.0,9702.0,6757.0,8157.0,9780.0,11779.0,9221.0,73590.0,165950.0,147871.0
