createAt,manageObject,M8011C86,M8011C95,M8011C101,M8011C107,M8011C189,M8011C191,M8011C25,M8011C26,M8011C27,M8011C28,M8011C29,M8011C30,M8011C31,M8011C32,M8011C33,M8011C34,M8011C36,M8011C37,M8011C51,M8011C54,M8011C57,M8011C58,M8011C79,M8011C226,M8011C12,M8011C13,M8011C14,M8011C15,M8011C16,M8011C17,M8011C18,M8011C19,M8011C20,M8011C21,M8011C23,M8011C24,M8011C38,M8011C39,M8011C40,M8011C41,M8011C42,M8011C43,M8011C44,M8011C45,M8011C46,M8011C47,M8011C49,M8011C50,M8011C55,M8011C56,M8011C60,M8011C61,M8011C74,M8011C227,M8011C297,M8011C298,M8011C323,M8011C324,M8011C325,M8011C326,M8011C327,M8011C328,M8011C317,M8011C321,M8011C322,M8011C318,M8011C319,M8011C320,M8011C59
2025-05-08T08:30:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,147.0,147.0,796426,45622,12369,1434.0,814.0,1049.0,4491.0,2584.0,849.0,34362.0,92,56,1261978,999604.0,1.0,3.0,900000,999604.0,748762,105672.0,22154.0,5224.0,6286.0,2954.0,603.0,7574.0,225.0,546.0,100.0,40.0,13458816,55.0,58306.0,87823,136593.0,15.0,4.0,4.0,14.0,4828476,3600000,688476.0,2.0,3.0,680747,219253,900000,686616.0,15.0,22.0,3.0,,1.0,5.0,1.0,8.0,,,,,,,
2025-05-08T08:45:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,103.0,103.0,462413,30561,9951,4448.0,10605.0,7502.0,36081.0,20241.0,6983.0,311215.0,92,390,8782828,8521314.0,6.0,4.0,900000,8521314.0,585237,127098.0,47144.0,18309.0,42906.0,25168.0,6556.0,39038.0,2802.0,5742.0,100.0,131.0,15161752,9831.0,228772.0,252446,451589.0,2373.0,1205.0,1661.0,14721.0,6404151,3600000,2264151.0,4.0,4.0,467301,432699,900000,2265268.0,11080.0,8880.0,143.0,270.0,485.0,5646.0,3182.0,3362.0,15.0,13.0,17.0,1.0,2.0,12.0,
2025-05-08T09:00:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,108.0,108.0,798004,45122,11985,1013.0,828.0,988.0,4303.0,2722.0,933.0,34102.0,92,56,1248733,986123.0,1.0,3.0,900000,986123.0,779751,87884.0,14659.0,2822.0,5308.0,2614.0,473.0,5843.0,206.0,440.0,100.0,31.0,12891888,174.0,59434.0,95722,95466.0,51.0,26.0,36.0,16.0,4678492,3600000,538492.0,1.0,3.0,751021,148979,900000,537564.0,75.0,54.0,1.0,16.0,28.0,2.0,17.0,30.0,,,,,,,
2025-05-08T09:15:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,118.0,118.0,813495,45419,12324,1195.0,1164.0,743.0,2853.0,1955.0,645.0,20207.0,92,40,891941,630323.0,1.0,3.0,900000,630323.0,784685,61053.0,15508.0,5468.0,10029.0,5930.0,864.0,15543.0,273.0,647.0,100.0,42.0,12782136,182.0,88775.0,84829,61886.0,92.0,81.0,2.0,41.0,4871347,3600000,731347.0,1.0,3.0,764717,135283,900000,731248.0,78.0,138.0,2.0,34.0,1.0,12.0,22.0,27.0,,,,,,,
2025-05-08T09:30:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,94.0,94.0,748544,42515,11489,1604.0,1176.0,1497.0,9516.0,5361.0,1771.0,76527.0,92,106,2380531,2119573.0,1.0,3.0,900000,2119573.0,779642,69890.0,16172.0,4021.0,7067.0,4461.0,686.0,17416.0,200.0,445.0,100.0,42.0,13188544,350.0,112315.0,102756,108705.0,102.0,108.0,30.0,432.0,4868548,3600000,728548.0,1.0,3.0,713913,186087,900000,729119.0,313.0,359.0,3.0,87.0,1.0,50.0,19.0,122.0,,,,,,,
2025-05-08T09:45:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,83.0,83.0,677586,38940,10761,1694.0,1264.0,2491.0,16736.0,8887.0,2866.0,138775.0,92,179,4032338,3772040.0,2.0,4.0,900000,3772040.0,726270,77240.0,25700.0,8181.0,13896.0,10270.0,1341.0,33715.0,1165.0,2222.0,100.0,73.0,13106344,370.0,236474.0,143782,90819.0,145.0,10.0,8.0,85.0,5413809,3600000,1273809.0,2.0,4.0,724201,175799,900000,1273164.0,127.0,121.0,3.0,,,10.0,12.0,1.0,,,,,,,
2025-05-08T10:00:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,98.0,98.0,786026,42846,11236,559.0,578.0,465.0,5817.0,3319.0,885.0,48269.0,92,70,1573602,1313632.0,1.0,3.0,900000,1313632.0,862657,16950.0,4181.0,1756.0,2861.0,1863.0,148.0,9437.0,16.0,131.0,95.0,17.0,12377936,9.0,96579.0,68930,8195.0,1.0,,,,4434544,3600000,294544.0,,3.0,815259,84741,900000,294528.0,,1.0,,,,,,,,,,,,,
2025-05-08T10:15:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,66.0,66.0,654660,38026,10132,1156.0,1355.0,3930.0,18686.0,9634.0,3055.0,159366.0,92,202,4536656,4274982.0,2.0,3.0,900000,4274982.0,812628,35329.0,7943.0,3538.0,5244.0,4627.0,265.0,29767.0,222.0,437.0,100.0,44.0,12870520,123.0,143222.0,150481,79569.0,23.0,1.0,,2.0,4907474,3600000,767474.0,1.0,3.0,753604,146396,900000,770122.0,15.0,11.0,,,,,,,,,,,,,
2025-05-08T10:30:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,28.0,28.0,571440,34564,9728,2294.0,2762.0,5319.0,27848.0,14922.0,5118.0,226005.0,92,285,6435707,6172097.0,4.0,4.0,900000,6172097.0,713751,69678.0,34979.0,12459.0,18969.0,12382.0,1216.0,35009.0,538.0,1019.0,100.0,80.0,13357272,1639.0,263810.0,181451,163552.0,343.0,4.0,1.0,11.0,5541541,3600000,1401541.0,2.0,4.0,692935,207065,900000,1398916.0,306.0,53.0,79.0,1.0,,,77.0,3.0,,,,,,,
2025-05-08T10:45:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,52.0,52.0,654502,38502,11079,2439.0,2060.0,4389.0,18755.0,10321.0,3813.0,154140.0,92,200,4496056,4236482.0,3.0,3.0,900000,4236482.0,721463,61784.0,35831.0,11042.0,18353.0,11373.0,1516.0,37152.0,464.0,1022.0,100.0,79.0,13678792,677.0,175604.0,154040,160371.0,135.0,50.0,63.0,591.0,5522194,3600000,1382194.0,2.0,3.0,652575,247425,900000,1382887.0,353.0,486.0,55.0,45.0,62.0,303.0,216.0,249.0,,,,,,,
2025-05-08T11:00:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,76.0,76.0,814374,44568,11533,594.0,565.0,839.0,3140.0,1569.0,502.0,22316.0,92,40,893549,633407.0,,2.0,900000,633407.0,855068,19757.0,5649.0,2239.0,4071.0,2818.0,180.0,10172.0,16.0,30.0,95.0,19.0,12433360,2.0,46826.0,81132,18477.0,,1.0,,,4477293,3600000,337293.0,1.0,3.0,808433,91567,900000,338100.0,,1.0,,,,,,,,,,,,,
2025-05-08T11:15:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,57.0,57.0,828300,45231,11455,251.0,484.0,586.0,1558.0,858.0,308.0,10969.0,92,26,604503,343229.0,,2.0,900000,343229.0,883431,9862.0,1358.0,329.0,692.0,701.0,34.0,3590.0,1.0,2.0,92.0,6.0,12354344,,25082.0,69884,6602.0,,,,,4249789,3600000,109789.0,,2.0,818189,81811,900000,108290.0,,,,,,,,,,,,,,,
2025-05-08T11:30:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,57.0,57.0,804054,43809,11215,386.0,324.0,1224.0,4038.0,2109.0,691.0,32150.0,92,51,1148584,888954.0,1.0,2.0,900000,888954.0,836103,30271.0,18318.0,5511.0,6256.0,1874.0,318.0,1336.0,6.0,7.0,95.0,19.0,12601520,3.0,22545.0,89725,60529.0,6.0,,1.0,2.0,4467941,3600000,327941.0,1.0,2.0,787293,112707,900000,327917.0,4.0,5.0,,,,,,,,,,,,,
2025-05-08T11:45:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,63.0,63.0,812236,43997,11252,429.0,638.0,694.0,3499.0,2102.0,736.0,24417.0,92,43,961305,701787.0,,3.0,900000,701787.0,849768,17812.0,9910.0,3885.0,9543.0,3041.0,709.0,5204.0,41.0,87.0,95.0,20.0,12429976,6.0,51220.0,79720,22381.0,1.0,,,,4486959,3600000,346959.0,1.0,3.0,808748,91252,900000,346959.0,1.0,,,,,,,,,,,,,,
2025-05-08T12:00:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,78.0,78.0,794193,43866,11293,718.0,444.0,720.0,4451.0,2637.0,752.0,40926.0,92,61,1373304,1112166.0,1.0,3.0,900000,1112166.0,859081,20821.0,6092.0,1676.0,2273.0,1811.0,162.0,7887.0,62.0,135.0,100.0,16.0,12523856,26.0,71461.0,78267,18544.0,4.0,,,2.0,4421486,3600000,281486.0,,3.0,797018,102982,900000,281511.0,5.0,1.0,,,,1.0,,1.0,,,,,,,
2025-05-08T12:15:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,78.0,78.0,825132,45922,11861,713.0,359.0,425.0,1778.0,1185.0,331.0,12294.0,92,28,638317,375463.0,,2.0,900000,375463.0,845282,26756.0,9366.0,2669.0,5688.0,3410.0,289.0,6464.0,15.0,61.0,95.0,20.0,12796448,4.0,27198.0,75085,42238.0,1.0,2.0,1.0,,4484738,3600000,344738.0,1.0,3.0,762944,137056,900000,344713.0,1.0,3.0,1.0,,1.0,,1.0,1.0,,,,,,,
2025-05-08T12:30:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,90.0,90.0,817316,44679,11708,933.0,730.0,634.0,2336.0,1835.0,564.0,19265.0,92,37,832213,572107.0,,2.0,900000,572107.0,864996,20484.0,5488.0,1400.0,1716.0,1073.0,99.0,4706.0,2.0,36.0,95.0,12.0,12519472,8.0,53461.0,66825,16497.0,4.0,,3.0,17.0,4346262,3600000,206262.0,,2.0,797579,102421,900000,206262.0,9.0,15.0,,,3.0,12.0,4.0,11.0,,,,,,,
2025-05-08T12:45:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,82.0,82.0,761431,42179,11043,823.0,543.0,1130.0,7677.0,4202.0,1316.0,69656.0,92,95,2129735,1869865.0,1.0,2.0,900000,1869865.0,839668,37635.0,9811.0,2171.0,3397.0,1666.0,161.0,5363.0,30.0,98.0,95.0,19.0,12746112,75.0,103148.0,75563,44418.0,12.0,5.0,17.0,254.0,4462998,3600000,322998.0,1.0,3.0,769256,130744,900000,322998.0,39.0,249.0,5.0,4.0,13.0,176.0,27.0,171.0,,,,,,,
2025-05-08T13:00:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,103.0,103.0,799046,44347,11564,1143.0,460.0,738.0,4514.0,2475.0,755.0,34958.0,92,55,1244722,984136.0,1.0,3.0,900000,984136.0,790684,70932.0,15537.0,2937.0,5124.0,2632.0,243.0,11795.0,24.0,92.0,95.0,33.0,12899864,20.0,76775.0,85580,70055.0,6.0,,,17.0,4712298,3600000,572298.0,1.0,3.0,750024,149976,900000,572298.0,12.0,11.0,,,,7.0,1.0,6.0,,,,,,,
2025-05-08T13:15:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,106.0,106.0,667161,39755,11993,3002.0,2797.0,3491.0,16728.0,9086.0,3257.0,142730.0,92,186,4179151,3917709.0,2.0,4.0,900000,3917709.0,738593,81251.0,23990.0,7947.0,10835.0,7290.0,1238.0,25379.0,778.0,2699.0,100.0,62.0,14224520,1500.0,78839.0,137633,246357.0,271.0,178.0,159.0,955.0,5227909,3600000,1087909.0,2.0,4.0,584330,315670,900000,1087983.0,618.0,945.0,38.0,68.0,47.0,536.0,182.0,507.0,1.0,4.0,,,2.0,1.0,
2025-05-08T13:30:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,107.0,107.0,817085,45445,11855,914.0,443.0,639.0,2524.0,1742.0,492.0,18861.0,92,36,820667,560057.0,,3.0,900000,560057.0,770380,91890.0,21170.0,3055.0,3923.0,2202.0,318.0,6700.0,60.0,302.0,100.0,33.0,12954328,37.0,57136.0,90539,84460.0,2.0,4.0,,11.0,4707957,3600000,567957.0,1.0,3.0,743279,156721,900000,567942.0,6.0,11.0,,1.0,,7.0,3.0,5.0,,,,,,,
2025-05-08T13:45:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,126.0,126.0,720949,41930,11741,2132.0,1828.0,2638.0,12585.0,6693.0,2075.0,97429.0,92,132,2968473,2706127.0,2.0,4.0,900000,2706127.0,789573,61380.0,20246.0,4858.0,5522.0,2770.0,452.0,14447.0,238.0,514.0,100.0,37.0,13074536,1006.0,150279.0,115648,66045.0,201.0,57.0,65.0,126.0,4788319,3600000,648319.0,1.0,4.0,728178,171822,900000,648260.0,305.0,144.0,9.0,7.0,42.0,46.0,79.0,25.0,17.0,17.0,4.0,2.0,2.0,,
2025-05-08T14:00:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,92.0,92.0,636339,37219,9884,1540.0,1826.0,4235.0,21583.0,10962.0,3441.0,172971.0,92,220,4947764,4686606.0,3.0,3.0,900000,4686606.0,734671,87810.0,24254.0,5828.0,9445.0,6071.0,786.0,28900.0,428.0,1807.0,100.0,62.0,13206128,259.0,204074.0,175378,99072.0,45.0,32.0,14.0,47.0,5229892,3600000,1089892.0,2.0,3.0,711697,188303,900000,1092940.0,45.0,93.0,8.0,5.0,5.0,26.0,10.0,34.0,,,,,,,
2025-05-08T14:15:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,95.0,95.0,789952,44102,11431,962.0,619.0,1249.0,5699.0,3341.0,1190.0,41455.0,92,64,1449245,1187603.0,1.0,3.0,900000,1187603.0,812644,48207.0,12001.0,3317.0,7782.0,4988.0,388.0,9802.0,112.0,759.0,100.0,31.0,12871808,82.0,58072.0,98856,64709.0,9.0,7.0,7.0,38.0,4673797,3600000,533797.0,1.0,3.0,753561,146439,900000,530749.0,19.0,42.0,,3.0,5.0,18.0,6.0,20.0,,,,,,,
2025-05-08T14:30:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,117.0,117.0,813946,45859,11895,1194.0,1228.0,812.0,2648.0,1759.0,609.0,20050.0,92,39,872817,610635.0,,3.0,900000,610635.0,783964,77148.0,20016.0,3555.0,5184.0,2893.0,825.0,5487.0,284.0,644.0,100.0,31.0,12829696,385.0,58012.0,92667,81436.0,16.0,39.0,254.0,529.0,4683066,3600000,543066.0,1.0,4.0,758801,141199,900000,543132.0,328.0,510.0,1.0,12.0,175.0,209.0,149.0,248.0,,,1.0,,,1.0,
2025-05-08T14:45:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,174.0,174.0,814608,48189,13434,2514.0,859.0,944.0,2152.0,1488.0,536.0,15276.0,92,35,784273,520483.0,,3.0,900000,520483.0,726600,111286.0,29545.0,6263.0,6599.0,2270.0,771.0,15739.0,248.0,679.0,100.0,51.0,13690216,271.0,56366.0,86754,157945.0,66.0,71.0,40.0,805.0,5019257,3600000,879257.0,2.0,3.0,651243,248757,900000,879191.0,309.0,673.0,2.0,57.0,30.0,625.0,205.0,509.0,,,,,,,
2025-05-08T15:00:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,150.0,150.0,833511,46877,11842,733.0,388.0,343.0,758.0,530.0,245.0,4773.0,92,19,435213,171587.0,,3.0,900000,171587.0,822169,51831.0,16846.0,2190.0,2173.0,1090.0,181.0,2893.0,66.0,561.0,100.0,20.0,12750400,58.0,31327.0,73797,55554.0,13.0,2.0,4.0,26.0,4483046,3600000,343046.0,1.0,3.0,767932,132068,900000,347087.0,13.0,32.0,,,2.0,15.0,4.0,13.0,,,,,,,
2025-05-08T15:15:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,110.0,110.0,826112,46851,11824,959.0,587.0,477.0,1579.0,1107.0,322.0,10182.0,92,26,597601,333447.0,,2.0,900000,333447.0,822997,54784.0,11321.0,1941.0,3143.0,1776.0,190.0,3590.0,33.0,225.0,100.0,20.0,12827128,37.0,34612.0,75489,59571.0,5.0,6.0,3.0,30.0,4484326,3600000,344326.0,1.0,3.0,759869,140131,900000,340285.0,9.0,35.0,,2.0,2.0,18.0,6.0,16.0,,,,,,,
2025-05-08T15:30:00.000-04:00:00,NE-MRBTS-660701,900,900,900,900,144.0,144.0,801301,45505,11689,1061.0,604.0,370.0,3823.0,2412.0,730.0,32505.0,92,52,1174365,910295.0,1.0,3.0,900000,910295.0,824072,53677.0,13227.0,2276.0,2267.0,819.0,206.0,3008.0,78.0,370.0,100.0,19.0,12731280,57.0,68195.0,73730,55193.0,31.0,,,2.0,4472308,3600000,332308.0,1.0,4.0,771070,128930,900000,332308.0,18.0,15.0,7.0,,,,1.0,6.0,,,,,,,
2025-05-06T15:00:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,10.0,10.0,843634,45112,11253,1.0,,,,,,,32,12,259352,178.0,,1.0,900000,178.0,899563,406.0,30.0,1.0,,,,,,,35.0,,12286624,,38.0,62067,205.0,,,,,4141441,3600000,1441.0,,1.0,826652,73348,900000,1441.0,,,,,,,,,,,,,,,
2025-05-06T15:15:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,4.0,4.0,843621,45127,11252,,,,,,,,24,12,259286,40.0,,1.0,900000,40.0,899737,257.0,6.0,,,,,,,,28.0,,12285736,,38.0,62002,18.0,,,,,4140813,3600000,813.0,,1.0,826764,73236,900000,837.0,,,,,,,,,,,,,,,
2025-05-06T15:30:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,12.0,12.0,843505,45228,11259,8.0,,,,,,,32,12,260142,440.0,,1.0,900000,440.0,898771,1153.0,75.0,,,,,1.0,,,71.0,,12317776,,37.0,62172,883.0,,,,,4144129,3600000,4129.0,,1.0,822798,77202,900000,4105.0,,,,,,,,,,,,,,,
2025-05-06T16:00:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,13.0,13.0,843657,45089,11252,2.0,,,,,,,32,12,259270,196.0,,1.0,900000,196.0,899671,302.0,24.0,1.0,,1.0,,1.0,,,71.0,,12288064,,115.0,61984,125.0,,,,,4141108,3600000,1108.0,,1.0,826492,73508,900000,1108.0,,,,,,,,,,,,,,,
2025-05-06T16:15:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,13.0,13.0,843628,45116,11251,5.0,,,,,,,32,12,259346,260.0,,1.0,900000,260.0,898945,762.0,293.0,,,,,,,,28.0,,12312120,,70.0,62015,879.0,,,,,4144208,3600000,4208.0,,1.0,823485,76515,900000,4208.0,,,,,,,,,,,,,,,
2025-05-06T16:30:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,11.0,11.0,843617,45108,11270,5.0,,,,,,,40,12,259862,664.0,,1.0,900000,664.0,899140,782.0,71.0,,1.0,2.0,,4.0,,,80.0,,12301232,,13.0,62270,656.0,,,,,4143189,3600000,3189.0,,1.0,824846,75154,900000,3189.0,,,,,,,,,,,,,,,
2025-05-06T16:45:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,5.0,5.0,843707,45039,11252,2.0,,,,,,,32,12,259132,234.0,,1.0,900000,234.0,899913,83.0,2.0,1.0,,,1.0,,,,64.0,,12286008,,48.0,61949,67.0,,,,,4140300,3600000,300.0,,1.0,826748,73252,900000,300.0,,,,,,,,,,,,,,,
2025-05-06T17:00:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,9.0,9.0,843652,45091,11251,6.0,,,,,,,32,12,259548,442.0,,1.0,900000,442.0,899742,250.0,6.0,2.0,,,,,,,35.0,,12290096,,72.0,62004,216.0,,,,,4140843,3600000,843.0,,1.0,826218,73782,900000,843.0,,,,,,,,,,,,,,,
2025-05-06T17:15:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,9.0,9.0,843697,45036,11264,3.0,,,,,,,32,12,259188,334.0,,2.0,900000,334.0,899816,150.0,30.0,2.0,1.0,1.0,,,,,60.0,,12286688,,144.0,61954,82.0,,,,,4140711,3600000,711.0,,1.0,826645,73355,900000,711.0,,,,,,,,,,,,,,,
2025-05-06T17:30:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,9.0,9.0,843707,45037,11255,1.0,,,,,,,32,12,259070,180.0,,1.0,900000,180.0,899833,156.0,10.0,,,,,1.0,,,71.0,,12286072,,58.0,61932,112.0,,,,,4140567,3600000,567.0,,1.0,826761,73239,900000,567.0,,,,,,,,,,,,,,,
2025-05-06T17:45:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,13.0,13.0,843569,45145,11281,5.0,,,,,,,40,12,260264,930.0,,1.0,900000,930.0,899522,436.0,41.0,1.0,,,,,,,35.0,,12300856,,13.0,62108,744.0,,,,,4141580,3600000,1580.0,,1.0,824913,75087,900000,1580.0,,,,,,,,,,,,,,,
2025-05-06T18:00:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,28.0,28.0,843656,45040,11285,19.0,,,,,,,40,12,260776,1890.0,,1.0,900000,1890.0,899497,473.0,29.0,,1.0,,,,,,42.0,,12317184,,15.0,62104,1084.0,,,,,4141760,3600000,1760.0,,1.0,822852,77148,900000,1760.0,,,,,,,,,,,,,,,
2025-05-06T18:15:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,37.0,37.0,843616,45050,11299,34.0,1.0,,,,,,48,12,261718,2660.0,,1.0,900000,2660.0,899180,774.0,42.0,3.0,,1.0,,,,,57.0,,12323536,,54.0,61973,1782.0,,,,,4142824,3600000,2824.0,,1.0,822058,77942,900000,2824.0,,,,,,,,,,,,,,,
2025-05-06T18:30:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,6.0,6.0,843738,45011,11251,,,,,,,,24,12,258828,54.0,,1.0,900000,54.0,899959,33.0,8.0,,,,,,,,25.0,,12285728,,26.0,61881,32.0,,,,,4140140,3600000,140.0,,1.0,826784,73216,900000,140.0,,,,,,,,,,,,,,,
2025-05-06T18:45:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,37.0,37.0,843636,45050,11285,29.0,,,,,,,40,12,262016,3094.0,,1.0,900000,3094.0,899367,592.0,40.0,1.0,,,,,,,35.0,,12336112,,26.0,61966,1934.0,,,,,4142189,3600000,2189.0,,1.0,820485,79515,900000,2189.0,,,,,,,,,,,,,,,
2025-05-06T19:00:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,4.0,4.0,843709,45011,11250,28.0,2.0,,,,,,48,12,259238,444.0,,1.0,900000,444.0,899930,67.0,3.0,,,,,,,,21.0,,12290080,,15.0,61892,166.0,,,,,4140238,3600000,238.0,,1.0,826220,73780,900000,238.0,,,,,,,,,,,,,,,
2025-05-06T19:15:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,3.0,3.0,843744,45006,11250,,,,,,,,24,12,258790,28.0,,1.0,900000,28.0,899979,18.0,3.0,,,,,,,,21.0,,12285760,,5.0,61887,15.0,,,,,4140069,3600000,69.0,,1.0,826761,73239,900000,69.0,,,,,,,,,,,,,,,
2025-05-06T19:30:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,33.0,33.0,843605,45085,11296,14.0,,,,,,,40,12,261542,2496.0,,1.0,900000,2496.0,899326,638.0,36.0,,,,,,,,25.0,,12325656,,3.0,62090,1555.0,,,,,4142291,3600000,2291.0,,1.0,821813,78187,900000,2291.0,,,,,,,,,,,,,,,
2025-05-06T19:45:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,10.0,10.0,843725,45019,11255,1.0,,,,,,,32,12,258926,116.0,,1.0,900000,116.0,899698,168.0,134.0,,,,,,,,25.0,,12295016,,26.0,61899,289.0,,,,,4141283,3600000,1283.0,,1.0,825643,74357,900000,1283.0,,,,,,,,,,,,,,,
2025-05-06T20:00:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,3.0,3.0,843744,45003,11253,,,,,,,,24,12,258790,28.0,,1.0,900000,28.0,899987,11.0,2.0,,,,,,,,21.0,,12284960,,13.0,61878,9.0,,,,,4140047,3600000,47.0,,1.0,826880,73120,900000,47.0,,,,,,,,,,,,,,,
2025-05-06T20:15:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,35.0,35.0,843649,45050,11283,18.0,,,,,,,40,12,261862,2948.0,,1.0,900000,2948.0,899392,572.0,34.0,1.0,,1.0,,,,,57.0,,12329808,,11.0,61973,1877.0,,,,1.0,4142110,3600000,2110.0,,1.0,821274,78726,900000,2110.0,1.0,,,,,,,,,,,,,,
2025-05-06T20:30:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,34.0,34.0,843642,45032,11276,49.0,1.0,,,,,,48,12,261858,2964.0,,1.0,900000,2964.0,899364,586.0,49.0,,1.0,,,,,,42.0,,12331336,,14.0,61959,1858.0,,,,,4142244,3600000,2244.0,,1.0,821083,78917,900000,2244.0,,,,,,,,,,,,,,,
2025-05-06T20:45:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,5.0,5.0,843740,45009,11250,1.0,,,,,,,32,12,258814,44.0,,1.0,900000,44.0,899950,44.0,6.0,,,,,,,,28.0,,12287144,,26.0,61883,34.0,,,,,4140168,3600000,168.0,,1.0,826606,73394,900000,168.0,,,,,,,,,,,,,,,
2025-05-06T21:00:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,2.0,2.0,843746,45003,11251,,,,,,,,24,12,258778,20.0,,1.0,900000,20.0,899988,6.0,6.0,,,,,,,,30.0,,12284960,,8.0,61877,20.0,,,,,4140064,3600000,64.0,,1.0,826860,73140,900000,64.0,,,,,,,,,,,,,,,
2025-05-06T21:15:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,32.0,32.0,843597,45083,11273,46.0,1.0,,,,,,48,12,262274,3064.0,,1.0,900000,3064.0,899133,832.0,35.0,,,,,,,,25.0,,12326712,,4.0,62035,1978.0,,,,,4142887,3600000,2887.0,,1.0,821642,78358,900000,2887.0,,,,,,,,,,,,,,,
2025-05-06T21:30:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,32.0,32.0,843590,45094,11290,26.0,,,,,,,32,12,261946,2772.0,,1.0,900000,2772.0,899031,904.0,65.0,,,,,,,,28.0,,12331568,,18.0,62171,1823.0,,,,,4143306,3600000,3306.0,,1.0,821074,78926,900000,3306.0,,,,,,,,,,,,,,,
2025-05-06T21:45:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,5.0,5.0,843695,45052,11250,3.0,,,,,,,32,12,259128,182.0,,1.0,900000,182.0,899817,174.0,9.0,,,,,,,,25.0,,12289248,,11.0,61943,127.0,,,,,4140593,3600000,593.0,,1.0,826364,73636,900000,593.0,,,,,,,,,,,,,,,
2025-05-06T22:00:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,32.0,32.0,843584,45080,11294,41.0,1.0,,,,,,48,12,262128,3066.0,,1.0,900000,3066.0,899259,705.0,35.0,,1.0,,,,,,42.0,,12333208,,7.0,61965,1927.0,,,,,4142551,3600000,2551.0,,1.0,820849,79151,900000,2551.0,,,,,,,,,,,,,,,
2025-05-06T22:15:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,32.0,32.0,843580,45105,11264,50.0,,1.0,,,,,56,12,261938,2904.0,,1.0,900000,2904.0,899349,626.0,25.0,,,,,,,,21.0,,12328608,,,61963,1745.0,,,,,4142189,3600000,2189.0,,1.0,821424,78576,900000,2189.0,,,,,,,,,,,,,,,
2025-05-06T22:30:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,3.0,3.0,843742,45007,11251,,,,,,,,24,12,258796,26.0,,1.0,900000,26.0,899966,31.0,3.0,,,,,,,,21.0,,12285736,,8.0,61892,17.0,,,,,4140112,3600000,112.0,,1.0,826783,73217,900000,112.0,,,,,,,,,,,,,,,
