createAt,manageObject,M8011C86,M8011C95,M8011C101,M8011C107,M8011C189,M8011C191,M8011C25,M8011C26,M8011C27,M8011C28,M8011C29,M8011C30,M8011C31,M8011C32,M8011C33,M8011C34,M8011C36,M8011C37,M8011C51,M8011C54,M8011C57,M8011C58,M8011C79,M8011C226,M8011C12,M8011C13,M8011C14,M8011C15,M8011C16,M8011C17,M8011C18,M8011C19,M8011C20,M8011C21,M8011C23,M8011C24,M8011C38,M8011C39,M8011C40,M8011C41,M8011C42,M8011C43,M8011C44,M8011C45,M8011C46,M8011C47,M8011C49,M8011C50,M8011C55,M8011C56,M8011C60,M8011C61,M8011C74,M8011C227,M8011C297,M8011C298,M8011C323,M8011C324,M8011C325,M8011C326,M8011C327,M8011C328,M8011C317,M8011C321,M8011C322,M8011C318,M8011C319,M8011C320,M8011C59
2025-05-06T22:45:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,33.0,33.0,843564,45097,11319,18.0,2.0,,,,,,48,12,261888,2786.0,,1.0,900000,2786.0,898670,1181.0,148.0,1.0,,,,,,,35.0,,12329184,,7.0,62527,1868.0,,,,,4144682,3600000,4682.0,,2.0,821351,78649,900000,4682.0,,,,,,,,,,,,,,,
2025-05-06T23:00:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,2.0,2.0,843744,45006,11250,,,,,,,,24,12,258784,18.0,,1.0,900000,18.0,899966,32.0,2.0,,,,,,,,21.0,,12285088,,4.0,61884,26.0,,,,,4140110,3600000,110.0,,1.0,826844,73156,900000,110.0,,,,,,,,,,,,,,,
2025-05-06T23:15:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,33.0,33.0,843609,45072,11294,25.0,,,,,,,40,12,261676,2782.0,,1.0,900000,2782.0,899221,705.0,73.0,,1.0,,,,,,42.0,,12333984,1.0,7.0,61924,1969.0,,,,,4142796,3600000,2796.0,,1.0,820733,79267,900000,2796.0,,,,,,,,,,,,,,,
2025-05-06T23:30:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,4.0,4.0,843739,45011,11250,,,,,,,,24,12,258816,38.0,,1.0,900000,38.0,899736,250.0,12.0,1.0,,1.0,,,,,57.0,,12286608,,4.0,61904,238.0,,,,,4140979,3600000,979.0,,1.0,826694,73306,900000,979.0,,,,,,,,,,,,,,,
2025-05-06T23:45:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,30.0,30.0,843666,45020,11296,18.0,,,,,,,32,12,262294,3424.0,,1.0,900000,3424.0,899436,534.0,30.0,,,,,,,,25.0,,12334648,,1.0,61920,2166.0,,,,,4142003,3600000,2003.0,,1.0,820689,79311,900000,2003.0,,,,,,,,,,,,,,,
2025-05-07T00:00:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,5.0,5.0,843739,45010,11249,2.0,,,,,,,32,12,258824,46.0,,1.0,900000,46.0,899925,67.0,8.0,,,,,,,,25.0,,12286496,,18.0,61887,56.0,,,,,4140242,3600000,242.0,,1.0,826688,73312,900000,242.0,,,,,,,,,,,,,,,
2025-05-07T00:15:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,38.0,38.0,843562,45027,11340,68.0,2.0,1.0,,,,,56,12,263084,4182.0,,1.0,900000,4182.0,899215,732.0,53.0,,,,,,,,28.0,,12358128,,1.0,61914,2516.0,,,,,4142789,3600000,2789.0,,1.0,817734,82266,900000,2789.0,,,,,,,,,,,,,,,
2025-05-07T00:30:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,24.0,24.0,843660,45013,11297,29.0,1.0,,,,,,48,12,261364,2518.0,,1.0,900000,2518.0,899578,391.0,25.0,4.0,,2.0,,,,,57.0,,12326752,,3.0,61904,1525.0,,,,,4141512,3600000,1512.0,,1.0,821656,78344,900000,1512.0,,,,,,,,,,,,,,,
2025-05-07T00:45:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,4.0,4.0,843741,45002,11255,2.0,,,,,,,32,12,259164,398.0,,1.0,900000,398.0,899927,68.0,5.0,,,,,,,,21.0,,12292152,,,61880,263.0,,,,,4140252,3600000,252.0,,1.0,825980,74020,900000,252.0,,,,,,,,,,,,,,,
2025-05-07T01:00:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,29.0,29.0,843634,45064,11286,16.0,,,,,,,32,12,261109,2243.0,,1.0,900000,2243.0,899344,588.0,68.0,,,,,,,,30.0,,12324968,,7.0,61912,1620.0,,,,,4142329,3600000,2329.0,,1.0,821859,78141,900000,2329.0,,,,,,,,,,,,,,,
2025-05-07T01:15:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,32.0,32.0,843626,45035,11326,13.0,,,,,,,40,12,262232,3306.0,,1.0,900000,3306.0,899324,629.0,47.0,,,,,,,,28.0,,12335848,,18.0,61933,2112.0,,,,,4142374,3600000,2374.0,,1.0,820500,79500,900000,2374.0,,,,,,,,,,,,,,,
2025-05-07T01:30:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,3.0,3.0,843744,45005,11251,,,,,,,,24,12,258788,26.0,,1.0,900000,26.0,899978,21.0,1.0,,,,,,,,21.0,,12285888,,7.0,61878,22.0,,,,,4140071,3600000,71.0,,1.0,826784,73216,900000,71.0,,,,,,,,,,,,,,,
2025-05-07T01:45:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,30.0,30.0,843624,45056,11293,27.0,,,,,,,40,12,261242,2372.0,,1.0,900000,2372.0,899144,767.0,89.0,,,,,,,,28.0,,12331600,,4.0,61923,1838.0,,,,,4143097,3600000,3097.0,,1.0,821070,78930,900000,3097.0,,,,,,,,,,,,,,,
2025-05-07T02:00:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,2.0,2.0,843746,45004,11249,1.0,,,,,,,32,12,258776,18.0,,1.0,900000,18.0,899978,20.0,2.0,,,,,,,,21.0,,12285016,,3.0,61879,22.0,,,,,4140073,3600000,73.0,,1.0,826873,73127,900000,73.0,,,,,,,,,,,,,,,
2025-05-07T02:15:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,11.0,11.0,843691,45026,11266,16.0,1.0,,,,,,48,12,259912,1038.0,,1.0,900000,1038.0,899439,508.0,53.0,,,,,,,,28.0,,12312632,,4.0,61913,942.0,,,,,4141998,3600000,1998.0,,1.0,823421,76579,900000,1998.0,,,,,,,,,,,,,,,
2025-05-07T02:30:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,21.0,21.0,843656,45033,11295,16.0,,,,,,,40,12,260720,1882.0,,1.0,900000,1882.0,898856,1011.0,133.0,,,,,,,,28.0,,12327904,,4.0,61919,1929.0,,,,1.0,4144184,3600000,4184.0,,1.0,821512,78488,900000,4184.0,,1.0,,,,,,,,,,,,,
2025-05-07T02:45:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,6.0,6.0,843738,45005,11255,2.0,,,,,,,32,12,259184,410.0,,1.0,900000,410.0,899849,138.0,13.0,,,,,,,,25.0,,12292672,,11.0,61884,326.0,,,,,4140554,3600000,554.0,,1.0,825915,74085,900000,554.0,,,,,,,,,,,,,,,
2025-05-07T03:00:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,27.0,27.0,843620,45039,11307,32.0,2.0,,,,,,48,12,261273,2399.0,,1.0,900000,2399.0,898828,1045.0,127.0,,,,,,,,28.0,,12338392,,4.0,61923,2133.0,,,,,4144210,3600000,4210.0,,1.0,820181,79819,900000,4210.0,,,,,,,,,,,,,,,
2025-05-07T03:15:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,32.0,32.0,843658,45038,11296,8.0,,,,,,,32,12,261632,2658.0,,1.0,900000,2658.0,899061,847.0,92.0,,,,,,,,28.0,,12329592,,1.0,61953,2134.0,,,,,4143387,3600000,3387.0,,1.0,821282,78718,900000,3387.0,,,,,,,,,,,,,,,
2025-05-07T03:30:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,,,843750,45000,11250,,,,,,,,24,12,258750,,,,900000,,900000,,,,,,,,,,,,12285120,,,61875,,,,,,4140000,3600000,,,,826880,73120,900000,,,,,,,,,,,,,,,,
2025-05-07T03:45:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,1.0,1.0,843748,45002,11249,1.0,,,,,,,32,12,258764,10.0,,1.0,900000,10.0,899990,9.0,1.0,,,,,,,,21.0,,12285896,,,61876,13.0,,,,,4140032,3600000,32.0,,1.0,826783,73217,900000,32.0,,,,,,,,,,,,,,,
2025-05-07T04:00:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,32.0,32.0,843611,45066,11301,22.0,,,,,,,40,12,261938,3060.0,,1.0,900000,3060.0,899500,471.0,29.0,,,,,,,,25.0,,12330280,,6.0,61967,1784.0,,,,,4141766,3600000,1766.0,,1.0,821215,78785,900000,1766.0,,,,,,,,,,,,,,,
2025-05-07T04:15:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,10.0,10.0,843729,45011,11256,4.0,,,,,,,32,12,259296,506.0,,1.0,900000,506.0,899554,400.0,44.0,,1.0,,,1.0,,,71.0,,12296280,,7.0,61899,654.0,,,,,4141656,3600000,1656.0,,1.0,825465,74535,900000,1656.0,,,,,,,,,,,,,,,
2025-05-07T04:30:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,24.0,24.0,843680,45016,11287,17.0,,,,,,,40,12,261072,2226.0,,1.0,900000,2226.0,899322,607.0,71.0,,,,,,,,28.0,,12322712,,2.0,61908,1684.0,,,,,4142457,3600000,2457.0,,1.0,822161,77839,900000,2457.0,,,,,,,,,,,,,,,
2025-05-08T10:00:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,15.0,15.0,839936,44930,11324,144.0,117.0,38.0,341.0,585.0,68.0,2517.0,92,15,340261,81315.0,,1.0,900000,81315.0,896290,1453.0,481.0,155.0,141.0,114.0,7.0,1359.0,,,80.0,2.0,12288832,,8581.0,62358,356.0,,,,,4171852,3600000,31852.0,,1.0,826376,73624,900000,31770.0,,,,,,,,,,,,,,,
2025-05-08T10:15:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,14.0,14.0,843608,45119,11257,10.0,,,,3.0,,3.0,92,12,259972,794.0,,1.0,900000,794.0,899250,563.0,127.0,16.0,6.0,8.0,2.0,28.0,,,80.0,,12289888,,534.0,62073,279.0,,,,,4143237,3600000,3237.0,,1.0,826264,73736,900000,3237.0,,,,,,,,,,,,,,,
2025-05-08T10:30:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,11.0,11.0,843273,45057,11299,44.0,27.0,17.0,46.0,115.0,16.0,106.0,92,12,266937,7819.0,,1.0,900000,7819.0,898268,786.0,665.0,51.0,32.0,25.0,3.0,170.0,,,80.0,1.0,12292656,,1957.0,62141,681.0,,,,,4149707,3600000,9707.0,,1.0,825938,74062,900000,9707.0,,,,,,,,,,,,,,,
2025-05-08T10:45:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,14.0,14.0,842794,45038,11277,45.0,22.0,15.0,76.0,165.0,15.0,553.0,92,12,274640,15662.0,,1.0,900000,15662.0,898973,622.0,169.0,47.0,35.0,30.0,5.0,119.0,,,80.0,,12300256,,2253.0,62003,245.0,,,,,4146245,3600000,6245.0,,1.0,824973,75027,900000,6329.0,,,,,,,,,,,,,,,
2025-05-08T11:00:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,11.0,11.0,841180,45868,11353,129.0,59.0,23.0,142.0,261.0,25.0,960.0,92,13,304226,45096.0,,1.0,900000,45096.0,888300,2434.0,2471.0,484.0,548.0,305.0,39.0,5419.0,,,80.0,7.0,12293296,,17190.0,62051,551.0,,,,,4253068,3600000,113068.0,,2.0,825838,74162,900000,112984.0,,,,,,,,,,,,,,,
2025-05-08T11:15:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,13.0,13.0,843630,45034,11271,16.0,3.0,4.0,9.0,14.0,1.0,18.0,92,12,260589,1703.0,,1.0,900000,1703.0,899137,420.0,136.0,40.0,45.0,19.0,2.0,201.0,,,80.0,,12289704,,1222.0,61970,143.0,,,,,4146370,3600000,6370.0,,1.0,826287,73713,900000,6370.0,,,,,,,,,,,,,,,
2025-05-08T11:30:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,24.0,24.0,843167,45112,11324,72.0,49.0,18.0,41.0,62.0,14.0,141.0,92,12,268182,9076.0,,1.0,900000,9076.0,897823,1101.0,344.0,101.0,69.0,65.0,4.0,493.0,,,80.0,1.0,12327200,,2234.0,62331,1381.0,,,,,4155451,3600000,15451.0,,1.0,821600,78400,900000,15451.0,,,,,,,,,,,,,,,
2025-05-08T11:45:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,9.0,9.0,843693,45035,11254,7.0,,,5.0,3.0,,3.0,92,12,259595,721.0,,1.0,900000,721.0,899383,467.0,101.0,3.0,7.0,1.0,,38.0,,,80.0,,12288752,,343.0,61978,420.0,,,,,4142804,3600000,2804.0,,1.0,826401,73599,900000,2804.0,,,,,,,,,,,,,,,
2025-05-08T12:00:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,45.0,45.0,843370,45071,11306,107.0,13.0,6.0,30.0,49.0,12.0,36.0,92,12,266308,7294.0,,1.0,900000,7294.0,897250,1946.0,265.0,45.0,48.0,29.0,3.0,414.0,,,80.0,1.0,12324392,,1967.0,62905,1904.0,,,,,4154933,3600000,14933.0,,1.0,821931,78069,900000,14933.0,,,,,,,,,,,,,,,
2025-05-08T12:15:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,17.0,17.0,843461,45103,11277,62.0,20.0,11.0,17.0,18.0,2.0,29.0,92,12,262719,3553.0,,1.0,900000,3553.0,898523,762.0,186.0,24.0,34.0,17.0,,454.0,,,80.0,1.0,12295592,,872.0,62803,463.0,,,,,4151061,3600000,11061.0,,1.0,825551,74449,900000,11061.0,,,,,,,,,,,,,,,
2025-05-08T12:30:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,16.0,16.0,843345,45143,11276,32.0,13.0,6.0,27.0,53.0,15.0,90.0,92,12,265043,5769.0,,1.0,900000,5769.0,898100,996.0,357.0,95.0,70.0,62.0,7.0,313.0,,,80.0,1.0,12295520,,1118.0,62531,1058.0,,,,,4151967,3600000,11967.0,,2.0,825580,74420,900000,11967.0,,,,,,,,,,,,,,,
2025-05-08T12:45:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,10.0,10.0,843721,45017,11259,3.0,,,,,,,32,12,259234,424.0,,1.0,900000,424.0,899666,199.0,99.0,1.0,1.0,,,34.0,,,80.0,,12289912,,214.0,61920,275.0,,,,,4141759,3600000,1759.0,,1.0,826266,73734,900000,1759.0,,,,,,,,,,,,,,,
2025-05-08T13:00:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,11.0,11.0,843617,45121,11254,1.0,,,1.0,5.0,,1.0,92,12,259580,378.0,,1.0,900000,378.0,899597,313.0,55.0,,2.0,2.0,1.0,30.0,,,80.0,,12287856,,159.0,62015,169.0,,,,,4141757,3600000,1757.0,,1.0,826518,73482,900000,1757.0,,,,,,,,,,,,,,,
2025-05-08T13:15:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,5.0,5.0,843724,45022,11254,,,,,,,,24,12,259070,236.0,,1.0,900000,236.0,899838,140.0,22.0,,,,,,,,28.0,,12285744,,83.0,61921,164.0,,,,,4140572,3600000,572.0,,1.0,826782,73218,900000,572.0,,,,,,,,,,,,,,,
2025-05-08T13:30:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,9.0,9.0,843678,45060,11253,7.0,1.0,,1.0,,,,64,12,259426,444.0,,1.0,900000,444.0,899648,271.0,71.0,,2.0,,,8.0,,,80.0,,12289576,,221.0,61976,233.0,,,,,4141459,3600000,1459.0,,1.0,826303,73697,900000,1459.0,,,,,,,,,,,,,,,
2025-05-08T13:45:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,10.0,10.0,843541,45174,11259,14.0,1.0,,3.0,3.0,,5.0,92,12,260211,761.0,,1.0,900000,761.0,899327,512.0,141.0,,2.0,2.0,2.0,14.0,,,80.0,,12292384,,191.0,62117,379.0,,,,,4142602,3600000,2602.0,,1.0,825947,74053,900000,2602.0,,,,,,,,,,,,,,,
2025-05-08T14:00:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,14.0,14.0,843631,45113,11251,5.0,,,,,,,32,12,259650,488.0,,1.0,900000,488.0,899610,357.0,27.0,1.0,,3.0,,2.0,,,80.0,,12288392,,220.0,62015,235.0,,,,,4141447,3600000,1447.0,,1.0,826431,73569,900000,1447.0,,,,,,,,,,,,,,,
2025-05-08T14:15:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,28.0,28.0,843496,45200,11282,22.0,,,,,,,40,12,261214,1684.0,,1.0,900000,1684.0,896804,2202.0,987.0,6.0,,,,1.0,,,71.0,1.0,12324664,,187.0,62886,2572.0,,,,,4152374,3600000,12374.0,,2.0,821917,78083,900000,12374.0,,,,,,,,,,,,,,,
2025-05-08T14:30:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,6.0,6.0,843675,45071,11253,1.0,,,,,,,32,12,259372,346.0,,1.0,900000,346.0,899376,555.0,68.0,1.0,,,,,,,35.0,,12292272,,84.0,62084,477.0,,,,,4142098,3600000,2098.0,,1.0,825986,74014,900000,2098.0,,,,,,,,,,,,,,,
2025-05-08T14:45:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,8.0,8.0,843596,45148,11253,3.0,,,,,,,32,12,259480,158.0,,1.0,900000,158.0,899870,90.0,40.0,,,,,,,,28.0,,12285840,,104.0,62043,48.0,,,,,4140508,3600000,508.0,,1.0,826775,73225,900000,508.0,,,,,,,,,,,,,,,
2025-05-08T15:00:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,12.0,12.0,843477,45257,11251,7.0,,,,3.0,,5.0,92,12,260535,849.0,,1.0,900000,849.0,898937,684.0,245.0,7.0,13.0,7.0,,107.0,,,80.0,,12302776,,94.0,62736,496.0,,,,,4145422,3600000,5422.0,,1.0,824653,75347,900000,5422.0,,,,,,,,,,,,,,,
2025-05-08T15:15:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,4.0,4.0,843330,45414,11254,1.0,,,,,,1.0,92,12,260621,263.0,,1.0,900000,263.0,899647,311.0,14.0,1.0,4.0,1.0,,22.0,,,80.0,,12286048,,154.0,62289,62.0,,,,,4141468,3600000,1468.0,,2.0,826744,73256,900000,1468.0,,,,,,,,,,,,,,,
2025-05-08T15:30:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,2.0,2.0,843390,45358,11252,,,,,,,,24,12,260298,124.0,,1.0,900000,124.0,899773,205.0,20.0,,,,,2.0,,,71.0,,12284960,,114.0,62240,6.0,,,,,4140776,3600000,776.0,,1.0,826880,73120,900000,776.0,,,,,,,,,,,,,,,
2025-05-08T15:45:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,5.0,5.0,843089,45659,11251,1.0,,,,,,,32,12,261526,160.0,,1.0,900000,160.0,899896,72.0,30.0,,,,,2.0,,,71.0,,12285728,,132.0,62531,36.0,,,,,4140428,3600000,428.0,,1.0,826779,73221,900000,428.0,,,,,,,,,,,,,,,
2025-05-08T16:00:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,6.0,6.0,843298,45448,11253,1.0,,,,,,,32,12,260700,174.0,,1.0,900000,174.0,899815,165.0,17.0,1.0,,,,2.0,,,71.0,,12287144,,115.0,62321,60.0,,,,,4140663,3600000,663.0,,1.0,826587,73413,900000,663.0,,,,,,,,,,,,,,,
2025-05-08T16:15:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,9.0,9.0,843254,45472,11254,3.0,3.0,,2.0,8.0,,4.0,92,12,261194,636.0,,1.0,900000,636.0,899584,336.0,37.0,2.0,6.0,2.0,,33.0,,,80.0,,12287488,,148.0,62438,224.0,,,,,4141877,3600000,1877.0,,1.0,826564,73436,900000,1877.0,,,,,,,,,,,,,,,
2025-05-08T16:30:00.000-03:00:00,NE-MRBTS-414225,900,900,900,900,2.0,2.0,843048,45665,11248,6.0,2.0,5.0,8.0,6.0,,12.0,92,12,262247,913.0,,1.0,900000,913.0,899673,276.0,26.0,2.0,3.0,,,20.0,,,80.0,,12285120,,227.0,62547,6.0,,,,,4141333,3600000,1333.0,,1.0,826880,73120,900000,1333.0,,,,,,,,,,,,,,,
2025-05-06T14:00:00.000-04:00:00,NE-MRBTS-690501,900,900,900,900,258.0,258.0,690543,30382,11152,5955.0,10293.0,8568.0,4336.0,9000.0,13330.0,116441.0,100,180,8115106,7803322.0,3.0,5.0,900000,7803322.0,774938,60871.0,16629.0,10493.0,6803.0,6147.0,3224.0,2597.0,2317.0,15981.0,100.0,65.0,19203557,1471.0,309388.0,197744,254978.0,33.0,12.0,6.0,25.0,6860013,3600000,2720013.0,5.0,5.0,403613,113542,900000,2720646.0,49.0,27.0,,,,,,,22.0,25.0,7.0,7.0,3.0,,382845.0
2025-05-06T14:15:00.000-04:00:00,NE-MRBTS-690501,900,900,900,900,267.0,267.0,613006,32001,21945,13139.0,15862.0,13861.0,6446.0,11816.0,17139.0,154785.0,100,242,10898128,10586828.0,4.0,5.0,900000,10586828.0,779827,30214.0,16492.0,15705.0,9275.0,9491.0,7190.0,4572.0,3903.0,23331.0,100.0,74.0,18497386,2062.0,328551.0,153233,264481.0,62.0,7.0,4.0,7.0,7203536,3600000,3063536.0,3.0,5.0,321124,131947,900000,3062583.0,69.0,11.0,,,,,,,38.0,36.0,6.0,2.0,2.0,,446929.0
2025-05-06T14:30:00.000-04:00:00,NE-MRBTS-690501,900,900,900,900,301.0,301.0,702439,36421,14873,11004.0,13091.0,8892.0,4716.0,11004.0,12539.0,85021.0,100,153,6869033,6558173.0,3.0,5.0,900000,6558173.0,837175,23624.0,11385.0,7624.0,3855.0,3963.0,2288.0,1408.0,1237.0,7441.0,100.0,37.0,18078247,582.0,267143.0,120968,166489.0,33.0,6.0,,1.0,5692835,3600000,1552835.0,2.0,5.0,380812,90568,900000,1553646.0,33.0,7.0,1.0,,,,,1.0,22.0,23.0,4.0,4.0,,1.0,428620.0
2025-05-06T15:00:00.000-04:00:00,NE-MRBTS-690501,900,900,900,900,284.0,284.0,691758,26864,10719,11675.0,16177.0,9010.0,4336.0,13002.0,15438.0,101021.0,100,173,7781695,7467715.0,3.0,5.0,900000,7467715.0,793378,45909.0,20659.0,12334.0,6564.0,5560.0,3240.0,1903.0,1618.0,8835.0,100.0,50.0,19653177,1114.0,239461.0,112982,258426.0,46.0,10.0,1.0,3.0,6235411,3600000,2095411.0,3.0,5.0,345299,155401,900000,2095365.0,46.0,14.0,,,,,,,11.0,13.0,2.0,4.0,,,399300.0
2025-05-06T15:15:00.000-04:00:00,NE-MRBTS-690501,900,900,900,900,234.0,234.0,704005,22441,7717,14524.0,15632.0,6950.0,2360.0,12850.0,13992.0,99529.0,100,166,7463385,7151897.0,3.0,4.0,900000,7151897.0,775081,44171.0,32756.0,23404.0,9116.0,4880.0,1891.0,1152.0,999.0,6550.0,100.0,55.0,18721008,2253.0,192355.0,107034,338290.0,20.0,5.0,1.0,32.0,6431548,3600000,2291548.0,4.0,5.0,289769,154262,900000,2291578.0,35.0,23.0,,,,,,,8.0,6.0,4.0,2.0,,,455969.0
2025-05-06T15:30:00.000-04:00:00,NE-MRBTS-690501,900,900,900,900,288.0,288.0,749717,24911,7296,9229.0,16169.0,7691.0,3052.0,8507.0,10339.0,63089.0,100,119,5356473,5044069.0,2.0,5.0,900000,5044069.0,823785,25938.0,13417.0,9989.0,4388.0,4458.0,2476.0,1836.0,1815.0,11898.0,100.0,44.0,20315052,336.0,136258.0,117462,233807.0,9.0,9.0,3.0,9.0,5982020,3600000,1842020.0,2.0,4.0,351351,172523,900000,1842741.0,21.0,9.0,,,,,,,4.0,12.0,2.0,6.0,3.0,1.0,376126.0
2025-05-06T16:00:00.000-04:00:00,NE-MRBTS-690501,900,900,900,900,276.0,276.0,856764,18716,2702,1455.0,1492.0,929.0,399.0,1099.0,1427.0,15017.0,100,31,1411806,1099322.0,1.0,4.0,900000,1099322.0,867415,20194.0,4460.0,2098.0,911.0,960.0,617.0,304.0,298.0,2743.0,100.0,20.0,14491159,78.0,71343.0,105827,133414.0,3.0,2.0,3.0,,4985011,3600000,845011.0,2.0,5.0,242825,48614,900000,844989.0,7.0,1.0,,,,,,,3.0,6.0,1.0,1.0,3.0,,608561.0
2025-05-06T16:15:00.000-04:00:00,NE-MRBTS-690501,900,900,900,900,227.0,227.0,873238,16618,2294,934.0,1042.0,719.0,303.0,656.0,462.0,3734.0,100,16,737061,427177.0,,4.0,900000,427177.0,883303,7844.0,2977.0,1484.0,629.0,787.0,466.0,255.0,298.0,1957.0,100.0,11.0,12625099,18.0,39262.0,77484,68973.0,4.0,1.0,,,4610850,3600000,470850.0,1.0,3.0,177310,23883,900000,470842.0,3.0,2.0,,,,,,,3.0,2.0,1.0,,,,698807.0
2025-05-06T16:30:00.000-04:00:00,NE-MRBTS-690501,900,900,900,900,143.0,143.0,876145,16656,1980,641.0,685.0,414.0,164.0,336.0,384.0,2595.0,100,14,645539,336987.0,,4.0,900000,336987.0,881086,8687.0,3523.0,2779.0,931.0,934.0,352.0,244.0,184.0,1280.0,100.0,12.0,11257717,17.0,78239.0,80393,48329.0,4.0,,,,4670753,3600000,530753.0,1.0,3.0,120670,9909,900000,530741.0,4.0,,,,,,,,1.0,1.0,,,,,769421.0
2025-05-06T16:45:00.000-04:00:00,NE-MRBTS-690501,900,900,900,900,151.0,151.0,867314,14904,1764,822.0,1068.0,1073.0,753.0,1278.0,1361.0,9663.0,100,24,1072110,763602.0,,3.0,900000,763602.0,888051,3423.0,1514.0,1392.0,908.0,1581.0,815.0,348.0,299.0,1669.0,100.0,8.0,10639005,12.0,39214.0,74474,32512.0,,,,,4492508,3600000,352508.0,1.0,3.0,74097,13741,900000,352508.0,,,,,,,,,,,,,,,812162.0
2025-05-06T17:00:00.000-04:00:00,NE-MRBTS-690501,900,900,900,900,111.0,111.0,828893,21213,5744,3984.0,4684.0,3392.0,1868.0,3566.0,3757.0,22899.0,100,51,2294069,1986149.0,1.0,4.0,900000,1986149.0,835889,34137.0,11184.0,5101.0,2590.0,2663.0,2081.0,1289.0,945.0,4121.0,100.0,31.0,12475499,165.0,193555.0,99063,74464.0,6.0,1.0,,1.0,5458917,3600000,1318917.0,2.0,4.0,180599,17755,900000,1318960.0,4.0,4.0,,,,,,,3.0,2.0,1.0,,,,701646.0
2025-05-06T17:15:00.000-04:00:00,NE-MRBTS-690501,900,900,900,900,96.0,96.0,847692,21196,2877,1224.0,1600.0,1320.0,625.0,1647.0,2045.0,19774.0,100,38,1727099,1415667.0,1.0,4.0,900000,1415667.0,775469,81798.0,23606.0,8829.0,4229.0,2491.0,1138.0,561.0,420.0,1459.0,100.0,45.0,16271599,274.0,103139.0,105441,301125.0,1.0,,1.0,9.0,6038164,3600000,1898164.0,4.0,4.0,266938,90927,900000,1898121.0,6.0,5.0,,,,,,,,1.0,,,1.0,,542135.0
2025-05-06T17:30:00.000-04:00:00,NE-MRBTS-690501,900,900,900,900,121.0,121.0,875332,15277,1636,759.0,1094.0,836.0,403.0,881.0,581.0,3201.0,100,16,700477,392889.0,,5.0,900000,392889.0,876895,9013.0,5010.0,3011.0,1196.0,1425.0,1076.0,510.0,486.0,1378.0,100.0,13.0,10575243,14.0,58929.0,80995,40159.0,1.0,,,,4691836,3600000,551836.0,1.0,3.0,84480,6827,900000,551856.0,,1.0,,,,,,,1.0,,1.0,,,,808693.0
