createAt,manageObject,M8029C207,M8029C209,M8029C210,M8029C211,M8029C31,M8029C32,M8029C186,M8029C187,M8029C188,M8029C189,M8029C190,M8029C191,M8029C192,M8029C193,M8029C194,M8029C196,M8029C198,M8029C199,M8029C200,M8029C201,M8029C202,M8029C203,M8029C204,M8029C205,M8029C224,M8029C195,M8029C197,M8029C208
2025-05-07T05:00:00.000-03:00:00,NE-MRBTS-690204,8.0,153.0,571.0,100,94.0,337.0,18670.0,10275.0,4086.0,2394.0,3012.0,2424.0,1101.0,656.0,9.0,1.0,15662.0,7849.0,2984.0,1740.0,2931.0,2378.0,1089.0,643.0,90000,2.0,5.0,11.0
2025-05-07T05:15:00.000-03:00:00,NE-MRBTS-690204,8.0,183.0,1111.0,100,94.0,402.0,16302.0,11180.0,8766.0,7357.0,1438.0,1455.0,1820.0,1099.0,2.0,4.0,14861.0,9726.0,6947.0,6257.0,1399.0,1434.0,1797.0,1079.0,90000,2.0,1.0,14.0
2025-05-07T05:30:00.000-03:00:00,NE-MRBTS-690204,9.0,191.0,862.0,100,63.0,350.0,35637.0,40611.0,41742.0,50888.0,1988.0,2167.0,3644.0,6885.0,12.0,3.0,33648.0,38435.0,38095.0,43997.0,1916.0,2131.0,3626.0,6867.0,90000,5.0,6.0,17.0
2025-05-07T06:00:00.000-03:00:00,NE-MRBTS-690204,8.0,181.0,616.0,100,124.0,421.0,152781.0,94304.0,47605.0,33215.0,4750.0,18797.0,14714.0,5097.0,18.0,15.0,148022.0,75506.0,32887.0,28108.0,4701.0,18764.0,14687.0,5087.0,90000,29.0,7.0,
2025-05-07T06:15:00.000-03:00:00,NE-MRBTS-690204,7.0,200.0,1145.0,100,118.0,566.0,31998.0,21348.0,16086.0,19082.0,3237.0,3146.0,2282.0,2002.0,6.0,5.0,28752.0,18203.0,13803.0,17074.0,3192.0,3100.0,2244.0,1971.0,90000,13.0,5.0,14.0
2025-05-07T06:30:00.000-03:00:00,NE-MRBTS-690204,8.0,267.0,1193.0,100,123.0,670.0,91046.0,67368.0,39517.0,35559.0,6768.0,8213.0,7149.0,6658.0,16.0,8.0,84254.0,59143.0,32360.0,28888.0,6708.0,8155.0,7096.0,6605.0,90000,12.0,6.0,17.0
2025-05-07T07:00:00.000-03:00:00,NE-MRBTS-690204,9.0,335.0,1224.0,100,102.0,652.0,9143.0,4022.0,1826.0,1167.0,1695.0,1002.0,507.0,330.0,7.0,5.0,7447.0,3010.0,1323.0,831.0,1647.0,965.0,470.0,321.0,90000,6.0,3.0,15.0
2025-05-07T07:15:00.000-03:00:00,NE-MRBTS-690204,8.0,362.0,1269.0,100,178.0,779.0,117970.0,52080.0,46084.0,35504.0,3077.0,5351.0,15765.0,5800.0,14.0,5.0,114888.0,46725.0,30312.0,29696.0,3049.0,5336.0,15747.0,5789.0,90000,9.0,10.0,21.0
2025-05-07T07:30:00.000-03:00:00,NE-MRBTS-690204,9.0,360.0,1709.0,100,190.0,806.0,211353.0,118423.0,81832.0,23218.0,7459.0,23269.0,19731.0,4456.0,13.0,29.0,203881.0,95141.0,62065.0,18748.0,7431.0,23218.0,19697.0,4449.0,90000,47.0,6.0,18.0
2025-05-07T08:00:00.000-03:00:00,NE-MRBTS-690204,8.0,345.0,1332.0,100,216.0,699.0,97759.0,63815.0,31245.0,20378.0,4119.0,13589.0,8435.0,2077.0,10.0,18.0,93629.0,50214.0,22800.0,18296.0,4088.0,13532.0,8393.0,2059.0,90000,31.0,4.0,20.0
2025-05-07T08:15:00.000-03:00:00,NE-MRBTS-690204,7.0,316.0,1155.0,100,221.0,679.0,18987.0,25877.0,34452.0,49617.0,1228.0,1876.0,2268.0,4851.0,4.0,9.0,17747.0,23972.0,32173.0,44760.0,1208.0,1840.0,2250.0,4835.0,90000,9.0,2.0,19.0
2025-05-07T08:30:00.000-03:00:00,NE-MRBTS-690204,8.0,333.0,1341.0,100,192.0,695.0,9462.0,19940.0,29903.0,30412.0,283.0,810.0,2163.0,2831.0,,5.0,9179.0,19128.0,27737.0,27574.0,283.0,801.0,2157.0,2821.0,90000,1.0,6.0,11.0
2025-05-07T09:00:00.000-03:00:00,NE-MRBTS-690204,8.0,356.0,1035.0,100,183.0,688.0,107.0,71.0,41.0,25.0,14.0,17.0,9.0,7.0,2.0,,82.0,54.0,32.0,18.0,13.0,16.0,7.0,5.0,90000,,,14.0
2025-05-07T09:15:00.000-03:00:00,NE-MRBTS-690204,8.0,342.0,1057.0,100,169.0,687.0,111.0,81.0,86.0,38.0,14.0,12.0,11.0,4.0,1.0,,93.0,67.0,69.0,34.0,14.0,12.0,10.0,4.0,90000,,,7.0
2025-05-07T09:30:00.000-03:00:00,NE-MRBTS-690204,8.0,307.0,910.0,100,106.0,667.0,95.0,187.0,156.0,100.0,4.0,5.0,5.0,9.0,1.0,1.0,87.0,178.0,147.0,91.0,4.0,5.0,5.0,9.0,90000,1.0,,14.0
2025-05-07T10:00:00.000-03:00:00,NE-MRBTS-690204,7.0,334.0,1217.0,100,124.0,635.0,69.0,80.0,65.0,18.0,7.0,7.0,4.0,2.0,,,62.0,73.0,61.0,16.0,5.0,7.0,4.0,2.0,90000,,,10.0
2025-05-07T10:15:00.000-03:00:00,NE-MRBTS-690204,8.0,349.0,1066.0,100,115.0,635.0,19.0,38.0,30.0,23.0,1.0,3.0,3.0,4.0,,,18.0,31.0,27.0,19.0,1.0,3.0,3.0,4.0,90000,1.0,,17.0
2025-05-07T10:30:00.000-03:00:00,NE-MRBTS-690204,8.0,344.0,983.0,100,143.0,664.0,47.0,68.0,72.0,54.0,5.0,7.0,18.0,17.0,,,42.0,61.0,52.0,34.0,5.0,7.0,16.0,10.0,90000,,1.0,12.0
2025-05-07T11:00:00.000-03:00:00,NE-MRBTS-690204,8.0,332.0,1374.0,100,81.0,629.0,,,,,,,,,,,,,,,,,,,90000,,,
2025-05-07T11:15:00.000-03:00:00,NE-MRBTS-690204,9.0,358.0,1458.0,100,84.0,562.0,,,,,,,,,,,,,,,,,,,90000,,,6.0
2025-05-07T11:30:00.000-03:00:00,NE-MRBTS-690204,8.0,335.0,1360.0,100,78.0,569.0,,,,,,,,,,,,,,,,,,,90000,,,
2025-05-07T12:00:00.000-03:00:00,NE-MRBTS-690204,8.0,340.0,1022.0,100,105.0,585.0,6.0,6.0,15.0,13.0,1.0,1.0,5.0,3.0,,,5.0,5.0,10.0,10.0,1.0,1.0,3.0,3.0,90000,,,16.0
2025-05-07T12:15:00.000-03:00:00,NE-MRBTS-690204,8.0,339.0,1393.0,100,115.0,613.0,34.0,77.0,63.0,59.0,7.0,9.0,10.0,15.0,,1.0,27.0,61.0,49.0,44.0,5.0,7.0,6.0,12.0,90000,2.0,,11.0
2025-05-07T12:30:00.000-03:00:00,NE-MRBTS-690204,8.0,312.0,1477.0,100,107.0,646.0,16.0,21.0,21.0,4.0,,6.0,8.0,1.0,,,16.0,15.0,13.0,3.0,,5.0,4.0,1.0,90000,,,13.0
2025-05-07T13:00:00.000-03:00:00,NE-MRBTS-690204,7.0,337.0,1168.0,100,140.0,654.0,30.0,39.0,51.0,24.0,,2.0,10.0,1.0,,,30.0,37.0,41.0,23.0,,2.0,10.0,1.0,90000,,,10.0
2025-05-07T13:15:00.000-03:00:00,NE-MRBTS-690204,8.0,351.0,997.0,100,127.0,674.0,65.0,76.0,59.0,35.0,8.0,6.0,2.0,2.0,1.0,1.0,53.0,63.0,50.0,29.0,6.0,5.0,2.0,2.0,90000,2.0,1.0,19.0
2025-05-07T13:30:00.000-03:00:00,NE-MRBTS-690204,7.0,300.0,1455.0,100,130.0,692.0,48.0,47.0,30.0,8.0,2.0,5.0,1.0,1.0,,1.0,46.0,42.0,25.0,7.0,2.0,3.0,1.0,1.0,90000,,,16.0
2025-05-07T14:00:00.000-03:00:00,NE-MRBTS-690204,7.0,314.0,1188.0,100,98.0,614.0,5.0,8.0,12.0,,1.0,4.0,6.0,,,,4.0,4.0,6.0,,1.0,3.0,3.0,,90000,,,5.0
2025-05-07T14:15:00.000-03:00:00,NE-MRBTS-690204,8.0,322.0,791.0,100,114.0,608.0,3.0,14.0,17.0,9.0,,3.0,2.0,1.0,,,3.0,11.0,15.0,4.0,,2.0,2.0,1.0,90000,,1.0,9.0
2025-05-07T14:30:00.000-03:00:00,NE-MRBTS-690204,8.0,316.0,1026.0,100,104.0,549.0,26.0,25.0,24.0,6.0,7.0,11.0,10.0,1.0,,,19.0,14.0,14.0,5.0,6.0,8.0,8.0,1.0,90000,,,10.0
2025-05-07T15:00:00.000-03:00:00,NE-MRBTS-690204,8.0,335.0,1046.0,100,79.0,600.0,2.0,7.0,1.0,2.0,1.0,2.0,,1.0,,,1.0,5.0,1.0,1.0,1.0,2.0,,1.0,90000,,,10.0
2025-05-07T15:15:00.000-03:00:00,NE-MRBTS-690204,8.0,327.0,871.0,100,95.0,607.0,,,,2.0,,,,1.0,,,,,,1.0,,,,1.0,90000,,,
2025-05-07T15:30:00.000-03:00:00,NE-MRBTS-690204,8.0,326.0,796.0,100,78.0,579.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,,90000,,,
2025-05-07T16:00:00.000-03:00:00,NE-MRBTS-690204,8.0,295.0,1081.0,100,113.0,569.0,21.0,33.0,34.0,34.0,,1.0,,1.0,,,21.0,32.0,34.0,33.0,,1.0,,1.0,90000,,,15.0
2025-05-07T16:15:00.000-03:00:00,NE-MRBTS-690204,9.0,284.0,916.0,100,84.0,526.0,17.0,46.0,50.0,32.0,3.0,1.0,2.0,1.0,,1.0,14.0,37.0,44.0,31.0,3.0,1.0,2.0,1.0,90000,2.0,,16.0
2025-05-07T16:30:00.000-03:00:00,NE-MRBTS-690204,7.0,260.0,770.0,100,83.0,489.0,48.0,98.0,100.0,63.0,,4.0,4.0,2.0,1.0,,45.0,94.0,96.0,61.0,,2.0,3.0,2.0,90000,,,17.0
2025-05-07T17:00:00.000-03:00:00,NE-MRBTS-690204,8.0,211.0,910.0,100,63.0,430.0,17.0,30.0,36.0,15.0,,1.0,4.0,,,2.0,13.0,25.0,25.0,15.0,,1.0,4.0,,90000,1.0,,23.0
2025-05-07T17:15:00.000-03:00:00,NE-MRBTS-690204,8.0,224.0,731.0,100,74.0,399.0,31.0,66.0,61.0,102.0,1.0,3.0,1.0,3.0,,1.0,30.0,59.0,54.0,96.0,1.0,3.0,1.0,3.0,90000,1.0,1.0,18.0
2025-05-07T17:30:00.000-03:00:00,NE-MRBTS-690204,9.0,221.0,1216.0,100,46.0,418.0,112.0,170.0,196.0,180.0,1.0,16.0,26.0,12.0,1.0,3.0,107.0,154.0,163.0,168.0,1.0,16.0,19.0,12.0,90000,,,17.0
2025-05-07T18:00:00.000-03:00:00,NE-MRBTS-690204,8.0,210.0,981.0,100,84.0,446.0,56.0,48.0,38.0,39.0,22.0,2.0,3.0,5.0,,,34.0,42.0,34.0,31.0,14.0,2.0,3.0,5.0,90000,1.0,,13.0
2025-05-07T18:15:00.000-03:00:00,NE-MRBTS-690204,8.0,241.0,1048.0,100,85.0,484.0,14.0,44.0,74.0,85.0,3.0,,14.0,,,1.0,11.0,44.0,53.0,46.0,2.0,,14.0,,90000,,5.0,26.0
2025-05-07T18:30:00.000-03:00:00,NE-MRBTS-690204,8.0,228.0,950.0,100,78.0,426.0,3.0,2.0,2.0,2.0,1.0,,,,,,2.0,2.0,2.0,2.0,1.0,,,,90000,,,8.0
2025-05-07T19:00:00.000-03:00:00,NE-MRBTS-690204,8.0,247.0,1082.0,100,47.0,409.0,4.0,2.0,,,,,,,,,4.0,2.0,,,,,,,90000,,,13.0
2025-05-07T19:15:00.000-03:00:00,NE-MRBTS-690204,7.0,210.0,1305.0,100,48.0,391.0,4.0,8.0,1.0,2.0,,,,,,,4.0,8.0,1.0,2.0,,,,,90000,,,12.0
2025-05-07T19:30:00.000-03:00:00,NE-MRBTS-690204,9.0,283.0,1276.0,100,54.0,489.0,12.0,13.0,8.0,4.0,2.0,2.0,1.0,1.0,,,10.0,11.0,7.0,3.0,2.0,2.0,1.0,1.0,90000,,,18.0
2025-05-07T20:00:00.000-03:00:00,NE-MRBTS-690204,9.0,185.0,943.0,100,55.0,361.0,5.0,7.0,5.0,2.0,1.0,1.0,1.0,,,,4.0,6.0,4.0,2.0,1.0,1.0,1.0,,90000,,,10.0
2025-05-07T20:15:00.000-03:00:00,NE-MRBTS-690204,9.0,196.0,1995.0,100,38.0,388.0,2.0,4.0,13.0,3.0,,,,,,,2.0,4.0,13.0,3.0,,,,,90000,,,23.0
2025-05-07T20:30:00.000-03:00:00,NE-MRBTS-690204,9.0,187.0,1946.0,100,44.0,377.0,4.0,5.0,7.0,7.0,,,1.0,,,,4.0,5.0,6.0,7.0,,,1.0,,90000,,,18.0
2025-05-07T21:00:00.000-03:00:00,NE-MRBTS-690204,9.0,203.0,1973.0,100,19.0,373.0,,3.0,3.0,,,,1.0,,,,,3.0,2.0,,,,1.0,,90000,,,
2025-05-07T21:15:00.000-03:00:00,NE-MRBTS-690204,8.0,190.0,1792.0,100,24.0,381.0,1.0,,,,,,,,,,1.0,,,,,,,,90000,,,15.0
2025-05-07T21:30:00.000-03:00:00,NE-MRBTS-690204,6.0,153.0,1392.0,100,34.0,346.0,,,,,,,,,,,,,,,,,,,90000,,,22.0
2025-05-07T22:00:00.000-03:00:00,NE-MRBTS-690204,8.0,196.0,1560.0,100,47.0,402.0,4.0,11.0,12.0,5.0,1.0,1.0,,,,,3.0,10.0,12.0,5.0,1.0,1.0,,,90000,,,16.0
2025-05-07T22:15:00.000-03:00:00,NE-MRBTS-690204,8.0,216.0,1521.0,100,49.0,441.0,2.0,2.0,1.0,1.0,,,,,,,2.0,2.0,1.0,1.0,,,,,90000,,,11.0
2025-05-07T22:30:00.000-03:00:00,NE-MRBTS-690204,6.0,171.0,1430.0,100,57.0,431.0,58.0,87.0,67.0,42.0,5.0,13.0,7.0,3.0,,,53.0,74.0,60.0,39.0,4.0,10.0,7.0,1.0,90000,,,19.0
2025-05-07T23:00:00.000-03:00:00,NE-MRBTS-690204,8.0,253.0,1947.0,100,85.0,521.0,29.0,64.0,47.0,57.0,,3.0,1.0,10.0,,,29.0,57.0,46.0,47.0,,2.0,1.0,5.0,90000,1.0,,15.0
2025-05-07T23:15:00.000-03:00:00,NE-MRBTS-690204,9.0,269.0,1485.0,100,88.0,529.0,74.0,94.0,111.0,104.0,1.0,1.0,5.0,8.0,1.0,2.0,69.0,89.0,98.0,88.0,1.0,1.0,4.0,4.0,90000,1.0,2.0,15.0
2025-05-07T23:30:00.000-03:00:00,NE-MRBTS-690204,8.0,276.0,1318.0,100,87.0,502.0,178.0,231.0,215.0,129.0,17.0,5.0,8.0,20.0,1.0,2.0,157.0,220.0,199.0,103.0,12.0,5.0,8.0,19.0,90000,2.0,1.0,18.0
2025-05-08T00:00:00.000-03:00:00,NE-MRBTS-690204,9.0,230.0,1135.0,100,88.0,474.0,39.0,28.0,28.0,28.0,1.0,,2.0,1.0,2.0,1.0,30.0,28.0,23.0,16.0,1.0,,2.0,1.0,90000,,3.0,16.0
2025-05-08T00:15:00.000-03:00:00,NE-MRBTS-690204,9.0,244.0,1201.0,100,89.0,517.0,94.0,121.0,95.0,55.0,5.0,20.0,19.0,8.0,1.0,,85.0,93.0,76.0,43.0,5.0,20.0,19.0,8.0,90000,2.0,1.0,18.0
2025-05-08T00:30:00.000-03:00:00,NE-MRBTS-690204,9.0,208.0,794.0,100,90.0,447.0,26.0,64.0,43.0,55.0,2.0,3.0,2.0,10.0,,,24.0,53.0,41.0,45.0,2.0,3.0,2.0,10.0,90000,2.0,,17.0
2025-05-08T01:00:00.000-03:00:00,NE-MRBTS-690204,8.0,208.0,1171.0,100,88.0,448.0,21.0,21.0,49.0,21.0,,,2.0,1.0,,1.0,21.0,21.0,44.0,20.0,,,2.0,1.0,90000,,,20.0
2025-05-08T01:15:00.000-03:00:00,NE-MRBTS-690204,8.0,220.0,1067.0,100,81.0,474.0,43.0,54.0,57.0,30.0,2.0,4.0,2.0,1.0,,,41.0,50.0,55.0,29.0,2.0,4.0,2.0,1.0,90000,,,17.0
2025-05-08T01:30:00.000-03:00:00,NE-MRBTS-690204,6.0,216.0,826.0,100,109.0,494.0,162.0,186.0,184.0,196.0,11.0,20.0,24.0,28.0,,1.0,151.0,162.0,156.0,169.0,11.0,18.0,20.0,24.0,90000,1.0,1.0,19.0
2025-05-08T02:00:00.000-03:00:00,NE-MRBTS-690204,8.0,170.0,751.0,100,82.0,442.0,21.0,54.0,37.0,26.0,5.0,4.0,2.0,2.0,1.0,,17.0,50.0,35.0,24.0,1.0,4.0,2.0,2.0,90000,,,14.0
2025-05-08T02:15:00.000-03:00:00,NE-MRBTS-690204,9.0,178.0,1042.0,100,94.0,454.0,47.0,83.0,85.0,65.0,4.0,4.0,9.0,4.0,,,43.0,79.0,76.0,61.0,4.0,4.0,9.0,4.0,90000,,,19.0
2025-05-08T02:30:00.000-03:00:00,NE-MRBTS-690204,8.0,198.0,881.0,100,77.0,460.0,45.0,21.0,12.0,2.0,16.0,3.0,4.0,1.0,,,29.0,18.0,8.0,1.0,10.0,2.0,4.0,1.0,90000,,,10.0
2025-05-08T03:00:00.000-03:00:00,NE-MRBTS-690204,8.0,182.0,1020.0,100,82.0,422.0,14.0,18.0,8.0,2.0,1.0,1.0,2.0,,,,13.0,17.0,6.0,2.0,1.0,1.0,2.0,,90000,,,
2025-05-08T03:15:00.000-03:00:00,NE-MRBTS-690204,8.0,224.0,962.0,100,69.0,443.0,10.0,10.0,4.0,,3.0,6.0,2.0,,,,7.0,5.0,2.0,,3.0,2.0,2.0,,90000,1.0,,
2025-05-08T03:30:00.000-03:00:00,NE-MRBTS-690204,8.0,206.0,809.0,100,84.0,445.0,64.0,40.0,60.0,22.0,23.0,14.0,36.0,9.0,,5.0,41.0,27.0,29.0,13.0,12.0,11.0,15.0,9.0,90000,1.0,,14.0
2025-05-08T04:00:00.000-03:00:00,NE-MRBTS-690204,8.0,221.0,517.0,100,60.0,391.0,,,,,,,,,,,,,,,,,,,90000,,,
2025-05-08T04:15:00.000-03:00:00,NE-MRBTS-690204,9.0,250.0,632.0,100,65.0,470.0,,,,,,,,,,,,,,,,,,,90000,,,
2025-05-08T04:30:00.000-03:00:00,NE-MRBTS-690204,8.0,238.0,757.0,100,64.0,478.0,,,,,,,,,,,,,,,,,,,90000,,,
2025-05-08T05:00:00.000-03:00:00,NE-MRBTS-690204,9.0,193.0,767.0,100,39.0,386.0,,,,,,,,,,,,,,,,,,,90000,,,
2025-05-08T05:15:00.000-03:00:00,NE-MRBTS-690204,8.0,188.0,656.0,100,49.0,401.0,,,,,,,,,,,,,,,,,,,90000,,,
2025-05-08T05:30:00.000-03:00:00,NE-MRBTS-690204,9.0,215.0,1147.0,100,42.0,419.0,148.0,213.0,184.0,233.0,22.0,31.0,23.0,19.0,,1.0,126.0,182.0,157.0,214.0,20.0,28.0,23.0,15.0,90000,,,23.0
2025-05-08T06:00:00.000-03:00:00,NE-MRBTS-690204,8.0,205.0,1523.0,100,83.0,414.0,149.0,300.0,186.0,186.0,16.0,44.0,23.0,28.0,,,129.0,247.0,163.0,159.0,14.0,41.0,23.0,23.0,90000,2.0,1.0,11.0
2025-05-08T06:15:00.000-03:00:00,NE-MRBTS-690204,7.0,190.0,2625.0,100,69.0,528.0,69.0,47.0,34.0,8.0,21.0,3.0,7.0,1.0,2.0,,50.0,44.0,27.0,7.0,14.0,3.0,6.0,1.0,90000,,,13.0
2025-05-08T06:30:00.000-03:00:00,NE-MRBTS-690204,8.0,198.0,1260.0,100,88.0,519.0,119.0,175.0,156.0,101.0,22.0,44.0,53.0,28.0,1.0,2.0,98.0,131.0,103.0,73.0,19.0,32.0,44.0,21.0,90000,1.0,,15.0
2025-05-08T07:00:00.000-03:00:00,NE-MRBTS-690204,8.0,259.0,2037.0,100,94.0,570.0,78.0,95.0,63.0,78.0,42.0,33.0,13.0,23.0,4.0,2.0,40.0,63.0,42.0,48.0,17.0,16.0,7.0,10.0,90000,3.0,3.0,19.0
2025-05-08T07:15:00.000-03:00:00,NE-MRBTS-690204,8.0,319.0,2050.0,100,122.0,617.0,164.0,160.0,163.0,172.0,48.0,32.0,26.0,28.0,,1.0,115.0,126.0,133.0,133.0,41.0,29.0,20.0,24.0,90000,,3.0,23.0
2025-05-08T07:30:00.000-03:00:00,NE-MRBTS-690204,9.0,316.0,1571.0,100,119.0,633.0,70.0,114.0,97.0,117.0,14.0,24.0,15.0,16.0,,,56.0,87.0,82.0,97.0,12.0,23.0,14.0,13.0,90000,1.0,,26.0
2025-05-08T08:00:00.000-03:00:00,NE-MRBTS-690204,8.0,360.0,1642.0,100,150.0,642.0,143.0,581.0,585.0,586.0,33.0,54.0,64.0,52.0,1.0,16.0,106.0,515.0,477.0,506.0,23.0,38.0,43.0,41.0,90000,8.0,7.0,15.0
2025-05-08T08:15:00.000-03:00:00,NE-MRBTS-690204,8.0,323.0,2511.0,100,126.0,651.0,21.0,18.0,43.0,73.0,5.0,1.0,1.0,1.0,1.0,,12.0,17.0,42.0,72.0,4.0,1.0,1.0,1.0,90000,,,17.0
2025-05-08T08:30:00.000-03:00:00,NE-MRBTS-690204,8.0,343.0,1330.0,100,96.0,674.0,27.0,24.0,26.0,48.0,10.0,3.0,4.0,9.0,,1.0,17.0,21.0,18.0,39.0,10.0,3.0,1.0,7.0,90000,,,20.0
2025-05-08T09:00:00.000-03:00:00,NE-MRBTS-690204,8.0,293.0,994.0,100,128.0,582.0,53.0,133.0,112.0,145.0,10.0,8.0,6.0,17.0,,,41.0,121.0,106.0,128.0,10.0,7.0,6.0,17.0,90000,1.0,,21.0
2025-05-08T09:15:00.000-03:00:00,NE-MRBTS-690204,7.0,289.0,908.0,100,105.0,634.0,160.0,282.0,230.0,201.0,64.0,85.0,54.0,30.0,6.0,1.0,97.0,202.0,175.0,168.0,35.0,53.0,44.0,24.0,90000,5.0,2.0,17.0
2025-05-08T09:30:00.000-03:00:00,NE-MRBTS-690204,8.0,320.0,971.0,100,109.0,612.0,243.0,406.0,209.0,183.0,15.0,48.0,29.0,28.0,,1.0,228.0,354.0,175.0,148.0,11.0,39.0,27.0,28.0,90000,1.0,,22.0
2025-05-08T10:00:00.000-03:00:00,NE-MRBTS-690204,8.0,325.0,1055.0,100,83.0,581.0,3.0,19.0,9.0,14.0,,,,5.0,,,3.0,19.0,9.0,9.0,,,,2.0,90000,,,22.0
2025-05-08T10:15:00.000-03:00:00,NE-MRBTS-690204,8.0,314.0,904.0,100,124.0,570.0,22.0,40.0,44.0,15.0,5.0,7.0,6.0,6.0,,,17.0,32.0,37.0,9.0,2.0,4.0,2.0,2.0,90000,,,12.0
2025-05-08T10:30:00.000-03:00:00,NE-MRBTS-690204,8.0,298.0,1292.0,100,119.0,613.0,61.0,44.0,36.0,23.0,15.0,8.0,6.0,9.0,1.0,1.0,47.0,34.0,26.0,15.0,12.0,5.0,6.0,6.0,90000,,1.0,12.0
2025-05-08T11:00:00.000-03:00:00,NE-MRBTS-690204,8.0,289.0,1024.0,100,106.0,567.0,317.0,776.0,620.0,252.0,7.0,33.0,60.0,44.0,1.0,1.0,306.0,736.0,554.0,207.0,7.0,32.0,59.0,44.0,90000,,,19.0
2025-05-08T11:15:00.000-03:00:00,NE-MRBTS-690204,7.0,299.0,932.0,100,83.0,500.0,198.0,228.0,173.0,144.0,79.0,58.0,50.0,66.0,3.0,1.0,122.0,171.0,124.0,79.0,53.0,47.0,45.0,51.0,90000,1.0,1.0,13.0
2025-05-08T11:30:00.000-03:00:00,NE-MRBTS-690204,8.0,298.0,985.0,100,75.0,488.0,303.0,347.0,290.0,237.0,93.0,106.0,101.0,84.0,,6.0,210.0,238.0,180.0,153.0,75.0,67.0,64.0,57.0,90000,3.0,7.0,19.0
2025-05-08T12:00:00.000-03:00:00,NE-MRBTS-690204,8.0,299.0,932.0,100,93.0,529.0,318.0,347.0,309.0,261.0,68.0,68.0,63.0,45.0,2.0,2.0,244.0,274.0,239.0,209.0,57.0,52.0,43.0,36.0,90000,1.0,1.0,13.0
2025-05-08T12:15:00.000-03:00:00,NE-MRBTS-690204,7.0,306.0,1056.0,100,134.0,578.0,366.0,308.0,241.0,150.0,71.0,52.0,25.0,17.0,5.0,1.0,300.0,256.0,217.0,133.0,40.0,42.0,19.0,14.0,90000,,,12.0
2025-05-08T12:30:00.000-03:00:00,NE-MRBTS-690204,7.0,299.0,993.0,100,156.0,583.0,131.0,137.0,121.0,79.0,49.0,46.0,46.0,31.0,2.0,3.0,84.0,92.0,73.0,48.0,34.0,33.0,27.0,26.0,90000,1.0,,11.0
2025-05-08T13:00:00.000-03:00:00,NE-MRBTS-690204,8.0,320.0,917.0,100,147.0,633.0,91.0,111.0,91.0,73.0,16.0,20.0,21.0,14.0,,1.0,75.0,88.0,66.0,53.0,15.0,16.0,14.0,12.0,90000,,2.0,16.0
2025-05-08T13:15:00.000-03:00:00,NE-MRBTS-690204,8.0,327.0,1126.0,100,133.0,637.0,148.0,236.0,287.0,271.0,15.0,42.0,27.0,23.0,1.0,1.0,125.0,193.0,249.0,248.0,13.0,41.0,27.0,23.0,90000,,,17.0
2025-05-08T13:30:00.000-03:00:00,NE-MRBTS-690204,8.0,262.0,919.0,100,121.0,547.0,160.0,164.0,138.0,55.0,39.0,34.0,36.0,13.0,,,121.0,130.0,102.0,42.0,33.0,30.0,32.0,11.0,90000,,,15.0
2025-05-08T14:00:00.000-03:00:00,NE-MRBTS-690204,7.0,287.0,826.0,100,101.0,574.0,132.0,182.0,172.0,87.0,18.0,28.0,21.0,14.0,1.0,,110.0,150.0,151.0,73.0,17.0,26.0,21.0,13.0,90000,1.0,,20.0
2025-05-08T14:15:00.000-03:00:00,NE-MRBTS-690204,7.0,320.0,846.0,100,167.0,612.0,26.0,22.0,21.0,7.0,9.0,2.0,6.0,1.0,,2.0,17.0,12.0,12.0,2.0,7.0,2.0,2.0,1.0,90000,2.0,1.0,10.0
2025-05-08T14:30:00.000-03:00:00,NE-MRBTS-690204,7.0,313.0,1285.0,100,184.0,719.0,17.0,45.0,50.0,42.0,4.0,1.0,3.0,3.0,,1.0,13.0,44.0,43.0,35.0,2.0,1.0,3.0,3.0,90000,,1.0,11.0
2025-05-08T15:00:00.000-03:00:00,NE-MRBTS-690204,7.0,272.0,1502.0,100,144.0,780.0,42.0,73.0,39.0,42.0,11.0,9.0,6.0,10.0,,,31.0,59.0,33.0,28.0,10.0,8.0,6.0,8.0,90000,1.0,1.0,16.0
2025-05-08T15:15:00.000-03:00:00,NE-MRBTS-690204,7.0,236.0,1436.0,100,131.0,620.0,21.0,45.0,47.0,38.0,6.0,3.0,7.0,3.0,,1.0,15.0,38.0,35.0,32.0,4.0,2.0,7.0,3.0,90000,,1.0,22.0
2025-05-08T15:30:00.000-03:00:00,NE-MRBTS-690204,7.0,259.0,1452.0,100,129.0,828.0,62.0,110.0,91.0,44.0,10.0,24.0,17.0,20.0,,,52.0,86.0,74.0,24.0,10.0,24.0,17.0,19.0,90000,,,20.0
2025-05-08T16:00:00.000-03:00:00,NE-MRBTS-690204,7.0,231.0,966.0,100,69.0,504.0,282.0,345.0,421.0,228.0,38.0,63.0,45.0,37.0,,,244.0,282.0,376.0,187.0,38.0,58.0,45.0,32.0,90000,,1.0,22.0
2025-05-08T16:15:00.000-03:00:00,NE-MRBTS-690204,7.0,200.0,748.0,100,98.0,537.0,66.0,125.0,102.0,36.0,4.0,30.0,8.0,8.0,2.0,,54.0,88.0,92.0,28.0,4.0,30.0,8.0,8.0,90000,2.0,,22.0
