createAt,manageObject,M8008C4,M8008C5,M8008C8,M8008C9,M8008C17,M8008C18,M8008C1,M8008C3,M8008C0,M8008C47,M8008C48,M8008C6,M8008C7,M8008C10,M8008C11
2025-05-06T14:00:00.000-04:00:00,NE-MRBTS-660701,2.0,2.0,2.0,2.0,51,715,36.0,36.0,,,,,,,
2025-05-06T14:15:00.000-04:00:00,NE-MRBTS-660701,7.0,4.0,7.0,4.0,95,1593,38.0,38.0,1.0,50.0,92.0,,,,
2025-05-06T14:30:00.000-04:00:00,NE-MRBTS-660701,10.0,10.0,10.0,10.0,67,1367,39.0,39.0,,,,,,,
2025-05-06T15:00:00.000-04:00:00,NE-MRBTS-660701,4.0,1.0,4.0,1.0,43,819,42.0,42.0,2.0,,,,,,
2025-05-06T15:15:00.000-04:00:00,NE-MRBTS-660701,8.0,8.0,8.0,8.0,37,191,30.0,30.0,,,,,,,
2025-05-06T15:30:00.000-04:00:00,NE-MRBTS-660701,5.0,5.0,5.0,5.0,63,489,38.0,38.0,,,,,,,
2025-05-06T15:45:00.000-04:00:00,NE-MRBTS-660701,9.0,9.0,9.0,9.0,69,935,35.0,35.0,,,,,,,
2025-05-06T16:00:00.000-04:00:00,NE-MRBTS-660701,6.0,2.0,6.0,2.0,88,1606,37.0,37.0,4.0,1606.0,1606.0,,,,
2025-05-06T16:15:00.000-04:00:00,NE-MRBTS-660701,10.0,10.0,10.0,10.0,76,582,27.0,27.0,,,,,,,
2025-05-06T16:30:00.000-04:00:00,NE-MRBTS-660701,,,,,60,547,26.0,26.0,,,,,,,
2025-05-06T16:45:00.000-04:00:00,NE-MRBTS-660701,9.0,6.0,9.0,6.0,140,2002,34.0,34.0,2.0,,,,,,
2025-05-06T17:00:00.000-04:00:00,NE-MRBTS-660701,1.0,1.0,1.0,1.0,30,61,29.0,29.0,,,,,,,
2025-05-06T17:15:00.000-04:00:00,NE-MRBTS-660701,,,,,63,1176,18.0,18.0,,,,,,,
2025-05-06T17:30:00.000-04:00:00,NE-MRBTS-660701,,,,,36,254,19.0,19.0,,,,,,,
2025-05-06T17:45:00.000-04:00:00,NE-MRBTS-660701,,,,,35,184,16.0,16.0,,,,,,,
2025-05-06T18:00:00.000-04:00:00,NE-MRBTS-660701,1.0,,1.0,,45,866,17.0,17.0,1.0,,,,,,
2025-05-06T18:15:00.000-04:00:00,NE-MRBTS-660701,1.0,,1.0,,30,50,12.0,12.0,1.0,,,,,,
2025-05-06T18:30:00.000-04:00:00,NE-MRBTS-660701,1.0,,1.0,,30,84,13.0,13.0,1.0,,,,,,
2025-05-06T18:45:00.000-04:00:00,NE-MRBTS-660701,,,,,33,163,20.0,20.0,,,,,,,
2025-05-06T19:00:00.000-04:00:00,NE-MRBTS-660701,,,,,29,51,16.0,16.0,,,,,,,
2025-05-06T19:15:00.000-04:00:00,NE-MRBTS-660701,,,,,30,80,9.0,9.0,,,,,,,
2025-05-06T19:30:00.000-04:00:00,NE-MRBTS-660701,,,,,29,51,7.0,7.0,,,,,,,
2025-05-06T19:45:00.000-04:00:00,NE-MRBTS-660701,,,,,35,133,4.0,4.0,,,,,,,
2025-05-06T20:00:00.000-04:00:00,NE-MRBTS-660701,,,,,33,133,10.0,10.0,,,,,,,
2025-05-06T20:15:00.000-04:00:00,NE-MRBTS-660701,,,,,34,51,5.0,5.0,,,,,,,
2025-05-06T20:30:00.000-04:00:00,NE-MRBTS-660701,,,,,34,54,4.0,4.0,,,,,,,
2025-05-06T20:45:00.000-04:00:00,NE-MRBTS-660701,,,,,35,49,2.0,2.0,,,,,,,
2025-05-06T21:00:00.000-04:00:00,NE-MRBTS-660701,,,,,37,57,5.0,5.0,,,,,,,
2025-05-06T21:15:00.000-04:00:00,NE-MRBTS-660701,,,,,37,93,2.0,2.0,,,,,,,
2025-05-06T21:30:00.000-04:00:00,NE-MRBTS-660701,2.0,2.0,2.0,2.0,36,142,4.0,4.0,,,,,,,
2025-05-06T21:45:00.000-04:00:00,NE-MRBTS-660701,,,,,37,259,10.0,10.0,,,,,,,
2025-05-06T22:00:00.000-04:00:00,NE-MRBTS-660701,,,,,31,48,6.0,6.0,,,,,,,
2025-05-06T22:15:00.000-04:00:00,NE-MRBTS-660701,,,,,32,55,3.0,3.0,,,,,,,
2025-05-06T22:30:00.000-04:00:00,NE-MRBTS-660701,,,,,40,259,5.0,5.0,,,,,,,
2025-05-06T22:45:00.000-04:00:00,NE-MRBTS-660701,,,,,31,49,3.0,3.0,,,,,,,
2025-05-06T23:00:00.000-04:00:00,NE-MRBTS-660701,,,,,36,94,4.0,4.0,,,,,,,
2025-05-06T23:15:00.000-04:00:00,NE-MRBTS-660701,1.0,,1.0,,34,49,1.0,1.0,1.0,,,,,,
2025-05-06T23:30:00.000-04:00:00,NE-MRBTS-660701,,,,,34,49,3.0,3.0,,,,,,,
2025-05-06T23:45:00.000-04:00:00,NE-MRBTS-660701,,,,,36,50,,,,,,,,,
2025-05-07T00:00:00.000-04:00:00,NE-MRBTS-660701,,,,,32,49,4.0,4.0,,,,,,,
2025-05-07T00:15:00.000-04:00:00,NE-MRBTS-660701,,,,,33,50,4.0,4.0,,,,,,,
2025-05-07T00:30:00.000-04:00:00,NE-MRBTS-660701,,,,,36,50,1.0,1.0,,,,,,,
2025-05-07T00:45:00.000-04:00:00,NE-MRBTS-660701,,,,,34,49,3.0,3.0,,,,,,,
2025-05-07T01:00:00.000-04:00:00,NE-MRBTS-660701,,,,,33,49,4.0,4.0,,,,,,,
2025-05-07T01:15:00.000-04:00:00,NE-MRBTS-660701,,,,,35,50,3.0,3.0,,,,,,,
2025-05-07T01:30:00.000-04:00:00,NE-MRBTS-660701,1.0,,1.0,,34,70,1.0,1.0,1.0,,,,,,
2025-05-07T01:45:00.000-04:00:00,NE-MRBTS-660701,,,,,34,50,1.0,1.0,,,,,,,
2025-05-07T02:00:00.000-04:00:00,NE-MRBTS-660701,,,,,35,51,,,,,,,,,
2025-05-07T02:15:00.000-04:00:00,NE-MRBTS-660701,,,,,34,50,3.0,3.0,,,,,,,
2025-05-07T02:30:00.000-04:00:00,NE-MRBTS-660701,,,,,33,49,2.0,2.0,,,,,,,
2025-05-07T02:45:00.000-04:00:00,NE-MRBTS-660701,,,,,32,49,4.0,4.0,,,,,,,
2025-05-07T03:00:00.000-04:00:00,NE-MRBTS-660701,,,,,33,50,3.0,3.0,,,,,,,
2025-05-07T03:15:00.000-04:00:00,NE-MRBTS-660701,,,,,33,50,5.0,5.0,,,,,,,
2025-05-07T03:30:00.000-04:00:00,NE-MRBTS-660701,,,,,35,49,2.0,2.0,,,,,,,
2025-05-07T03:45:00.000-04:00:00,NE-MRBTS-660701,,,,,34,51,1.0,1.0,,,,,,,
2025-05-07T04:00:00.000-04:00:00,NE-MRBTS-660701,,,,,33,49,5.0,5.0,,,,,,,
2025-05-07T04:15:00.000-04:00:00,NE-MRBTS-660701,,,,,98,1600,2.0,2.0,,,,,,,
2025-05-07T04:30:00.000-04:00:00,NE-MRBTS-660701,,,,,36,85,2.0,2.0,,,,,,,
2025-05-07T04:45:00.000-04:00:00,NE-MRBTS-660701,,,,,34,175,4.0,4.0,,,,,,,
2025-05-07T05:00:00.000-04:00:00,NE-MRBTS-660701,,,,,40,89,4.0,4.0,,,,,,,
2025-05-07T05:15:00.000-04:00:00,NE-MRBTS-660701,2.0,,2.0,,34,73,3.0,3.0,2.0,,,,,,
2025-05-07T05:30:00.000-04:00:00,NE-MRBTS-660701,1.0,,1.0,,34,102,8.0,8.0,1.0,,,,,,
2025-05-07T05:45:00.000-04:00:00,NE-MRBTS-660701,1.0,,1.0,,34,153,7.0,7.0,1.0,,,,,,
2025-05-07T06:00:00.000-04:00:00,NE-MRBTS-660701,1.0,,1.0,,38,172,13.0,13.0,1.0,,,,,,
2025-05-07T06:15:00.000-04:00:00,NE-MRBTS-660701,10.0,10.0,10.0,10.0,77,1830,40.0,40.0,,,,,,,
2025-05-07T06:30:00.000-04:00:00,NE-MRBTS-660701,6.0,5.0,6.0,5.0,80,2095,38.0,38.0,1.0,,,,,,
2025-05-07T06:45:00.000-04:00:00,NE-MRBTS-660701,5.0,3.0,5.0,3.0,39,263,34.0,34.0,2.0,,,,,,
2025-05-07T07:00:00.000-04:00:00,NE-MRBTS-660701,12.0,11.0,12.0,11.0,33,90,27.0,27.0,1.0,40.0,42.0,,,,
2025-05-07T07:15:00.000-04:00:00,NE-MRBTS-660701,11.0,11.0,11.0,11.0,37,159,23.0,23.0,,,,,,,
2025-05-07T07:30:00.000-04:00:00,NE-MRBTS-660701,15.0,14.0,15.0,14.0,34,176,23.0,23.0,1.0,,,,,,
2025-05-07T07:45:00.000-04:00:00,NE-MRBTS-660701,2.0,,2.0,,37,447,20.0,20.0,2.0,,,,,,
2025-05-07T08:00:00.000-04:00:00,NE-MRBTS-660701,7.0,7.0,7.0,7.0,34,84,16.0,16.0,,,,,,,
2025-05-07T08:15:00.000-04:00:00,NE-MRBTS-660701,11.0,10.0,11.0,10.0,48,489,25.0,25.0,1.0,40.0,43.0,,,,
2025-05-07T08:30:00.000-04:00:00,NE-MRBTS-660701,3.0,2.0,3.0,2.0,46,277,22.0,22.0,1.0,,,,,,
2025-05-07T08:45:00.000-04:00:00,NE-MRBTS-660701,,,,,42,173,20.0,19.0,,,,,,,
2025-05-07T09:00:00.000-04:00:00,NE-MRBTS-660701,12.0,10.0,12.0,10.0,39,198,38.0,38.0,2.0,,,,,,
2025-05-07T09:15:00.000-04:00:00,NE-MRBTS-660701,14.0,13.0,14.0,13.0,30,63,35.0,35.0,1.0,,,,,,
2025-05-07T09:30:00.000-04:00:00,NE-MRBTS-660701,6.0,6.0,6.0,6.0,33,69,21.0,21.0,,,,,,,
2025-05-07T09:45:00.000-04:00:00,NE-MRBTS-660701,3.0,1.0,3.0,1.0,32,141,30.0,30.0,2.0,,,,,,
2025-05-07T10:00:00.000-04:00:00,NE-MRBTS-660701,,,,,32,70,35.0,35.0,,,,,,,
2025-05-07T10:15:00.000-04:00:00,NE-MRBTS-660701,1.0,1.0,1.0,1.0,32,254,23.0,23.0,,,,,,,
2025-05-07T10:30:00.000-04:00:00,NE-MRBTS-660701,,,,,32,145,16.0,16.0,,,,,,,
2025-05-07T10:45:00.000-04:00:00,NE-MRBTS-660701,,,,,37,92,4.0,4.0,,44.0,59.0,,,,
2025-05-07T11:00:00.000-04:00:00,NE-MRBTS-660701,,,,,32,45,8.0,8.0,,37.0,38.0,,,,
2025-05-07T11:15:00.000-04:00:00,NE-MRBTS-660701,,,,,41,149,7.0,7.0,,45.0,59.0,,,,
2025-05-07T11:30:00.000-04:00:00,NE-MRBTS-660701,,,,,32,49,6.0,6.0,,,,,,,
2025-05-07T11:45:00.000-04:00:00,NE-MRBTS-660701,,,,,41,281,4.0,4.0,,,,,,,
2025-05-07T12:00:00.000-04:00:00,NE-MRBTS-660701,3.0,1.0,3.0,1.0,41,269,19.0,19.0,2.0,53.0,87.0,,,,
2025-05-07T12:15:00.000-04:00:00,NE-MRBTS-660701,2.0,1.0,2.0,1.0,40,593,44.0,44.0,1.0,41.0,79.0,,,,
2025-05-07T12:30:00.000-04:00:00,NE-MRBTS-660701,,,,,40,324,19.0,19.0,,215.0,324.0,,,,
2025-05-07T12:45:00.000-04:00:00,NE-MRBTS-660701,,,,,30,49,20.0,20.0,,,,,,,
2025-05-07T13:00:00.000-04:00:00,NE-MRBTS-660701,1.0,,1.0,,40,546,27.0,27.0,1.0,,,,,,
2025-05-07T13:15:00.000-04:00:00,NE-MRBTS-660701,,,,,35,155,24.0,24.0,,,,,,,
2025-05-07T13:30:00.000-04:00:00,NE-MRBTS-660701,3.0,3.0,3.0,3.0,37,195,52.0,52.0,,,,,,,
2025-05-07T13:45:00.000-04:00:00,NE-MRBTS-660701,2.0,1.0,2.0,1.0,38,493,30.0,30.0,1.0,217.0,493.0,,,,
2025-05-07T14:00:00.000-04:00:00,NE-MRBTS-660701,1.0,1.0,1.0,1.0,35,161,42.0,42.0,,41.0,45.0,,,,
2025-05-07T14:15:00.000-04:00:00,NE-MRBTS-660701,,,,,32,71,29.0,29.0,,48.0,59.0,,,,
2025-05-07T14:30:00.000-04:00:00,NE-MRBTS-660701,,,,,52,1358,34.0,34.0,,,,,,,
2025-05-07T14:45:00.000-04:00:00,NE-MRBTS-660701,,,,,31,69,42.0,42.0,,,,,,,
2025-05-07T15:00:00.000-04:00:00,NE-MRBTS-660701,2.0,2.0,2.0,2.0,47,573,46.0,46.0,,,,,,,
2025-05-07T15:15:00.000-04:00:00,NE-MRBTS-660701,3.0,,3.0,,34,190,44.0,44.0,2.0,,,,,,
2025-05-07T15:30:00.000-04:00:00,NE-MRBTS-660701,3.0,2.0,3.0,2.0,36,470,34.0,34.0,1.0,39.0,42.0,,,,
2025-05-07T15:45:00.000-04:00:00,NE-MRBTS-660701,2.0,2.0,2.0,2.0,31,52,38.0,38.0,,,,,,,
2025-05-07T16:00:00.000-04:00:00,NE-MRBTS-660701,3.0,3.0,3.0,3.0,39,256,35.0,35.0,,,,,,,
2025-05-07T16:15:00.000-04:00:00,NE-MRBTS-660701,1.0,,1.0,,75,1440,54.0,54.0,1.0,,,,,,
2025-05-07T16:30:00.000-04:00:00,NE-MRBTS-660701,2.0,1.0,2.0,1.0,46,475,31.0,31.0,1.0,,,,,,
2025-05-07T16:45:00.000-04:00:00,NE-MRBTS-660701,3.0,3.0,3.0,3.0,39,555,28.0,27.0,,,,,,,
2025-05-07T17:00:00.000-04:00:00,NE-MRBTS-660701,,,,,35,171,32.0,32.0,,,,,,,
2025-05-07T17:15:00.000-04:00:00,NE-MRBTS-660701,,,,,34,101,13.0,13.0,,,,,,,
2025-05-07T17:30:00.000-04:00:00,NE-MRBTS-660701,,,,,33,144,26.0,26.0,,,,,,,
2025-05-07T17:45:00.000-04:00:00,NE-MRBTS-660701,,,,,35,253,17.0,17.0,,,,,,,
2025-05-07T18:00:00.000-04:00:00,NE-MRBTS-660701,,,,,32,55,12.0,12.0,,,,,,,
2025-05-07T18:15:00.000-04:00:00,NE-MRBTS-660701,,,,,31,51,11.0,11.0,,,,,,,
2025-05-07T18:30:00.000-04:00:00,NE-MRBTS-660701,,,,,42,263,10.0,10.0,,,,,,,
2025-05-07T18:45:00.000-04:00:00,NE-MRBTS-660701,,,,,41,140,7.0,7.0,,,,,,,
2025-05-07T19:00:00.000-04:00:00,NE-MRBTS-660701,3.0,3.0,3.0,3.0,41,176,5.0,5.0,,,,,,,
2025-05-07T19:15:00.000-04:00:00,NE-MRBTS-660701,3.0,3.0,3.0,3.0,32,141,9.0,9.0,,,,,,,
2025-05-07T19:30:00.000-04:00:00,NE-MRBTS-660701,4.0,4.0,4.0,4.0,36,141,3.0,3.0,,,,,,,
2025-05-07T19:45:00.000-04:00:00,NE-MRBTS-660701,1.0,1.0,1.0,1.0,41,265,12.0,12.0,,,,,,,
2025-05-07T20:00:00.000-04:00:00,NE-MRBTS-660701,,,,,37,141,6.0,6.0,,38.0,45.0,,,,
2025-05-07T20:15:00.000-04:00:00,NE-MRBTS-660701,,,,,39,141,11.0,11.0,,,,,,,
2025-05-07T20:30:00.000-04:00:00,NE-MRBTS-660701,,,,,33,67,5.0,5.0,,39.0,39.0,,,,
2025-05-07T20:45:00.000-04:00:00,NE-MRBTS-660701,,,,,41,141,4.0,4.0,,,,,,,
2025-05-07T21:00:00.000-04:00:00,NE-MRBTS-660701,,,,,35,66,4.0,4.0,,,,,,,
2025-05-07T21:15:00.000-04:00:00,NE-MRBTS-660701,,,,,34,140,5.0,5.0,,,,,,,
2025-05-07T21:30:00.000-04:00:00,NE-MRBTS-660701,,,,,33,140,11.0,11.0,,,,,,,
2025-05-07T21:45:00.000-04:00:00,NE-MRBTS-660701,,,,,32,141,13.0,13.0,,,,,,,
2025-05-07T22:00:00.000-04:00:00,NE-MRBTS-660701,,,,,33,140,7.0,7.0,,,,,,,
2025-05-07T22:15:00.000-04:00:00,NE-MRBTS-660701,,,,,35,141,10.0,10.0,,,,,,,
2025-05-07T22:30:00.000-04:00:00,NE-MRBTS-660701,,,,,36,253,16.0,16.0,,,,,,,
2025-05-07T22:45:00.000-04:00:00,NE-MRBTS-660701,,,,,31,141,6.0,6.0,,,,,,,
2025-05-07T23:00:00.000-04:00:00,NE-MRBTS-660701,,,,,28,53,9.0,9.0,,,,,,,
2025-05-07T23:15:00.000-04:00:00,NE-MRBTS-660701,,,,,31,50,5.0,5.0,,,,,,,
2025-05-07T23:30:00.000-04:00:00,NE-MRBTS-660701,,,,,31,55,8.0,8.0,,,,,,,
2025-05-07T23:45:00.000-04:00:00,NE-MRBTS-660701,,,,,28,50,7.0,7.0,,,,,,,
2025-05-08T00:00:00.000-04:00:00,NE-MRBTS-660701,,,,,29,65,7.0,7.0,,,,,,,
2025-05-08T00:15:00.000-04:00:00,NE-MRBTS-660701,,,,,29,49,7.0,7.0,,,,,,,
2025-05-08T00:30:00.000-04:00:00,NE-MRBTS-660701,,,,,30,52,8.0,8.0,,,,,,,
2025-05-08T00:45:00.000-04:00:00,NE-MRBTS-660701,1.0,,1.0,,30,49,11.0,11.0,1.0,,,,,,
2025-05-08T01:00:00.000-04:00:00,NE-MRBTS-660701,,,,,29,53,7.0,7.0,,,,,,,
2025-05-08T01:15:00.000-04:00:00,NE-MRBTS-660701,,,,,31,62,4.0,4.0,,,,,,,
2025-05-08T01:30:00.000-04:00:00,NE-MRBTS-660701,,,,,34,132,7.0,7.0,,,,,,,
2025-05-08T01:45:00.000-04:00:00,NE-MRBTS-660701,,,,,29,53,4.0,4.0,,,,,,,
2025-05-08T02:00:00.000-04:00:00,NE-MRBTS-660701,,,,,30,63,7.0,7.0,,,,,,,
2025-05-08T02:15:00.000-04:00:00,NE-MRBTS-660701,,,,,33,50,7.0,7.0,,,,,,,
2025-05-08T02:30:00.000-04:00:00,NE-MRBTS-660701,,,,,39,263,7.0,7.0,,,,,,,
2025-05-08T02:45:00.000-04:00:00,NE-MRBTS-660701,,,,,51,269,6.0,6.0,,,,,,,
2025-05-08T03:00:00.000-04:00:00,NE-MRBTS-660701,2.0,,2.0,,57,262,8.0,8.0,2.0,,,,,,
2025-05-08T03:15:00.000-04:00:00,NE-MRBTS-660701,,,,,58,282,10.0,10.0,,,,,,,
2025-05-08T03:30:00.000-04:00:00,NE-MRBTS-660701,1.0,,1.0,,54,263,7.0,7.0,1.0,,,,,,
2025-05-08T03:45:00.000-04:00:00,NE-MRBTS-660701,,,,,53,273,10.0,10.0,,,,,,,
2025-05-08T04:00:00.000-04:00:00,NE-MRBTS-660701,,,,,87,273,13.0,13.0,,,,,,,
2025-05-08T04:15:00.000-04:00:00,NE-MRBTS-660701,,,,,48,272,10.0,10.0,,,,,,,
2025-05-08T04:30:00.000-04:00:00,NE-MRBTS-660701,,,,,56,263,10.0,10.0,,,,,,,
2025-05-08T04:45:00.000-04:00:00,NE-MRBTS-660701,,,,,73,262,9.0,9.0,,,,,,,
2025-05-08T05:00:00.000-04:00:00,NE-MRBTS-660701,,,,,36,140,14.0,14.0,,,,,,,
2025-05-08T05:15:00.000-04:00:00,NE-MRBTS-660701,2.0,1.0,2.0,1.0,54,273,14.0,14.0,1.0,,,,,,
2025-05-08T05:30:00.000-04:00:00,NE-MRBTS-660701,,,,,59,401,18.0,18.0,,,,,,,
2025-05-08T05:45:00.000-04:00:00,NE-MRBTS-660701,5.0,5.0,5.0,5.0,43,469,21.0,21.0,,,,,,,
2025-05-08T06:00:00.000-04:00:00,NE-MRBTS-660701,2.0,2.0,2.0,2.0,35,139,25.0,25.0,,,,,,,
2025-05-08T06:15:00.000-04:00:00,NE-MRBTS-660701,,,,,57,625,36.0,36.0,,,,,,,
2025-05-08T06:30:00.000-04:00:00,NE-MRBTS-660701,1.0,,1.0,,45,920,39.0,39.0,1.0,,,,,,
2025-05-08T06:45:00.000-04:00:00,NE-MRBTS-660701,1.0,,1.0,,37,261,39.0,39.0,1.0,38.0,39.0,,,,
2025-05-08T07:00:00.000-04:00:00,NE-MRBTS-660701,12.0,11.0,12.0,11.0,44,545,44.0,44.0,1.0,,,,,,
2025-05-08T07:15:00.000-04:00:00,NE-MRBTS-660701,5.0,3.0,5.0,3.0,38,266,32.0,32.0,2.0,,,,,,
2025-05-08T07:30:00.000-04:00:00,NE-MRBTS-660701,3.0,2.0,3.0,2.0,34,141,27.0,27.0,1.0,51.0,80.0,,,,
2025-05-08T07:45:00.000-04:00:00,NE-MRBTS-660701,11.0,10.0,11.0,10.0,52,1214,46.0,46.0,1.0,,,,,,
2025-05-08T08:00:00.000-04:00:00,NE-MRBTS-660701,7.0,6.0,7.0,6.0,52,1185,42.0,42.0,1.0,,,,,,
2025-05-08T08:15:00.000-04:00:00,NE-MRBTS-660701,6.0,5.0,6.0,5.0,87,1160,55.0,54.0,1.0,,,,,,
2025-05-08T08:30:00.000-04:00:00,NE-MRBTS-660701,6.0,2.0,6.0,2.0,69,2475,53.0,53.0,4.0,,,,,,
2025-05-08T08:45:00.000-04:00:00,NE-MRBTS-660701,6.0,4.0,6.0,4.0,97,1953,43.0,43.0,2.0,,,,,,
2025-05-08T09:00:00.000-04:00:00,NE-MRBTS-660701,2.0,,2.0,,62,600,42.0,42.0,2.0,,,,,,
2025-05-08T09:15:00.000-04:00:00,NE-MRBTS-660701,2.0,1.0,2.0,1.0,92,1467,49.0,49.0,1.0,,,,,,
2025-05-08T09:30:00.000-04:00:00,NE-MRBTS-660701,2.0,2.0,2.0,2.0,70,568,40.0,40.0,,,,,,,
2025-05-08T09:45:00.000-04:00:00,NE-MRBTS-660701,3.0,1.0,3.0,1.0,80,2439,35.0,35.0,1.0,,,,,,
2025-05-08T10:00:00.000-04:00:00,NE-MRBTS-660701,,,,,45,272,28.0,28.0,,,,,,,
2025-05-08T10:15:00.000-04:00:00,NE-MRBTS-660701,,,,,46,274,18.0,18.0,,,,,,,
2025-05-08T10:30:00.000-04:00:00,NE-MRBTS-660701,,,,,36,141,5.0,5.0,,,,,,,
2025-05-08T10:45:00.000-04:00:00,NE-MRBTS-660701,2.0,2.0,2.0,2.0,72,272,21.0,21.0,,,,,,,
2025-05-08T11:00:00.000-04:00:00,NE-MRBTS-660701,1.0,,1.0,,85,782,13.0,13.0,1.0,,,,,,
2025-05-08T11:15:00.000-04:00:00,NE-MRBTS-660701,,,,,89,1859,12.0,12.0,,,,,,,
2025-05-08T11:30:00.000-04:00:00,NE-MRBTS-660701,1.0,,1.0,,59,263,12.0,12.0,1.0,,,,,,
2025-05-08T11:45:00.000-04:00:00,NE-MRBTS-660701,1.0,,1.0,,63,264,12.0,12.0,1.0,44.0,59.0,,,,
2025-05-08T12:00:00.000-04:00:00,NE-MRBTS-660701,,,,,60,476,21.0,21.0,,476.0,476.0,,,,
2025-05-08T12:15:00.000-04:00:00,NE-MRBTS-660701,11.0,11.0,11.0,11.0,74,490,17.0,17.0,,,,,,,
2025-05-08T12:30:00.000-04:00:00,NE-MRBTS-660701,7.0,7.0,7.0,7.0,95,719,20.0,20.0,,,,,,,
2025-05-08T12:45:00.000-04:00:00,NE-MRBTS-660701,3.0,3.0,3.0,3.0,76,1250,19.0,19.0,,37.0,39.0,,,,
2025-05-08T13:00:00.000-04:00:00,NE-MRBTS-660701,6.0,5.0,5.0,4.0,72,2333,24.0,24.0,1.0,,,1.0,1.0,,
2025-05-08T13:15:00.000-04:00:00,NE-MRBTS-660701,4.0,4.0,4.0,4.0,80,1013,28.0,28.0,,,,,,,
2025-05-08T13:30:00.000-04:00:00,NE-MRBTS-660701,5.0,3.0,5.0,3.0,50,571,21.0,21.0,2.0,,,,,,
2025-05-08T13:45:00.000-04:00:00,NE-MRBTS-660701,5.0,2.0,5.0,2.0,79,1930,26.0,26.0,3.0,,,,,,
2025-05-08T14:00:00.000-04:00:00,NE-MRBTS-660701,3.0,3.0,3.0,3.0,60,450,30.0,30.0,,,,,,,
2025-05-08T14:15:00.000-04:00:00,NE-MRBTS-660701,5.0,4.0,5.0,4.0,66,429,34.0,34.0,1.0,,,,,,
2025-05-08T14:30:00.000-04:00:00,NE-MRBTS-660701,8.0,8.0,8.0,8.0,43,445,20.0,20.0,,,,,,,
2025-05-08T14:45:00.000-04:00:00,NE-MRBTS-660701,5.0,4.0,5.0,4.0,47,719,22.0,22.0,1.0,,,,,,
2025-05-08T15:00:00.000-04:00:00,NE-MRBTS-660701,12.0,11.0,12.0,11.0,65,452,31.0,31.0,1.0,,,,,,
2025-05-08T15:15:00.000-04:00:00,NE-MRBTS-660701,3.0,1.0,3.0,1.0,81,1526,32.0,32.0,2.0,,,,,,
2025-05-08T15:30:00.000-04:00:00,NE-MRBTS-660701,2.0,,2.0,,54,738,26.0,26.0,2.0,,,,,,
2025-05-06T15:00:00.000-03:00:00,NE-MRBTS-414225,,,,,231,1378,,,,,,,,,
2025-05-06T15:15:00.000-03:00:00,NE-MRBTS-414225,,,,,67,172,,,,,,,,,
2025-05-06T15:30:00.000-03:00:00,NE-MRBTS-414225,,,,,242,1079,,,,,,,,,
2025-05-06T16:00:00.000-03:00:00,NE-MRBTS-414225,,,,,78,210,,,,,,,,,
2025-05-06T16:15:00.000-03:00:00,NE-MRBTS-414225,,,,,90,560,,,,,,,,,
2025-05-06T16:30:00.000-03:00:00,NE-MRBTS-414225,,,,,413,1139,,,,,,,,,
2025-05-06T16:45:00.000-03:00:00,NE-MRBTS-414225,,,,,43,65,,,,,,,,,
2025-05-06T17:00:00.000-03:00:00,NE-MRBTS-414225,,,,,97,448,,,,,,,,,
2025-05-06T17:15:00.000-03:00:00,NE-MRBTS-414225,,,,,242,1663,,,,,,,,,
2025-05-06T17:30:00.000-03:00:00,NE-MRBTS-414225,,,,,63,165,,,,,,,,,
2025-05-06T17:45:00.000-03:00:00,NE-MRBTS-414225,,,,,163,580,,,,,,,,,
2025-05-06T18:00:00.000-03:00:00,NE-MRBTS-414225,,,,,126,1497,,,,,,,,,
2025-05-06T18:15:00.000-03:00:00,NE-MRBTS-414225,,,,,111,643,,,,,,,,,
2025-05-06T18:30:00.000-03:00:00,NE-MRBTS-414225,,,,,38,41,,,,,,,,,
2025-05-06T18:45:00.000-03:00:00,NE-MRBTS-414225,,,,,79,475,,,,,,,,,
2025-05-06T19:00:00.000-03:00:00,NE-MRBTS-414225,,,,,56,88,,,,,,,,,
2025-05-06T19:15:00.000-03:00:00,NE-MRBTS-414225,,,,,39,51,,,,,,,,,
2025-05-06T19:30:00.000-03:00:00,NE-MRBTS-414225,,,,,107,803,,,,,,,,,
2025-05-06T19:45:00.000-03:00:00,NE-MRBTS-414225,,,,,174,1324,,,,,,,,,
2025-05-06T20:00:00.000-03:00:00,NE-MRBTS-414225,,,,,35,39,,,,,,,,,
2025-05-06T20:15:00.000-03:00:00,NE-MRBTS-414225,,,,,91,493,,,,,,,,,
2025-05-06T20:30:00.000-03:00:00,NE-MRBTS-414225,,,,,116,476,,,,,,,,,
2025-05-06T20:45:00.000-03:00:00,NE-MRBTS-414225,,,,,71,135,,,,,,,,,
2025-05-06T21:00:00.000-03:00:00,NE-MRBTS-414225,,,,,69,100,,,,,,,,,
2025-05-06T21:15:00.000-03:00:00,NE-MRBTS-414225,,,,,110,500,,,,,,,,,
2025-05-06T21:30:00.000-03:00:00,NE-MRBTS-414225,,,,,184,1066,,,,,,,,,
2025-05-06T21:45:00.000-03:00:00,NE-MRBTS-414225,,,,,102,198,,,,,,,,,
2025-05-06T22:00:00.000-03:00:00,NE-MRBTS-414225,,,,,124,500,,,,,,,,,
2025-05-06T22:15:00.000-03:00:00,NE-MRBTS-414225,,,,,70,100,,,,,,,,,
2025-05-06T22:30:00.000-03:00:00,NE-MRBTS-414225,,,,,49,61,,,,,,,,,
