createAt,manageObject,M8008C4,M8008C5,M8008C8,M8008C9,M8008C17,M8008C18,M8008C1,M8008C3,M8008C0,M8008C47,M8008C48,M8008C6,M8008C7,M8008C10,M8008C11
2025-05-07T11:30:00.000-03:00:00,NE-MRBTS-771801,,,,,38,702,297.0,295.0,,,,,,,
2025-05-07T12:00:00.000-03:00:00,NE-MRBTS-771801,,,,,32,95,222.0,222.0,,,,,,,
2025-05-07T12:15:00.000-03:00:00,NE-MRBTS-771801,,,,,34,88,262.0,261.0,,,,,,,
2025-05-07T12:30:00.000-03:00:00,NE-MRBTS-771801,,,,,43,770,240.0,239.0,,,,,,,
2025-05-07T13:00:00.000-03:00:00,NE-MRBTS-771801,,,,,39,802,244.0,242.0,,,,,,,
2025-05-07T13:15:00.000-03:00:00,NE-MRBTS-771801,,,,,46,1350,199.0,198.0,,,,,,,
2025-05-07T13:30:00.000-03:00:00,NE-MRBTS-771801,,,,,40,508,209.0,209.0,,,,,,,
2025-05-07T14:00:00.000-03:00:00,NE-MRBTS-771801,1.0,,1.0,,34,95,245.0,244.0,1.0,,,,,,
2025-05-07T14:15:00.000-03:00:00,NE-MRBTS-771801,2.0,2.0,2.0,2.0,33,59,309.0,306.0,,,,,,,
2025-05-07T14:30:00.000-03:00:00,NE-MRBTS-771801,1.0,1.0,1.0,1.0,39,698,338.0,337.0,,,,,,,
2025-05-07T15:00:00.000-03:00:00,NE-MRBTS-771801,,,,,36,134,230.0,227.0,,,,,,,
2025-05-07T15:15:00.000-03:00:00,NE-MRBTS-771801,1.0,,1.0,,35,161,200.0,199.0,1.0,,,,,,
2025-05-07T15:30:00.000-03:00:00,NE-MRBTS-771801,,,,,43,600,215.0,214.0,,,,,,,
2025-05-07T16:00:00.000-03:00:00,NE-MRBTS-771801,,,,,35,88,307.0,306.0,,,,,,,
2025-05-07T16:15:00.000-03:00:00,NE-MRBTS-771801,,,,,35,72,344.0,343.0,,,,,,,
2025-05-07T16:30:00.000-03:00:00,NE-MRBTS-771801,1.0,,1.0,,36,512,386.0,379.0,1.0,,,,,,
2025-05-07T17:00:00.000-03:00:00,NE-MRBTS-771801,1.0,,1.0,,33,86,219.0,219.0,1.0,,,,,,
2025-05-07T17:15:00.000-03:00:00,NE-MRBTS-771801,,,,,36,134,228.0,228.0,,,,,,,
2025-05-07T17:30:00.000-03:00:00,NE-MRBTS-771801,1.0,,1.0,,37,202,258.0,256.0,1.0,,,,,,
2025-05-07T18:00:00.000-03:00:00,NE-MRBTS-771801,3.0,3.0,3.0,3.0,47,775,272.0,270.0,,,,,,,
2025-05-07T18:15:00.000-03:00:00,NE-MRBTS-771801,5.0,5.0,5.0,5.0,35,133,244.0,243.0,,,,,,,
2025-05-07T18:30:00.000-03:00:00,NE-MRBTS-771801,2.0,2.0,2.0,2.0,31,75,231.0,229.0,,,,,,,
2025-05-07T19:00:00.000-03:00:00,NE-MRBTS-771801,2.0,1.0,2.0,1.0,37,153,183.0,182.0,1.0,,,,,,
2025-05-07T19:15:00.000-03:00:00,NE-MRBTS-771801,1.0,,1.0,,34,109,181.0,181.0,1.0,,,,,,
2025-05-07T19:30:00.000-03:00:00,NE-MRBTS-771801,,,,,34,66,143.0,143.0,,,,,,,
2025-05-07T20:00:00.000-03:00:00,NE-MRBTS-771801,,,,,46,251,157.0,156.0,,,,,,,
2025-05-07T20:15:00.000-03:00:00,NE-MRBTS-771801,,,,,42,136,151.0,149.0,,,,,,,
2025-05-07T20:30:00.000-03:00:00,NE-MRBTS-771801,,,,,41,66,119.0,119.0,,,,,,,
2025-05-07T21:00:00.000-03:00:00,NE-MRBTS-771801,1.0,1.0,1.0,1.0,45,252,149.0,149.0,,,,,,,
2025-05-07T21:15:00.000-03:00:00,NE-MRBTS-771801,,,,,44,251,164.0,160.0,,,,,,,
2025-05-07T21:30:00.000-03:00:00,NE-MRBTS-771801,,,,,49,1042,85.0,85.0,,,,,,,
2025-05-07T22:00:00.000-03:00:00,NE-MRBTS-771801,,,,,36,252,137.0,136.0,,,,,,,
2025-05-07T22:15:00.000-03:00:00,NE-MRBTS-771801,,,,,41,496,146.0,146.0,,,,,,,
2025-05-07T22:30:00.000-03:00:00,NE-MRBTS-771801,,,,,39,511,160.0,158.0,,,,,,,
2025-05-07T23:00:00.000-03:00:00,NE-MRBTS-771801,,,,,34,62,89.0,89.0,,,,,,,
2025-05-07T23:15:00.000-03:00:00,NE-MRBTS-771801,,,,,33,58,143.0,143.0,,,,,,,
2025-05-07T23:30:00.000-03:00:00,NE-MRBTS-771801,,,,,32,63,122.0,121.0,,,,,,,
2025-05-08T00:00:00.000-03:00:00,NE-MRBTS-771801,,,,,32,54,139.0,139.0,,,,,,,
2025-05-08T00:15:00.000-03:00:00,NE-MRBTS-771801,,,,,31,49,102.0,102.0,,,,,,,
2025-05-08T00:30:00.000-03:00:00,NE-MRBTS-771801,1.0,,1.0,,30,50,157.0,154.0,1.0,,,,,,
2025-05-08T01:00:00.000-03:00:00,NE-MRBTS-771801,,,,,32,53,153.0,153.0,,,,,,,
2025-05-08T01:15:00.000-03:00:00,NE-MRBTS-771801,,,,,33,54,118.0,118.0,,,,,,,
2025-05-08T01:30:00.000-03:00:00,NE-MRBTS-771801,,,,,32,56,150.0,150.0,,,,,,,
2025-05-08T02:00:00.000-03:00:00,NE-MRBTS-771801,,,,,31,54,106.0,106.0,,,,,,,
2025-05-08T02:15:00.000-03:00:00,NE-MRBTS-771801,,,,,30,58,86.0,86.0,,,,,,,
2025-05-08T02:30:00.000-03:00:00,NE-MRBTS-771801,1.0,,1.0,,36,275,63.0,63.0,1.0,,,,,,
2025-05-08T03:00:00.000-03:00:00,NE-MRBTS-771801,,,,,31,54,125.0,125.0,,,,,,,
2025-05-08T03:15:00.000-03:00:00,NE-MRBTS-771801,,,,,40,549,132.0,132.0,,,,,,,
2025-05-08T03:30:00.000-03:00:00,NE-MRBTS-771801,1.0,,1.0,,30,65,124.0,123.0,1.0,,,,,,
2025-05-08T04:00:00.000-03:00:00,NE-MRBTS-771801,,,,,33,67,133.0,133.0,,,,,,,
2025-05-08T04:15:00.000-03:00:00,NE-MRBTS-771801,,,,,34,58,102.0,102.0,,,,,,,
2025-05-08T04:30:00.000-03:00:00,NE-MRBTS-771801,2.0,1.0,2.0,1.0,30,62,60.0,60.0,1.0,,,,,,
2025-05-08T05:00:00.000-03:00:00,NE-MRBTS-771801,1.0,,1.0,,31,56,116.0,116.0,1.0,,,,,,
2025-05-08T05:15:00.000-03:00:00,NE-MRBTS-771801,,,,,30,71,115.0,115.0,,,,,,,
2025-05-08T05:30:00.000-03:00:00,NE-MRBTS-771801,,,,,31,80,137.0,136.0,,,,,,,
2025-05-08T06:00:00.000-03:00:00,NE-MRBTS-771801,,,,,65,2389,111.0,111.0,,,,,,,
2025-05-08T06:15:00.000-03:00:00,NE-MRBTS-771801,,,,,59,1991,113.0,113.0,,,,,,,
2025-05-08T06:30:00.000-03:00:00,NE-MRBTS-771801,,,,,36,133,77.0,77.0,,,,,,,
2025-05-08T07:00:00.000-03:00:00,NE-MRBTS-771801,2.0,1.0,2.0,1.0,56,1416,181.0,179.0,1.0,,,,,,
2025-05-08T07:15:00.000-03:00:00,NE-MRBTS-771801,,,,,71,1301,243.0,243.0,,,,,,,
2025-05-08T07:30:00.000-03:00:00,NE-MRBTS-771801,,,,,34,88,189.0,189.0,,,,,,,
2025-05-08T08:00:00.000-03:00:00,NE-MRBTS-771801,1.0,1.0,1.0,1.0,40,156,163.0,162.0,,,,,,,
2025-05-08T08:15:00.000-03:00:00,NE-MRBTS-771801,1.0,1.0,1.0,1.0,38,149,203.0,203.0,,,,,,,
2025-05-08T08:30:00.000-03:00:00,NE-MRBTS-771801,,,,,36,60,224.0,221.0,,,,,,,
2025-05-08T09:00:00.000-03:00:00,NE-MRBTS-771801,2.0,2.0,2.0,2.0,35,64,230.0,228.0,,,,,,,
2025-05-08T09:15:00.000-03:00:00,NE-MRBTS-771801,1.0,1.0,1.0,1.0,45,513,252.0,251.0,,,,,,,
2025-05-08T09:30:00.000-03:00:00,NE-MRBTS-771801,2.0,2.0,2.0,2.0,46,747,289.0,288.0,,,,,,,
2025-05-08T10:00:00.000-03:00:00,NE-MRBTS-771801,,,,,36,70,338.0,338.0,,,,,,,
2025-05-08T10:15:00.000-03:00:00,NE-MRBTS-771801,,,,,38,464,291.0,290.0,,,,,,,
2025-05-08T10:30:00.000-03:00:00,NE-MRBTS-771801,,,,,46,442,311.0,311.0,,,,,,,
2025-05-08T11:00:00.000-03:00:00,NE-MRBTS-771801,,,,,39,160,204.0,204.0,,,,,,,
2025-05-08T11:15:00.000-03:00:00,NE-MRBTS-771801,,,,,38,164,249.0,248.0,,,,,,,
2025-05-08T11:30:00.000-03:00:00,NE-MRBTS-771801,,,,,35,135,259.0,259.0,,,,,,,
2025-05-08T12:00:00.000-03:00:00,NE-MRBTS-771801,,,,,35,367,264.0,264.0,,,,,,,
2025-05-08T12:15:00.000-03:00:00,NE-MRBTS-771801,,,,,62,2373,266.0,265.0,,,,,,,
2025-05-08T12:30:00.000-03:00:00,NE-MRBTS-771801,,,,,38,107,232.0,231.0,,,,,,,
2025-05-08T13:00:00.000-03:00:00,NE-MRBTS-771801,,,,,32,136,329.0,328.0,,,,,,,
2025-05-08T13:15:00.000-03:00:00,NE-MRBTS-771801,1.0,,1.0,,34,134,258.0,257.0,1.0,,,,,,
2025-05-08T13:30:00.000-03:00:00,NE-MRBTS-771801,,,,,42,592,254.0,253.0,,,,,,,
2025-05-08T14:00:00.000-03:00:00,NE-MRBTS-771801,1.0,1.0,1.0,1.0,38,157,263.0,260.0,,,,,,,
2025-05-08T14:15:00.000-03:00:00,NE-MRBTS-771801,,,,,38,469,271.0,271.0,,,,,,,
2025-05-08T14:30:00.000-03:00:00,NE-MRBTS-771801,2.0,2.0,2.0,2.0,35,137,283.0,280.0,,,,,,,
2025-05-08T15:00:00.000-03:00:00,NE-MRBTS-771801,8.0,8.0,8.0,8.0,41,448,383.0,380.0,,,,,,,
2025-05-08T15:15:00.000-03:00:00,NE-MRBTS-771801,4.0,4.0,4.0,4.0,40,161,336.0,332.0,,,,,,,
2025-05-08T15:30:00.000-03:00:00,NE-MRBTS-771801,4.0,3.0,4.0,3.0,35,314,313.0,311.0,1.0,,,,,,
2025-05-08T16:00:00.000-03:00:00,NE-MRBTS-771801,2.0,2.0,2.0,2.0,39,186,291.0,287.0,,,,,,,
2025-05-08T16:15:00.000-03:00:00,NE-MRBTS-771801,1.0,1.0,1.0,1.0,35,435,165.0,164.0,,,,,,,
2025-05-08T16:30:00.000-03:00:00,NE-MRBTS-771801,7.0,7.0,7.0,7.0,36,118,244.0,242.0,,,,,,,
2025-05-06T15:00:00.000-03:00:00,NE-MRBTS-341601,13.0,8.0,13.0,8.0,39,1576,3723.0,3439.0,4.0,,,,,,
2025-05-06T15:15:00.000-03:00:00,NE-MRBTS-341601,16.0,8.0,16.0,8.0,41,1193,3377.0,3150.0,8.0,,,,,,
2025-05-06T15:30:00.000-03:00:00,NE-MRBTS-341601,5.0,1.0,5.0,1.0,43,2063,3130.0,2917.0,3.0,,,,,,
2025-05-06T16:00:00.000-03:00:00,NE-MRBTS-341601,16.0,10.0,15.0,10.0,41,2906,3528.0,3257.0,6.0,,,1.0,,,
2025-05-06T16:15:00.000-03:00:00,NE-MRBTS-341601,8.0,6.0,8.0,6.0,44,2823,3532.0,3259.0,2.0,,,,,,
2025-05-06T16:30:00.000-03:00:00,NE-MRBTS-341601,22.0,16.0,22.0,16.0,46,2186,3564.0,3252.0,6.0,68.0,68.0,,,,
2025-05-06T17:00:00.000-03:00:00,NE-MRBTS-341601,9.0,5.0,9.0,5.0,42,602,3598.0,3305.0,3.0,37.0,38.0,,,,
2025-05-06T17:15:00.000-03:00:00,NE-MRBTS-341601,20.0,11.0,19.0,11.0,52,1718,3426.0,3151.0,2.0,32.0,36.0,1.0,,,
2025-05-06T17:30:00.000-03:00:00,NE-MRBTS-341601,4.0,,4.0,,52,2136,3095.0,2877.0,1.0,50.0,64.0,,,,
2025-05-06T18:00:00.000-03:00:00,NE-MRBTS-341601,1.0,,1.0,,44,759,3257.0,3029.0,1.0,38.0,45.0,,,,
2025-05-06T18:15:00.000-03:00:00,NE-MRBTS-341601,3.0,1.0,3.0,1.0,44,541,3946.0,3631.0,2.0,,,,,,
2025-05-06T18:30:00.000-03:00:00,NE-MRBTS-341601,2.0,1.0,2.0,1.0,54,979,3046.0,2836.0,1.0,34.0,34.0,,,,
2025-05-06T19:00:00.000-03:00:00,NE-MRBTS-341601,,,,,43,498,2424.0,2275.0,,,,,,,
2025-05-06T19:15:00.000-03:00:00,NE-MRBTS-341601,,,,,40,433,2640.0,2441.0,,34.0,34.0,,,,
2025-05-06T19:30:00.000-03:00:00,NE-MRBTS-341601,1.0,,1.0,,46,2288,2505.0,2324.0,1.0,121.0,465.0,,,,
2025-05-06T20:00:00.000-03:00:00,NE-MRBTS-341601,1.0,,1.0,,34,241,2316.0,2190.0,1.0,,,,,,
2025-05-06T20:15:00.000-03:00:00,NE-MRBTS-341601,,,,,45,2941,2359.0,2213.0,,,,,,,
2025-05-06T20:30:00.000-03:00:00,NE-MRBTS-341601,1.0,1.0,1.0,1.0,39,554,2116.0,2014.0,,,,,,,
2025-05-06T21:00:00.000-03:00:00,NE-MRBTS-341601,3.0,,3.0,,46,1552,2045.0,1965.0,3.0,30.0,30.0,,,,
2025-05-06T21:15:00.000-03:00:00,NE-MRBTS-341601,3.0,3.0,3.0,3.0,37,192,2104.0,1998.0,,38.0,43.0,,,,
2025-05-06T21:30:00.000-03:00:00,NE-MRBTS-341601,,,,,37,277,2405.0,2254.0,,32.0,32.0,,,,
2025-05-06T22:00:00.000-03:00:00,NE-MRBTS-341601,,,,,38,538,2114.0,1996.0,,,,,,,
2025-05-06T22:15:00.000-03:00:00,NE-MRBTS-341601,2.0,,2.0,,36,817,2006.0,1904.0,2.0,30.0,31.0,,,,
2025-05-06T22:30:00.000-03:00:00,NE-MRBTS-341601,1.0,,1.0,,43,1371,1743.0,1616.0,1.0,29.0,29.0,,,,
2025-05-06T23:00:00.000-03:00:00,NE-MRBTS-341601,3.0,1.0,3.0,1.0,39,434,2249.0,2113.0,1.0,,,,,,
2025-05-06T23:15:00.000-03:00:00,NE-MRBTS-341601,2.0,,2.0,,39,886,2142.0,2030.0,2.0,,,,,,
2025-05-06T23:30:00.000-03:00:00,NE-MRBTS-341601,3.0,1.0,3.0,1.0,40,931,2352.0,2228.0,2.0,,,,,,
2025-05-07T00:00:00.000-03:00:00,NE-MRBTS-341601,3.0,1.0,3.0,1.0,55,1905,2195.0,2093.0,2.0,,,,,,
2025-05-07T00:15:00.000-03:00:00,NE-MRBTS-341601,1.0,1.0,1.0,1.0,58,2541,1987.0,1920.0,,,,,,,
2025-05-07T00:30:00.000-03:00:00,NE-MRBTS-341601,,,,,38,1698,1997.0,1912.0,,,,,,,
2025-05-07T01:00:00.000-03:00:00,NE-MRBTS-341601,,,,,33,102,1986.0,1906.0,,,,,,,
2025-05-07T01:15:00.000-03:00:00,NE-MRBTS-341601,1.0,,1.0,,35,114,1938.0,1864.0,1.0,,,,,,
2025-05-07T01:30:00.000-03:00:00,NE-MRBTS-341601,1.0,1.0,1.0,1.0,34,98,1937.0,1849.0,,,,,,,
2025-05-07T02:00:00.000-03:00:00,NE-MRBTS-341601,,,,,36,267,1938.0,1871.0,,,,,,,
2025-05-07T02:15:00.000-03:00:00,NE-MRBTS-341601,2.0,1.0,2.0,1.0,38,1348,2113.0,2016.0,1.0,,,,,,
2025-05-07T02:30:00.000-03:00:00,NE-MRBTS-341601,5.0,4.0,5.0,4.0,41,2363,2029.0,1918.0,1.0,,,,,,
2025-05-07T03:00:00.000-03:00:00,NE-MRBTS-341601,,,,,36,503,1957.0,1870.0,,,,,,,
2025-05-07T03:15:00.000-03:00:00,NE-MRBTS-341601,,,,,41,611,1948.0,1854.0,,,,,,,
2025-05-07T03:30:00.000-03:00:00,NE-MRBTS-341601,1.0,,1.0,,37,471,1973.0,1878.0,1.0,,,,,,
2025-05-07T04:00:00.000-03:00:00,NE-MRBTS-341601,1.0,1.0,1.0,1.0,37,511,1932.0,1864.0,,,,,,,
2025-05-07T04:15:00.000-03:00:00,NE-MRBTS-341601,,,,,38,965,1896.0,1816.0,,,,,,,
2025-05-07T04:30:00.000-03:00:00,NE-MRBTS-341601,,,,,44,2001,1810.0,1746.0,,,,,,,
2025-05-07T05:00:00.000-03:00:00,NE-MRBTS-341601,,,,,41,598,1736.0,1661.0,,,,,,,
2025-05-07T05:15:00.000-03:00:00,NE-MRBTS-341601,1.0,1.0,1.0,1.0,39,440,1900.0,1828.0,,,,,,,
2025-05-07T05:30:00.000-03:00:00,NE-MRBTS-341601,,,,,51,2499,1919.0,1811.0,,,,,,,
2025-05-07T06:00:00.000-03:00:00,NE-MRBTS-341601,,,,,41,800,2023.0,1936.0,,,,,,,
2025-05-07T06:15:00.000-03:00:00,NE-MRBTS-341601,,,,,47,761,2027.0,1913.0,,,,,,,
2025-05-07T06:30:00.000-03:00:00,NE-MRBTS-341601,10.0,5.0,10.0,5.0,51,2987,2271.0,2132.0,5.0,,,,,,
2025-05-07T07:00:00.000-03:00:00,NE-MRBTS-341601,5.0,,5.0,,42,507,2505.0,2363.0,4.0,,,,,,
2025-05-07T07:15:00.000-03:00:00,NE-MRBTS-341601,5.0,4.0,5.0,4.0,48,2075,2892.0,2705.0,1.0,34.0,35.0,,,,
2025-05-07T07:30:00.000-03:00:00,NE-MRBTS-341601,10.0,5.0,10.0,5.0,45,1132,2955.0,2769.0,5.0,,,,,,
2025-05-07T08:00:00.000-03:00:00,NE-MRBTS-341601,9.0,2.0,9.0,2.0,45,1260,2945.0,2749.0,7.0,,,,,,
2025-05-07T08:15:00.000-03:00:00,NE-MRBTS-341601,10.0,7.0,10.0,7.0,43,1165,3216.0,2982.0,2.0,46.0,46.0,,,,
2025-05-07T08:30:00.000-03:00:00,NE-MRBTS-341601,5.0,3.0,5.0,3.0,41,998,3614.0,3309.0,2.0,,,,,,
2025-05-07T09:00:00.000-03:00:00,NE-MRBTS-341601,6.0,3.0,6.0,3.0,41,2374,2936.0,2754.0,3.0,49.0,49.0,,,,
2025-05-07T09:15:00.000-03:00:00,NE-MRBTS-341601,12.0,5.0,12.0,5.0,50,2286,3112.0,2895.0,6.0,61.0,61.0,,,,
2025-05-07T09:30:00.000-03:00:00,NE-MRBTS-341601,1.0,1.0,1.0,1.0,42,1454,3651.0,3370.0,,37.0,40.0,,,,
2025-05-07T10:00:00.000-03:00:00,NE-MRBTS-341601,8.0,3.0,8.0,3.0,39,465,3227.0,2975.0,5.0,,,,,,
2025-05-07T10:15:00.000-03:00:00,NE-MRBTS-341601,7.0,3.0,7.0,3.0,42,1248,3501.0,3226.0,4.0,,,,,,
2025-05-07T10:30:00.000-03:00:00,NE-MRBTS-341601,3.0,2.0,3.0,2.0,46,1766,3425.0,3165.0,1.0,37.0,40.0,,,,
2025-05-07T11:00:00.000-03:00:00,NE-MRBTS-341601,8.0,3.0,8.0,3.0,42,1480,3076.0,2857.0,4.0,41.0,41.0,,,,
2025-05-07T11:15:00.000-03:00:00,NE-MRBTS-341601,7.0,6.0,7.0,6.0,44,2704,3145.0,2905.0,1.0,,,,,,
2025-05-07T11:30:00.000-03:00:00,NE-MRBTS-341601,8.0,6.0,8.0,6.0,43,2868,2958.0,2752.0,2.0,40.0,40.0,,,,
2025-05-07T12:00:00.000-03:00:00,NE-MRBTS-341601,4.0,1.0,3.0,,43,2377,2653.0,2519.0,3.0,39.0,39.0,1.0,1.0,,
2025-05-07T12:15:00.000-03:00:00,NE-MRBTS-341601,6.0,4.0,6.0,4.0,42,1667,2993.0,2800.0,2.0,,,,,,
2025-05-07T12:30:00.000-03:00:00,NE-MRBTS-341601,3.0,2.0,3.0,2.0,48,2313,3034.0,2848.0,1.0,,,,,,
2025-05-07T13:00:00.000-03:00:00,NE-MRBTS-341601,14.0,6.0,14.0,6.0,46,2007,2607.0,2478.0,8.0,,,,,,
2025-05-07T13:15:00.000-03:00:00,NE-MRBTS-341601,13.0,7.0,13.0,7.0,38,534,2871.0,2712.0,6.0,,,,,,
2025-05-07T13:30:00.000-03:00:00,NE-MRBTS-341601,8.0,5.0,8.0,5.0,45,2269,2836.0,2671.0,3.0,,,,,,
2025-05-07T14:00:00.000-03:00:00,NE-MRBTS-341601,11.0,6.0,10.0,5.0,43,948,2825.0,2604.0,4.0,,,1.0,1.0,,
2025-05-07T14:15:00.000-03:00:00,NE-MRBTS-341601,12.0,5.0,11.0,5.0,50,2750,3241.0,3016.0,7.0,,,1.0,,,
2025-05-07T14:30:00.000-03:00:00,NE-MRBTS-341601,37.0,34.0,37.0,34.0,46,2921,3277.0,3065.0,3.0,,,,,,
2025-05-07T15:00:00.000-03:00:00,NE-MRBTS-341601,28.0,20.0,28.0,20.0,46,2160,3079.0,2877.0,8.0,,,,,,
2025-05-07T15:15:00.000-03:00:00,NE-MRBTS-341601,13.0,9.0,13.0,9.0,46,2739,3218.0,3006.0,4.0,,,,,,
2025-05-07T15:30:00.000-03:00:00,NE-MRBTS-341601,17.0,11.0,16.0,10.0,46,1882,3213.0,3001.0,6.0,,,1.0,1.0,,
2025-05-07T16:00:00.000-03:00:00,NE-MRBTS-341601,15.0,7.0,14.0,7.0,49,2349,3301.0,3091.0,7.0,30.0,30.0,1.0,,,
2025-05-07T16:15:00.000-03:00:00,NE-MRBTS-341601,23.0,14.0,23.0,14.0,53,2609,3169.0,2955.0,8.0,50.0,50.0,,,,
2025-05-07T16:30:00.000-03:00:00,NE-MRBTS-341601,11.0,6.0,8.0,3.0,42,1171,4265.0,3848.0,5.0,,,3.0,3.0,,
2025-05-07T17:00:00.000-03:00:00,NE-MRBTS-341601,9.0,7.0,9.0,7.0,47,1299,2745.0,2565.0,2.0,,,,,,
2025-05-07T17:15:00.000-03:00:00,NE-MRBTS-341601,10.0,7.0,9.0,7.0,52,1765,2960.0,2772.0,3.0,,,1.0,,,
2025-05-07T17:30:00.000-03:00:00,NE-MRBTS-341601,11.0,5.0,11.0,5.0,52,1090,3214.0,2999.0,5.0,,,,,,
2025-05-07T18:00:00.000-03:00:00,NE-MRBTS-341601,5.0,3.0,5.0,3.0,47,529,3106.0,2884.0,2.0,,,,,,
2025-05-07T18:15:00.000-03:00:00,NE-MRBTS-341601,5.0,5.0,4.0,4.0,58,1812,3658.0,3373.0,,,,1.0,1.0,,
2025-05-07T18:30:00.000-03:00:00,NE-MRBTS-341601,4.0,4.0,4.0,4.0,49,1051,3080.0,2837.0,,,,,,,
2025-05-07T19:00:00.000-03:00:00,NE-MRBTS-341601,2.0,,2.0,,39,222,2504.0,2360.0,2.0,,,,,,
2025-05-07T19:15:00.000-03:00:00,NE-MRBTS-341601,,,,,50,1749,2549.0,2416.0,,,,,,,
2025-05-07T19:30:00.000-03:00:00,NE-MRBTS-341601,5.0,3.0,5.0,3.0,58,2433,2462.0,2333.0,2.0,,,,,,
2025-05-07T20:00:00.000-03:00:00,NE-MRBTS-341601,2.0,2.0,2.0,2.0,49,1768,2312.0,2215.0,,,,,,,
2025-05-07T20:15:00.000-03:00:00,NE-MRBTS-341601,1.0,,1.0,,57,2244,2213.0,2090.0,1.0,,,,,,
2025-05-07T20:30:00.000-03:00:00,NE-MRBTS-341601,3.0,2.0,3.0,2.0,42,475,2045.0,1951.0,1.0,,,,,,
2025-05-07T21:00:00.000-03:00:00,NE-MRBTS-341601,1.0,,1.0,,45,877,2042.0,1941.0,1.0,,,,,,
2025-05-07T21:15:00.000-03:00:00,NE-MRBTS-341601,1.0,,1.0,,37,516,2116.0,2038.0,1.0,,,,,,
2025-05-07T21:30:00.000-03:00:00,NE-MRBTS-341601,6.0,5.0,6.0,5.0,38,470,1653.0,1589.0,1.0,,,,,,
2025-05-07T22:00:00.000-03:00:00,NE-MRBTS-341601,1.0,1.0,1.0,1.0,36,466,2131.0,2016.0,,,,,,,
2025-05-07T22:15:00.000-03:00:00,NE-MRBTS-341601,2.0,1.0,2.0,1.0,37,267,2272.0,2147.0,1.0,,,,,,
2025-05-07T22:30:00.000-03:00:00,NE-MRBTS-341601,,,,,38,431,1812.0,1737.0,,,,,,,
2025-05-07T23:00:00.000-03:00:00,NE-MRBTS-341601,1.0,1.0,1.0,1.0,44,822,2178.0,2058.0,,,,,,,
2025-05-07T23:15:00.000-03:00:00,NE-MRBTS-341601,,,,,38,184,2159.0,2046.0,,,,,,,
2025-05-07T23:30:00.000-03:00:00,NE-MRBTS-341601,1.0,,1.0,,40,680,2215.0,2087.0,1.0,,,,,,
2025-05-08T00:00:00.000-03:00:00,NE-MRBTS-341601,,,,,41,870,2136.0,2020.0,,,,,,,
2025-05-08T00:15:00.000-03:00:00,NE-MRBTS-341601,2.0,1.0,2.0,1.0,34,274,2308.0,2189.0,1.0,,,,,,
2025-05-08T00:30:00.000-03:00:00,NE-MRBTS-341601,,,,,32,125,2333.0,2189.0,,,,,,,
2025-05-08T01:00:00.000-03:00:00,NE-MRBTS-341601,2.0,,2.0,,33,86,2306.0,2177.0,2.0,,,,,,
2025-05-08T01:15:00.000-03:00:00,NE-MRBTS-341601,2.0,1.0,2.0,1.0,41,1140,2235.0,2114.0,1.0,,,,,,
2025-05-08T01:30:00.000-03:00:00,NE-MRBTS-341601,,,,,44,460,2115.0,2016.0,,,,,,,
2025-05-08T02:00:00.000-03:00:00,NE-MRBTS-341601,1.0,,1.0,,58,1603,1934.0,1836.0,1.0,,,,,,
2025-05-08T02:15:00.000-03:00:00,NE-MRBTS-341601,,,,,47,686,1834.0,1756.0,,,,,,,
2025-05-08T02:30:00.000-03:00:00,NE-MRBTS-341601,,,,,43,563,1942.0,1831.0,,,,,,,
2025-05-08T03:00:00.000-03:00:00,NE-MRBTS-341601,1.0,,1.0,,41,486,1958.0,1856.0,1.0,,,,,,
2025-05-08T03:15:00.000-03:00:00,NE-MRBTS-341601,5.0,,5.0,,37,180,1959.0,1875.0,5.0,,,,,,
2025-05-08T03:30:00.000-03:00:00,NE-MRBTS-341601,2.0,,2.0,,36,361,1858.0,1797.0,2.0,,,,,,
2025-05-08T04:00:00.000-03:00:00,NE-MRBTS-341601,,,,,40,471,2006.0,1939.0,,,,,,,
2025-05-08T04:15:00.000-03:00:00,NE-MRBTS-341601,1.0,,1.0,,35,69,2008.0,1907.0,1.0,,,,,,
2025-05-08T04:30:00.000-03:00:00,NE-MRBTS-341601,,,,,42,1254,1935.0,1863.0,,,,,,,
2025-05-08T05:00:00.000-03:00:00,NE-MRBTS-341601,1.0,,1.0,,38,92,1960.0,1887.0,1.0,,,,,,
2025-05-08T05:15:00.000-03:00:00,NE-MRBTS-341601,4.0,,4.0,,45,528,2061.0,1977.0,4.0,,,,,,
2025-05-08T05:30:00.000-03:00:00,NE-MRBTS-341601,2.0,,2.0,,52,1905,2062.0,1954.0,2.0,,,,,,
2025-05-08T06:00:00.000-03:00:00,NE-MRBTS-341601,3.0,,3.0,,54,1154,1902.0,1842.0,3.0,,,,,,
2025-05-08T06:15:00.000-03:00:00,NE-MRBTS-341601,3.0,,3.0,,52,971,2041.0,1954.0,3.0,,,,,,
2025-05-08T06:30:00.000-03:00:00,NE-MRBTS-341601,1.0,1.0,1.0,1.0,52,2463,2170.0,2048.0,,,,,,,
2025-05-08T07:00:00.000-03:00:00,NE-MRBTS-341601,5.0,2.0,5.0,2.0,44,486,2759.0,2609.0,3.0,,,,,,
2025-05-08T07:15:00.000-03:00:00,NE-MRBTS-341601,8.0,5.0,8.0,5.0,49,2025,2749.0,2592.0,2.0,,,,,,
