createAt,manageObject,M8051C11,M8051C16,M8051C17,M8051C23,M8051C24,M8051C34,M8051C44,M8051C52,M8051C54,M8051C55,M8051C56,M8051C57,M8051C58,M8051C60,M8051C61,M8051C62,M8051C63,M8051C64,M8051C65,M8051C68,M8051C71,M8051C73,M8051C74,M8051C75,M8051C79,M8051C80,M8051C81,M8051C83,M8051C86,M8051C87,M8051C88,M8051C89,M8051C90,M8051C121,M8051C122,M8051C148,M8051C149,M8051C152,M8051C155,M8051C161,M8051C162,M8051C171,M8051C179,M8051C132,M8051C133,M8051C165,M8051C101,M8051C102,M8051C105,M8051C106,M8051C107,M8051C108,M8051C115,M8051C95,M8051C98,M8051C99,M8051C100,M8051C103,M8051C104,M8051C109,M8051C110,M8051C125,M8051C126,M8051C66,M8051C72,M8051C51,M8051C136,M8051C82,M8051C67,M8051C15,M8051C85,M8051C6,M8051C14,M8051C31,M8051C37,M8051C41,M8051C47,M8051C70,M8051C159,M8051C160,M8051C8,M8051C50,M8051C153,M8051C1,M8051C46,M8051C36,M8051C40,M8051C91,M8051C0,M8051C9,M8051C180,M8051C4
2025-05-08T14:00:00.000-04:00:00,NE-MRBTS-690501,,4.0,48.0,7.0,2.0,12.0,16.0,6.0,354.0,21.0,29.0,20.0,28.0,18466.0,900,18423.0,900,20.0,10.0,,354.0,4.0,3.0,4.0,28.0,20.0,15.0,2.0,6.0,,7.0,4.0,7.0,364.0,48.0,2.0,164.0,28.0,3.0,5.0,3.0,2.0,2.0,2083.0,34.0,34.0,489462.0,900000,337005.0,900000,132.0,6.0,132.0,900,135.0,654474.0,900000,388526.0,900000,135.0,6.0,576.0,19.0,6.0,,,1.0,,,,14.0,,1.0,5.0,,14.0,1.0,11.0,2.0,1.0,1.0,,,,,,,,,,,
2025-05-08T14:15:00.000-04:00:00,NE-MRBTS-690501,,3.0,21.0,8.0,2.0,10.0,12.0,6.0,262.0,19.0,27.0,19.0,27.0,17087.0,900,17037.0,900,19.0,10.0,,262.0,4.0,2.0,4.0,27.0,18.0,14.0,2.0,6.0,,8.0,5.0,8.0,355.0,92.0,2.0,49.0,27.0,2.0,5.0,3.0,2.0,1.0,1937.0,31.0,31.0,433023.0,900000,312762.0,900000,127.0,7.0,127.0,900,134.0,675611.0,900000,410809.0,900000,134.0,5.0,484.0,19.0,6.0,,,2.0,,,,11.0,,1.0,5.0,,14.0,2.0,9.0,1.0,,,,,,1.0,,,,,,,
2025-05-08T14:30:00.000-04:00:00,NE-MRBTS-690501,,3.0,3.0,8.0,2.0,11.0,13.0,6.0,253.0,20.0,33.0,20.0,33.0,18401.0,900,18368.0,900,20.0,11.0,1.0,253.0,4.0,2.0,4.0,33.0,24.0,19.0,2.0,6.0,,8.0,5.0,8.0,414.0,66.0,3.0,45.0,33.0,3.0,5.0,3.0,1.0,2.0,2073.0,37.0,37.0,646560.0,900000,541227.0,900000,161.0,8.0,161.0,900,135.0,587936.0,900000,306503.0,900000,135.0,6.0,503.0,17.0,6.0,,,1.0,,,,12.0,,1.0,5.0,1.0,18.0,2.0,10.0,2.0,,,1.0,,1.0,1.0,,,,,,,
2025-05-08T14:45:00.000-04:00:00,NE-MRBTS-690501,,3.0,3.0,8.0,2.0,9.0,12.0,7.0,258.0,18.0,33.0,18.0,33.0,16177.0,900,16126.0,900,18.0,11.0,1.0,258.0,4.0,2.0,4.0,33.0,25.0,17.0,2.0,6.0,,8.0,4.0,8.0,421.0,102.0,2.0,137.0,33.0,3.0,5.0,3.0,1.0,1.0,1829.0,36.0,36.0,390784.0,900000,288690.0,900000,128.0,6.0,128.0,900,131.0,503788.0,900000,301475.0,900000,131.0,6.0,457.0,22.0,6.0,,,2.0,,,,11.0,,1.0,5.0,1.0,16.0,1.0,8.0,2.0,,1.0,1.0,,1.0,,,,,,,,
2025-05-08T15:00:00.000-04:00:00,NE-MRBTS-690501,,3.0,,7.0,1.0,8.0,11.0,5.0,258.0,17.0,27.0,17.0,27.0,15556.0,900,15521.0,900,17.0,11.0,2.0,258.0,4.0,2.0,4.0,27.0,19.0,16.0,2.0,5.0,,7.0,4.0,7.0,420.0,72.0,2.0,94.0,27.0,2.0,4.0,2.0,,1.0,1755.0,29.0,29.0,276873.0,900000,177077.0,900000,116.0,5.0,116.0,900,120.0,346202.0,900000,179554.0,900000,120.0,5.0,346.0,18.0,6.0,,,2.0,,,,10.0,1.0,2.0,5.0,1.0,16.0,1.0,7.0,2.0,1.0,,1.0,,1.0,,,1.0,,,,,
2025-05-08T15:15:00.000-04:00:00,NE-MRBTS-690501,,2.0,28.0,7.0,2.0,8.0,11.0,5.0,217.0,16.0,30.0,15.0,28.0,14191.0,900,13527.0,900,15.0,8.0,1.0,217.0,4.0,2.0,4.0,28.0,20.0,16.0,2.0,5.0,,7.0,4.0,7.0,379.0,103.0,2.0,96.0,28.0,2.0,5.0,2.0,1.0,1.0,1604.0,33.0,33.0,341185.0,900001,245799.0,900000,125.0,6.0,125.0,900,126.0,407340.0,900000,204833.0,900000,126.0,5.0,410.0,16.0,4.0,,,1.0,,,,10.0,1.0,1.0,3.0,1.0,15.0,2.0,7.0,1.0,,,1.0,,1.0,1.0,,,,,,,
2025-05-08T15:30:00.000-04:00:00,NE-MRBTS-690501,,1.0,2.0,7.0,1.0,5.0,9.0,4.0,207.0,9.0,20.0,9.0,20.0,8012.0,900,7982.0,900,9.0,5.0,,207.0,2.0,2.0,2.0,20.0,14.0,13.0,1.0,6.0,,7.0,5.0,7.0,238.0,24.0,2.0,78.0,20.0,1.0,4.0,1.0,1.0,1.0,917.0,21.0,21.0,352782.0,900001,282598.0,900000,127.0,6.0,127.0,900,130.0,371107.0,900000,196645.0,900000,130.0,5.0,370.0,16.0,3.0,,,,,,,8.0,1.0,1.0,2.0,1.0,11.0,3.0,4.0,1.0,,,1.0,,,1.0,,,,,,,
2025-05-06T14:00:00.000-04:00:00,NE-MRBTS-690503,,1.0,,4.0,3.0,,1.0,3.0,12.0,2.0,6.0,2.0,6.0,2182.0,900,2160.0,900,2.0,2.0,,12.0,1.0,,1.0,6.0,6.0,3.0,,2.0,,4.0,2.0,4.0,132.0,114.0,1.0,3.0,6.0,1.0,4.0,1.0,,,245.0,6.0,6.0,19405.0,900000,11959.0,900000,101.0,3.0,101.0,900,100.0,19734.0,900000,12468.0,900000,100.0,2.0,111.0,3.0,1.0,,1.0,1.0,,,,,,,1.0,,3.0,,,,,,,,,1.0,,,,,,,
2025-05-06T14:15:00.000-04:00:00,NE-MRBTS-690503,,1.0,,4.0,3.0,,,4.0,38.0,3.0,6.0,3.0,6.0,2447.0,900,2430.0,900,3.0,3.0,,38.0,1.0,,1.0,6.0,6.0,4.0,,2.0,,4.0,2.0,4.0,144.0,98.0,1.0,1.0,6.0,1.0,4.0,1.0,,,278.0,7.0,7.0,23089.0,900000,7156.0,900000,102.0,2.0,102.0,900,100.0,10279.0,900000,8966.0,900000,100.0,2.0,115.0,3.0,1.0,,1.0,1.0,,,,,,,1.0,,4.0,,,,,,,,,1.0,,,,,,,
2025-05-06T14:30:00.000-04:00:00,NE-MRBTS-690503,,1.0,,5.0,3.0,,1.0,3.0,62.0,3.0,8.0,3.0,8.0,2446.0,900,2429.0,900,3.0,3.0,,62.0,2.0,1.0,2.0,8.0,8.0,4.0,,2.0,,5.0,3.0,5.0,166.0,95.0,1.0,15.0,8.0,1.0,4.0,2.0,,1.0,275.0,8.0,8.0,30446.0,900000,18141.0,900000,101.0,2.0,101.0,900,100.0,12822.0,900000,8500.0,900000,100.0,2.0,116.0,4.0,1.0,,1.0,1.0,,,,,,,1.0,,3.0,,,,,,,,,1.0,,,,,,,
2025-05-06T15:00:00.000-04:00:00,NE-MRBTS-690503,,,,2.0,2.0,,,2.0,19.0,2.0,6.0,2.0,6.0,1664.0,900,1646.0,900,2.0,2.0,,19.0,,,,6.0,6.0,4.0,,2.0,,2.0,2.0,2.0,32.0,12.0,1.0,1.0,6.0,,2.0,,,,188.0,6.0,6.0,8930.0,900000,3061.0,900000,100.0,2.0,100.0,900,100.0,2106.0,900000,3418.0,900000,100.0,2.0,114.0,4.0,2.0,,1.0,,,,,,,,2.0,,4.0,,,,,,,,,,,,,,,,
2025-05-06T15:15:00.000-04:00:00,NE-MRBTS-690503,,,,2.0,1.0,,,2.0,24.0,2.0,5.0,2.0,5.0,1540.0,900,1534.0,900,2.0,2.0,,24.0,,,,5.0,5.0,5.0,,2.0,,2.0,2.0,2.0,38.0,14.0,1.0,14.0,5.0,,2.0,,,,175.0,5.0,5.0,5149.0,900000,4042.0,900000,100.0,2.0,100.0,900,100.0,3209.0,900000,4003.0,900000,100.0,2.0,114.0,4.0,1.0,,1.0,,,,,,,,1.0,,5.0,,,,,,,,,,,,,,,,
2025-05-06T15:30:00.000-04:00:00,NE-MRBTS-690503,,1.0,,3.0,,,,3.0,114.0,3.0,5.0,2.0,5.0,2262.0,900,2249.0,900,2.0,2.0,,114.0,1.0,1.0,1.0,5.0,5.0,4.0,,3.0,,3.0,3.0,3.0,114.0,,,,5.0,1.0,3.0,1.0,,1.0,257.0,6.0,6.0,65210.0,900000,47866.0,900000,102.0,3.0,102.0,900,100.0,33556.0,900000,17743.0,900000,100.0,2.0,117.0,4.0,1.0,,,,,,,,,,1.0,,4.0,,,,,,,,,,,,,,,,
2025-05-06T16:00:00.000-04:00:00,NE-MRBTS-690503,,1.0,,4.0,,,,3.0,247.0,4.0,8.0,4.0,8.0,3861.0,900,3837.0,900,4.0,4.0,,247.0,2.0,1.0,2.0,8.0,8.0,6.0,,4.0,,4.0,3.0,4.0,247.0,,,,8.0,1.0,3.0,1.0,,1.0,433.0,8.0,8.0,96398.0,900000,57253.0,900000,105.0,3.0,105.0,900,100.0,36118.0,900000,23501.0,900000,100.0,2.0,141.0,6.0,3.0,,,,,,,,1.0,2.0,2.0,1.0,5.0,1.0,,,,,,,,,,,,,,,
2025-05-06T16:15:00.000-04:00:00,NE-MRBTS-690503,,1.0,,4.0,1.0,,2.0,2.0,207.0,5.0,10.0,5.0,10.0,4366.0,900,4342.0,900,5.0,5.0,,207.0,3.0,2.0,3.0,10.0,10.0,6.0,,4.0,,4.0,3.0,4.0,263.0,56.0,,,10.0,1.0,3.0,2.0,,1.0,491.0,10.0,10.0,151565.0,900000,134253.0,900000,109.0,3.0,109.0,900,104.0,88573.0,900000,45989.0,900000,104.0,3.0,182.0,7.0,3.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,2.0,1.0,5.0,1.0,,,,,,1.0,,,,,,,,,
2025-05-06T16:30:00.000-04:00:00,NE-MRBTS-690503,,1.0,,5.0,1.0,,1.0,3.0,173.0,4.0,8.0,4.0,8.0,3895.0,900,3868.0,900,4.0,4.0,,173.0,2.0,2.0,2.0,8.0,8.0,6.0,,4.0,,5.0,4.0,5.0,249.0,75.0,,,8.0,1.0,4.0,2.0,,1.0,435.0,9.0,9.0,77236.0,900000,50660.0,900000,103.0,3.0,103.0,900,101.0,40719.0,900000,24307.0,900000,101.0,2.0,131.0,6.0,3.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,4.0,1.0,,,,,,1.0,,,,,,,,,
2025-05-06T17:00:00.000-04:00:00,NE-MRBTS-690503,,1.0,,6.0,3.0,,1.0,3.0,217.0,4.0,11.0,4.0,11.0,3971.0,900,3954.0,900,4.0,4.0,,217.0,3.0,2.0,3.0,11.0,11.0,6.0,,4.0,,6.0,5.0,6.0,255.0,60.0,,,11.0,1.0,4.0,1.0,,1.0,446.0,11.0,11.0,120623.0,900000,91285.0,900000,106.0,3.0,106.0,900,102.0,44745.0,900000,27531.0,900000,102.0,3.0,151.0,6.0,3.0,,2.0,1.0,,,,,1.0,1.0,2.0,1.0,5.0,1.0,,1.0,,,,,,,,,,,,,
2025-05-06T17:15:00.000-04:00:00,NE-MRBTS-690503,,1.0,,4.0,1.0,,,3.0,170.0,3.0,7.0,3.0,7.0,2667.0,900,2652.0,900,3.0,3.0,,170.0,2.0,1.0,2.0,7.0,7.0,5.0,,4.0,,4.0,3.0,4.0,170.0,4.0,,,7.0,1.0,2.0,1.0,,1.0,300.0,7.0,7.0,318162.0,900000,267310.0,900000,103.0,3.0,103.0,900,101.0,157781.0,900000,43894.0,900000,101.0,2.0,131.0,5.0,2.0,,,,,,,,1.0,1.0,1.0,1.0,4.0,1.0,,1.0,,,,,,,,,,,,,
2025-05-06T17:30:00.000-04:00:00,NE-MRBTS-690503,,1.0,,4.0,1.0,,,3.0,128.0,2.0,5.0,2.0,5.0,1786.0,900,1768.0,900,2.0,2.0,,128.0,1.0,1.0,1.0,5.0,5.0,4.0,,4.0,,3.0,3.0,3.0,128.0,3.0,,,5.0,1.0,3.0,1.0,,1.0,202.0,6.0,6.0,229964.0,900000,209001.0,900000,101.0,3.0,101.0,900,101.0,89336.0,900000,30268.0,900000,101.0,2.0,117.0,5.0,1.0,,,,,,,,,,1.0,,4.0,,,1.0,,,,,,,,,,,,,
2025-05-06T18:00:00.000-04:00:00,NE-MRBTS-690503,,1.0,,3.0,,,1.0,1.0,128.0,2.0,5.0,2.0,5.0,1955.0,900,1945.0,900,2.0,2.0,,128.0,1.0,1.0,1.0,5.0,5.0,4.0,,3.0,,2.0,1.0,2.0,128.0,,,,5.0,1.0,1.0,1.0,,1.0,221.0,5.0,5.0,211863.0,900000,178951.0,900000,102.0,3.0,102.0,900,103.0,153044.0,900000,77285.0,900000,103.0,2.0,131.0,5.0,1.0,,,,,,,,,,1.0,,3.0,1.0,,,,,,,,,,,,,,,
2025-05-06T18:15:00.000-04:00:00,NE-MRBTS-690503,,1.0,,3.0,,,,2.0,183.0,2.0,5.0,2.0,5.0,2140.0,900,2118.0,900,2.0,2.0,,183.0,2.0,1.0,2.0,5.0,5.0,4.0,,3.0,,2.0,2.0,2.0,183.0,,,,5.0,1.0,2.0,1.0,,1.0,242.0,6.0,6.0,179330.0,900000,166829.0,900000,101.0,2.0,101.0,900,101.0,115099.0,900000,49122.0,900000,101.0,2.0,118.0,5.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,
2025-05-06T18:30:00.000-04:00:00,NE-MRBTS-690503,,1.0,,3.0,,,,2.0,137.0,2.0,5.0,2.0,5.0,1737.0,900,1727.0,900,2.0,2.0,,137.0,1.0,1.0,1.0,5.0,5.0,4.0,,3.0,,3.0,2.0,3.0,137.0,,,,5.0,1.0,2.0,1.0,,1.0,198.0,5.0,5.0,93436.0,900000,60751.0,900000,100.0,2.0,100.0,900,101.0,58846.0,900000,21215.0,900000,101.0,2.0,112.0,4.0,1.0,,,,,,,,,,1.0,,3.0,1.0,,,,,,,,,,,,,,,
2025-05-06T18:45:00.000-04:00:00,NE-MRBTS-690503,,1.0,,3.0,,,1.0,2.0,138.0,2.0,5.0,2.0,5.0,1899.0,900,1886.0,900,2.0,2.0,,138.0,1.0,1.0,1.0,5.0,5.0,3.0,,3.0,,3.0,2.0,3.0,138.0,,,,5.0,1.0,2.0,1.0,,1.0,215.0,7.0,7.0,58809.0,900000,48608.0,900000,102.0,2.0,102.0,900,100.0,39902.0,900000,12409.0,900000,100.0,2.0,111.0,4.0,1.0,,,,,,,,,,1.0,,3.0,1.0,,,,,,,,,,,,,,,
2025-05-06T19:00:00.000-04:00:00,NE-MRBTS-690503,,1.0,,3.0,,1.0,1.0,1.0,132.0,3.0,6.0,3.0,5.0,2536.0,900,2515.0,900,3.0,3.0,,132.0,1.0,1.0,1.0,5.0,5.0,4.0,,3.0,,2.0,1.0,2.0,132.0,,,,5.0,1.0,1.0,1.0,,1.0,289.0,6.0,6.0,83017.0,900000,61530.0,900000,102.0,3.0,102.0,900,101.0,63847.0,900000,21623.0,900000,101.0,3.0,121.0,5.0,2.0,,,,,,,,,,1.0,,3.0,1.0,,,,,,,,,,,,,,,
2025-05-06T19:15:00.000-04:00:00,NE-MRBTS-690503,,1.0,,3.0,,1.0,1.0,2.0,151.0,3.0,5.0,3.0,5.0,2475.0,900,2461.0,900,3.0,3.0,,151.0,2.0,1.0,2.0,5.0,5.0,4.0,,3.0,,3.0,2.0,3.0,151.0,,,,5.0,1.0,2.0,1.0,,1.0,282.0,6.0,6.0,101412.0,900001,82807.0,900000,104.0,3.0,104.0,900,103.0,80906.0,900000,33158.0,900000,103.0,3.0,131.0,5.0,1.0,,,,1.0,,,,,1.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,
2025-05-06T19:30:00.000-04:00:00,NE-MRBTS-690503,,1.0,,2.0,,1.0,1.0,1.0,56.0,2.0,5.0,2.0,5.0,1868.0,900,1859.0,900,2.0,2.0,,56.0,1.0,1.0,1.0,5.0,5.0,3.0,,2.0,,1.0,1.0,1.0,56.0,,,,5.0,1.0,1.0,1.0,,1.0,215.0,6.0,6.0,148618.0,900001,119698.0,900000,107.0,3.0,107.0,900,103.0,94189.0,900000,31093.0,900000,103.0,2.0,127.0,5.0,1.0,,,,1.0,1.0,,,,,1.0,,3.0,1.0,,,,,,,,,,,,,,,
2025-05-06T19:45:00.000-04:00:00,NE-MRBTS-690503,,1.0,,3.0,,1.0,1.0,2.0,91.0,2.0,4.0,2.0,4.0,2225.0,900,2217.0,900,2.0,2.0,,91.0,1.0,1.0,1.0,4.0,4.0,3.0,,3.0,,2.0,2.0,2.0,91.0,,,,4.0,1.0,2.0,1.0,,1.0,255.0,6.0,6.0,375385.0,900000,308359.0,900000,125.0,3.0,125.0,900,106.0,213749.0,900000,74473.0,900000,106.0,2.0,142.0,5.0,1.0,,,,1.0,1.0,,,,,1.0,,3.0,,,,,,,,,,,,,,,,
2025-05-06T20:00:00.000-04:00:00,NE-MRBTS-690503,,1.0,,3.0,,1.0,1.0,3.0,99.0,3.0,5.0,3.0,5.0,2365.0,900,2356.0,900,3.0,3.0,,99.0,1.0,1.0,1.0,5.0,5.0,2.0,,3.0,,3.0,3.0,3.0,99.0,,,,5.0,1.0,3.0,1.0,,1.0,265.0,5.0,5.0,52626.0,900000,35146.0,900000,101.0,2.0,101.0,900,101.0,44238.0,900000,20135.0,900000,101.0,2.0,118.0,4.0,1.0,,,,1.0,1.0,,,,,1.0,,2.0,,,,,,,,,,,,,,,,
2025-05-06T20:15:00.000-04:00:00,NE-MRBTS-690503,,,,2.0,,1.0,1.0,2.0,41.0,2.0,5.0,2.0,5.0,1905.0,900,1895.0,900,2.0,2.0,,41.0,,,,5.0,5.0,3.0,,2.0,,2.0,2.0,2.0,41.0,,,,5.0,,2.0,,,,214.0,5.0,5.0,14711.0,900000,4914.0,900000,101.0,2.0,101.0,900,100.0,5678.0,900000,4037.0,900000,100.0,2.0,109.0,3.0,1.0,,,,1.0,1.0,,,,,1.0,,3.0,,,,,,,,,,,,,,,,
2025-05-06T20:30:00.000-04:00:00,NE-MRBTS-690503,,1.0,,3.0,,1.0,1.0,3.0,102.0,3.0,5.0,3.0,5.0,2458.0,900,2438.0,900,3.0,3.0,,102.0,1.0,1.0,1.0,5.0,5.0,3.0,,3.0,,3.0,3.0,3.0,102.0,,,,5.0,,3.0,1.0,,1.0,276.0,5.0,5.0,205323.0,900000,172721.0,900000,112.0,4.0,112.0,900,104.0,127930.0,900000,39202.0,900000,104.0,3.0,129.0,4.0,1.0,,,,1.0,1.0,,,,1.0,1.0,,3.0,,,,,,,,,,,,,,,,
2025-05-06T21:00:00.000-04:00:00,NE-MRBTS-690503,,,,1.0,,1.0,1.0,1.0,1.0,2.0,5.0,2.0,4.0,1410.0,900,1400.0,900,2.0,2.0,,1.0,,,,4.0,4.0,3.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,,4.0,,1.0,,,,159.0,7.0,7.0,86151.0,900000,84104.0,900000,100.0,2.0,100.0,900,100.0,60732.0,900000,18900.0,900000,100.0,2.0,108.0,6.0,1.0,,,,1.0,1.0,,,,,1.0,,3.0,,,,,,,,,,,,,,,,
2025-05-06T21:15:00.000-04:00:00,NE-MRBTS-690503,,,,2.0,,1.0,1.0,2.0,30.0,2.0,4.0,2.0,4.0,1692.0,900,1679.0,900,2.0,2.0,,30.0,,,,4.0,4.0,3.0,,2.0,,2.0,2.0,2.0,31.0,,1.0,1.0,4.0,,2.0,,,,190.0,4.0,4.0,43341.0,900000,30542.0,900000,100.0,2.0,100.0,900,101.0,36638.0,900000,16667.0,900000,101.0,2.0,117.0,4.0,1.0,,,,1.0,1.0,,,,,1.0,,3.0,,,,,,,,,,,,,,,,
2025-05-06T21:30:00.000-04:00:00,NE-MRBTS-690503,,,,1.0,,1.0,1.0,,5.0,2.0,4.0,2.0,4.0,1679.0,900,1673.0,900,2.0,2.0,,5.0,,,,4.0,4.0,3.0,,1.0,,1.0,,1.0,5.0,,,,4.0,,,,,,187.0,4.0,4.0,7607.0,900000,4077.0,900000,100.0,2.0,100.0,900,100.0,5542.0,900000,3902.0,900000,100.0,1.0,108.0,3.0,1.0,,,,1.0,1.0,,,,,1.0,,3.0,1.0,,,,,,,,,,,,,,,
2025-05-06T22:00:00.000-04:00:00,NE-MRBTS-690503,,,,,,1.0,1.0,,,1.0,3.0,1.0,3.0,974.0,900,965.0,900,1.0,1.0,,,,,,3.0,3.0,2.0,,,,,,,,,,,3.0,,,,,,109.0,3.0,3.0,4482.0,900000,1920.0,900000,100.0,1.0,100.0,900,100.0,2095.0,900000,1812.0,900000,100.0,1.0,104.0,3.0,1.0,,,,1.0,1.0,,,,,1.0,,2.0,,,,,,,,,,,,,,,,
2025-05-06T22:15:00.000-04:00:00,NE-MRBTS-690503,,,,,,1.0,1.0,,,1.0,3.0,1.0,3.0,980.0,900,965.0,900,1.0,1.0,,,,,,3.0,3.0,2.0,,,,,,,,,,,3.0,,,,,,110.0,5.0,5.0,3991.0,900000,2663.0,900000,100.0,1.0,100.0,900,100.0,4150.0,900000,2367.0,900000,100.0,1.0,105.0,3.0,1.0,,,,1.0,1.0,,,,,1.0,,2.0,,,,,,,,,,,,,,,,
2025-05-06T22:30:00.000-04:00:00,NE-MRBTS-690503,,,,,,,1.0,,,1.0,3.0,1.0,3.0,886.0,900,880.0,900,1.0,1.0,,,,,,3.0,3.0,2.0,,,,,,,,,,,3.0,,,,,,100.0,4.0,4.0,4468.0,900000,2677.0,900000,100.0,1.0,100.0,900,100.0,2889.0,900000,1567.0,900000,100.0,1.0,106.0,4.0,1.0,,,,1.0,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,
2025-05-06T23:00:00.000-04:00:00,NE-MRBTS-690503,,,,1.0,,,1.0,,1.0,1.0,4.0,1.0,3.0,1068.0,900,1058.0,900,1.0,1.0,,1.0,,,,3.0,3.0,2.0,,1.0,,1.0,,1.0,1.0,,,,3.0,,,,,,120.0,4.0,4.0,4618.0,900000,1753.0,900000,100.0,1.0,100.0,900,100.0,1524.0,900000,1433.0,900000,100.0,1.0,111.0,7.0,1.0,,,,1.0,,,,,,1.0,,2.0,1.0,,,,,,,,,,,,,,,
2025-05-06T23:15:00.000-04:00:00,NE-MRBTS-690503,,,,,,,1.0,,,2.0,4.0,1.0,4.0,1356.0,900,1347.0,900,1.0,1.0,,,,,,4.0,4.0,3.0,,,,,,,,,,,4.0,,,,,,152.0,4.0,4.0,5296.0,900000,2265.0,900000,100.0,1.0,100.0,900,100.0,2085.0,900000,1902.0,900000,100.0,1.0,106.0,3.0,1.0,,,,1.0,,,,,,1.0,,3.0,,,,,,,,,,,,,,,,
2025-05-06T23:30:00.000-04:00:00,NE-MRBTS-690503,,,,1.0,,,1.0,,3.0,1.0,4.0,1.0,4.0,1212.0,900,1201.0,900,1.0,1.0,,3.0,,,,4.0,4.0,3.0,,1.0,,1.0,,1.0,3.0,,,,4.0,,,,,,136.0,5.0,5.0,3851.0,900000,1868.0,900000,100.0,2.0,100.0,900,100.0,1421.0,900000,1510.0,900000,100.0,1.0,107.0,3.0,1.0,,,,1.0,,,,,,1.0,,3.0,1.0,,,,,,,,,,,,,,,
2025-05-07T00:00:00.000-04:00:00,NE-MRBTS-690503,,,,,,1.0,1.0,,,1.0,4.0,1.0,4.0,1153.0,900,1147.0,900,1.0,1.0,,,,,,4.0,4.0,3.0,,,,,,,,,,,4.0,,,,,,129.0,4.0,4.0,4147.0,900000,2400.0,900000,100.0,2.0,100.0,900,100.0,2677.0,900000,1776.0,900000,100.0,2.0,106.0,4.0,1.0,,,,1.0,1.0,,,,,1.0,,3.0,,,,,,,,,,,,,,,,
2025-05-07T00:15:00.000-04:00:00,NE-MRBTS-690503,,,,,,,1.0,,,1.0,3.0,1.0,3.0,895.0,900,890.0,900,1.0,1.0,,,,,,3.0,3.0,2.0,,,,,,,,,,,3.0,,,,,,101.0,3.0,3.0,3707.0,900000,1499.0,900000,100.0,1.0,100.0,900,100.0,1691.0,900000,1350.0,900000,100.0,2.0,105.0,3.0,1.0,,,,1.0,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,
2025-05-07T00:30:00.000-04:00:00,NE-MRBTS-690503,,,,,,,1.0,,,1.0,3.0,1.0,2.0,882.0,900,874.0,900,1.0,1.0,,,,,,2.0,2.0,2.0,,,,,,,,,,,2.0,,,,,,100.0,4.0,4.0,3646.0,900000,1465.0,900000,100.0,1.0,100.0,900,100.0,1199.0,900000,1233.0,900000,100.0,1.0,107.0,4.0,1.0,,,,1.0,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,
2025-05-07T01:00:00.000-04:00:00,NE-MRBTS-690503,,,,,,,1.0,,,1.0,4.0,1.0,4.0,975.0,900,967.0,900,1.0,1.0,,,,,,4.0,4.0,3.0,,,,,,,,,,,4.0,,,,,,112.0,4.0,4.0,4305.0,900000,2162.0,900000,100.0,2.0,100.0,900,100.0,2323.0,900000,1722.0,900000,100.0,1.0,111.0,4.0,1.0,,,,1.0,,,,,,1.0,,3.0,,,,,,,,,,,,,,,,
2025-05-07T01:15:00.000-04:00:00,NE-MRBTS-690503,,,,,,,1.0,,,1.0,4.0,1.0,4.0,960.0,900,954.0,900,1.0,1.0,,,,,,4.0,4.0,3.0,,,,,,,,,,,4.0,,,,,,107.0,5.0,5.0,3866.0,900000,2355.0,900000,100.0,1.0,100.0,900,100.0,4600.0,900000,2549.0,900000,100.0,1.0,107.0,4.0,1.0,,,,1.0,,,,,,1.0,,3.0,,,,,,,,,,,,,,,,
2025-05-07T01:30:00.000-04:00:00,NE-MRBTS-690503,,,,,,,1.0,,,1.0,5.0,1.0,5.0,876.0,900,865.0,900,1.0,1.0,,,,,,5.0,5.0,4.0,,,,,,,,,,,5.0,,,,,,100.0,6.0,6.0,3345.0,900000,1572.0,900000,100.0,1.0,100.0,900,100.0,1432.0,900000,1410.0,900000,100.0,1.0,107.0,3.0,1.0,,,,1.0,,,,,,1.0,,4.0,,,,,,,,,,,,,,,,
2025-05-07T02:00:00.000-04:00:00,NE-MRBTS-690503,,1.0,,1.0,,,1.0,1.0,94.0,2.0,4.0,2.0,4.0,1750.0,900,1742.0,900,2.0,2.0,,94.0,1.0,,1.0,4.0,4.0,3.0,,1.0,,1.0,,1.0,94.0,,,,4.0,,1.0,1.0,,,196.0,5.0,5.0,11321.0,900000,2858.0,900000,100.0,2.0,100.0,900,100.0,3015.0,900000,2743.0,900000,100.0,2.0,107.0,4.0,1.0,,,,1.0,,,,,1.0,1.0,,3.0,,,,,1.0,,,,,,,,,,,
