createAt,manageObject,M8051C11,M8051C16,M8051C17,M8051C23,M8051C24,M8051C34,M8051C44,M8051C52,M8051C54,M8051C55,M8051C56,M8051C57,M8051C58,M8051C60,M8051C61,M8051C62,M8051C63,M8051C64,M8051C65,M8051C68,M8051C71,M8051C73,M8051C74,M8051C75,M8051C79,M8051C80,M8051C81,M8051C83,M8051C86,M8051C87,M8051C88,M8051C89,M8051C90,M8051C121,M8051C122,M8051C148,M8051C149,M8051C152,M8051C155,M8051C161,M8051C162,M8051C171,M8051C179,M8051C132,M8051C133,M8051C165,M8051C101,M8051C102,M8051C105,M8051C106,M8051C107,M8051C108,M8051C115,M8051C95,M8051C98,M8051C99,M8051C100,M8051C103,M8051C104,M8051C109,M8051C110,M8051C125,M8051C126,M8051C66,M8051C72,M8051C51,M8051C136,M8051C82,M8051C67,M8051C15,M8051C85,M8051C6,M8051C14,M8051C31,M8051C37,M8051C41,M8051C47,M8051C70,M8051C159,M8051C160,M8051C8,M8051C50,M8051C153,M8051C1,M8051C46,M8051C36,M8051C40,M8051C91,M8051C0,M8051C9,M8051C180,M8051C4
2025-05-07T02:15:00.000-04:00:00,NE-MRBTS-690503,,1.0,,1.0,,,1.0,1.0,100.0,2.0,4.0,2.0,4.0,1660.0,900,1653.0,900,2.0,2.0,,100.0,1.0,,1.0,4.0,4.0,3.0,,1.0,,1.0,,1.0,100.0,,,,4.0,,1.0,1.0,,,186.0,4.0,4.0,16120.0,900000,4694.0,900000,100.0,2.0,100.0,900,100.0,6596.0,900000,4146.0,900000,100.0,2.0,108.0,5.0,1.0,,,,1.0,,,,,1.0,1.0,,3.0,,,,,1.0,,,,,,,,,,,
2025-05-07T02:30:00.000-04:00:00,NE-MRBTS-690503,,1.0,,2.0,,,1.0,2.0,73.0,2.0,4.0,2.0,4.0,1576.0,900,1571.0,900,2.0,2.0,,73.0,1.0,,1.0,4.0,4.0,3.0,,2.0,,2.0,1.0,2.0,73.0,,1.0,7.0,4.0,,2.0,1.0,,,177.0,4.0,4.0,13470.0,900000,2984.0,900000,101.0,2.0,101.0,900,100.0,3315.0,900000,2642.0,900000,100.0,2.0,113.0,7.0,1.0,,,,1.0,,,,,1.0,1.0,,3.0,,,,,1.0,,,,,,,,,,,
2025-05-07T03:00:00.000-04:00:00,NE-MRBTS-690503,,1.0,,1.0,,,1.0,1.0,100.0,2.0,4.0,2.0,4.0,1635.0,900,1624.0,900,2.0,2.0,,100.0,1.0,,1.0,4.0,4.0,3.0,,1.0,,1.0,,1.0,100.0,,,,4.0,,1.0,1.0,,,183.0,5.0,5.0,41565.0,900000,38990.0,900000,100.0,2.0,100.0,900,100.0,29589.0,900000,11129.0,900000,100.0,1.0,107.0,4.0,1.0,,,,1.0,,,,,1.0,1.0,,3.0,,,,,1.0,,,,,,,,,,,
2025-05-07T03:15:00.000-04:00:00,NE-MRBTS-690503,,1.0,,1.0,,,1.0,1.0,100.0,2.0,4.0,2.0,4.0,1730.0,900,1724.0,900,2.0,2.0,,100.0,1.0,,1.0,4.0,4.0,2.0,,1.0,,1.0,,1.0,100.0,,,,4.0,,1.0,1.0,,,193.0,4.0,4.0,35600.0,900000,27304.0,900000,100.0,2.0,100.0,900,100.0,19863.0,900000,8906.0,900000,100.0,2.0,106.0,3.0,1.0,,,,1.0,,,,,1.0,1.0,,2.0,,,,,1.0,,,,,,,,,,,
2025-05-07T03:30:00.000-04:00:00,NE-MRBTS-690503,,1.0,,1.0,,,1.0,1.0,100.0,2.0,4.0,2.0,4.0,1738.0,900,1730.0,900,2.0,2.0,,100.0,1.0,,1.0,4.0,4.0,2.0,,1.0,,1.0,,1.0,100.0,,,,4.0,,1.0,1.0,,,195.0,5.0,5.0,42425.0,900000,37414.0,900000,100.0,2.0,100.0,900,100.0,28992.0,900000,11319.0,900000,100.0,2.0,108.0,4.0,1.0,,,,1.0,,,,,1.0,1.0,,2.0,,,,,1.0,,,,,,,,,,,
2025-05-07T04:00:00.000-04:00:00,NE-MRBTS-690503,,1.0,,2.0,,,1.0,2.0,93.0,2.0,5.0,2.0,4.0,1597.0,900,1584.0,900,2.0,2.0,,93.0,1.0,,1.0,4.0,4.0,2.0,,2.0,,2.0,1.0,2.0,93.0,,,,4.0,,2.0,1.0,,,179.0,5.0,5.0,23763.0,900000,16591.0,900000,101.0,2.0,101.0,900,100.0,20864.0,900000,8243.0,900000,100.0,2.0,108.0,4.0,1.0,,,,1.0,,,,,1.0,1.0,,2.0,,,,,1.0,,,,,,,,,,,
2025-05-07T04:15:00.000-04:00:00,NE-MRBTS-690503,,1.0,,3.0,,,1.0,2.0,123.0,2.0,5.0,2.0,5.0,1989.0,900,1984.0,900,2.0,2.0,,123.0,1.0,,1.0,5.0,5.0,3.0,,3.0,,3.0,1.0,3.0,123.0,,,,5.0,,2.0,1.0,,,223.0,5.0,5.0,34237.0,900000,26296.0,900000,100.0,2.0,100.0,900,100.0,44828.0,900000,14088.0,900000,100.0,2.0,110.0,3.0,1.0,,,,1.0,,,,,1.0,,,3.0,2.0,,,,1.0,,,,,,,,,,,
2025-05-07T04:30:00.000-04:00:00,NE-MRBTS-690503,,1.0,,2.0,,1.0,2.0,2.0,91.0,2.0,4.0,2.0,4.0,1832.0,900,1828.0,900,2.0,2.0,,91.0,1.0,,1.0,4.0,4.0,2.0,,2.0,,2.0,1.0,2.0,91.0,,,,4.0,,2.0,1.0,,,205.0,5.0,5.0,18750.0,900000,5837.0,900000,100.0,2.0,100.0,900,100.0,9498.0,900000,4932.0,900000,100.0,2.0,108.0,4.0,1.0,,,,1.0,1.0,,,,1.0,,,2.0,,,,,1.0,,,,,,,,,,,
2025-05-07T05:00:00.000-04:00:00,NE-MRBTS-690503,,,,1.0,,1.0,1.0,1.0,4.0,2.0,4.0,2.0,4.0,1365.0,900,1357.0,900,2.0,2.0,,4.0,,,,4.0,4.0,3.0,,1.0,,1.0,1.0,1.0,4.0,,,,4.0,,1.0,,,,152.0,5.0,5.0,6555.0,900000,2534.0,900000,100.0,2.0,100.0,900,100.0,4226.0,900000,2746.0,900000,100.0,1.0,106.0,4.0,1.0,,,,1.0,1.0,,,,,1.0,,3.0,1.0,,,,,,,,,,,,,,,
2025-05-07T05:15:00.000-04:00:00,NE-MRBTS-690503,,,,2.0,,1.0,1.0,1.0,18.0,1.0,4.0,1.0,4.0,1297.0,900,1294.0,900,1.0,1.0,,18.0,,,,4.0,4.0,3.0,,2.0,,2.0,1.0,2.0,18.0,,,,4.0,,1.0,,,,146.0,4.0,4.0,16128.0,900000,13675.0,900000,100.0,2.0,100.0,900,100.0,10326.0,900000,4681.0,900000,100.0,1.0,104.0,2.0,1.0,,,,1.0,1.0,,,,,1.0,,2.0,1.0,,,,,,,,,,,,,,,
2025-05-07T05:30:00.000-04:00:00,NE-MRBTS-690503,,,,1.0,,,1.0,1.0,2.0,1.0,4.0,1.0,4.0,919.0,900,911.0,900,1.0,1.0,,2.0,,,,4.0,4.0,3.0,,1.0,,1.0,1.0,1.0,2.0,,,,4.0,,1.0,,,,105.0,4.0,4.0,5351.0,900000,2977.0,900000,100.0,1.0,100.0,900,100.0,2536.0,900000,1750.0,900000,100.0,1.0,108.0,3.0,1.0,,,,1.0,,,,,,1.0,,3.0,,,,,,,,,,,,,,,,
2025-05-07T06:00:00.000-04:00:00,NE-MRBTS-690503,,,,1.0,,,,1.0,19.0,1.0,4.0,1.0,4.0,646.0,900,638.0,900,1.0,1.0,,19.0,,,,4.0,4.0,3.0,,1.0,,1.0,1.0,1.0,19.0,,,,4.0,,1.0,,,,73.0,4.0,4.0,2655.0,900000,1919.0,900000,100.0,2.0,100.0,900,100.0,1504.0,900000,1377.0,900000,100.0,1.0,110.0,4.0,1.0,,,,,,,,,,1.0,,3.0,1.0,,,,,,,,,,,,,,,
2025-05-07T06:15:00.000-04:00:00,NE-MRBTS-690503,,,,2.0,,,,2.0,15.0,1.0,3.0,1.0,3.0,662.0,900,659.0,900,1.0,1.0,,15.0,,,,3.0,3.0,2.0,,2.0,,2.0,1.0,2.0,15.0,,,,3.0,,2.0,,,,75.0,3.0,3.0,2016.0,900000,1091.0,900000,100.0,1.0,100.0,900,100.0,540.0,900000,826.0,900000,100.0,1.0,105.0,4.0,1.0,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,
2025-05-07T06:30:00.000-04:00:00,NE-MRBTS-690503,,,,2.0,,,,2.0,17.0,1.0,3.0,1.0,3.0,671.0,900,666.0,900,1.0,1.0,,17.0,,,,3.0,3.0,3.0,,2.0,,2.0,1.0,2.0,17.0,,,,3.0,,2.0,,,,76.0,4.0,4.0,2567.0,900000,1199.0,900000,100.0,1.0,100.0,900,100.0,846.0,900000,1087.0,900000,100.0,1.0,110.0,4.0,1.0,,,,,,,,,,1.0,,3.0,,,,,,,,,,,,,,,,
2025-05-07T07:00:00.000-04:00:00,NE-MRBTS-690503,,,,1.0,,,,1.0,2.0,1.0,3.0,1.0,3.0,835.0,900,827.0,900,1.0,1.0,,2.0,,,,3.0,3.0,3.0,,1.0,,1.0,1.0,1.0,2.0,,,,3.0,,1.0,,,,95.0,4.0,4.0,2657.0,900000,1318.0,900000,100.0,1.0,100.0,900,100.0,419.0,900000,1025.0,900000,100.0,1.0,110.0,4.0,1.0,,,,,,,,,,1.0,,3.0,,,,,,,,,,,,,,,,
2025-05-07T07:15:00.000-04:00:00,NE-MRBTS-690503,,,,1.0,,,,1.0,8.0,1.0,4.0,1.0,4.0,639.0,900,635.0,900,1.0,1.0,,8.0,,,,4.0,4.0,3.0,,1.0,,1.0,1.0,1.0,8.0,,,,4.0,,1.0,,,,72.0,4.0,4.0,2339.0,900000,1504.0,900000,100.0,1.0,100.0,900,100.0,568.0,900000,1116.0,900000,100.0,1.0,113.0,4.0,1.0,,,,,,,,,,1.0,,3.0,,,,,,,,,,,,,,,,
2025-05-07T07:30:00.000-04:00:00,NE-MRBTS-690503,,1.0,,2.0,,,,2.0,66.0,1.0,3.0,1.0,3.0,910.0,900,896.0,900,1.0,1.0,,66.0,1.0,1.0,1.0,3.0,3.0,3.0,,2.0,,2.0,2.0,2.0,66.0,,,,3.0,,2.0,1.0,,1.0,104.0,4.0,4.0,23280.0,900000,4194.0,900000,100.0,2.0,100.0,900,100.0,3284.0,900000,2698.0,900000,100.0,1.0,107.0,2.0,,,,,,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,
2025-05-07T08:00:00.000-04:00:00,NE-MRBTS-690503,,1.0,,4.0,,,,3.0,125.0,3.0,5.0,3.0,4.0,2267.0,900,2254.0,900,3.0,3.0,,125.0,2.0,1.0,2.0,4.0,4.0,2.0,,3.0,,4.0,3.0,4.0,207.0,,,,4.0,,4.0,2.0,,1.0,256.0,5.0,5.0,64654.0,900000,26896.0,900000,101.0,2.0,101.0,900,100.0,23603.0,900000,14193.0,900000,100.0,2.0,116.0,4.0,,,1.0,,,,1.0,,,1.0,,,2.0,,,,,1.0,,1.0,,,,,,,,,
2025-05-07T08:15:00.000-04:00:00,NE-MRBTS-690503,,2.0,,4.0,,,,2.0,239.0,4.0,6.0,4.0,6.0,3590.0,900,3574.0,900,4.0,4.0,,239.0,3.0,2.0,3.0,6.0,6.0,3.0,,3.0,,4.0,2.0,4.0,339.0,,,,6.0,1.0,3.0,3.0,,2.0,407.0,8.0,8.0,128555.0,900000,75936.0,900000,105.0,4.0,105.0,900,102.0,81348.0,900000,35785.0,900000,102.0,3.0,138.0,5.0,1.0,,1.0,,,,1.0,,1.0,2.0,1.0,1.0,2.0,1.0,,,,1.0,,1.0,,,,,,,,,
2025-05-07T08:30:00.000-04:00:00,NE-MRBTS-690503,,2.0,,5.0,,,,3.0,252.0,5.0,8.0,5.0,8.0,4478.0,900,4459.0,900,5.0,5.0,,252.0,4.0,2.0,4.0,8.0,8.0,5.0,,4.0,,5.0,3.0,5.0,352.0,,,,8.0,1.0,4.0,3.0,,2.0,502.0,9.0,9.0,153937.0,900000,83782.0,900000,106.0,3.0,106.0,900,102.0,81071.0,900000,34927.0,900000,102.0,3.0,145.0,6.0,2.0,,1.0,,,,1.0,,1.0,2.0,1.0,1.0,4.0,1.0,,,,1.0,,1.0,,,,,,,,,
2025-05-07T09:00:00.000-04:00:00,NE-MRBTS-690503,,2.0,,4.0,,,1.0,3.0,162.0,5.0,8.0,5.0,8.0,4214.0,900,4190.0,900,5.0,5.0,,162.0,2.0,2.0,2.0,8.0,8.0,5.0,1.0,4.0,,4.0,3.0,4.0,210.0,,,,8.0,1.0,4.0,2.0,,2.0,472.0,9.0,9.0,79696.0,900000,38959.0,900000,104.0,4.0,104.0,900,102.0,35881.0,900000,21640.0,900000,102.0,2.0,154.0,5.0,2.0,,1.0,,,,,,,1.0,2.0,,5.0,1.0,,,,,,,,,,,,,,,
2025-05-07T09:15:00.000-04:00:00,NE-MRBTS-690503,1.0,2.0,,3.0,,1.0,1.0,2.0,224.0,5.0,8.0,5.0,8.0,4185.0,900,4167.0,900,5.0,5.0,1.0,224.0,2.0,2.0,2.0,8.0,8.0,5.0,1.0,3.0,,3.0,2.0,3.0,225.0,,1.0,1.0,8.0,2.0,2.0,2.0,,2.0,469.0,8.0,8.0,81964.0,900000,46410.0,900000,105.0,3.0,105.0,900,102.0,36223.0,900000,22961.0,900000,102.0,2.0,148.0,5.0,2.0,,,,,,,,1.0,1.0,2.0,1.0,4.0,1.0,,,,,,,,,,,,,,,
2025-05-07T09:30:00.000-04:00:00,NE-MRBTS-690503,1.0,1.0,,4.0,,1.0,2.0,3.0,247.0,5.0,8.0,5.0,8.0,4655.0,900,4644.0,900,5.0,5.0,1.0,247.0,2.0,1.0,2.0,8.0,8.0,6.0,1.0,4.0,,4.0,3.0,4.0,247.0,,,,8.0,1.0,3.0,1.0,,1.0,521.0,8.0,8.0,94056.0,900000,60165.0,900000,105.0,3.0,105.0,900,104.0,74182.0,900000,48537.0,900000,104.0,4.0,165.0,6.0,3.0,,,,,,,,1.0,1.0,2.0,1.0,4.0,1.0,,,,,,,,,,,,,,,
2025-05-07T10:00:00.000-04:00:00,NE-MRBTS-690503,,2.0,,4.0,,,1.0,3.0,213.0,4.0,7.0,4.0,7.0,3523.0,900,3508.0,900,4.0,4.0,,213.0,2.0,2.0,2.0,7.0,7.0,4.0,1.0,4.0,,3.0,3.0,3.0,213.0,,,,7.0,2.0,3.0,2.0,,2.0,397.0,7.0,7.0,142754.0,900000,68792.0,900000,105.0,3.0,105.0,900,102.0,79464.0,900000,43244.0,900000,102.0,3.0,155.0,6.0,2.0,,,,,,,,,,2.0,,4.0,,,,,,,,,,,,,,,,
2025-05-07T10:15:00.000-04:00:00,NE-MRBTS-690503,,2.0,,4.0,,,,3.0,206.0,4.0,8.0,4.0,7.0,3380.0,900,3366.0,900,4.0,4.0,,206.0,2.0,2.0,2.0,7.0,7.0,4.0,,4.0,,3.0,3.0,3.0,206.0,,1.0,18.0,7.0,2.0,3.0,2.0,,2.0,380.0,7.0,7.0,89059.0,900000,24028.0,900000,103.0,3.0,103.0,900,101.0,35382.0,900000,29264.0,900000,101.0,2.0,131.0,5.0,2.0,,,,,,,,,,2.0,,4.0,1.0,,,,,,,,,,,,,,,
2025-05-07T10:30:00.000-04:00:00,NE-MRBTS-690503,,1.0,,3.0,,,1.0,3.0,197.0,3.0,6.0,3.0,6.0,3056.0,900,3044.0,900,3.0,3.0,,197.0,2.0,1.0,2.0,6.0,6.0,4.0,,3.0,,3.0,3.0,3.0,197.0,,1.0,12.0,6.0,1.0,3.0,1.0,,1.0,343.0,8.0,8.0,113750.0,900000,88529.0,900000,106.0,3.0,106.0,900,102.0,65496.0,900000,30900.0,900000,102.0,2.0,132.0,6.0,2.0,,,,,,,,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,
2025-05-07T11:00:00.000-04:00:00,NE-MRBTS-690503,1.0,,32.0,2.0,1.0,1.0,2.0,1.0,53.0,3.0,6.0,3.0,6.0,2644.0,900,2625.0,900,3.0,3.0,,53.0,1.0,,1.0,6.0,6.0,6.0,1.0,2.0,,2.0,1.0,2.0,53.0,32.0,,,6.0,,1.0,,1.0,,296.0,6.0,6.0,58248.0,900000,47419.0,900000,105.0,3.0,105.0,900,103.0,74839.0,900000,35620.0,900000,103.0,3.0,138.0,5.0,2.0,,,,1.0,,,,,,2.0,,5.0,1.0,,,,,,,,,,,,,,,
2025-05-07T11:15:00.000-04:00:00,NE-MRBTS-690503,1.0,,15.0,3.0,1.0,1.0,2.0,2.0,95.0,3.0,7.0,3.0,7.0,2860.0,900,2840.0,900,3.0,3.0,1.0,95.0,1.0,,1.0,7.0,7.0,5.0,1.0,3.0,,3.0,2.0,3.0,95.0,15.0,,,7.0,,2.0,,1.0,,322.0,7.0,7.0,86600.0,900000,74414.0,900000,103.0,3.0,103.0,900,102.0,101355.0,900000,52653.0,900000,102.0,3.0,151.0,5.0,2.0,,,,1.0,,,,1.0,1.0,1.0,1.0,4.0,1.0,,,,,,,,,,,,,,,
2025-05-07T11:30:00.000-04:00:00,NE-MRBTS-690503,1.0,,,2.0,,1.0,2.0,1.0,135.0,4.0,7.0,4.0,7.0,3440.0,900,3423.0,900,4.0,4.0,1.0,135.0,1.0,,1.0,7.0,7.0,5.0,1.0,2.0,,2.0,1.0,2.0,135.0,,1.0,33.0,7.0,,1.0,,,,384.0,7.0,7.0,74621.0,900000,71601.0,900000,103.0,3.0,103.0,900,104.0,124721.0,900000,70150.0,900000,104.0,3.0,166.0,5.0,2.0,,,,1.0,,,,1.0,1.0,1.0,1.0,4.0,1.0,,,,,,,,,,,,,,,
2025-05-07T12:00:00.000-04:00:00,NE-MRBTS-690503,1.0,1.0,,4.0,,1.0,1.0,2.0,140.0,4.0,6.0,4.0,6.0,3279.0,900,3263.0,900,4.0,4.0,1.0,140.0,1.0,1.0,1.0,6.0,6.0,5.0,1.0,4.0,,3.0,2.0,3.0,140.0,,1.0,19.0,6.0,1.0,2.0,1.0,,1.0,368.0,7.0,7.0,36825.0,900000,29463.0,900000,101.0,2.0,101.0,900,102.0,63204.0,900000,35260.0,900000,102.0,2.0,140.0,5.0,2.0,,,,,,,,1.0,1.0,1.0,1.0,4.0,1.0,,,,,,,,,,,,,,,
2025-05-07T12:15:00.000-04:00:00,NE-MRBTS-690503,1.0,1.0,,4.0,,1.0,1.0,2.0,194.0,4.0,7.0,4.0,7.0,4016.0,900,4002.0,900,4.0,4.0,1.0,194.0,2.0,1.0,2.0,7.0,7.0,5.0,1.0,4.0,,3.0,2.0,3.0,194.0,,1.0,9.0,7.0,1.0,2.0,1.0,,1.0,452.0,7.0,7.0,62909.0,900000,35010.0,900000,102.0,3.0,102.0,900,101.0,54484.0,900000,30878.0,900000,101.0,2.0,139.0,6.0,2.0,,,,,,,,1.0,1.0,2.0,1.0,4.0,1.0,,,,,,,,,,,,,,,
2025-05-07T12:30:00.000-04:00:00,NE-MRBTS-690503,1.0,,,4.0,1.0,1.0,1.0,3.0,129.0,4.0,7.0,4.0,7.0,3895.0,900,3878.0,900,4.0,4.0,1.0,129.0,1.0,,1.0,7.0,7.0,6.0,1.0,4.0,,4.0,3.0,4.0,132.0,3.0,1.0,8.0,7.0,,3.0,,,,435.0,8.0,8.0,212776.0,900000,179275.0,900000,103.0,3.0,103.0,900,103.0,125252.0,900000,46557.0,900000,103.0,3.0,132.0,10.0,3.0,,1.0,,,,,,1.0,1.0,2.0,1.0,5.0,1.0,,,,,,,,,,,,,,,
2025-05-07T13:00:00.000-04:00:00,NE-MRBTS-690503,,1.0,,6.0,2.0,,,3.0,190.0,5.0,8.0,5.0,8.0,4091.0,900,4079.0,900,5.0,5.0,,190.0,3.0,2.0,3.0,8.0,8.0,7.0,,4.0,,6.0,5.0,6.0,254.0,64.0,1.0,4.0,8.0,1.0,5.0,2.0,,1.0,458.0,8.0,8.0,144701.0,900000,95066.0,900000,104.0,3.0,104.0,900,102.0,72129.0,900000,33811.0,900000,102.0,2.0,133.0,5.0,3.0,,2.0,1.0,,,1.0,,1.0,1.0,2.0,1.0,6.0,1.0,,1.0,,,,1.0,,,,,,,,,
2025-05-07T13:15:00.000-04:00:00,NE-MRBTS-690503,,1.0,,4.0,,,2.0,3.0,204.0,4.0,7.0,4.0,7.0,3358.0,900,3344.0,900,4.0,4.0,,204.0,2.0,1.0,2.0,7.0,7.0,6.0,,4.0,,4.0,3.0,4.0,204.0,,1.0,5.0,7.0,1.0,3.0,1.0,,1.0,376.0,9.0,9.0,94962.0,900000,75999.0,900000,104.0,3.0,104.0,900,102.0,73554.0,900000,37337.0,900000,102.0,2.0,149.0,6.0,3.0,,,,1.0,,,,1.0,1.0,2.0,1.0,5.0,1.0,,,,,,,,,,,,,,,
2025-05-07T13:30:00.000-04:00:00,NE-MRBTS-690503,1.0,,,3.0,,1.0,1.0,2.0,127.0,3.0,7.0,3.0,6.0,2762.0,900,2745.0,900,3.0,3.0,,127.0,1.0,,1.0,6.0,6.0,5.0,,3.0,,3.0,2.0,3.0,127.0,,1.0,2.0,6.0,,2.0,,,,309.0,7.0,7.0,35884.0,900000,23356.0,900000,101.0,2.0,101.0,900,100.0,14988.0,900000,9717.0,900000,100.0,2.0,120.0,4.0,2.0,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,4.0,1.0,,,,,,,,,,,,,,,
2025-05-07T14:00:00.000-04:00:00,NE-MRBTS-690503,,1.0,,3.0,,,1.0,3.0,161.0,3.0,6.0,3.0,5.0,2708.0,900,2693.0,900,3.0,3.0,,161.0,2.0,1.0,2.0,5.0,5.0,4.0,,3.0,,3.0,3.0,3.0,161.0,,1.0,7.0,5.0,1.0,3.0,1.0,,1.0,305.0,6.0,6.0,21788.0,900000,7049.0,900000,101.0,2.0,101.0,900,100.0,7062.0,900000,5795.0,900000,100.0,1.0,114.0,4.0,2.0,,,,1.0,,,,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,
2025-05-07T14:15:00.000-04:00:00,NE-MRBTS-690503,,1.0,,4.0,,,1.0,3.0,236.0,3.0,7.0,3.0,7.0,3115.0,900,3095.0,900,3.0,3.0,,236.0,2.0,1.0,2.0,7.0,7.0,4.0,,4.0,,4.0,3.0,4.0,236.0,,1.0,2.0,7.0,1.0,3.0,1.0,,1.0,348.0,7.0,7.0,62970.0,900000,38221.0,900000,103.0,3.0,103.0,900,101.0,16566.0,900000,11224.0,900000,101.0,2.0,121.0,4.0,2.0,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,
2025-05-07T14:30:00.000-04:00:00,NE-MRBTS-690503,,1.0,,3.0,,,1.0,2.0,219.0,4.0,6.0,4.0,6.0,3247.0,900,3234.0,900,4.0,4.0,,219.0,2.0,1.0,2.0,6.0,6.0,4.0,,3.0,,3.0,2.0,3.0,219.0,,1.0,11.0,6.0,1.0,2.0,1.0,,1.0,364.0,7.0,7.0,59805.0,900000,33542.0,900000,101.0,2.0,101.0,900,101.0,22948.0,900000,12468.0,900000,101.0,2.0,123.0,4.0,2.0,,,,1.0,,,,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,
2025-05-07T15:00:00.000-04:00:00,NE-MRBTS-690503,1.0,1.0,,4.0,,1.0,1.0,2.0,188.0,3.0,5.0,3.0,5.0,2904.0,900,2895.0,900,3.0,3.0,,188.0,2.0,1.0,2.0,5.0,5.0,3.0,,4.0,,3.0,2.0,3.0,188.0,,1.0,2.0,5.0,1.0,2.0,1.0,,1.0,326.0,6.0,6.0,125700.0,900000,73449.0,900000,104.0,3.0,104.0,900,101.0,52421.0,900000,24441.0,900000,101.0,2.0,123.0,4.0,1.0,,,,1.0,1.0,,,1.0,1.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,
2025-05-07T15:15:00.000-04:00:00,NE-MRBTS-690503,1.0,1.0,,6.0,2.0,1.0,1.0,4.0,156.0,4.0,7.0,4.0,7.0,3283.0,900,3268.0,900,4.0,4.0,,156.0,2.0,1.0,2.0,7.0,7.0,5.0,1.0,4.0,,6.0,4.0,6.0,181.0,24.0,1.0,12.0,7.0,1.0,5.0,1.0,,1.0,369.0,8.0,8.0,119204.0,900000,84157.0,900000,108.0,3.0,108.0,900,104.0,93088.0,900000,48811.0,900000,104.0,2.0,128.0,5.0,2.0,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,4.0,1.0,,,,,,,,,,,,,,,
2025-05-07T15:30:00.000-04:00:00,NE-MRBTS-690503,,,,5.0,2.0,,,2.0,51.0,1.0,9.0,1.0,6.0,860.0,900,817.0,900,1.0,1.0,,51.0,1.0,1.0,1.0,6.0,6.0,3.0,,3.0,,5.0,4.0,5.0,73.0,22.0,,,6.0,,4.0,1.0,,,98.0,9.0,9.0,31638.0,900002,29105.0,900000,102.0,3.0,102.0,900,102.0,28611.0,900000,8290.0,900000,102.0,2.0,138.0,7.0,,,2.0,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,
2025-05-07T16:00:00.000-04:00:00,NE-MRBTS-690503,1.0,,,1.0,1.0,1.0,2.0,,,2.0,5.0,2.0,5.0,1512.0,900,1497.0,900,2.0,2.0,1.0,,,,,5.0,5.0,3.0,1.0,,,1.0,1.0,1.0,32.0,32.0,,,5.0,,1.0,,,,172.0,5.0,5.0,169207.0,900000,158302.0,900000,102.0,3.0,102.0,900,101.0,211144.0,900000,127872.0,900000,101.0,2.0,116.0,4.0,1.0,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
2025-05-07T16:15:00.000-04:00:00,NE-MRBTS-690503,1.0,,,2.0,2.0,1.0,2.0,1.0,16.0,3.0,8.0,3.0,8.0,2638.0,900,2619.0,900,3.0,3.0,1.0,16.0,,,,8.0,8.0,5.0,1.0,1.0,,2.0,1.0,2.0,46.0,30.0,,,8.0,,2.0,,,,297.0,8.0,8.0,183332.0,900000,153624.0,900000,104.0,3.0,104.0,900,102.0,258246.0,900000,169897.0,900000,102.0,3.0,139.0,7.0,2.0,,1.0,,,,,,,,1.0,,4.0,1.0,,,,,,,,,,,,,,,
2025-05-07T16:30:00.000-04:00:00,NE-MRBTS-690503,1.0,1.0,,3.0,2.0,1.0,2.0,1.0,100.0,4.0,7.0,4.0,7.0,3548.0,900,3541.0,900,4.0,4.0,1.0,100.0,2.0,,2.0,7.0,7.0,5.0,1.0,1.0,,3.0,1.0,3.0,196.0,96.0,,,7.0,1.0,2.0,1.0,,1.0,400.0,8.0,8.0,132756.0,900002,115318.0,900000,109.0,3.0,109.0,900,105.0,127991.0,900000,68999.0,900000,105.0,3.0,147.0,5.0,2.0,,1.0,,,,,,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,
2025-05-07T17:00:00.000-04:00:00,NE-MRBTS-690503,,1.0,,4.0,3.0,1.0,2.0,1.0,77.0,4.0,10.0,4.0,9.0,3559.0,900,3523.0,900,4.0,4.0,,77.0,2.0,,2.0,9.0,9.0,6.0,,1.0,,4.0,2.0,4.0,217.0,139.0,,,9.0,1.0,3.0,1.0,,1.0,402.0,10.0,10.0,147683.0,900000,129984.0,900000,105.0,3.0,105.0,900,104.0,129006.0,900000,46415.0,900000,104.0,3.0,136.0,5.0,2.0,,2.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,4.0,1.0,,,,,,,,,,,,,,,
