createAt,manageObject,M8026C4,M8026C23,M8026C29,M8026C254,M8026C284,M8026C287,M8026C38,M8026C273,M8026C274,M8026C275,M8026C276,M8026C277,M8026C278,M8026C288,M8026C289,M8026C285,M8026C286,M8026C291,M8026C292,M8026C293,M8026C294,M8026C300
2025-05-06T17:30:00.000-03:00:00,NE-MRBTS-771801,,6664.0,2780.0,,1290.0,1290.0,9.0,748,6217.0,13.0,123.0,129.0,156.0,85.0,78.0,7460,2360,1703.0,48.0,44.0,358.0,7395
2025-05-06T18:00:00.000-03:00:00,NE-MRBTS-771801,,55965.0,21349.0,,5652.0,5652.0,10.0,898,52523.0,2.0,316.0,47.0,1418.0,24.0,1067.0,23459,7817,1131.0,7.0,105.0,316.0,12408
2025-05-06T18:15:00.000-03:00:00,NE-MRBTS-771801,,38233.0,23102.0,,10918.0,10918.0,10.0,752,38732.0,5.0,113.0,58.0,1533.0,30.0,949.0,53393,17742,2984.0,3.0,152.0,521.0,24761
2025-05-06T18:30:00.000-03:00:00,NE-MRBTS-771801,,104415.0,28752.0,,13215.0,13215.0,10.0,810,88768.0,3.0,75.0,102.0,3264.0,42.0,2308.0,59140,19712,4378.0,12.0,220.0,1237.0,32283
2025-05-06T19:00:00.000-03:00:00,NE-MRBTS-771801,,198893.0,67259.0,,13767.0,13767.0,9.0,727,170037.0,2.0,48.0,91.0,3005.0,38.0,2150.0,53565,17844,5832.0,19.0,164.0,773.0,42728
2025-05-06T19:15:00.000-03:00:00,NE-MRBTS-771801,,307621.0,84690.0,,24486.0,24486.0,10.0,309,298252.0,6.0,130.0,65.0,8961.0,13.0,6188.0,92259,30747,6040.0,29.0,226.0,1363.0,58921
2025-05-06T19:30:00.000-03:00:00,NE-MRBTS-771801,,168347.0,55881.0,,26541.0,26541.0,10.0,486,161182.0,2.0,186.0,109.0,5401.0,37.0,3799.0,112673,37548,8583.0,57.0,216.0,2215.0,62209
2025-05-06T20:00:00.000-03:00:00,NE-MRBTS-771801,,138343.0,36775.0,,14927.0,14927.0,9.0,455,113824.0,3.0,181.0,66.0,2636.0,21.0,1946.0,60638,20204,3071.0,2.0,125.0,469.0,34368
2025-05-06T20:15:00.000-03:00:00,NE-MRBTS-771801,,158513.0,34331.0,,13514.0,13514.0,10.0,467,131342.0,1.0,62.0,84.0,2987.0,28.0,2181.0,54676,18225,3414.0,6.0,190.0,980.0,35909
2025-05-06T20:30:00.000-03:00:00,NE-MRBTS-771801,,102929.0,33280.0,,10603.0,10603.0,10.0,452,87682.0,2.0,108.0,67.0,2441.0,33.0,1726.0,43744,14581,1629.0,5.0,103.0,305.0,24800
2025-05-06T21:00:00.000-03:00:00,NE-MRBTS-771801,,86645.0,19710.0,,8533.0,8533.0,10.0,564,74250.0,4.0,130.0,50.0,2885.0,7.0,2094.0,37253,12151,2581.0,19.0,225.0,869.0,20447
2025-05-06T21:15:00.000-03:00:00,NE-MRBTS-771801,,60002.0,25869.0,,13923.0,13923.0,10.0,617,58995.0,8.0,121.0,77.0,2034.0,35.0,1217.0,68223,22732,4084.0,9.0,224.0,838.0,31873
2025-05-06T21:30:00.000-03:00:00,NE-MRBTS-771801,,108855.0,30291.0,,14694.0,14694.0,10.0,465,95331.0,1.0,177.0,84.0,4355.0,35.0,2961.0,63725,21241,4763.0,8.0,261.0,1255.0,33119
2025-05-06T22:00:00.000-03:00:00,NE-MRBTS-771801,,77642.0,24808.0,,10481.0,10481.0,11.0,660,70311.0,1.0,93.0,64.0,4164.0,22.0,3063.0,46094,15364,4351.0,9.0,221.0,1148.0,29172
2025-05-06T22:15:00.000-03:00:00,NE-MRBTS-771801,,40214.0,24491.0,,13719.0,13719.0,11.0,569,44445.0,2.0,110.0,92.0,3525.0,40.0,2284.0,72558,24186,4248.0,,150.0,587.0,31832
2025-05-06T22:30:00.000-03:00:00,NE-MRBTS-771801,,26120.0,20688.0,,12926.0,12926.0,10.0,622,34032.0,5.0,63.0,80.0,2427.0,34.0,1576.0,62378,20792,2343.0,5.0,110.0,305.0,25637
2025-05-06T23:00:00.000-03:00:00,NE-MRBTS-771801,,47226.0,15191.0,,5953.0,5953.0,9.0,566,39474.0,1.0,128.0,42.0,1265.0,12.0,875.0,25590,8530,2527.0,4.0,87.0,481.0,17791
2025-05-06T23:15:00.000-03:00:00,NE-MRBTS-771801,,3443.0,3639.0,,1967.0,1967.0,9.0,521,4328.0,2.0,30.0,20.0,116.0,8.0,65.0,9798,3245,637.0,1.0,102.0,54.0,5013
2025-05-06T23:30:00.000-03:00:00,NE-MRBTS-771801,,6814.0,4829.0,,2414.0,2414.0,9.0,480,7064.0,2.0,18.0,22.0,119.0,13.0,69.0,11289,3755,865.0,2.0,79.0,14.0,6118
2025-05-07T00:00:00.000-03:00:00,NE-MRBTS-771801,,71679.0,12116.0,,6242.0,6242.0,9.0,597,60064.0,3.0,23.0,28.0,1037.0,14.0,734.0,23517,7831,1117.0,6.0,76.0,91.0,10332
2025-05-07T00:15:00.000-03:00:00,NE-MRBTS-771801,,19519.0,6222.0,,3667.0,3667.0,10.0,454,18872.0,2.0,24.0,25.0,744.0,16.0,593.0,17061,5679,685.0,2.0,68.0,95.0,7142
2025-05-07T00:30:00.000-03:00:00,NE-MRBTS-771801,,2793.0,2993.0,,1614.0,1614.0,8.0,613,3631.0,,4.0,14.0,107.0,8.0,64.0,8227,2727,382.0,3.0,104.0,51.0,3966
2025-05-07T01:00:00.000-03:00:00,NE-MRBTS-771801,,3555.0,3652.0,,1932.0,1932.0,9.0,636,4397.0,3.0,15.0,13.0,164.0,7.0,96.0,12950,3154,401.0,1.0,99.0,49.0,4651
2025-05-07T01:15:00.000-03:00:00,NE-MRBTS-771801,,5037.0,2771.0,,1488.0,1488.0,10.0,503,5124.0,4.0,10.0,26.0,213.0,17.0,140.0,7233,2403,416.0,1.0,68.0,29.0,4134
2025-05-07T01:30:00.000-03:00:00,NE-MRBTS-771801,,4093.0,4370.0,,2171.0,2171.0,9.0,523,4847.0,2.0,27.0,22.0,132.0,14.0,90.0,10107,3369,684.0,,82.0,70.0,5768
2025-05-07T02:00:00.000-03:00:00,NE-MRBTS-771801,,3235.0,3471.0,,1897.0,1897.0,9.0,448,4537.0,,19.0,15.0,82.0,9.0,50.0,8514,2838,381.0,1.0,58.0,44.0,4457
2025-05-07T02:15:00.000-03:00:00,NE-MRBTS-771801,,2814.0,2502.0,,1477.0,1477.0,9.0,449,3742.0,3.0,12.0,14.0,102.0,7.0,63.0,7302,2410,299.0,2.0,70.0,1.0,3580
2025-05-07T02:30:00.000-03:00:00,NE-MRBTS-771801,,5126.0,4623.0,,2208.0,2208.0,9.0,458,6682.0,,10.0,21.0,82.0,11.0,57.0,10035,3329,503.0,,71.0,5.0,5066
2025-05-07T03:00:00.000-03:00:00,NE-MRBTS-771801,,1425.0,1857.0,,1082.0,1082.0,8.0,400,2029.0,2.0,2.0,50.0,28.0,39.0,11.0,5190,1730,301.0,,38.0,16.0,2586
2025-05-07T03:15:00.000-03:00:00,NE-MRBTS-771801,,3917.0,3520.0,,1537.0,1537.0,8.0,358,3991.0,1.0,14.0,11.0,99.0,7.0,80.0,7639,2546,376.0,1.0,44.0,57.0,4117
2025-05-07T03:30:00.000-03:00:00,NE-MRBTS-771801,,3210.0,3379.0,,1800.0,1800.0,9.0,513,4009.0,2.0,17.0,12.0,134.0,,97.0,8991,2997,523.0,1.0,104.0,132.0,4817
2025-05-07T04:00:00.000-03:00:00,NE-MRBTS-771801,,15667.0,4843.0,,1811.0,1811.0,9.0,522,13050.0,1.0,4.0,7.0,100.0,,73.0,7944,2648,795.0,2.0,33.0,72.0,5855
2025-05-07T04:15:00.000-03:00:00,NE-MRBTS-771801,,2443.0,1968.0,,726.0,726.0,10.0,572,2547.0,,4.0,28.0,97.0,17.0,70.0,4347,1449,211.0,,54.0,5.0,2394
2025-05-07T04:30:00.000-03:00:00,NE-MRBTS-771801,,2563.0,2443.0,,998.0,998.0,9.0,407,2607.0,2.0,8.0,14.0,109.0,7.0,81.0,4949,1633,260.0,,36.0,46.0,2983
2025-05-07T05:00:00.000-03:00:00,NE-MRBTS-771801,,1799.0,1352.0,,664.0,664.0,11.0,580,2013.0,2.0,10.0,18.0,129.0,,93.0,4056,1352,203.0,1.0,44.0,53.0,1965
2025-05-07T05:15:00.000-03:00:00,NE-MRBTS-771801,,2125.0,2126.0,,926.0,926.0,8.0,481,2440.0,1.0,5.0,18.0,39.0,8.0,24.0,4917,1639,277.0,,31.0,,2864
2025-05-07T05:30:00.000-03:00:00,NE-MRBTS-771801,,12814.0,5801.0,,1959.0,1959.0,10.0,683,11602.0,1.0,29.0,16.0,343.0,,188.0,9132,3036,725.0,,57.0,34.0,6448
2025-05-07T06:00:00.000-03:00:00,NE-MRBTS-771801,,6213.0,5092.0,,2225.0,2225.0,10.0,818,6612.0,2.0,98.0,31.0,234.0,15.0,192.0,10704,3568,293.0,3.0,70.0,44.0,5602
2025-05-07T06:15:00.000-03:00:00,NE-MRBTS-771801,,8814.0,7320.0,,2484.0,2484.0,11.0,679,8017.0,6.0,91.0,20.0,399.0,9.0,289.0,11394,3798,378.0,1.0,62.0,28.0,6885
2025-05-07T06:30:00.000-03:00:00,NE-MRBTS-771801,,3998.0,4132.0,,1592.0,1592.0,9.0,684,4093.0,4.0,29.0,35.0,197.0,14.0,130.0,8323,2774,432.0,1.0,69.0,45.0,5168
2025-05-07T07:00:00.000-03:00:00,NE-MRBTS-771801,,27020.0,8218.0,,2816.0,2816.0,9.0,900,22183.0,1.0,34.0,69.0,555.0,41.0,396.0,13185,4395,825.0,2.0,111.0,211.0,7999
2025-05-07T07:15:00.000-03:00:00,NE-MRBTS-771801,,45434.0,11844.0,,4618.0,4618.0,10.0,1035,36820.0,9.0,35.0,64.0,1198.0,22.0,898.0,20241,6739,1365.0,6.0,130.0,428.0,11191
2025-05-07T07:30:00.000-03:00:00,NE-MRBTS-771801,,14473.0,6782.0,,3014.0,3014.0,9.0,1091,13104.0,9.0,48.0,80.0,304.0,21.0,203.0,15644,5195,2324.0,19.0,95.0,373.0,9928
2025-05-07T08:00:00.000-03:00:00,NE-MRBTS-771801,,8666.0,7079.0,,3116.0,3116.0,9.0,1002,9559.0,18.0,102.0,73.0,377.0,33.0,228.0,15868,5280,1205.0,9.0,111.0,231.0,9576
2025-05-07T08:15:00.000-03:00:00,NE-MRBTS-771801,,27629.0,11933.0,,3773.0,3773.0,10.0,936,23894.0,5.0,1175.0,43.0,258.0,20.0,165.0,24738,5681,2125.0,4.0,147.0,236.0,17098
2025-05-07T08:30:00.000-03:00:00,NE-MRBTS-771801,,34961.0,15703.0,,5707.0,5707.0,10.0,1253,31526.0,16.0,1266.0,75.0,884.0,50.0,607.0,25402,8427,3177.0,15.0,150.0,233.0,24115
2025-05-07T09:00:00.000-03:00:00,NE-MRBTS-771801,,10773.0,9538.0,,3338.0,3338.0,10.0,1061,10989.0,6.0,248.0,60.0,751.0,32.0,345.0,17274,5478,3536.0,168.0,124.0,1079.0,16940
2025-05-07T09:15:00.000-03:00:00,NE-MRBTS-771801,,21304.0,19164.0,,5819.0,5819.0,11.0,1286,27268.0,12.0,2130.0,159.0,990.0,78.0,485.0,25667,8519,15290.0,65.0,316.0,2021.0,98553
2025-05-07T09:30:00.000-03:00:00,NE-MRBTS-771801,1.0,109796.0,47939.0,1.0,10632.0,10632.0,10.0,1037,93798.0,10.0,472.0,39.0,2557.0,14.0,1283.0,42910,14249,3379.0,16.0,173.0,800.0,29350
2025-05-07T10:00:00.000-03:00:00,NE-MRBTS-771801,,42856.0,29841.0,,4806.0,4806.0,10.0,1014,36567.0,6.0,418.0,21.0,974.0,11.0,586.0,20673,6873,4651.0,323.0,119.0,940.0,31280
2025-05-07T10:15:00.000-03:00:00,NE-MRBTS-771801,,42644.0,23727.0,,6691.0,6691.0,9.0,921,36342.0,5.0,309.0,58.0,343.0,48.0,226.0,28512,9492,5004.0,245.0,120.0,855.0,38900
2025-05-07T10:30:00.000-03:00:00,NE-MRBTS-771801,,32883.0,21478.0,,7018.0,7018.0,9.0,955,30484.0,9.0,159.0,16.0,426.0,10.0,297.0,31457,10485,2250.0,31.0,140.0,408.0,25358
2025-05-07T11:00:00.000-03:00:00,NE-MRBTS-771801,,16611.0,15564.0,,5365.0,5365.0,9.0,1202,18654.0,7.0,259.0,79.0,594.0,69.0,390.0,26306,8753,5109.0,107.0,158.0,468.0,27413
2025-05-07T11:15:00.000-03:00:00,NE-MRBTS-771801,,54670.0,32252.0,,7649.0,7649.0,11.0,1183,52200.0,3.0,137.0,67.0,2523.0,50.0,1913.0,35648,11172,1941.0,1.0,208.0,773.0,23846
2025-05-07T11:30:00.000-03:00:00,NE-MRBTS-771801,,124690.0,50473.0,,11661.0,11661.0,9.0,1266,103471.0,5.0,308.0,39.0,1336.0,26.0,1016.0,45581,15080,1446.0,1.0,182.0,351.0,25589
2025-05-07T12:00:00.000-03:00:00,NE-MRBTS-771801,,52818.0,20870.0,,7632.0,7632.0,10.0,892,47574.0,3.0,1808.0,10.0,568.0,1.0,418.0,37194,12398,2032.0,,113.0,272.0,20420
2025-05-07T12:15:00.000-03:00:00,NE-MRBTS-771801,,43536.0,15052.0,,5608.0,5608.0,9.0,544,34597.0,3.0,100.0,13.0,108.0,13.0,67.0,24769,8248,1895.0,,93.0,8.0,22768
2025-05-07T12:30:00.000-03:00:00,NE-MRBTS-771801,,115832.0,33857.0,,12016.0,12016.0,9.0,813,101804.0,9.0,125.0,74.0,1588.0,27.0,940.0,49350,16449,3278.0,4.0,153.0,622.0,32988
2025-05-07T13:00:00.000-03:00:00,NE-MRBTS-771801,,95969.0,38284.0,,11306.0,11306.0,10.0,1221,85799.0,3.0,213.0,37.0,2053.0,13.0,1531.0,46244,15409,3013.0,3.0,181.0,447.0,34441
2025-05-07T13:15:00.000-03:00:00,NE-MRBTS-771801,,92870.0,58353.0,,20092.0,20092.0,9.0,1374,82856.0,8.0,1756.0,124.0,1324.0,71.0,964.0,81978,27007,8385.0,79.0,147.0,671.0,79362
2025-05-07T13:30:00.000-03:00:00,NE-MRBTS-771801,,76699.0,31864.0,,12080.0,12080.0,10.0,1484,65947.0,18.0,862.0,78.0,1154.0,39.0,806.0,49707,16568,3696.0,36.0,228.0,606.0,38319
2025-05-07T14:00:00.000-03:00:00,NE-MRBTS-771801,,16877.0,14040.0,,5202.0,5202.0,9.0,1330,17902.0,15.0,701.0,152.0,695.0,115.0,408.0,25501,8471,4759.0,260.0,151.0,2088.0,25689
2025-05-07T14:15:00.000-03:00:00,NE-MRBTS-771801,,47921.0,21571.0,,6949.0,6949.0,9.0,1151,41308.0,6.0,267.0,128.0,801.0,98.0,601.0,30196,10006,2911.0,,120.0,186.0,26069
2025-05-07T14:30:00.000-03:00:00,NE-MRBTS-771801,,9651.0,9076.0,,3115.0,3115.0,12.0,1311,14981.0,21.0,960.0,129.0,1098.0,79.0,260.0,15917,5234,19263.0,796.0,97.0,2110.0,45610
2025-05-07T15:00:00.000-03:00:00,NE-MRBTS-771801,,23564.0,19203.0,,7455.0,7455.0,10.0,1165,25417.0,5.0,761.0,103.0,1102.0,71.0,773.0,34066,11322,4262.0,14.0,182.0,460.0,35211
2025-05-07T15:15:00.000-03:00:00,NE-MRBTS-771801,,9712.0,8914.0,,4242.0,4242.0,9.0,1110,10884.0,8.0,85.0,62.0,108.0,43.0,58.0,21104,7019,3527.0,7.0,113.0,84.0,20847
2025-05-07T15:30:00.000-03:00:00,NE-MRBTS-771801,,22378.0,17158.0,,4498.0,4498.0,9.0,985,20599.0,12.0,83.0,19.0,515.0,13.0,357.0,23024,7031,911.0,6.0,125.0,262.0,16830
2025-05-07T16:00:00.000-03:00:00,NE-MRBTS-771801,,60749.0,23919.0,,9303.0,9303.0,10.0,870,52284.0,4.0,177.0,39.0,1640.0,29.0,1291.0,41889,13898,910.0,1.0,117.0,167.0,22273
2025-05-07T16:15:00.000-03:00:00,NE-MRBTS-771801,,74839.0,55381.0,,12096.0,12096.0,10.0,803,66344.0,10.0,607.0,99.0,2581.0,83.0,2069.0,49565,16521,3714.0,6.0,111.0,1114.0,51813
2025-05-07T16:30:00.000-03:00:00,NE-MRBTS-771801,,36973.0,23946.0,,5798.0,5798.0,10.0,936,33741.0,1.0,149.0,31.0,1722.0,20.0,1315.0,25113,8370,1698.0,13.0,188.0,727.0,18300
2025-05-07T17:00:00.000-03:00:00,NE-MRBTS-771801,,71031.0,26588.0,,9256.0,9256.0,10.0,1138,59930.0,4.0,699.0,100.0,1373.0,67.0,1017.0,39371,13110,2829.0,17.0,218.0,643.0,29106
2025-05-07T17:15:00.000-03:00:00,NE-MRBTS-771801,,26234.0,10988.0,,4202.0,4202.0,9.0,988,23920.0,1.0,255.0,154.0,501.0,106.0,360.0,19454,6469,2916.0,9.0,166.0,859.0,17408
2025-05-07T17:30:00.000-03:00:00,NE-MRBTS-771801,,70308.0,23502.0,,4147.0,4147.0,9.0,1041,56426.0,9.0,1053.0,158.0,509.0,87.0,298.0,18303,6092,2276.0,14.0,231.0,312.0,19773
2025-05-07T18:00:00.000-03:00:00,NE-MRBTS-771801,,37501.0,17037.0,,4796.0,4796.0,13.0,852,34529.0,4.0,242.0,95.0,2748.0,37.0,1515.0,22503,7498,3222.0,58.0,122.0,1274.0,20467
2025-05-07T18:15:00.000-03:00:00,NE-MRBTS-771801,,58363.0,28520.0,,9380.0,9380.0,10.0,720,53314.0,4.0,235.0,133.0,2203.0,84.0,1428.0,43770,14585,5358.0,40.0,236.0,1385.0,36846
2025-05-07T18:30:00.000-03:00:00,NE-MRBTS-771801,,103685.0,46343.0,,9855.0,9855.0,9.0,681,90254.0,2.0,154.0,19.0,897.0,5.0,630.0,40359,13452,2780.0,22.0,140.0,597.0,27891
2025-05-07T19:00:00.000-03:00:00,NE-MRBTS-771801,,80124.0,18125.0,,7881.0,7881.0,10.0,812,67390.0,2.0,126.0,42.0,1823.0,19.0,1366.0,37461,12258,3560.0,23.0,159.0,872.0,31429
2025-05-07T19:15:00.000-03:00:00,NE-MRBTS-771801,,157128.0,52993.0,,13599.0,13599.0,9.0,636,138601.0,2.0,149.0,33.0,2900.0,19.0,2127.0,52903,17617,7556.0,48.0,161.0,2550.0,61360
2025-05-07T19:30:00.000-03:00:00,NE-MRBTS-771801,,217686.0,45106.0,,16597.0,16597.0,9.0,677,185640.0,4.0,211.0,51.0,2909.0,9.0,2075.0,67610,22526,5417.0,28.0,258.0,1259.0,47614
2025-05-07T20:00:00.000-03:00:00,NE-MRBTS-771801,,190347.0,100762.0,,24329.0,24329.0,12.0,492,178035.0,1.0,746.0,67.0,11443.0,18.0,7565.0,100799,33592,31693.0,854.0,161.0,9605.0,175727
2025-05-07T20:15:00.000-03:00:00,NE-MRBTS-771801,,185534.0,31971.0,,13087.0,13087.0,9.0,594,158412.0,,104.0,54.0,1728.0,14.0,1214.0,53579,17636,4001.0,42.0,183.0,545.0,36250
2025-05-07T20:30:00.000-03:00:00,NE-MRBTS-771801,,151323.0,29084.0,,15153.0,15153.0,10.0,594,135049.0,2.0,99.0,84.0,2745.0,34.0,1932.0,63198,20843,5296.0,143.0,237.0,784.0,38023
2025-05-07T21:00:00.000-03:00:00,NE-MRBTS-771801,,262628.0,80150.0,,23559.0,23559.0,10.0,545,234347.0,2.0,908.0,57.0,4698.0,11.0,3350.0,91708,30568,8164.0,53.0,183.0,1731.0,78986
2025-05-07T21:15:00.000-03:00:00,NE-MRBTS-771801,,279298.0,67485.0,,24433.0,24433.0,10.0,602,261129.0,2.0,595.0,83.0,4802.0,29.0,3309.0,93543,31179,7601.0,15.0,338.0,2295.0,65206
2025-05-07T21:30:00.000-03:00:00,NE-MRBTS-771801,,300907.0,93146.0,,34430.0,34430.0,10.0,598,284410.0,3.0,719.0,95.0,7912.0,43.0,4854.0,121004,40333,16208.0,12.0,521.0,3399.0,116481
2025-05-07T22:00:00.000-03:00:00,NE-MRBTS-771801,,224573.0,47259.0,,14708.0,14708.0,10.0,642,191893.0,2.0,1458.0,48.0,6033.0,14.0,4471.0,55396,18443,3314.0,8.0,85.0,731.0,35604
2025-05-07T22:15:00.000-03:00:00,NE-MRBTS-771801,,55532.0,17352.0,,6339.0,6339.0,10.0,672,47716.0,2.0,233.0,100.0,1110.0,45.0,764.0,27498,9166,1256.0,7.0,92.0,192.0,16293
2025-05-07T22:30:00.000-03:00:00,NE-MRBTS-771801,,34174.0,13509.0,,4419.0,4419.0,11.0,745,29079.0,2.0,41.0,151.0,1800.0,81.0,1248.0,20275,6749,2404.0,19.0,169.0,594.0,15470
2025-05-07T23:00:00.000-03:00:00,NE-MRBTS-771801,,120764.0,14124.0,,8305.0,8305.0,9.0,421,91987.0,,9.0,24.0,133.0,12.0,66.0,32650,10883,2087.0,18.0,91.0,73.0,18855
2025-05-07T23:15:00.000-03:00:00,NE-MRBTS-771801,,76445.0,13301.0,,7004.0,7004.0,9.0,369,60763.0,2.0,6.0,25.0,105.0,19.0,61.0,27571,9189,497.0,2.0,84.0,85.0,13492
2025-05-07T23:30:00.000-03:00:00,NE-MRBTS-771801,,72160.0,18084.0,,8368.0,8368.0,9.0,620,56810.0,1.0,19.0,81.0,67.0,50.0,39.0,34362,11454,345.0,,113.0,20.0,19428
2025-05-08T00:00:00.000-03:00:00,NE-MRBTS-771801,,94673.0,16634.0,,8234.0,8234.0,9.0,419,73300.0,,14.0,46.0,192.0,34.0,139.0,33682,11227,1611.0,12.0,86.0,40.0,19125
2025-05-08T00:15:00.000-03:00:00,NE-MRBTS-771801,,77375.0,21741.0,,5869.0,5869.0,9.0,467,61443.0,,10.0,87.0,100.0,62.0,53.0,22606,7535,2217.0,36.0,83.0,159.0,16621
2025-05-08T00:30:00.000-03:00:00,NE-MRBTS-771801,,7005.0,6672.0,,3092.0,3092.0,8.0,490,7436.0,2.0,11.0,49.0,102.0,29.0,55.0,14375,4783,1302.0,11.0,104.0,83.0,8534
2025-05-08T01:00:00.000-03:00:00,NE-MRBTS-771801,,4272.0,4047.0,,2299.0,2299.0,8.0,430,5471.0,2.0,11.0,29.0,67.0,25.0,46.0,11353,3776,830.0,22.0,94.0,64.0,5751
2025-05-08T01:15:00.000-03:00:00,NE-MRBTS-771801,,4446.0,4271.0,,2207.0,2207.0,9.0,386,5362.0,2.0,15.0,30.0,168.0,20.0,112.0,11073,3691,1299.0,82.0,80.0,262.0,7040
2025-05-08T01:30:00.000-03:00:00,NE-MRBTS-771801,,3671.0,3842.0,,1930.0,1930.0,9.0,463,4996.0,,16.0,27.0,140.0,17.0,54.0,11680,3883,1606.0,474.0,119.0,50.0,7709
2025-05-08T02:00:00.000-03:00:00,NE-MRBTS-771801,,3828.0,3602.0,,1675.0,1675.0,9.0,362,4607.0,1.0,5.0,8.0,141.0,7.0,50.0,8209,2728,846.0,74.0,99.0,72.0,4926
2025-05-08T02:15:00.000-03:00:00,NE-MRBTS-771801,,5446.0,5233.0,,1716.0,1716.0,11.0,526,6310.0,,20.0,50.0,641.0,35.0,307.0,9401,3132,2948.0,233.0,102.0,700.0,13362
2025-05-08T02:30:00.000-03:00:00,NE-MRBTS-771801,,4175.0,3891.0,,1868.0,1868.0,8.0,566,4917.0,2.0,9.0,70.0,67.0,54.0,32.0,9756,3251,1267.0,65.0,79.0,156.0,6357
2025-05-08T03:00:00.000-03:00:00,NE-MRBTS-771801,,9181.0,6961.0,,2653.0,2653.0,9.0,618,9297.0,2.0,22.0,52.0,230.0,36.0,176.0,12675,4225,851.0,2.0,107.0,171.0,7158
2025-05-08T03:15:00.000-03:00:00,NE-MRBTS-771801,,15541.0,8928.0,,4862.0,4862.0,11.0,527,16177.0,,13.0,74.0,1271.0,43.0,722.0,23520,7839,1463.0,5.0,95.0,351.0,11088
2025-05-08T03:30:00.000-03:00:00,NE-MRBTS-771801,,5099.0,4926.0,,2452.0,2452.0,9.0,485,6089.0,,12.0,44.0,165.0,28.0,104.0,12270,4090,770.0,1.0,113.0,112.0,6512
2025-05-08T04:00:00.000-03:00:00,NE-MRBTS-771801,,9085.0,10139.0,,2719.0,2719.0,9.0,394,8090.0,1.0,11.0,47.0,116.0,34.0,67.0,12633,4211,1816.0,8.0,99.0,87.0,13697
2025-05-08T04:15:00.000-03:00:00,NE-MRBTS-771801,,2000.0,2212.0,,1231.0,1231.0,8.0,379,2645.0,1.0,5.0,53.0,70.0,39.0,33.0,6294,2098,283.0,1.0,93.0,21.0,3379
2025-05-08T04:30:00.000-03:00:00,NE-MRBTS-771801,,4133.0,3474.0,,1654.0,1654.0,10.0,440,4884.0,2.0,12.0,23.0,306.0,14.0,216.0,8053,2684,283.0,3.0,102.0,34.0,4498
2025-05-08T05:00:00.000-03:00:00,NE-MRBTS-771801,,2403.0,2673.0,,1561.0,1561.0,8.0,568,3294.0,,1.0,51.0,62.0,33.0,37.0,7791,2597,330.0,3.0,89.0,67.0,3918
2025-05-08T05:15:00.000-03:00:00,NE-MRBTS-771801,,1773.0,1963.0,,1224.0,1224.0,8.0,620,2587.0,3.0,2.0,31.0,42.0,21.0,30.0,6612,2204,189.0,,69.0,2.0,3056
2025-05-08T05:30:00.000-03:00:00,NE-MRBTS-771801,,6587.0,5361.0,,2174.0,2174.0,9.0,728,6838.0,2.0,20.0,21.0,247.0,10.0,156.0,11463,3813,407.0,2.0,95.0,84.0,7340
2025-05-08T06:00:00.000-03:00:00,NE-MRBTS-771801,,14118.0,8283.0,,2373.0,2373.0,10.0,568,12979.0,10.0,21.0,50.0,581.0,32.0,469.0,10644,3548,573.0,8.0,70.0,252.0,6317
2025-05-08T06:15:00.000-03:00:00,NE-MRBTS-771801,,48376.0,12911.0,,4377.0,4377.0,10.0,527,39033.0,4.0,369.0,49.0,1053.0,36.0,810.0,17278,5759,664.0,13.0,56.0,251.0,12034
2025-05-08T06:30:00.000-03:00:00,NE-MRBTS-771801,,2663.0,2526.0,,1492.0,1492.0,8.0,685,3423.0,4.0,3.0,85.0,61.0,64.0,30.0,7959,2653,470.0,13.0,101.0,79.0,3897
2025-05-08T07:00:00.000-03:00:00,NE-MRBTS-771801,,25774.0,7113.0,,3503.0,3503.0,9.0,838,21251.0,6.0,105.0,103.0,188.0,72.0,113.0,17367,5392,1089.0,11.0,109.0,218.0,10718
2025-05-08T07:15:00.000-03:00:00,NE-MRBTS-771801,,15540.0,10292.0,,3099.0,3099.0,10.0,614,15224.0,11.0,53.0,89.0,902.0,66.0,723.0,14783,4872,1018.0,9.0,45.0,400.0,10158
2025-05-08T07:30:00.000-03:00:00,NE-MRBTS-771801,,27648.0,11574.0,,4053.0,4053.0,9.0,532,23970.0,2.0,19.0,28.0,260.0,9.0,172.0,18060,6020,4269.0,266.0,48.0,748.0,28620
2025-05-08T08:00:00.000-03:00:00,NE-MRBTS-771801,,23224.0,21053.0,,4295.0,4295.0,9.0,738,26347.0,7.0,81.0,64.0,827.0,32.0,299.0,18119,5990,53025.0,1404.0,82.0,3015.0,338714
2025-05-08T08:15:00.000-03:00:00,NE-MRBTS-771801,5.0,106475.0,20675.0,5.0,7903.0,7903.0,10.0,925,85260.0,1.0,69.0,96.0,3831.0,36.0,2642.0,34112,11367,15848.0,677.0,153.0,1291.0,73177
2025-05-08T08:30:00.000-03:00:00,NE-MRBTS-771801,,39133.0,18672.0,,4150.0,4150.0,10.0,685,36744.0,2.0,1696.0,41.0,833.0,12.0,527.0,18997,6314,8460.0,494.0,135.0,369.0,43690
2025-05-08T09:00:00.000-03:00:00,NE-MRBTS-771801,2.0,15865.0,16523.0,2.0,5007.0,5007.0,9.0,729,15643.0,1.0,171.0,71.0,607.0,51.0,461.0,22044,7343,5027.0,39.0,114.0,540.0,35681
