createAt,manageObject,M8006C0,M8006C1,M8006C53,M8006C54,M8006C196,M8006C214,M8006C232,M8006C254,M8006C255,M8006C256,M8006C180,M8006C185,M8006C243,M8006C6,M8006C247,M8006C7,M8006C313,M8006C339,M8006C340,M8006C262,M8006C263,M8006C264,M8006C346,M8006C205,M8006C223,M8006C347,M8006C259,M8006C246
2025-05-07T17:30:00.000-03:00:00,NE-MRBTS-621901,18.0,18.0,2442.0,900,18.0,18.0,5.0,19.0,19.0,,,133.0,,,,,,,,,,,,,,,,
2025-05-07T18:00:00.000-03:00:00,NE-MRBTS-621901,28.0,28.0,2865.0,900,28.0,28.0,5.0,25.0,22.0,3.0,2.0,511.0,2.0,2.0,,,,,,,,,,,,,,
2025-05-07T18:15:00.000-03:00:00,NE-MRBTS-621901,18.0,18.0,2985.0,900,18.0,18.0,5.0,14.0,14.0,,,561.0,,3.0,,,,,,,,,,,,,,
2025-05-07T18:30:00.000-03:00:00,NE-MRBTS-621901,17.0,17.0,2566.0,900,17.0,17.0,5.0,17.0,17.0,,,473.0,,,,,,,,,,,,,,,,
2025-05-07T19:00:00.000-03:00:00,NE-MRBTS-621901,37.0,37.0,4122.0,900,37.0,37.0,8.0,25.0,24.0,1.0,1.0,401.0,1.0,13.0,,,,,,,,,,,,,,
2025-05-07T19:15:00.000-03:00:00,NE-MRBTS-621901,39.0,38.0,3624.0,900,39.0,38.0,6.0,22.0,21.0,1.0,1.0,360.0,1.0,16.0,1.0,,,,,,,,,,,,,
2025-05-07T19:30:00.000-03:00:00,NE-MRBTS-621901,24.0,24.0,2273.0,900,24.0,24.0,5.0,19.0,19.0,,,148.0,,3.0,,1.0,,,,,,,,,,,,
2025-05-07T20:00:00.000-03:00:00,NE-MRBTS-621901,43.0,43.0,4759.0,900,43.0,43.0,8.0,29.0,26.0,3.0,2.0,662.0,2.0,12.0,,,,,,,,,,,,,,
2025-05-07T20:15:00.000-03:00:00,NE-MRBTS-621901,15.0,15.0,4858.0,900,15.0,15.0,8.0,17.0,17.0,,,601.0,,,,,,,,,,,,,,,,
2025-05-07T20:30:00.000-03:00:00,NE-MRBTS-621901,32.0,32.0,3827.0,900,32.0,32.0,8.0,26.0,26.0,,,188.0,,5.0,,,,,,,,,,,,,,
2025-05-07T21:00:00.000-03:00:00,NE-MRBTS-621901,18.0,18.0,2873.0,900,18.0,18.0,5.0,16.0,16.0,,,499.0,,1.0,,,,,,,,,,,,,,
2025-05-07T21:15:00.000-03:00:00,NE-MRBTS-621901,13.0,13.0,3165.0,900,13.0,13.0,6.0,13.0,13.0,,,660.0,,1.0,,,,,,,,,,,,,,
2025-05-07T21:30:00.000-03:00:00,NE-MRBTS-621901,19.0,19.0,2160.0,900,19.0,19.0,5.0,21.0,21.0,,,101.0,,,,,,,,,,,,,,,,
2025-05-07T22:00:00.000-03:00:00,NE-MRBTS-621901,16.0,16.0,2085.0,900,16.0,16.0,5.0,14.0,14.0,,,372.0,,,,,,,,,,,,,,,,
2025-05-07T22:15:00.000-03:00:00,NE-MRBTS-621901,14.0,14.0,2488.0,900,14.0,14.0,5.0,17.0,17.0,,,196.0,,,,,,,,,,,,,,,,
2025-05-07T22:30:00.000-03:00:00,NE-MRBTS-621901,19.0,19.0,1650.0,900,19.0,19.0,4.0,18.0,18.0,,,56.0,,,,1.0,,,,,,,,,,,,
2025-05-07T23:00:00.000-03:00:00,NE-MRBTS-621901,18.0,18.0,1425.0,900,18.0,18.0,3.0,15.0,15.0,,,22.0,,2.0,,,,,,,,,,,,,,
2025-05-07T23:15:00.000-03:00:00,NE-MRBTS-621901,11.0,11.0,1564.0,900,11.0,11.0,4.0,12.0,12.0,,,42.0,,,,,,,,,,,,,,,,
2025-05-07T23:30:00.000-03:00:00,NE-MRBTS-621901,15.0,15.0,1410.0,900,15.0,15.0,4.0,14.0,14.0,,,24.0,,,,,,,,,,,,,,,,
2025-05-08T00:00:00.000-03:00:00,NE-MRBTS-621901,13.0,13.0,2553.0,900,13.0,13.0,5.0,13.0,13.0,,,501.0,,,,,,,,,,,,,,,,
2025-05-08T00:15:00.000-03:00:00,NE-MRBTS-621901,12.0,12.0,3051.0,900,12.0,12.0,5.0,11.0,11.0,,,256.0,,,,,,,,,,,,,,,,
2025-05-08T00:30:00.000-03:00:00,NE-MRBTS-621901,15.0,15.0,2440.0,900,15.0,15.0,5.0,15.0,15.0,,,56.0,,,,1.0,,,,,,,,,,,,
2025-05-08T01:00:00.000-03:00:00,NE-MRBTS-621901,16.0,16.0,2307.0,900,16.0,16.0,4.0,15.0,15.0,,,48.0,,,,,,,,,,,,,,,,
2025-05-08T01:15:00.000-03:00:00,NE-MRBTS-621901,12.0,12.0,2181.0,900,12.0,12.0,4.0,13.0,13.0,,,89.0,,,,,,,,,,,,,,,,
2025-05-08T01:30:00.000-03:00:00,NE-MRBTS-621901,17.0,17.0,2424.0,900,17.0,17.0,5.0,17.0,17.0,,,51.0,,,,,,,,,,,,,,,,
2025-05-08T02:00:00.000-03:00:00,NE-MRBTS-621901,36.0,36.0,3762.0,900,36.0,36.0,6.0,36.0,36.0,,,52.0,,,,,,,,,,,,,,,,
2025-05-08T02:15:00.000-03:00:00,NE-MRBTS-621901,22.0,22.0,2940.0,900,22.0,22.0,5.0,19.0,19.0,,,70.0,,4.0,,,,,,,,,,,,,,
2025-05-08T02:30:00.000-03:00:00,NE-MRBTS-621901,14.0,14.0,2308.0,900,14.0,14.0,5.0,14.0,14.0,,,46.0,,,,,,,,,,,,,,,,
2025-05-08T03:00:00.000-03:00:00,NE-MRBTS-621901,17.0,17.0,1729.0,900,17.0,17.0,6.0,16.0,16.0,,,162.0,,2.0,,,2.0,2.0,,,,,,,,,,
2025-05-08T03:15:00.000-03:00:00,NE-MRBTS-621901,15.0,15.0,1510.0,900,15.0,15.0,3.0,15.0,15.0,,,36.0,,,,,,,,,,,,,,,,
2025-05-08T03:30:00.000-03:00:00,NE-MRBTS-621901,18.0,18.0,1612.0,900,18.0,18.0,4.0,15.0,15.0,,,42.0,,1.0,,,,,,,,,,,,,,
2025-05-08T04:00:00.000-03:00:00,NE-MRBTS-621901,21.0,21.0,1692.0,900,21.0,21.0,4.0,19.0,19.0,,,52.0,,1.0,,,,,,,,,,,,,,
2025-05-08T04:15:00.000-03:00:00,NE-MRBTS-621901,12.0,12.0,1298.0,900,12.0,12.0,3.0,13.0,13.0,,,40.0,,,,,,,,,,,,,,,,
2025-05-08T04:30:00.000-03:00:00,NE-MRBTS-621901,11.0,11.0,1293.0,900,11.0,11.0,3.0,11.0,11.0,,,41.0,,1.0,,,,,,,,,,,,,,
2025-05-08T05:00:00.000-03:00:00,NE-MRBTS-621901,19.0,19.0,2192.0,900,19.0,19.0,5.0,19.0,19.0,,,82.0,,,,,,,,,,,,,,,,
2025-05-08T05:15:00.000-03:00:00,NE-MRBTS-621901,14.0,14.0,3134.0,900,14.0,14.0,5.0,12.0,11.0,1.0,1.0,281.0,1.0,,,,,,,,,,,,,,,
2025-05-08T05:30:00.000-03:00:00,NE-MRBTS-621901,19.0,19.0,3953.0,900,19.0,19.0,7.0,18.0,15.0,3.0,2.0,336.0,2.0,,,,,,,,,,,,,,,
2025-05-08T06:00:00.000-03:00:00,NE-MRBTS-621901,21.0,21.0,4383.0,900,21.0,21.0,8.0,15.0,15.0,,,551.0,,3.0,,,,,,,,,,,,,,
2025-05-08T06:15:00.000-03:00:00,NE-MRBTS-621901,29.0,28.0,5433.0,900,29.0,28.0,9.0,17.0,16.0,1.0,1.0,478.0,1.0,13.0,1.0,1.0,,,,,,,,,,,,
2025-05-08T06:30:00.000-03:00:00,NE-MRBTS-621901,20.0,20.0,4445.0,900,20.0,20.0,7.0,17.0,15.0,2.0,,890.0,,2.0,,,,,,,,,,,,,,
2025-05-08T07:00:00.000-03:00:00,NE-MRBTS-621901,47.0,47.0,7286.0,900,47.0,47.0,12.0,35.0,32.0,2.0,2.0,1472.0,2.0,11.0,,,,,,,,,1.0,,,,,
2025-05-08T07:15:00.000-03:00:00,NE-MRBTS-621901,84.0,83.0,9279.0,900,84.0,83.0,15.0,45.0,38.0,7.0,2.0,1688.0,2.0,31.0,,1.0,,,,,,,,,,,,
2025-05-08T07:30:00.000-03:00:00,NE-MRBTS-621901,82.0,82.0,11435.0,900,82.0,82.0,17.0,34.0,31.0,3.0,,2349.0,,48.0,,,,,,,,,,,,,,
2025-05-08T08:00:00.000-03:00:00,NE-MRBTS-621901,70.0,70.0,10913.0,900,70.0,70.0,17.0,35.0,34.0,1.0,1.0,1890.0,1.0,32.0,,,,,,,,,,,,,,
2025-05-08T08:15:00.000-03:00:00,NE-MRBTS-621901,57.0,57.0,12155.0,900,57.0,57.0,16.0,38.0,37.0,1.0,,2603.0,,19.0,,,,,,,,,,,,,,
2025-05-08T08:30:00.000-03:00:00,NE-MRBTS-621901,65.0,64.0,12400.0,900,65.0,64.0,17.0,46.0,37.0,8.0,3.0,2456.0,3.0,20.0,1.0,,,,,,,,1.0,,,,,
2025-05-08T09:00:00.000-03:00:00,NE-MRBTS-621901,43.0,43.0,10325.0,900,43.0,43.0,15.0,36.0,35.0,1.0,1.0,1259.0,1.0,6.0,,,,,,,,,,,,,,
2025-05-08T09:15:00.000-03:00:00,NE-MRBTS-621901,63.0,63.0,9938.0,900,63.0,63.0,14.0,44.0,41.0,3.0,,1495.0,,18.0,,,,,,,,,,,,,,
2025-05-08T09:30:00.000-03:00:00,NE-MRBTS-621901,61.0,61.0,11388.0,900,61.0,61.0,15.0,45.0,43.0,2.0,,1705.0,,16.0,,,,,,,,,,,,,,
2025-05-08T10:00:00.000-03:00:00,NE-MRBTS-621901,70.0,70.0,10664.0,900,70.0,70.0,17.0,47.0,44.0,3.0,2.0,1588.0,2.0,25.0,,,,,,,,,,,,,,
2025-05-08T10:15:00.000-03:00:00,NE-MRBTS-621901,55.0,55.0,11275.0,900,55.0,55.0,16.0,32.0,30.0,2.0,,2065.0,,18.0,,1.0,,,,,,,,,,,,
2025-05-08T10:30:00.000-03:00:00,NE-MRBTS-621901,58.0,57.0,11824.0,900,58.0,57.0,16.0,33.0,29.0,4.0,3.0,2291.0,3.0,21.0,1.0,2.0,,,,,,,,,,,,
2025-05-08T11:00:00.000-03:00:00,NE-MRBTS-621901,50.0,50.0,8976.0,900,50.0,50.0,13.0,49.0,45.0,4.0,3.0,1606.0,3.0,4.0,,,,,,,,,,,,,,
2025-05-08T11:15:00.000-03:00:00,NE-MRBTS-621901,67.0,66.0,7618.0,900,67.0,66.0,12.0,57.0,54.0,3.0,1.0,1202.0,1.0,6.0,1.0,,,,,,,,,,,,,
2025-05-08T11:30:00.000-03:00:00,NE-MRBTS-621901,37.0,37.0,9128.0,900,37.0,37.0,13.0,37.0,35.0,2.0,2.0,1554.0,2.0,1.0,,,,,,,,,,,,,,
2025-05-08T12:00:00.000-03:00:00,NE-MRBTS-621901,44.0,44.0,10011.0,900,44.0,44.0,14.0,41.0,40.0,1.0,1.0,1809.0,1.0,1.0,,1.0,,,,,,,,,,,,
2025-05-08T12:15:00.000-03:00:00,NE-MRBTS-621901,58.0,58.0,8276.0,900,58.0,58.0,14.0,58.0,57.0,1.0,1.0,1245.0,1.0,2.0,,1.0,,,,,,,,,,,,
2025-05-08T12:30:00.000-03:00:00,NE-MRBTS-621901,66.0,66.0,8283.0,900,66.0,66.0,13.0,53.0,49.0,4.0,4.0,1520.0,4.0,14.0,,,,,,,,,,,,,,
2025-05-08T13:00:00.000-03:00:00,NE-MRBTS-621901,84.0,82.0,9962.0,900,84.0,82.0,15.0,57.0,56.0,1.0,,1736.0,,21.0,2.0,1.0,,,,,,,,,,,,
2025-05-08T13:15:00.000-03:00:00,NE-MRBTS-621901,77.0,77.0,10997.0,900,77.0,77.0,15.0,71.0,69.0,2.0,,2494.0,,11.0,,,,,,,,,,,,,,
2025-05-08T13:30:00.000-03:00:00,NE-MRBTS-621901,57.0,57.0,8591.0,900,57.0,57.0,13.0,51.0,48.0,3.0,2.0,1344.0,2.0,6.0,,1.0,,,,,,,,,,,,
2025-05-08T14:00:00.000-03:00:00,NE-MRBTS-621901,67.0,66.0,9096.0,900,67.0,66.0,14.0,53.0,50.0,3.0,1.0,1722.0,1.0,9.0,1.0,1.0,,,,,,,,,,,,
2025-05-08T14:15:00.000-03:00:00,NE-MRBTS-621901,68.0,68.0,11324.0,900,67.0,67.0,17.0,46.0,44.0,2.0,,2316.0,,19.0,,,,,,,,,,1.0,1.0,,,
2025-05-08T14:30:00.000-03:00:00,NE-MRBTS-621901,59.0,59.0,11289.0,900,59.0,59.0,16.0,41.0,39.0,1.0,1.0,2477.0,1.0,18.0,,2.0,,,,,,,1.0,,,,,
2025-05-08T15:00:00.000-03:00:00,NE-MRBTS-621901,49.0,49.0,11612.0,900,49.0,49.0,16.0,36.0,35.0,1.0,1.0,2343.0,1.0,16.0,,1.0,,,,,,,,,,,,
2025-05-08T15:15:00.000-03:00:00,NE-MRBTS-621901,41.0,41.0,10770.0,900,41.0,41.0,15.0,35.0,33.0,2.0,2.0,1914.0,2.0,5.0,,,,,,,,,,,,,,
2025-05-08T15:30:00.000-03:00:00,NE-MRBTS-621901,50.0,50.0,11026.0,900,50.0,50.0,16.0,40.0,36.0,4.0,2.0,2369.0,2.0,5.0,,1.0,,,,,,,,,,,,
2025-05-08T16:00:00.000-03:00:00,NE-MRBTS-621901,59.0,59.0,10784.0,900,59.0,59.0,15.0,40.0,35.0,5.0,2.0,1841.0,2.0,17.0,,2.0,,,,,,,,,,,,
2025-05-08T16:15:00.000-03:00:00,NE-MRBTS-621901,39.0,39.0,9483.0,900,39.0,39.0,17.0,33.0,29.0,4.0,1.0,2073.0,1.0,9.0,,1.0,9.0,9.0,,,,,,,,,,
2025-05-08T16:30:00.000-03:00:00,NE-MRBTS-621901,46.0,46.0,5322.0,900,46.0,46.0,14.0,31.0,30.0,,,1423.0,,6.0,,,,,,,,,1.0,,,,,
2025-05-06T15:00:00.000-03:00:00,NE-MRBTS-690204,157.0,157.0,17533.0,900,157.0,157.0,26.0,111.0,111.0,,,381.0,,8.0,,38.0,,,,,,,,,,,,
2025-05-06T15:15:00.000-03:00:00,NE-MRBTS-690204,145.0,145.0,17324.0,900,145.0,145.0,25.0,112.0,112.0,,,323.0,,3.0,,32.0,,,,,,,,,,,,
2025-05-06T15:30:00.000-03:00:00,NE-MRBTS-690204,148.0,145.0,17297.0,900,148.0,145.0,25.0,104.0,104.0,,,578.0,,3.0,3.0,38.0,,,,,,,,,,,,
2025-05-06T16:00:00.000-03:00:00,NE-MRBTS-690204,159.0,159.0,16270.0,900,159.0,159.0,23.0,114.0,114.0,,,338.0,,5.0,,38.0,,,,,,,,,,,,
2025-05-06T16:15:00.000-03:00:00,NE-MRBTS-690204,160.0,158.0,13221.0,900,160.0,158.0,21.0,137.0,137.0,,,838.0,,1.0,1.0,27.0,,,,,,,,,,,,1.0
2025-05-06T16:30:00.000-03:00:00,NE-MRBTS-690204,156.0,154.0,10701.0,900,156.0,154.0,18.0,109.0,107.0,2.0,,462.0,,4.0,2.0,41.0,,,,,,,,,,,,
2025-05-06T17:00:00.000-03:00:00,NE-MRBTS-690204,127.0,127.0,10392.0,900,127.0,127.0,17.0,80.0,79.0,1.0,1.0,335.0,1.0,6.0,,39.0,,,,,,,,,,,,
2025-05-06T17:15:00.000-03:00:00,NE-MRBTS-690204,130.0,130.0,10436.0,900,130.0,130.0,16.0,100.0,97.0,3.0,1.0,296.0,1.0,2.0,,29.0,,,,,,,,,,,,
2025-05-06T17:30:00.000-03:00:00,NE-MRBTS-690204,129.0,129.0,10535.0,900,129.0,129.0,16.0,83.0,82.0,1.0,,585.0,,6.0,,39.0,,,,,,,,,,,,
2025-05-06T18:00:00.000-03:00:00,NE-MRBTS-690204,128.0,124.0,11348.0,900,128.0,124.0,17.0,81.0,81.0,,,765.0,,3.0,4.0,40.0,,,,,,,,,,,,
2025-05-06T18:15:00.000-03:00:00,NE-MRBTS-690204,124.0,122.0,10058.0,900,124.0,122.0,16.0,91.0,90.0,1.0,1.0,696.0,1.0,3.0,2.0,32.0,,,,,,,,,,,,
2025-05-06T18:30:00.000-03:00:00,NE-MRBTS-690204,157.0,157.0,10239.0,900,157.0,157.0,18.0,109.0,109.0,,,491.0,,3.0,,40.0,,,,,,,,,,,,
2025-05-06T19:00:00.000-03:00:00,NE-MRBTS-690204,121.0,121.0,10264.0,900,121.0,121.0,17.0,78.0,78.0,,,316.0,,4.0,,37.0,,,,,,,,,,,,
2025-05-06T19:15:00.000-03:00:00,NE-MRBTS-690204,148.0,148.0,10531.0,900,148.0,148.0,17.0,113.0,113.0,,,273.0,,,,36.0,,,,,,,,,,,,
2025-05-06T19:30:00.000-03:00:00,NE-MRBTS-690204,177.0,177.0,11262.0,900,177.0,177.0,18.0,139.0,139.0,,,279.0,,3.0,,39.0,,,,,,,,,,,,
2025-05-06T20:00:00.000-03:00:00,NE-MRBTS-690204,117.0,116.0,9694.0,900,117.0,116.0,16.0,76.0,76.0,,,637.0,,,1.0,42.0,,,,,,,,,,,,
2025-05-06T20:15:00.000-03:00:00,NE-MRBTS-690204,113.0,113.0,9730.0,900,113.0,113.0,15.0,75.0,75.0,,,570.0,,1.0,,35.0,,,,,,,,,,,,
2025-05-06T20:30:00.000-03:00:00,NE-MRBTS-690204,120.0,118.0,9426.0,900,120.0,118.0,14.0,77.0,77.0,,,561.0,,4.0,2.0,38.0,,,,,,,,,,,,
2025-05-06T21:00:00.000-03:00:00,NE-MRBTS-690204,113.0,113.0,9790.0,900,113.0,113.0,16.0,69.0,69.0,,,417.0,,,,42.0,,,,,,,,,,,,
2025-05-06T21:15:00.000-03:00:00,NE-MRBTS-690204,111.0,111.0,9708.0,900,111.0,111.0,15.0,75.0,75.0,,,404.0,,3.0,,35.0,,,,,,,,,,,,
2025-05-06T21:30:00.000-03:00:00,NE-MRBTS-690204,149.0,149.0,10452.0,900,149.0,149.0,16.0,105.0,105.0,,,500.0,,1.0,,42.0,,,,,,,,,,,,
2025-05-06T22:00:00.000-03:00:00,NE-MRBTS-690204,122.0,121.0,9903.0,900,122.0,121.0,15.0,83.0,83.0,,,151.0,,2.0,,38.0,,,,,,,,,,,,
2025-05-06T22:15:00.000-03:00:00,NE-MRBTS-690204,145.0,146.0,10473.0,900,145.0,146.0,17.0,110.0,110.0,,,157.0,,,,32.0,,,,,,,,,,,,
2025-05-06T22:30:00.000-03:00:00,NE-MRBTS-690204,174.0,174.0,10818.0,900,174.0,174.0,17.0,135.0,135.0,,,387.0,,1.0,,42.0,,,,,,,,,,,,
2025-05-06T23:00:00.000-03:00:00,NE-MRBTS-690204,97.0,95.0,6288.0,900,97.0,95.0,13.0,58.0,58.0,,,221.0,,3.0,2.0,29.0,8.0,8.0,,,,,,,,,,
2025-05-06T23:15:00.000-03:00:00,NE-MRBTS-690204,96.0,96.0,6117.0,900,96.0,96.0,10.0,67.0,67.0,,,188.0,,,,28.0,,,,,,,,,,,,
2025-05-06T23:30:00.000-03:00:00,NE-MRBTS-690204,127.0,127.0,6785.0,900,127.0,127.0,12.0,85.0,85.0,,,219.0,,3.0,,40.0,,,,,,,,,,,,
2025-05-07T00:00:00.000-03:00:00,NE-MRBTS-690204,104.0,104.0,7894.0,900,104.0,104.0,13.0,63.0,63.0,,,643.0,,1.0,,44.0,,,,,,,,,,,,
2025-05-07T00:15:00.000-03:00:00,NE-MRBTS-690204,97.0,97.0,7773.0,900,97.0,97.0,12.0,60.0,60.0,,,414.0,,2.0,,30.0,,,,,,,,,,,,
2025-05-07T00:30:00.000-03:00:00,NE-MRBTS-690204,107.0,107.0,7932.0,900,107.0,107.0,13.0,62.0,61.0,1.0,1.0,489.0,1.0,1.0,,45.0,,,,,,,,,,,,
2025-05-07T01:00:00.000-03:00:00,NE-MRBTS-690204,137.0,137.0,9440.0,900,137.0,137.0,16.0,89.0,89.0,,,143.0,,2.0,,43.0,,,,,,,,,,,,
2025-05-07T01:15:00.000-03:00:00,NE-MRBTS-690204,137.0,137.0,11267.0,900,137.0,137.0,16.0,103.0,103.0,,,254.0,,1.0,,31.0,,,,,,,,,,,,
2025-05-07T01:30:00.000-03:00:00,NE-MRBTS-690204,174.0,174.0,12935.0,900,174.0,174.0,19.0,129.0,129.0,,,868.0,,2.0,,45.0,,,,,,,,,,,,
2025-05-07T02:00:00.000-03:00:00,NE-MRBTS-690204,117.0,117.0,10175.0,900,117.0,117.0,16.0,69.0,69.0,,,196.0,,3.0,,43.0,,,,,,,,,,,,
2025-05-07T02:15:00.000-03:00:00,NE-MRBTS-690204,105.0,105.0,10115.0,900,105.0,105.0,16.0,78.0,78.0,,,187.0,,,,32.0,,,,,,,,,,,,
2025-05-07T02:30:00.000-03:00:00,NE-MRBTS-690204,124.0,123.0,8595.0,900,124.0,123.0,15.0,75.0,71.0,,,280.0,,4.0,1.0,40.0,8.0,8.0,,,,,,,,4.0,,
2025-05-07T03:00:00.000-03:00:00,NE-MRBTS-690204,113.0,113.0,8571.0,900,113.0,113.0,13.0,67.0,67.0,,,702.0,,,,43.0,,,,,,,,,,,,
2025-05-07T03:15:00.000-03:00:00,NE-MRBTS-690204,94.0,94.0,8486.0,900,94.0,94.0,12.0,64.0,64.0,,,768.0,,,,33.0,,,,,,,,,,,,
2025-05-07T03:30:00.000-03:00:00,NE-MRBTS-690204,127.0,127.0,8947.0,900,127.0,127.0,13.0,80.0,80.0,,,662.0,,2.0,,43.0,,,,,,,,,,,,
2025-05-07T04:00:00.000-03:00:00,NE-MRBTS-690204,114.0,114.0,8715.0,900,114.0,114.0,14.0,70.0,70.0,,,641.0,,2.0,,42.0,,,,,,,,,,,,
2025-05-07T04:15:00.000-03:00:00,NE-MRBTS-690204,117.0,117.0,8851.0,900,117.0,117.0,13.0,84.0,84.0,,,635.0,,,,34.0,,,,,,,,,,,,
2025-05-07T04:30:00.000-03:00:00,NE-MRBTS-690204,135.0,135.0,9342.0,900,135.0,135.0,15.0,88.0,88.0,,,742.0,,2.0,,42.0,,,,,,,,,,,,
2025-05-07T05:00:00.000-03:00:00,NE-MRBTS-690204,103.0,103.0,9006.0,900,103.0,103.0,14.0,56.0,56.0,,,252.0,,4.0,,41.0,,,,,,,,,,,,
2025-05-07T05:15:00.000-03:00:00,NE-MRBTS-690204,126.0,126.0,9323.0,900,126.0,126.0,16.0,98.0,98.0,,,135.0,,2.0,,29.0,,,,,,,,,,,,
2025-05-07T05:30:00.000-03:00:00,NE-MRBTS-690204,125.0,125.0,9008.0,900,125.0,125.0,13.0,79.0,79.0,,,220.0,,3.0,,40.0,,,,,,,,,,,,
2025-05-07T06:00:00.000-03:00:00,NE-MRBTS-690204,116.0,116.0,9306.0,900,116.0,116.0,14.0,68.0,68.0,,,149.0,,5.0,,39.0,,,,,,,,,,,,
2025-05-07T06:15:00.000-03:00:00,NE-MRBTS-690204,133.0,133.0,10664.0,900,133.0,133.0,16.0,96.0,96.0,,,215.0,,2.0,,32.0,,,,,,,,,,,,
2025-05-07T06:30:00.000-03:00:00,NE-MRBTS-690204,161.0,161.0,13261.0,900,161.0,161.0,20.0,121.0,121.0,,,268.0,,2.0,,39.0,,,,,,,,,,,,
2025-05-07T07:00:00.000-03:00:00,NE-MRBTS-690204,211.0,211.0,16065.0,900,211.0,211.0,25.0,150.0,149.0,1.0,,253.0,,12.0,,38.0,,,,,,,,,,,,
2025-05-07T07:15:00.000-03:00:00,NE-MRBTS-690204,220.0,220.0,19566.0,900,220.0,220.0,27.0,179.0,174.0,5.0,1.0,357.0,1.0,8.0,,32.0,,,,,,,,,,,,
2025-05-07T07:30:00.000-03:00:00,NE-MRBTS-690204,206.0,206.0,20319.0,900,206.0,206.0,28.0,162.0,160.0,2.0,1.0,481.0,1.0,6.0,,40.0,,,,,,,,,,,,
2025-05-07T08:00:00.000-03:00:00,NE-MRBTS-690204,163.0,163.0,19932.0,900,163.0,163.0,28.0,130.0,130.0,,,295.0,,3.0,,38.0,,,,,,,,,,,,
2025-05-07T08:15:00.000-03:00:00,NE-MRBTS-690204,189.0,189.0,18000.0,900,189.0,189.0,25.0,147.0,146.0,1.0,,296.0,,3.0,,32.0,,,,,,,,,,,,
2025-05-07T08:30:00.000-03:00:00,NE-MRBTS-690204,174.0,174.0,19230.0,900,174.0,174.0,27.0,134.0,134.0,,,373.0,,4.0,,40.0,,,,,,,,,,,,
2025-05-07T09:00:00.000-03:00:00,NE-MRBTS-690204,200.0,200.0,19534.0,900,200.0,200.0,27.0,160.0,159.0,1.0,,363.0,,4.0,,37.0,,,,,,,,,,,,
2025-05-07T09:15:00.000-03:00:00,NE-MRBTS-690204,201.0,200.0,18827.0,900,201.0,200.0,26.0,167.0,165.0,2.0,,432.0,,3.0,1.0,30.0,,,,,,,,,,,,
2025-05-07T09:30:00.000-03:00:00,NE-MRBTS-690204,205.0,199.0,16913.0,900,205.0,199.0,25.0,154.0,152.0,2.0,2.0,352.0,2.0,5.0,5.0,39.0,,,,,,,,,,,,1.0
2025-05-07T10:00:00.000-03:00:00,NE-MRBTS-690204,214.0,214.0,17584.0,900,214.0,214.0,24.0,167.0,166.0,1.0,1.0,305.0,1.0,2.0,,43.0,,,,,,,,,,,,
2025-05-07T10:15:00.000-03:00:00,NE-MRBTS-690204,196.0,196.0,17966.0,900,196.0,196.0,24.0,164.0,161.0,3.0,1.0,290.0,1.0,3.0,,31.0,,,,,,,,,,,,
2025-05-07T10:30:00.000-03:00:00,NE-MRBTS-690204,211.0,210.0,17997.0,900,211.0,210.0,25.0,166.0,164.0,2.0,1.0,396.0,1.0,3.0,1.0,43.0,,,,,,,,,,,,
2025-05-07T11:00:00.000-03:00:00,NE-MRBTS-690204,211.0,211.0,16086.0,900,211.0,211.0,24.0,166.0,166.0,,,200.0,,3.0,,42.0,,,,,,,,,,,,
2025-05-07T11:15:00.000-03:00:00,NE-MRBTS-690204,182.0,182.0,16202.0,900,182.0,182.0,23.0,152.0,152.0,,,197.0,,2.0,,28.0,,,,,,,,,,,,
2025-05-07T11:30:00.000-03:00:00,NE-MRBTS-690204,189.0,189.0,15773.0,900,189.0,189.0,24.0,145.0,145.0,,,196.0,,2.0,,41.0,,,,,,,,,,,,
2025-05-07T12:00:00.000-03:00:00,NE-MRBTS-690204,178.0,178.0,16080.0,900,178.0,178.0,22.0,138.0,138.0,,,223.0,,,,41.0,,,,,,,,,,,,
2025-05-07T12:15:00.000-03:00:00,NE-MRBTS-690204,174.0,174.0,16362.0,900,174.0,174.0,23.0,142.0,142.0,,,276.0,,,,32.0,,,,,,,,,,,,
2025-05-07T12:30:00.000-03:00:00,NE-MRBTS-690204,185.0,183.0,15751.0,900,185.0,183.0,21.0,139.0,137.0,2.0,,257.0,,4.0,2.0,42.0,,,,,,,,,,,,
2025-05-07T13:00:00.000-03:00:00,NE-MRBTS-690204,200.0,200.0,16927.0,900,200.0,200.0,25.0,155.0,155.0,,,243.0,,3.0,,41.0,,,,,,,,,,,,
2025-05-07T13:15:00.000-03:00:00,NE-MRBTS-690204,209.0,208.0,17524.0,900,209.0,208.0,25.0,163.0,162.0,1.0,1.0,288.0,1.0,6.0,1.0,39.0,,,,,,,,,,,,
2025-05-07T13:30:00.000-03:00:00,NE-MRBTS-690204,207.0,207.0,16941.0,900,207.0,207.0,23.0,160.0,159.0,1.0,,250.0,,5.0,,43.0,,,,,,,,,,,,
2025-05-07T14:00:00.000-03:00:00,NE-MRBTS-690204,176.0,175.0,16219.0,900,176.0,175.0,22.0,141.0,140.0,1.0,,231.0,,,1.0,37.0,,,,,,,,,,,,
